,code,name,time,price,volume,preprice,type
0,600848,上海临港,14:58:47,18.65,43398,18.72,卖盘
1,600848,上海临港,14:30:05,18.58,51179,18.61,卖盘
2,600848,上海临港,14:02:20,18.8,50276,18.86,卖盘
3,600848,上海临港,11:07:04,18.89,41300,18.92,卖盘
4,600848,上海临港,10:55:10,19.0,40000,19.05,卖盘
