date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-05-02,25.96,26.32,25.94,25.9,69997.07,-0.19,-0.73,25.692,24.883,24.908,147442.03,114391.02,94711.86
2017-04-28,26.0,26.35,26.13,25.8,122361.78,0.12,0.46,25.414,24.751,24.851,160301.08,112503.25,95439.82
2017-04-27,25.48,26.08,26.01,25.32,221934.7,0.53,2.08,25.014,24.589,24.788,149697.94,106245.58,92538.11
2017-04-26,25.0,25.99,25.48,25.0,206633.91,0.58,2.33,24.574,24.485,24.74,121392.89,88811.51,83799.46
2017-04-25,24.48,25.01,24.9,24.45,116282.67,0.35,1.43,24.244,24.423,24.721,90501.86,77281.8,78471.1
2017-04-24,24.08,24.75,24.55,23.93,134292.36,0.42,1.74,24.074,24.412,24.721,81340.02,74242.92,76898.86
2017-04-21,23.78,24.21,24.13,23.61,69346.08,0.32,1.34,24.088,24.447,24.722,64705.42,70013.57,76049.59
2017-04-20,23.86,23.91,23.81,23.5,80409.44,-0.02,-0.08,24.164,24.539,24.737,62793.21,69208.16,80487.19
2017-04-19,24.0,24.15,23.83,23.75,52178.76,-0.22,-0.92,24.396,24.664,24.805,56230.12,68093.45,82724.58
2017-04-18,24.59,24.59,24.05,24.0,70473.47,-0.57,-2.31,24.602,24.807,24.887,64061.73,73366.27,83371.79
2017-04-17,24.48,24.64,24.62,24.31,51119.36,0.11,0.45,24.75,24.932,24.963,67145.81,75032.7,85208.96
2017-04-14,24.95,24.97,24.51,24.4,59785.01,-0.46,-1.84,24.806,24.95,25.011,75321.72,78376.38,89174.07
2017-04-13,24.88,25.09,24.97,24.84,47594.01,0.11,0.44,24.914,24.986,25.033,75623.11,78830.65,88966.21
2017-04-12,24.68,25.07,24.86,24.63,91336.79,0.07,0.28,24.932,24.995,25.042,79956.77,78787.41,90061.39
2017-04-11,24.88,25.0,24.79,24.4,85893.87,-0.11,-0.44,25.012,25.018,25.056,82670.81,79660.41,89739.02
2017-04-10,24.86,25.34,24.9,24.8,91998.9,-0.15,-0.6,25.114,25.029,25.062,82919.59,79554.8,91225.87
2017-04-07,25.03,25.14,25.05,24.92,61291.96,-0.01,-0.04,25.094,24.996,25.081,81431.04,82085.62,91079.36
