date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-05-05,19.1,19.24,18.64,18.5,34650.32,-0.47,-2.46,19.186,19.057,19.971,29887.3,30100.48,68311.21
2017-05-04,19.31,19.35,19.11,19.01,18099.59,-0.24,-1.24,19.206,19.143,20.079,30687.02,34436.07,69848.27
2017-05-03,19.28,19.65,19.35,19.11,32751.71,-0.03,-0.15,19.144,19.255,20.173,31779.1,43249.1,74563.57
2017-05-02,19.2,19.76,19.38,19.1,25369.62,-0.07,-0.36,19.024,19.467,20.19,29636.53,51135.56,74148.77
2017-04-28,18.87,19.5,19.45,18.75,38565.28,0.71,3.79,18.892,19.613,20.216,32564.74,54147.93,75239.66
2017-04-27,18.9,18.92,18.74,18.26,38648.9,-0.06,-0.32,18.928,19.734,20.227,30313.66,57801.68,74410.77
2017-04-26,18.85,19.0,18.8,18.55,23559.97,0.05,0.27,19.08,20.003,20.275,38185.12,61679.75,73416.7
2017-04-25,18.88,19.05,18.75,18.7,22038.9,0.03,0.16,19.366,20.264,20.323,54719.11,73599.1,74169.97
2017-04-24,19.58,19.58,18.72,18.7,40010.66,-0.91,-4.64,19.91,20.455,20.384,72634.6,80182.86,75464.71
2017-04-21,19.49,19.74,19.63,19.38,27309.89,0.13,0.67,20.334,20.656,20.423,75731.12,92458.68,76179.26
2017-04-20,20.07,20.16,19.5,19.21,78006.18,-0.73,-3.61,20.54,20.884,20.436,85289.69,106521.93,76621.6
2017-04-19,21.3,21.53,20.23,20.0,106229.9,-1.24,-5.78,20.926,21.015,20.478,85174.38,105260.47,74207.09
2017-04-18,20.61,21.78,21.47,20.52,111616.35,0.63,3.02,21.162,21.091,20.49,92479.1,105878.03,70155.9
2017-04-17,20.67,21.54,20.84,20.43,55493.28,0.18,0.87,21.0,20.912,20.438,87731.13,97161.98,66386.62
2017-04-14,21.21,21.42,20.66,20.51,75102.73,-0.77,-3.59,20.978,20.819,20.424,109186.24,96331.39,65465.99
2017-04-13,21.3,21.8,21.43,21.02,77429.64,0.02,0.09,21.228,20.72,20.42,127754.18,91019.87,62905.07
2017-04-12,20.26,22.66,21.41,20.26,142753.48,0.75,3.63,21.104,20.547,20.393,125346.56,85153.65,61126.92
2017-04-11,20.36,20.86,20.66,20.03,87876.53,-0.07,-0.34,21.02,20.382,20.362,119276.96,74740.85,57773.72
2017-04-10,21.3,21.4,20.73,19.72,162768.84,-1.18,-5.39,20.824,20.312,20.384,106592.83,70746.56,55004.98
2017-04-07,20.81,22.36,21.91,20.81,167942.41,1.1,5.29,20.66,20.189,20.394,83476.54,59899.84,48080.14
2017-04-06,21.0,21.26,20.81,20.65,65391.54,-0.18,-0.86,20.212,19.987,20.354,54285.56,46721.27,41696.39
2017-04-05,19.73,21.58,20.99,19.73,112405.49,1.31,6.66,19.99,19.94,20.384,44960.74,43153.71,41229.95
2017-03-31,19.9,19.96,19.68,19.61,24455.88,-0.23,-1.16,19.744,19.889,20.433,30204.73,34433.77,37545.6
2017-03-30,19.68,20.17,19.91,19.63,47187.37,0.24,1.22,19.8,19.963,20.546,34900.28,35611.26,38420.16
2017-03-29,19.8,19.94,19.67,19.56,21987.51,-0.03,-0.15,19.718,20.029,20.64,36323.14,34600.59,37756.29
2017-03-28,19.78,19.84,19.7,19.54,18767.43,-0.06,-0.3,19.762,20.12,20.761,39156.98,34790.27,40967.3
2017-03-27,19.91,20.27,19.76,19.64,38625.45,-0.2,-1.0,19.89,20.239,20.857,41346.67,37100.19,41329.02
2017-03-24,19.5,20.17,19.96,19.35,47933.66,0.46,2.36,20.034,20.341,20.946,38662.81,40806.59,41544.03
