date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-03-02,12.25,12.67,12.52,12.2,96291.73,0.32,2.62,12.232,12.041,12.033,45320.67,36630.54,44359.55
2015-02-27,12.06,12.22,12.2,12.06,35393.05,0.07,0.58,12.152,11.936,12.035,32612.32,29569.46,46043.69
2015-02-26,12.09,12.18,12.13,12.0,25990.64,0.04,0.33,12.13,11.894,12.05,35180.69,28816.89,51364.54
2015-02-25,12.22,12.36,12.09,12.07,33474.9,-0.13,-1.06,12.06,11.866,12.057,33452.83,28986.36,56014.9
2015-02-17,12.18,12.25,12.22,12.13,35453.01,0.1,0.82,11.994,11.856,12.063,30355.38,28784.39,60576.15
2015-02-16,12.09,12.23,12.12,12.05,32750.02,0.03,0.25,11.85,11.838,12.007,27940.42,28142.19,60119.15
2015-02-13,11.88,12.28,12.09,11.8,48234.86,0.31,2.63,11.72,11.823,11.941,26526.6,28959.54,60316.1
2015-02-12,11.8,11.84,11.78,11.72,17351.35,0.02,0.17,11.658,11.82,11.903,22453.08,32489.81,60058.76
2015-02-11,11.58,11.82,11.76,11.51,17987.68,0.26,2.26,11.672,11.902,11.862,24519.9,42510.98,60096.82
2015-02-10,11.47,11.63,11.5,11.4,23378.19,0.03,0.26,11.718,11.943,11.823,27213.39,45116.72,60181.09
2015-02-09,11.77,11.77,11.47,11.42,25680.93,-0.31,-2.63,11.826,12.024,11.798,28343.97,52088.56,59997.78
2015-02-06,11.85,12.0,11.78,11.76,27867.27,-0.07,-0.59,11.926,12.134,11.77,31392.48,62517.93,60150.65
2015-02-05,12.15,12.15,11.85,11.83,27685.43,-0.14,-1.17,11.982,12.206,11.743,42526.53,73912.19,60999.86
2015-02-04,12.05,12.15,11.99,11.92,31455.14,-0.05,-0.41,12.132,12.248,11.734,60502.06,83043.44,62457.87
2015-02-03,11.99,12.2,12.04,11.96,29031.06,0.07,0.58,12.168,12.27,11.73,63020.05,92367.92,65219.19
2015-02-02,11.8,12.15,11.97,11.66,40923.5,-0.09,-0.75,12.222,12.176,11.709,75833.16,92096.1,66727.63
2015-01-30,12.4,12.49,12.06,12.0,83537.52,-0.54,-4.29,12.342,12.058,11.673,93643.37,91672.65,67000.63
