,code,name,c_name
339,600076,康欣新材,电子信息
340,600100,同方股份,电子信息
341,600105,永鼎股份,电子信息
342,600130,波导股份,电子信息
343,600198,大唐电信,电子信息
344,600271,航天信息,电子信息
345,600288,大恒科技,电子信息
346,600289,亿阳信通,电子信息
347,600330,天通股份,电子信息
348,600345,长江通信,电子信息
349,600406,国电南瑞,电子信息
350,600410,华胜天成,电子信息
351,600446,金证股份,电子信息
352,600455,博通股份,电子信息
353,600476,湘邮科技,电子信息
354,600485,信威集团,电子信息
355,600487,亨通光电,电子信息
356,600498,烽火通信,电子信息
357,600522,中天科技,电子信息
358,600536,中国软件,电子信息
359,600556,ST慧球,电子信息
360,600562,国睿科技,电子信息
361,600570,恒生电子,电子信息
362,600571,信雅达,电子信息
363,600588,用友网络,电子信息
364,600601,方正科技,电子信息
365,600608,*ST沪科,电子信息
366,600654,*ST中安,电子信息
367,600677,航天通信,电子信息
368,600680,*ST上普,电子信息
369,600718,东软集团,电子信息
370,600728,佳都科技,电子信息
371,600734,实达集团,电子信息
372,600756,浪潮软件,电子信息
373,600764,中电广通,电子信息
374,600775,南京熊猫,电子信息
375,600776,东方通信,电子信息
376,600797,浙大网新,电子信息
377,600804,鹏博士,电子信息
378,600845,宝信软件,电子信息
379,600850,华东电脑,电子信息
380,600990,四创电子,电子信息
381,601519,*ST智慧,电子信息
382,603000,人民网,电子信息
383,603019,XD中科曙,电子信息
384,603025,大豪科技,电子信息
385,603636,南威软件,电子信息
386,000021,深科技,电子信息
387,000032,深桑达Ａ,电子信息
388,000035,中国天楹,电子信息
389,000063,中兴通讯,电子信息
390,000066,中国长城,电子信息
391,000070,特发信息,电子信息
392,000503,海虹控股,电子信息
393,000532,华金资本,电子信息
394,000547,航天发展,电子信息
395,000555,神州信息,电子信息
396,000561,烽火电子,电子信息
397,000586,汇源通信,电子信息
398,000681,视觉中国,电子信息
399,000711,京蓝科技,电子信息
400,000748,长城信息,电子信息
401,000801,四川九洲,电子信息
402,000836,鑫茂科技,电子信息
403,000851,高鸿股份,电子信息
404,000892,欢瑞世纪,电子信息
405,000938,紫光股份,电子信息
406,000948,南天信息,电子信息
407,000970,中科三环,电子信息
408,000977,浪潮信息,电子信息
409,000997,新 大 陆,电子信息
410,002017,东信和平,电子信息
411,002027,分众传媒,电子信息
412,002052,同洲电子,电子信息
413,002063,远光软件,电子信息
414,002065,东华软件,电子信息
415,002073,软控股份,电子信息
416,002089,新 海 宜,电子信息
417,002090,金智科技,电子信息
418,002093,国脉科技,电子信息
419,002095,生 意 宝,电子信息
420,002115,三维通信,电子信息
421,002148,北纬通信,电子信息
422,002151,北斗星通,电子信息
423,002152,广电运通,电子信息
424,002153,石基信息,电子信息
425,002161,远 望 谷,电子信息
426,002174,游族网络,电子信息
427,002177,御银股份,电子信息
428,002180,艾派克,电子信息
429,002184,海得控制,电子信息
430,002194,武汉凡谷,电子信息
431,002195,二三四五,电子信息
432,002230,科大讯飞,电子信息
433,002231,奥维通信,电子信息
434,002232,启明信息,电子信息
435,002253,川大智胜,电子信息
436,002261,拓维信息,电子信息
437,002268,卫 士 通,电子信息
438,002279,久其软件,电子信息
439,002280,联络互动,电子信息
440,002281,光迅科技,电子信息
441,002296,辉煌科技,电子信息
442,002308,威创股份,电子信息
443,002312,*ST三泰,电子信息
444,002313,日海通讯,电子信息
445,002315,焦点科技,电子信息
446,002316,键桥通讯,电子信息
447,002331,皖通科技,电子信息
448,002351,漫步者,电子信息
449,002354,天神娱乐,电子信息
450,002362,汉王科技,电子信息
451,002368,太极股份,电子信息
452,002369,卓翼科技,电子信息
453,002373,千方科技,电子信息
454,002376,新北洋,电子信息
455,002383,合众思壮,电子信息
456,002384,东山精密,电子信息
457,002396,星网锐捷,电子信息
458,002401,中远海科,电子信息
459,002405,四维图新,电子信息
460,002410,广联达,电子信息
461,002417,三元达,电子信息
462,002421,达实智能,电子信息
463,002439,启明星辰,电子信息
464,002446,盛路通信,电子信息
465,002465,海格通信,电子信息
466,002467,二六三,电子信息
467,002474,榕基软件,电子信息
468,002491,通鼎互联,电子信息
469,002519,银河电子,电子信息
470,002528,英飞拓,电子信息
471,002544,杰赛科技,电子信息
472,002547,春兴精工,电子信息
473,002577,雷柏科技,电子信息
474,002583,海能达,电子信息
475,002609,捷顺科技,电子信息
476,002635,安洁科技,电子信息
477,002642,荣之联,电子信息
478,002649,博彦科技,电子信息
479,002657,中科金财,电子信息
480,300002,神州泰岳,电子信息
481,300010,立思辰,电子信息
482,300017,网宿科技,电子信息
483,300020,银江股份,电子信息
484,300025,华星创业,电子信息
485,300028,金亚科技,电子信息
486,300033,同花顺,电子信息
487,300036,超图软件,电子信息
488,300038,梅泰诺,电子信息
489,300042,朗科科技,电子信息
490,300044,赛为智能,电子信息
491,300045,华力创通,电子信息
492,300047,天源迪科,电子信息
493,300050,世纪鼎利,电子信息
494,300051,三五互联,电子信息
495,300052,中青宝,电子信息
496,300059,东方财富,电子信息
497,300065,海兰信,电子信息
498,300074,华平股份,电子信息
499,300075,数字政通,电子信息
500,300076,GQY视讯,电子信息
501,300079,数码视讯,电子信息
502,300081,恒信移动,电子信息
503,300085,银之杰,电子信息
504,300096,易联众,电子信息
505,300098,高新兴,电子信息
506,300101,振芯科技,电子信息
507,300104,乐视网,电子信息
508,300113,顺网科技,电子信息
509,300130,新国都,电子信息
510,300134,大富科技,电子信息
511,300136,信维通信,电子信息
512,300150,世纪瑞尔,电子信息
513,300166,东方国信,电子信息
514,300167,迪威视讯,电子信息
515,300168,万达信息,电子信息
516,300170,汉得信息,电子信息
517,300177,中海达,电子信息
518,300182,捷成股份,电子信息
519,300183,东软载波,电子信息
520,300188,美亚柏科,电子信息
521,300209,天泽信息,电子信息
522,300211,亿通科技,电子信息
523,300212,易华录,电子信息
524,300213,佳讯飞鸿,电子信息
525,300226,上海钢联,电子信息
526,300229,拓尔思,电子信息
527,300231,银信科技,电子信息
528,300235,方直科技,电子信息
529,300245,天玑科技,电子信息
530,300248,新开普,电子信息
531,300250,初灵信息,电子信息
532,300253,卫宁健康,电子信息
533,300264,佳创视讯,电子信息
534,300270,中威电子,电子信息
535,300271,华宇软件,电子信息
536,300275,梅安森,电子信息
537,300277,海联讯,电子信息
538,300282,汇冠股份,电子信息
539,300287,飞利信,电子信息
540,300288,朗玛信息,电子信息
541,300290,荣科科技,电子信息
542,300292,吴通控股,电子信息
543,300295,三六五网,电子信息
544,300297,蓝盾股份,电子信息
545,300299,富春股份,电子信息
546,300300,汉鼎宇佑,电子信息
547,300302,同有科技,电子信息
548,300310,宜通世纪,电子信息
549,300311,任子行,电子信息
550,300312,邦讯技术,电子信息
551,300315,掌趣科技,电子信息
552,300322,硕贝德,电子信息
553,300324,旋极信息,电子信息
554,300330,华虹计通,电子信息
555,300333,兆日科技,电子信息
556,300339,润和软件,电子信息
557,300348,长亮科技,电子信息
558,300352,北信源,电子信息
559,300353,东土科技,电子信息
560,300359,全通教育,电子信息
561,300365,恒华科技,电子信息
562,300366,创意信息,电子信息
563,300367,东方网力,电子信息
564,300369,绿盟科技,电子信息
565,300377,赢时胜,电子信息
566,300378,鼎捷软件,电子信息
567,300379,东方通,电子信息
568,300380,安硕信息,电子信息
569,300383,光环新网,电子信息
570,300386,飞天诚信,电子信息
571,300390,天华超净,电子信息
572,300392,腾信股份,电子信息
573,300394,天孚通信,电子信息
574,300397,天和防务,电子信息
575,300399,京天利,电子信息
576,300418,昆仑万维,电子信息
577,300419,浩丰科技,电子信息
578,300431,暴风集团,电子信息
579,300440,运达科技,电子信息
580,300448,浩云科技,电子信息
581,300449,汉邦高科,电子信息
582,600048,保利地产,房地产
583,600052,浙江广厦,房地产
584,600053,九鼎投资,房地产
585,600067,冠城大通,房地产
586,600077,宋都股份,房地产
587,600082,海泰发展,房地产
588,600094,大名城,房地产
589,600095,哈高科,房地产
590,600113,浙江东日,房地产
591,600133,东湖高新,房地产
592,600159,大龙地产,房地产
593,600162,香江控股,房地产
594,600173,卧龙地产,房地产
595,600175,美都能源,房地产
596,600185,格力地产,房地产
597,600208,新湖中宝,房地产
598,600223,鲁商置业,房地产
599,600225,*ST松江,房地产
600,600239,云南城投,房地产
601,600240,华业资本,房地产
602,600246,万通地产,房地产
603,600266,北京城建,房地产
604,600322,天房发展,房地产
605,600325,华发股份,房地产
606,600340,华夏幸福,房地产
607,600376,首开股份,房地产
608,600383,金地集团,房地产
609,600393,粤泰股份,房地产
610,600463,空港股份,房地产
611,600503,华丽家族,房地产
612,600510,黑牡丹,房地产
613,600533,栖霞建设,房地产
614,600565,迪马股份,房地产
615,600568,中珠医疗,房地产
616,600606,绿地控股,房地产
617,600615,丰华股份,房地产
618,600621,华鑫股份,房地产
619,600638,新黄浦,房地产
620,600641,万业企业,房地产
621,600657,信达地产,房地产
622,600663,陆家嘴,房地产
623,600665,天地源,房地产
624,600675,中华企业,房地产
625,600683,京投发展,房地产
626,600684,珠江实业,房地产
627,600696,*ST匹凸,房地产
628,600716,凤凰股份,房地产
629,600724,宁波富达,房地产
630,600732,*ST新梅,房地产
631,600733,S*ST前锋,房地产
632,600743,华远地产,房地产
633,600745,中茵股份,房地产
634,600748,上实发展,房地产
635,600767,*ST运盛,房地产
636,600773,西藏城投,房地产
637,600791,京能置业,房地产
638,600807,天业股份,房地产
639,600823,世茂股份,房地产
640,600862,中航高科,房地产
641,600890,中房股份,房地产
642,601588,北辰实业,房地产
643,000002,万 科Ａ,房地产
644,000005,世纪星源,房地产
645,000006,深振业Ａ,房地产
646,000009,中国宝安,房地产
647,000011,深物业A,房地产
648,000014,沙河股份,房地产
649,000029,深深房Ａ,房地产
650,000031,中粮地产,房地产
651,000036,华联控股,房地产
652,000038,深大通,房地产
653,000040,东旭蓝天,房地产
654,000042,中洲控股,房地产
655,000043,中航地产,房地产
656,000046,泛海控股,房地产
657,000056,皇庭国际,房地产
658,000402,金 融 街,房地产
659,000502,绿景控股,房地产
660,000505,*ST珠江,房地产
661,000506,中润资源,房地产
662,000514,渝 开 发,房地产
663,000517,荣安地产,房地产
664,000526,*ST紫学,房地产
665,000534,万泽股份,房地产
666,000537,广宇发展,房地产
667,000540,中天金融,房地产
668,000558,莱茵体育,房地产
669,000567,海德股份,房地产
670,000573,粤宏远Ａ,房地产
671,000608,阳光股份,房地产
672,000609,绵石投资,房地产
673,000616,海航投资,房地产
674,000620,新华联,房地产
675,000631,顺发恒业,房地产
676,000656,金科股份,房地产
677,000667,美好置业,房地产
678,000668,荣丰控股,房地产
679,000671,阳 光 城,房地产
680,000691,ST亚太,房地产
681,000718,苏宁环球,房地产
682,000732,泰禾集团,房地产
683,000736,中房地产,房地产
684,000797,中国武夷,房地产
685,000809,*ST新城,房地产
686,000838,财信发展,房地产
687,000861,海印股份,房地产
688,000863,三湘印象,房地产
689,000897,津滨发展,房地产
690,000918,嘉凯城,房地产
691,000926,福星股份,房地产
692,000931,中 关 村,房地产
693,000965,天保基建,房地产
694,000979,中弘股份,房地产
695,000981,银亿股份,房地产
696,002016,世荣兆业,房地产
697,002077,大港股份,房地产
698,002133,广宇集团,房地产
699,002146,荣盛发展,房地产
700,002208,合肥城建,房地产
701,002244,滨江集团,房地产
702,002285,世联行,房地产
703,002305,南国置业,房地产
704,600089,特变电工,发电设备
705,600192,长城电工,发电设备
706,600268,国电南自,发电设备
707,600290,华仪电气,发电设备
708,600312,平高电气,发电设备
709,600416,湘电股份,发电设备
710,600517,置信电气,发电设备
711,600525,长园集团,发电设备
712,600550,保变电气,发电设备
713,600580,卧龙电气,发电设备
714,600590,泰豪科技,发电设备
715,600875,东方电气,发电设备
716,600973,宝胜股份,发电设备
717,601126,四方股份,发电设备
718,601179,中国西电,发电设备
719,601558,*ST锐电,发电设备
720,601700,风范股份,发电设备
721,601727,上海电气,发电设备
722,601877,正泰电器,发电设备
723,603333,明星电缆,发电设备
724,603618,杭电股份,发电设备
725,000400,许继电气,发电设备
726,000585,东北电气,发电设备
727,000682,东方电子,发电设备
728,000806,银河生物,发电设备
729,000967,盈峰环境,发电设备
730,002028,思源电气,发电设备
731,002074,国轩高科,发电设备
732,002112,三变科技,发电设备
733,002123,梦网荣信,发电设备
734,002130,沃尔核材,发电设备
735,002168,深圳惠程,发电设备
736,002169,智光电气,发电设备
737,002202,金风科技,发电设备
738,002212,南洋股份,发电设备
739,002227,奥 特 迅,发电设备
740,002276,万马股份,发电设备
741,002300,太阳电缆,发电设备
742,002323,雅百特,发电设备
743,002350,北京科锐,发电设备
744,002358,森源电气,发电设备
745,002451,摩恩电气,发电设备
746,002471,中超控股,发电设备
747,002498,汉缆股份,发电设备
748,002531,天顺风能,发电设备
749,002533,金杯电工,发电设备
750,002560,通达股份,发电设备
751,002622,融钰集团,发电设备
752,002660,茂硕电源,发电设备
753,300001,特锐德,发电设备
754,300004,南风股份,发电设备
755,300018,中元股份,发电设备
756,300040,九洲电气,发电设备
757,300048,合康新能,发电设备
758,300062,中能电气,发电设备
759,300069,金利华电,发电设备
760,300120,经纬电材,发电设备
761,300125,易世达,发电设备
762,300129,泰胜风能,发电设备
763,300141,和顺电气,发电设备
764,300153,科泰电源,发电设备
765,300208,恒顺众昇,发电设备
766,300341,麦迪电气,发电设备
767,300372,欣泰电气,发电设备
768,300444,双杰电气,发电设备
769,600038,中直股份,飞机制造
770,600118,中国卫星,飞机制造
771,600316,洪都航空,飞机制造
772,600343,航天动力,飞机制造
773,600372,中航电子,飞机制造
774,600391,航发科技,飞机制造
775,600879,航天电子,飞机制造
776,600893,航发动力,飞机制造
777,000738,航发控制,飞机制造
778,000768,中航飞机,飞机制造
779,000901,航天科技,飞机制造
780,002023,海特高新,飞机制造
781,002111,威海广泰,飞机制造
782,300424,航新科技,飞机制造
783,600070,浙江富润,纺织行业
784,600152,维科精华,纺织行业
785,600156,华升股份,纺织行业
786,600220,江苏阳光,纺织行业
787,600232,金鹰股份,纺织行业
788,600370,三房巷,纺织行业
789,600448,华纺股份,纺织行业
790,600493,凤竹纺织,纺织行业
791,600626,申达股份,纺织行业
792,600630,龙头股份,纺织行业
793,600689,上海三毛,纺织行业
794,600735,新华锦,纺织行业
795,600851,海欣股份,纺织行业
796,600987,航民股份,纺织行业
797,601339,百隆东方,纺织行业
798,601599,鹿港文化,纺织行业
799,603558,健盛集团,纺织行业
800,603889,新澳股份,纺织行业
801,000018,神州长城,纺织行业
802,000045,深纺织Ａ,纺织行业
803,000158,常山股份,纺织行业
804,000611,*ST天首,纺织行业
805,000726,鲁 泰Ａ,纺织行业
806,000779,三毛派神,纺织行业
807,000803,*ST金宇,纺织行业
808,000813,德展健康,纺织行业
809,000850,华茂股份,纺织行业
810,000955,欣龙控股,纺织行业
811,000971,高升控股,纺织行业
812,000982,*ST 中绒,纺织行业
813,002034,美 欣 达,纺织行业
814,002042,华孚色纺,纺织行业
815,002070,*ST众和,纺织行业
816,002072,凯瑞德,纺织行业
817,002083,孚日股份,纺织行业
818,002087,新野纺织,纺织行业
819,002127,南极电商,纺织行业
820,002144,宏达高科,纺织行业
821,002193,山东如意,纺织行业
822,002394,联发股份,纺织行业
823,002404,嘉欣丝绸,纺织行业
824,002516,旷达科技,纺织行业
825,600302,标准股份,纺织机械
826,600610,中毅达,纺织机械
827,600843,上工申贝,纺织机械
828,000666,经纬纺机,纺织机械
829,002021,中捷资源,纺织机械
830,002196,方正电机,纺织机械
831,002722,金轮股份,纺织机械
832,300384,三联虹普,纺织机械
833,600086,东方金钰,服装鞋类
834,600107,美尔雅,服装鞋类
835,600137,浪莎股份,服装鞋类
836,600177,雅戈尔,服装鞋类
837,600233,圆通速递,服装鞋类
838,600272,开开实业,服装鞋类
839,600295,鄂尔多斯,服装鞋类
840,600398,海澜之家,服装鞋类
841,600400,红豆股份,服装鞋类
842,600439,瑞贝卡,服装鞋类
843,600612,老凤祥,服装鞋类
844,600884,杉杉股份,服装鞋类
845,601566,九牧王,服装鞋类
846,601718,际华集团,服装鞋类
847,603001,奥康国际,服装鞋类
848,603518,维格娜丝,服装鞋类
849,603555,贵人鸟,服装鞋类
850,603808,歌力思,服装鞋类
851,002003,伟星股份,服装鞋类
852,002029,七 匹 狼,服装鞋类
853,002036,联创电子,服装鞋类
854,002044,美年健康,服装鞋类
855,002098,浔兴股份,服装鞋类
856,002154,报 喜 鸟,服装鞋类
857,002239,奥特佳,服装鞋类
858,002269,美邦服饰,服装鞋类
859,002291,星期六,服装鞋类
860,002293,罗莱生活,服装鞋类
861,002327,富安娜,服装鞋类
862,002345,潮宏基,服装鞋类
863,002397,梦洁股份,服装鞋类
864,002425,凯撒文化,服装鞋类
865,002485,希努尔,服装鞋类
866,002486,嘉麟杰,服装鞋类
867,002494,华斯股份,服装鞋类
