,code,name,date,count,ratio
57,000922,*ST佳电,2016-01-20,9232.33,16.98
58,300046,台基股份,2016-01-20,1421.50,10.01
59,300195,长荣股份,2016-01-20,17237.40,50.80
60,300384,三联虹普,2016-01-20,1348.48,9.03
61,603788,宁波高发,2016-01-20,655.50,4.65
62,002004,华邦健康,2016-01-19,1820.20,0.90
63,000665,湖北广电,2016-01-18,19880.09,31.25
64,000908,景峰医药,2016-01-18,9646.36,12.06
65,002035,华帝股份,2016-01-18,5040.00,14.04
66,002702,海欣食品,2016-01-18,16000.00,56.58
67,300287,飞利信,2016-01-18,3418.22,2.78
68,600779,水井坊,2016-01-18,19322.22,39.55
69,000669,金鸿能源,2016-01-15,8246.45,16.97
70,300050,世纪鼎利,2016-01-15,1222.84,4.90
71,300319,麦捷科技,2016-01-15,1398.00,6.49
72,600082,海泰发展,2016-01-15,4.91,0.01
73,600537,亿晶光电,2016-01-15,10230.83,17.39
74,002481,双塔食品,2016-01-14,18339.00,14.52
75,002672,东江环保,2016-01-14,42.50,0.05
76,600196,复星医药,2016-01-14,122.23,0.05
77,002330,得利斯,2016-01-13,6486.00,12.92
78,002376,新北洋,2016-01-13,136.63,0.23
79,002392,北京利尔,2016-01-13,1318.17,1.10
80,002616,长青集团,2016-01-13,5186.03,14.43
81,300379,东方通,2016-01-13,224.00,1.94
82,601558,*ST锐电,2016-01-13,18000.00,2.99
83,601992,金隅股份,2016-01-13,40.80,0.01
84,000401,冀东水泥,2016-01-12,7.20,0.01
85,002596,海南瑞泽,2016-01-12,712.09,2.20
86,300033,同花顺,2016-01-12,125.23,0.23
87,300288,朗玛信息,2016-01-12,608.20,1.80
88,300312,邦讯技术,2016-01-12,90.00,0.56
89,600711,盛屯矿业,2016-01-12,26754.08,17.87
90,000665,湖北广电,2016-01-11,5092.42,8.00
91,000725,京东方A,2016-01-11,67502.68,1.92
92,000739,普洛药业,2016-01-11,30610.52,26.69
93,002225,濮耐股份,2016-01-11,2058.86,2.31
94,002352,顺丰控股,2016-01-11,1594.82,13.66
95,002673,西部证券,2016-01-11,10000.00,3.58
96,300007,汉威电子,2016-01-11,2250.10,7.68
97,600794,保税科技,2016-01-11,3036.00,2.55
98,600887,伊利股份,2016-01-11,8166.38,1.35
99,601100,恒立液压,2016-01-11,8977.50,14.25
100,601908,京运通,2016-01-11,114802.38,57.60
101,000008,神州高铁,2016-01-08,67988.42,28.22
102,000059,华锦股份,2016-01-08,19946.81,12.47
103,000504,南华生物,2016-01-08,70.07,0.22
104,000862,银星能源,2016-01-08,5129.13,9.47
105,300128,锦富技术,2016-01-08,1546.63,3.09
106,300411,金盾股份,2016-01-08,3585.60,22.41
107,600266,北京城建,2016-01-08,10058.97,6.42
108,600392,盛和资源,2016-01-08,54953.94,58.40
109,600787,中储股份,2016-01-08,17962.28,8.16
110,600795,国电电力,2016-01-08,183486.24,9.34
111,600525,长园集团,2016-01-07,427.20,0.39
112,601166,兴业银行,2016-01-07,287272.01,15.08
113,000555,神州信息,2016-01-06,630.85,0.69
114,002059,云南旅游,2016-01-06,5549.84,7.59
115,002227,奥特迅,2016-01-06,62.40,0.28
116,002247,帝龙文化,2016-01-06,163.93,0.62
117,300249,依米康,2016-01-06,776.17,4.41
118,300412,迦南科技,2016-01-06,1210.00,10.30
119,300099,精准信息,2016-01-05,66.81,0.31
120,002032,苏泊尔,2016-01-04,106.80,0.17
121,002063,远光软件,2016-01-04,6927.54,11.61
122,600141,兴发集团,2016-01-04,2851.28,5.38
123,601558,*ST锐电,2016-01-04,72450.00,12.01
