,code,name,date,count,ratio
75,000612,焦作万方,2016-03-15,1273.68,1.06
76,000908,景峰医药,2016-03-15,6128.51,7.66
77,300253,卫宁健康,2016-03-15,2469.19,4.25
78,000802,北京文化,2016-03-14,681.00,1.75
79,000836,鑫茂科技,2016-03-14,30516.18,25.25
80,002643,万润股份,2016-03-14,4175.03,12.28
81,300153,科泰电源,2016-03-14,16495.69,51.55
82,600512,腾达建设,2016-03-14,23386.48,22.97
83,000601,韶能股份,2016-03-11,8583.55,7.94
84,002192,融捷股份,2016-03-11,280.00,1.62
85,300014,亿纬锂能,2016-03-11,6756.15,15.81
86,002249,大洋电机,2016-03-10,617.31,0.26
87,300007,汉威电子,2016-03-10,1274.51,4.35
88,300128,锦富技术,2016-03-10,1923.08,3.84
89,300168,万达信息,2016-03-10,249.25,0.24
90,300293,蓝英装备,2016-03-10,15076.12,55.84
91,002006,精功科技,2016-03-09,14266.76,31.34
92,002368,太极股份,2016-03-08,46.36,0.11
93,002119,康强电子,2016-03-07,1200.00,5.82
94,002245,澳洋顺昌,2016-03-07,873.84,0.90
95,300162,雷曼股份,2016-03-07,634.90,1.81
96,000009,中国宝安,2016-03-04,6549.43,4.11
97,000421,南京公用,2016-03-04,4062.50,7.09
98,002139,拓邦股份,2016-03-04,2352.18,8.96
99,300306,远方光电,2016-03-04,8006.80,33.36
100,600587,新华医疗,2016-03-04,328.67,0.81
101,002327,富安娜,2016-03-03,57.32,0.07
102,600668,尖峰集团,2016-03-03,23.16,0.07
103,600871,石化油服,2016-03-03,133333.33,9.43
104,603015,弘讯科技,2016-03-03,3000.00,14.99
105,603828,柯利达,2016-03-03,1008.00,8.14
106,000016,深康佳A,2016-03-02,39676.39,16.48
107,000404,华意压缩,2016-03-02,6410.26,11.46
108,600283,钱江水利,2016-03-02,5058.61,14.33
109,603309,维力医疗,2016-03-02,2700.00,13.50
110,603997,继峰股份,2016-03-02,5400.00,12.86
111,000509,华塑控股,2016-03-01,2064.15,2.50
112,002715,登云股份,2016-03-01,168.75,1.83
113,300136,信维通信,2016-03-01,13.09,0.02
