,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000088,盐田港,10.0331,35213.57,17543.77,17669.81,日涨幅偏离值达到7%的前五只证券,0.18,0.18,2017-04-11
1,000401,冀东水泥,10.0147,14994.59,7567.45,7427.14,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.61,0.60,2017-04-11
2,000600,建投能源,10.038,30474.63,14111.27,16363.35,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.15,0.17,2017-04-11
3,000605,渤海股份,9.9866,13446.10,8153.68,5292.42,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.87,0.56,2017-04-11
4,000615,京汉股份,9.9802,2349.20,1591.23,757.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.48,2017-04-11
5,000659,珠海中富,10.0173,12507.21,7169.08,5338.13,日振幅值达到15%的前五只证券,0.19,0.14,2017-04-11
6,000709,河钢股份,10.0189,265820.03,76337.92,189482.10,日涨幅偏离值达到7%的前五只证券,0.18,0.44,2017-04-11
7,000709,河钢股份,10.0189,316308.20,90338.28,225969.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.26,2017-04-11
8,000710,*ST天仪,-5.0026,17371.14,4792.10,12579.04,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.08,0.21,2017-04-11
9,000897,津滨发展,10,30631.41,8624.87,22006.54,日涨幅偏离值达到7%的前五只证券,0.07,0.18,2017-04-11
10,000897,津滨发展,10,43161.09,21089.21,22071.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.09,2017-04-11
11,000912,泸天化,-9.9849,1393.06,288.46,1104.61,日跌幅偏离值达到7%的前五只证券,0.22,0.85,2017-04-11
12,000958,东方能源,6.0363,25016.12,12029.85,12986.27,日换手率达到20%的前五只证券,0.05,0.06,2017-04-11
13,000959,首钢股份,9.9652,34248.32,14343.32,19905.00,日涨幅偏离值达到7%的前五只证券,0.12,0.16,2017-04-11
14,000965,天保基建,10.0116,31750.01,13873.95,17876.06,日涨幅偏离值达到7%的前五只证券,0.10,0.12,2017-04-11
15,000965,天保基建,10.0116,47424.76,20222.66,27202.10,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.06,0.08,2017-04-11
16,002146,荣盛发展,10.0235,73520.65,31799.40,41721.25,日涨幅偏离值达到7%的前五只证券,0.18,0.24,2017-04-11
17,002146,荣盛发展,10.0235,160637.15,59010.25,101626.90,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.20,2017-04-11
18,002209,达意隆,-8.6957,17000.62,5003.40,11997.22,日跌幅偏离值达到7%的前五只证券,0.20,0.48,2017-04-11
19,002246,北化股份,10,25203.86,17223.85,7980.00,日涨幅偏离值达到7%的前五只证券,0.10,0.05,2017-04-11
20,002323,雅百特,-9.9738,3756.12,1021.87,2734.26,日跌幅偏离值达到7%的前五只证券,0.12,0.32,2017-04-11
21,002323,雅百特,-9.9738,9021.76,2941.26,6080.51,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.06,0.13,2017-04-11
22,002342,巨力索具,10,6640.78,5748.91,891.87,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.83,0.13,2017-04-11
23,002411,必康股份,-10.0085,31632.52,8326.17,23306.35,日跌幅偏离值达到7%的前五只证券,0.22,0.62,2017-04-11
24,002431,棕榈股份,7.5758,68728.93,33892.30,34836.63,日换手率达到20%的前五只证券,0.06,0.06,2017-04-11
25,002457,青龙管业,10.0252,27201.45,13568.90,13632.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.26,0.27,2017-04-11
26,002490,*ST墨龙,-5.0296,997.99,461.44,536.55,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.15,0.17,2017-04-11
27,002494,华斯股份,10,28278.87,12944.06,15334.81,日涨幅偏离值达到7%的前五只证券,0.10,0.11,2017-04-11
28,002542,中化岩土,10.0237,5260.26,4410.53,849.73,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.19,2017-04-11
29,002584,西陇科学,-7.4239,13945.69,4138.24,9807.45,日跌幅偏离值达到7%的前五只证券,0.09,0.22,2017-04-11
30,002616,长青集团,10.0067,27565.91,11970.14,15595.77,日涨幅偏离值达到7%的前五只证券,0.09,0.11,2017-04-11
31,002616,长青集团,10.0067,33838.22,18178.11,15660.11,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.07,2017-04-11
32,002774,快意电梯,9.9904,8933.15,6836.48,2096.67,日涨幅偏离值达到7%的前五只证券,0.07,0.02,2017-04-11
33,002774,快意电梯,9.9904,8933.15,6836.48,2096.67,日换手率达到20%的前五只证券,0.07,0.02,2017-04-11
