,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
34,002774,快意电梯,9.9904,8933.15,6836.48,2096.67,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.07,0.02,2017-04-11
35,002807,江阴银行,7.938,18622.21,9612.66,9009.55,日振幅值达到15%的前五只证券,0.13,0.12,2017-04-11
36,002813,路畅科技,-1.106,15615.11,3606.31,12008.80,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.07,0.25,2017-04-11
37,002819,东方中科,-2.0035,33800.37,19517.32,14283.05,日换手率达到20%的前五只证券,0.24,0.18,2017-04-11
38,002839,张家港行,-8.0708,34942.13,14248.56,20693.57,日跌幅偏离值达到7%的前五只证券,0.07,0.10,2017-04-11
39,002839,张家港行,-8.0708,34942.13,14248.56,20693.57,日换手率达到20%的前五只证券,0.07,0.10,2017-04-11
40,002853,皮阿诺,-2.4156,13350.67,6517.05,6833.62,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.05,0.05,2017-04-11
41,002855,捷荣技术,-6.4288,6949.51,2499.18,4450.32,日换手率达到20%的前五只证券,0.04,0.08,2017-04-11
42,002859,洁美科技,9.9936,40.91,28.40,12.52,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.01,0.45,2017-04-11
43,002862,实丰文化,43.957,12.85,8.83,4.02,无价格涨跌幅限制的证券,0.98,0.45,2017-04-11
44,300075,数字政通,8.6066,40968.83,18921.94,22046.88,日换手率达到20%的前五只证券,0.07,0.08,2017-04-11
45,300107,建新股份,7.2481,24908.23,10996.21,13912.03,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.07,0.09,2017-04-11
46,300137,先河环保,9.9867,5555.85,3885.09,1670.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.60,0.26,2017-04-11
47,300160,秀强股份,-10,10226.08,1761.93,8464.15,日跌幅偏离值达到7%的前五只证券,0.11,0.55,2017-04-11
48,300175,朗源股份,-9.9738,8969.08,2606.41,6362.67,日跌幅偏离值达到7%的前五只证券,0.17,0.42,2017-04-11
49,300216,千山药机,-8.9558,21318.51,3525.93,17792.57,日跌幅偏离值达到7%的前五只证券,0.10,0.53,2017-04-11
50,300223,北京君正,-9.0419,26708.71,7376.09,19332.62,日跌幅偏离值达到7%的前五只证券,0.09,0.23,2017-04-11
51,300275,梅安森,1.6452,43134.75,19977.47,23157.28,日振幅值达到15%的前五只证券,0.31,0.35,2017-04-11
52,300371,汇中股份,7.433,20844.33,8968.58,11875.75,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.17,2017-04-11
53,300376,易事特,-9.1561,22846.34,10342.08,12504.26,日跌幅偏离值达到7%的前五只证券,0.06,0.07,2017-04-11
54,300376,易事特,-9.1561,51235.02,27713.78,23521.24,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.07,0.06,2017-04-11
55,300397,天和防务,10,18100.35,13987.88,4112.47,日涨幅偏离值达到7%的前五只证券,0.17,0.05,2017-04-11
56,300397,天和防务,10,35746.17,22108.45,13637.71,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.07,2017-04-11
57,300398,飞凯材料,9.9851,14334.41,11144.23,3190.18,日涨幅偏离值达到7%的前五只证券,0.17,0.05,2017-04-11
58,300428,四通新材,10.0075,20635.31,11850.45,8784.86,日涨幅偏离值达到7%的前五只证券,0.16,0.12,2017-04-11
59,300428,四通新材,10.0075,26432.50,14808.24,11624.25,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.07,2017-04-11
60,300446,乐凯新材,5.7338,13348.13,4007.14,9340.99,日换手率达到20%的前五只证券,0.04,0.09,2017-04-11
61,300607,拓斯达,10.0045,10215.94,5601.44,4614.49,日涨幅偏离值达到7%的前五只证券,0.14,0.12,2017-04-11
62,300622,博士眼镜,5.3236,8754.78,4412.26,4342.52,日换手率达到20%的前五只证券,0.18,0.17,2017-04-11
63,300626,华瑞股份,2.0107,6362.82,3770.33,2592.49,日换手率达到20%的前五只证券,0.07,0.05,2017-04-11
64,300626,华瑞股份,2.0107,9028.35,5876.16,3152.19,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.09,0.05,2017-04-11
65,300627,华测导航,9.9965,16715.72,14882.84,1832.88,日涨幅偏离值达到7%的前五只证券,0.18,0.02,2017-04-11
66,300627,华测导航,9.9965,17228.85,15382.69,1846.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.19,0.02,2017-04-11
67,300627,华测导航,9.9965,16715.72,14882.84,1832.88,日换手率达到20%的前五只证券,0.18,0.02,2017-04-11
68,300627,华测导航,9.9965,16715.72,14882.84,1832.88,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.18,0.02,2017-04-11
69,300631,久吾高科,10.0112,334.48,315.24,19.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.06,2017-04-11
70,300635,达安股份,9.9962,21.62,14.57,7.05,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.97,0.47,2017-04-11
71,300636,同和药业,10,41.60,33.21,8.39,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.01,0.25,2017-04-11
72,600008,首创股份,10.08,8568.40,4058.03,4510.37,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.41,0.46,2017-04-11
73,600008,首创股份,10.08,23704.00,13800.10,9903.91,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.42,0.30,2017-04-11
74,600185,格力地产,10.0494,13287.61,8073.20,5214.41,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.21,0.13,2017-04-11
75,600246,万通地产,8.9869,27303.84,6222.69,21081.16,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.05,0.15,2017-04-11
76,600496,精工钢构,10.0418,18641.95,14193.73,4448.22,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.44,0.14,2017-04-11
77,601801,皖新传媒,-9.9941,43762.49,25790.02,17972.47,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.44,0.31,2017-04-11
78,603126,中材节能,6.0731,25960.14,14564.97,11395.17,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.08,0.06,2017-04-11
79,603322,超讯通信,-10.0037,7676.10,1998.69,5677.41,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.17,0.47,2017-04-11
80,603322,超讯通信,-10.0037,7676.10,1998.69,5677.41,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.17,0.47,2017-04-11
81,603322,超讯通信,-10.0037,16366.65,7428.41,8938.24,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.14,0.17,2017-04-11
82,603558,健盛集团,-9.98,5884.22,1828.61,4055.61,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.17,0.38,2017-04-11
83,603603,博天环境,0.1691,11594.43,3352.97,8241.46,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.03,0.08,2017-04-11
84,603717,天域生态,2.4779,18424.93,6601.01,11823.92,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.06,0.11,2017-04-11
85,603717,天域生态,2.4779,18424.93,6601.01,11823.92,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.11,2017-04-11
