,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000557,西部创业,-5.2425,12203.42,6100.43,6102.99,日跌幅偏离值达到7%的前五只证券,0.09,0.09,2017-04-05
1,000638,万方发展,10.0383,7045.31,4500.05,2545.26,日涨幅偏离值达到7%的前五只证券,0.15,0.09,2017-04-05
2,000687,华讯方舟,10.0299,36086.62,14991.33,21095.29,日涨幅偏离值达到7%的前五只证券,0.31,0.43,2017-04-05
3,000885,同力水泥,10,21488.37,16857.32,4631.04,日涨幅偏离值达到7%的前五只证券,0.29,0.08,2017-04-05
4,000937,冀中能源,10,27232.10,18627.51,8604.60,日涨幅偏离值达到7%的前五只证券,0.22,0.10,2017-04-05
5,000965,天保基建,9.9702,29250.90,9607.91,19642.99,日涨幅偏离值达到7%的前五只证券,0.15,0.31,2017-04-05
6,001896,豫能控股,-7.0826,4678.38,1868.22,2810.17,日跌幅偏离值达到7%的前五只证券,0.04,0.06,2017-04-05
7,002108,沧州明珠,9.9832,34260.90,16966.40,17294.51,日涨幅偏离值达到7%的前五只证券,0.15,0.15,2017-04-05
8,002310,东方园林,10.0188,44596.80,24310.46,20286.34,日涨幅偏离值达到7%的前五只证券,0.14,0.12,2017-04-05
9,002346,柘中股份,-6.289,21065.16,5997.72,15067.45,日跌幅偏离值达到7%的前五只证券,0.05,0.12,2017-04-05
10,002346,柘中股份,-6.289,21065.16,5997.72,15067.45,日换手率达到20%的前五只证券,0.05,0.12,2017-04-05
11,002358,森源电气,-8.0675,31182.01,6612.24,24569.78,日跌幅偏离值达到7%的前五只证券,0.09,0.35,2017-04-05
12,002362,汉王科技,3.2666,7908.23,5417.16,2491.07,日振幅值达到15%的前五只证券,0.11,0.05,2017-04-05
13,002466,天齐锂业,10,71747.05,52937.36,18809.69,日涨幅偏离值达到7%的前五只证券,0.14,0.05,2017-04-05
14,002492,恒基达鑫,6.0032,8476.05,2811.34,5664.71,日振幅值达到15%的前五只证券,0.13,0.27,2017-04-05
15,002497,雅化集团,10.0331,31482.48,19118.19,12364.29,日涨幅偏离值达到7%的前五只证券,0.17,0.11,2017-04-05
16,002807,江阴银行,0.7491,23914.73,10941.77,12972.96,日换手率达到20%的前五只证券,0.09,0.10,2017-04-05
17,002809,红墙股份,3.3499,24930.15,10881.23,14048.92,日换手率达到20%的前五只证券,0.22,0.29,2017-04-05
18,002819,东方中科,9.9978,25021.32,15587.15,9434.17,日振幅值达到15%的前五只证券,0.26,0.15,2017-04-05
19,002819,东方中科,9.9978,25021.32,15587.15,9434.17,日涨幅偏离值达到7%的前五只证券,0.26,0.15,2017-04-05
20,002819,东方中科,9.9978,25021.32,15587.15,9434.17,日换手率达到20%的前五只证券,0.26,0.15,2017-04-05
21,002836,新宏泽,-5.9268,7399.57,3592.07,3807.49,日跌幅偏离值达到7%的前五只证券,0.11,0.12,2017-04-05
22,002839,张家港行,1.6978,37966.67,18629.28,19337.39,日振幅值达到15%的前五只证券,0.12,0.13,2017-04-05
23,002856,美芝股份,3.0441,6880.92,5428.80,1452.12,日振幅值达到15%的前五只证券,0.10,0.03,2017-04-05
24,002856,美芝股份,3.0441,6880.92,5428.80,1452.12,日换手率达到20%的前五只证券,0.10,0.03,2017-04-05
25,002856,美芝股份,3.0441,6880.92,5428.80,1452.12,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.10,0.03,2017-04-05
26,300044,赛为智能,10,19036.61,11291.68,7744.92,日涨幅偏离值达到7%的前五只证券,0.07,0.05,2017-04-05
27,300070,碧水源,9.9877,50603.33,30554.91,20048.42,日涨幅偏离值达到7%的前五只证券,0.18,0.12,2017-04-05
28,300075,数字政通,10.024,10408.41,5773.35,4635.06,日涨幅偏离值达到7%的前五只证券,0.18,0.14,2017-04-05
29,300099,精准信息,-5.3383,12457.50,2888.98,9568.52,日跌幅偏离值达到7%的前五只证券,0.05,0.16,2017-04-05
30,300197,铁汉生态,10,38784.21,22605.68,16178.53,日涨幅偏离值达到7%的前五只证券,0.19,0.14,2017-04-05
31,300398,飞凯材料,-7.1094,9728.34,3285.99,6442.34,日跌幅偏离值达到7%的前五只证券,0.05,0.09,2017-04-05
32,300398,飞凯材料,-7.1094,34035.95,15151.82,18884.12,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.04,0.05,2017-04-05
33,300495,美尚生态,10.0044,21279.11,13068.23,8210.88,日涨幅偏离值达到7%的前五只证券,0.23,0.14,2017-04-05
34,300535,达威股份,-8.6266,3051.49,842.91,2208.58,日跌幅偏离值达到7%的前五只证券,0.05,0.12,2017-04-05
35,300535,达威股份,-8.6266,3124.05,860.81,2263.24,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.04,0.11,2017-04-05
36,300547,川环科技,-7.9079,4695.09,1778.80,2916.29,日跌幅偏离值达到7%的前五只证券,0.08,0.13,2017-04-05
37,300547,川环科技,-7.9079,5515.70,2038.23,3477.47,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.07,0.12,2017-04-05
38,300618,寒锐钴业,-4.5716,50536.91,20859.18,29677.73,日换手率达到20%的前五只证券,0.16,0.23,2017-04-05
39,300620,光库科技,-4.8872,7903.21,5331.50,2571.71,日换手率达到20%的前五只证券,0.18,0.09,2017-04-05
40,300621,维业股份,-5.0127,5257.72,3165.53,2092.19,日换手率达到20%的前五只证券,0.06,0.04,2017-04-05
41,300621,维业股份,-5.0127,5257.72,3165.53,2092.19,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.06,0.04,2017-04-05
42,300622,博士眼镜,3.2621,7443.89,5726.17,1717.72,日振幅值达到15%的前五只证券,0.10,0.03,2017-04-05
43,300622,博士眼镜,3.2621,7443.89,5726.17,1717.72,日换手率达到20%的前五只证券,0.10,0.03,2017-04-05
44,300622,博士眼镜,3.2621,7443.89,5726.17,1717.72,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.10,0.03,2017-04-05
45,300625,三雄极光,-5.7096,7149.62,3569.49,3580.13,日跌幅偏离值达到7%的前五只证券,0.05,0.05,2017-04-05
46,300628,亿联网络,4.6558,44571.05,32628.81,11942.24,日换手率达到20%的前五只证券,0.09,0.03,2017-04-05
47,300628,亿联网络,4.6558,44571.05,32628.81,11942.24,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.09,0.03,2017-04-05
48,600008,首创股份,10.0939,18281.53,10489.14,7792.39,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.32,0.24,2017-04-05
49,600159,大龙地产,10.0935,9954.61,4069.73,5884.89,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.14,0.20,2017-04-05
50,600649,城投控股,-9.9945,6548.58,776.37,5772.21,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.13,0.98,2017-04-05
51,600649,城投控股,-9.9945,8934.80,1575.04,7359.76,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.16,0.75,2017-04-05
52,600680,ST上普,-4.9865,614.05,327.64,286.40,ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到15%的证券,0.38,0.33,2017-04-05
53,601200,上海环境,10.0034,30383.74,9831.26,20552.49,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.08,0.17,2017-04-05
54,601992,金隅股份,10.0858,13049.08,6926.63,6122.45,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.59,0.53,2017-04-05
55,603036,如通股份,2.3424,4255.09,1940.07,2315.01,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.03,0.03,2017-04-05
56,603040,新坐标,7.5728,20565.65,9701.35,10864.30,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.26,0.29,2017-04-05
57,603385,惠达卫浴,44.009,51.85,42.30,9.55,无价格涨跌幅限制的证券,1.00,0.23,2017-04-05
58,603517,绝味食品,-10.0079,9632.39,4292.15,5340.24,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.05,0.06,2017-04-05
59,603577,汇金通,-7.3553,25812.20,12060.24,13751.96,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.16,0.18,2017-04-05
60,603577,汇金通,-7.3553,30451.71,13200.33,17251.38,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.12,0.16,2017-04-05
61,603577,汇金通,-7.3553,25812.20,12060.24,13751.96,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.16,0.18,2017-04-05
62,603768,常青股份,7.5297,5979.24,4176.92,1802.32,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.02,2017-04-05
63,603903,中持股份,9.9956,14252.98,9192.39,5060.59,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.07,0.04,2017-04-05
64,603960,克来机电,7.0613,8450.36,6637.57,1812.79,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.12,0.03,2017-04-05
