,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
23,002836,新宏泽,0.9596,22581.87,6016.44,16565.43,日换手率达到20%的前五只证券,0.07,0.19,2017-05-04
24,002858,力盛赛车,0.5275,23109.42,12118.32,10991.10,日振幅值达到15%的前五只证券,0.16,0.14,2017-05-04
25,002858,力盛赛车,0.5275,23109.42,12118.32,10991.10,日换手率达到20%的前五只证券,0.16,0.14,2017-05-04
26,002866,传艺科技,10.0142,139.56,127.93,11.64,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.09,2017-05-04
27,200018,神州B,6.5693,477.94,282.41,195.53,日涨幅偏离值达到7%的前五只证券,0.47,0.33,2017-05-04
28,300020,银江股份,9.9931,27513.10,16935.12,10577.98,日涨幅偏离值达到7%的前五只证券,0.20,0.13,2017-05-04
29,300107,建新股份,10.0367,22060.37,16442.20,5618.16,日涨幅偏离值达到7%的前五只证券,0.20,0.07,2017-05-04
30,300107,建新股份,10.0367,34779.66,22728.18,12051.47,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.12,0.06,2017-05-04
31,300117,嘉寓股份,7.3124,64813.74,36763.86,28049.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.06,2017-05-04
32,300137,先河环保,-3.6725,57181.08,17355.84,39825.24,日换手率达到20%的前五只证券,0.04,0.08,2017-05-04
33,300157,恒泰艾普,10.0449,29553.38,21525.08,8028.30,日涨幅偏离值达到7%的前五只证券,0.21,0.08,2017-05-04
34,300215,电科院,-7.6349,4620.17,1252.27,3367.90,日跌幅偏离值达到7%的前五只证券,0.05,0.14,2017-05-04
35,300419,浩丰科技,9.9859,23398.94,8110.46,15288.47,日涨幅偏离值达到7%的前五只证券,0.10,0.18,2017-05-04
36,300428,四通新材,6.2121,13422.52,9488.04,3934.48,日换手率达到20%的前五只证券,0.10,0.04,2017-05-04
37,300514,友讯达,9.9832,31.63,25.70,5.93,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.23,2017-05-04
38,300604,长川科技,10,13557.11,12000.43,1556.68,日换手率达到20%的前五只证券,0.23,0.03,2017-05-04
39,300604,长川科技,10,13557.11,12000.43,1556.68,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.23,0.03,2017-05-04
40,300629,新劲刚,-7.6948,5824.18,2692.81,3131.37,日跌幅偏离值达到7%的前五只证券,0.07,0.08,2017-05-04
41,300638,广和通,-8.4199,5339.27,2982.48,2356.79,日跌幅偏离值达到7%的前五只证券,0.08,0.07,2017-05-04
42,300640,德艺文创,4.089,6504.42,4824.14,1680.28,日换手率达到20%的前五只证券,0.10,0.03,2017-05-04
43,300640,德艺文创,4.089,6504.42,4824.14,1680.28,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.10,0.03,2017-05-04
44,300642,透景生命,10,18964.69,16828.70,2135.99,日涨幅偏离值达到7%的前五只证券,0.21,0.03,2017-05-04
45,300642,透景生命,10,18964.69,16828.70,2135.99,日换手率达到20%的前五只证券,0.21,0.03,2017-05-04
46,300642,透景生命,10,18964.69,16828.70,2135.99,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.21,0.03,2017-05-04
47,600581,八一钢铁,10.0524,24960.84,11676.64,13284.19,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.23,0.26,2017-05-04
48,600581,八一钢铁,10.0524,35414.63,17667.95,17746.67,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.16,0.16,2017-05-04
49,600592,龙溪股份,-9.9739,2864.47,420.24,2444.23,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.16,0.95,2017-05-04
50,600645,中源协和,-10,18761.45,9514.86,9246.59,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.59,0.57,2017-05-04
51,600828,茂业商业,-9.9285,22791.65,11358.38,11433.27,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.20,0.20,2017-05-04
52,600828,茂业商业,-9.9285,22791.65,11358.38,11433.27,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.20,0.20,2017-05-04
53,603050,科林电气,9.9936,7664.92,7459.45,205.47,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.84,0.02,2017-05-04
54,603139,康惠制药,3.1793,8324.34,3995.97,4328.37,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.07,2017-05-04
55,603169,兰石重装,10.0449,9576.16,4509.85,5066.31,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.14,0.16,2017-05-04
56,603169,兰石重装,10.0449,10671.25,5581.97,5089.28,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.16,0.15,2017-05-04
57,603320,迪贝电气,9.9809,23.50,15.01,8.49,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.57,2017-05-04
58,603323,吴江银行,9.9888,16408.75,7349.15,9059.60,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.08,0.10,2017-05-04
59,603501,韦尔股份,44.0171,20.18,15.12,5.05,无价格涨跌幅限制的证券,1.00,0.33,2017-05-04
60,603578,三星新材,-6.2656,11981.29,4013.99,7967.30,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.10,0.19,2017-05-04
61,603609,禾丰牧业,10.0195,6340.57,3606.65,2733.92,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.26,0.20,2017-05-04
62,603628,清源股份,10.0076,23229.91,10742.67,12487.24,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.05,0.06,2017-05-04
63,603628,清源股份,10.0076,14631.02,7935.01,6696.00,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.07,0.06,2017-05-04
64,603787,新日股份,10.0171,67.11,59.11,8.00,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.14,2017-05-04
65,603797,联泰环保,9.9933,24961.54,19559.74,5401.79,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.16,0.04,2017-05-04
66,603797,联泰环保,9.9933,24960.95,19559.74,5401.20,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.16,0.04,2017-05-04
67,603803,瑞斯康达,1.0261,15748.84,3265.94,12482.90,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.03,0.12,2017-05-04
68,603811,诚意药业,-7.3135,21571.51,4906.38,16665.13,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.07,0.23,2017-05-04
69,603826,坤彩科技,10.0039,32604.00,18053.81,14550.19,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.10,0.08,2017-05-04
