,stockCode,securityAbbr,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye,opDate
358,002646,青青稞酒,6983929,491898496,15000,15000,289200,492187696,2017-01-03
359,002648,卫星石化,5656919,192082478,0,2300,28129,192110607,2017-01-03
360,002653,海思科,13891701,219190330,0,26100,416817,219607147,2017-01-03
361,002662,京威股份,6697708,52084140,0,0,0,52084140,2017-01-03
362,002673,西部证券,66413615,4355336434,6000,352228,7368610,4362705044,2017-01-03
363,002681,奋达科技,0,503050157,0,11900,153867,503204024,2017-01-03
364,002701,奥瑞金,26953803,776286925,0,0,0,776286925,2017-01-03
365,002736,国信证券,10243413,73219224,0,0,0,73219224,2017-01-03
366,159901,深100ETF,1133585,607308206,68700,1169201,4656927,611965133,2017-01-03
367,159902,中 小 板,2267461,60964679,228500,3863835,12086075,73050754,2017-01-03
368,159903,深成ETF,13769,28797632,0,157900,173058,28970690,2017-01-03
369,159919,300ETF,4150128,2243757093,1232300,9306162,33474265,2277231358,2017-01-03
370,159925,南方300,61258,542321,0,0,0,542321,2017-01-03
371,159933,金地ETF,0,1399831,0,0,0,1399831,2017-01-03
372,300001,特锐德,10676272,648388161,7000,7000,121800,648509961,2017-01-03
373,300002,神州泰岳,13375843,1010217140,0,27900,260307,1010477447,2017-01-03
374,300003,乐普医疗,8360932,424886916,40700,138991,2493499,427380415,2017-01-03
375,300005,探路者,0,617025785,0,2500,41725,617067510,2017-01-03
376,300010,立思辰,16318311,860302819,4100,17391,289560,860592379,2017-01-03
377,300014,亿纬锂能,44236717,1164502770,4000,33300,963702,1165466472,2017-01-03
378,300015,爱尔眼科,6491725,365007364,700,43345,1299483,366306847,2017-01-03
379,300017,网宿科技,32100584,2245294001,3100,156181,8433774,2253727775,2017-01-03
380,300020,银江股份,29940933,1327715793,13300,13300,210805,1327926598,2017-01-03
381,300024,机器人,22988034,1927866969,26100,345080,7405417,1935272386,2017-01-03
382,300026,红日药业,6553904,782899326,0,1000,5500,782904826,2017-01-03
383,300027,华谊兄弟,20834289,1936112052,31100,314377,3464434,1939576486,2017-01-03
384,300034,钢研高纳,17444494,568085618,0,0,0,568085618,2017-01-03
385,300039,上海凯宝,11710216,759658570,0,0,0,759658570,2017-01-03
386,300052,中青宝,65212200,796930453,15000,83100,2011851,798942304,2017-01-03
387,300053,欧比特,18019431,1039576097,3200,12200,174704,1039750801,2017-01-03
388,300055,万邦达,10319747,944812244,2000,9908,163086,944975330,2017-01-03
389,300058,蓝色光标,60644267,1043734798,0,121284,1211627,1044946425,2017-01-03
390,300059,东方财富,175417750,6278578306,11000,259569,4433439,6283011745,2017-01-03
391,300065,海兰信,0,747905588,0,0,0,747905588,2017-01-03
392,300070,碧水源,25586361,1101493048,49500,166586,2970228,1104463276,2017-01-03
393,300072,三聚环保,75433828,2599146167,4800,5119,235320,2599381487,2017-01-03
394,300074,华平股份,20347064,827530830,0,0,0,827530830,2017-01-03
395,300077,国民技术,37515598,1917374199,3400,3400,55454,1917429653,2017-01-03
396,300079,数码视讯,14118672,1451704771,0,0,0,1451704771,2017-01-03
397,300088,长信科技,0,1447082602,0,23924,377999,1447460601,2017-01-03
398,300090,盛运环保,76748468,1459790906,0,217200,2541240,1462332146,2017-01-03
399,300093,金刚玻璃,22663885,919056669,0,0,0,919056669,2017-01-03
400,300104,乐视网,0,4508755154,0,50580,1810764,4510565918,2017-01-03
401,300115,长盈精密,61482623,420063526,500,500,11900,420075426,2017-01-03
402,300122,智飞生物,2658098,378097493,0,12000,200280,378297773,2017-01-03
403,300124,汇川技术,17235288,811289158,10500,244996,4948919,816238077,2017-01-03
404,300128,锦富新材,34123415,1019901799,0,20000,335400,1020237199,2017-01-03
405,300133,华策影视,19180028,1043091635,0,105835,1212869,1044304504,2017-01-03
406,300134,大富科技,12442089,1153826798,8000,9400,240828,1154067626,2017-01-03
407,300146,汤臣倍健,18251277,861912316,0,44400,531912,862444228,2017-01-03
408,300147,香雪制药,19287353,704544665,4400,4400,57552,704602217,2017-01-03
409,300152,科融环境,11302994,784719434,5000,5600,42056,784761490,2017-01-03
410,300157,恒泰艾普,13004903,894053093,0,0,0,894053093,2017-01-03
411,300168,万达信息,44934899,1913742955,174700,302772,6140216,1919883171,2017-01-03
412,300170,汉得信息,24089476,1227710429,27500,27500,328625,1228039054,2017-01-03
413,300191,潜能恒信,12683130,701995025,0,70000,2419200,704414225,2017-01-03
414,300199,翰宇药业,12759846,763970647,0,0,0,763970647,2017-01-03
415,300202,聚龙股份,36359051,596743410,0,7000,165410,596908820,2017-01-03
416,300203,聚光科技,29177441,704454892,600,15573,474665,704929557,2017-01-03
417,300205,天喻信息,25346815,672082699,3500,30939,449234,672531933,2017-01-03
418,300212,易华录,0,880091830,0,10069,342346,880434176,2017-01-03
419,300216,千山药机,21219206,1410369676,800,1200,42060,1410411736,2017-01-03
420,300226,上海钢联,11401421,860276449,1400,1400,56910,860333359,2017-01-03
421,300228,富瑞特装,10881392,1010836662,0,2270,29170,1010865832,2017-01-03
422,300251,光线传媒,16028469,1131807102,45400,256242,2531670,1134338772,2017-01-03
423,300253,卫宁健康,20756545,1378112898,59900,286402,5636391,1383749289,2017-01-03
424,300257,开山股份,17960039,767294237,0,1300,21957,767316194,2017-01-03
425,300273,和佳股份,39710482,944343154,25000,111800,1990040,946333194,2017-01-03
426,300274,阳光电源,21481189,926122920,31600,102940,1077782,927200702,2017-01-03
427,300315,掌趣科技,63381434,2618319890,79800,166400,1547520,2619867410,2017-01-03
428,300355,蒙草生态,51774565,932164441,0,158400,1595088,933759529,2017-01-03
429,300498,温氏股份,42750699,384480874,0,0,0,384480874,2017-01-03
