,code,name,area
407,600376,首开股份,北京
408,300485,赛升药业,北京
409,603803,瑞斯康达,北京
410,601858,中国科传,北京
411,300392,腾信股份,北京
412,600240,华业资本,北京
413,300139,晓程科技,北京
414,300523,辰安科技,北京
415,002771,真视通,北京
416,300036,超图软件,北京
417,002151,北斗星通,北京
418,300379,东方通,北京
419,000725,京东方Ａ,北京
420,300073,当升科技,北京
421,300430,诚益通,北京
422,601288,农业银行,北京
423,601169,北京银行,北京
424,300542,新晨科技,北京
425,600011,华能国际,北京
426,300456,耐威科技,北京
427,601898,中煤能源,北京
428,000609,绵石投资,北京
429,300034,钢研高纳,北京
430,002462,嘉事堂,北京
431,601998,中信银行,北京
432,600511,国药股份,北京
433,603818,曲美家居,北京
434,300352,北信源,北京
435,603138,海量数据,北京
436,600062,华润双鹤,北京
437,601088,中国神华,北京
438,600900,长江电力,北京
439,600166,福田汽车,北京
440,603377,东方时尚,北京
441,600730,中国高科,北京
442,000402,金 融 街,北京
443,300552,万集科技,北京
444,601398,工商银行,北京
445,601668,中国建筑,北京
446,300005,探路者,北京
447,600977,中国电影,北京
448,300079,数码视讯,北京
449,600723,首商股份,北京
450,300344,太空板业,北京
451,002738,中矿资源,北京
452,000838,财信发展,北京
453,601857,中国石油,北京
454,300477,合纵科技,北京
455,600463,空港股份,北京
456,600008,首创股份,北京
457,000882,华联股份,北京
458,002271,东方雨虹,北京
459,000860,顺鑫农业,北京
460,603588,高能环境,北京
461,000916,华北高速,北京
462,600015,华夏银行,北京
463,601101,昊华能源,北京
464,300157,恒泰艾普,北京
465,600485,信威集团,北京
466,601992,金隅股份,北京
467,002310,东方园林,北京
468,002051,中工国际,北京
469,300324,旋极信息,北京
470,000786,北新建材,北京
471,002612,朗姿股份,北京
472,002599,盛通股份,北京
473,300166,东方国信,北京
474,300055,万邦达,北京
475,000802,北京文化,北京
476,300070,碧水源,北京
477,603598,引力传媒,北京
478,002066,瑞泰科技,北京
479,603098,森特股份,北京
480,601991,大唐发电,北京
481,601226,华电重工,北京
482,000798,中水渔业,北京
483,300472,新元科技,北京
484,300312,邦讯技术,北京
485,600588,用友网络,北京
486,002658,雪迪龙,北京
487,300048,合康新能,北京
488,601558,*ST锐电,北京
489,002383,合众思壮,北京
490,002385,大北农,北京
491,300002,神州泰岳,北京
492,600890,中房股份,北京
493,002642,荣之联,北京
494,002306,*ST云网,北京
495,002371,北方华创,北京
496,600016,民生银行,北京
497,002554,惠博普,北京
498,300117,嘉寓股份,北京
499,002373,千方科技,北京
500,300191,潜能恒信,北京
501,300156,神雾环保,北京
502,300332,天壕环境,北京
503,300399,京天利,北京
504,600435,北方导航,北京
505,300038,梅泰诺,北京
506,603025,大豪科技,北京
507,002148,北纬通信,北京
508,300593,新雷能,北京
509,600361,华联综超,北京
510,000605,渤海股份,北京
511,000839,中信国安,北京
512,002504,*ST弘高,北京
513,300513,恒泰实达,北京
514,603060,国检集团,北京
515,601198,东兴证券,北京
516,300045,华力创通,北京
517,300541,先进数通,北京
518,002657,中科金财,北京
519,600258,首旅酒店,北京
520,300612,宣亚国际,北京
521,002439,启明星辰,北京
522,300370,安控科技,北京
523,002819,东方中科,北京
524,601669,中国电建,北京
525,002362,汉王科技,北京
526,603000,人民网,北京
527,000065,北方国际,北京
528,002410,广联达,北京
529,600100,同方股份,北京
530,002038,双鹭药业,北京
531,300075,数字政通,北京
532,000970,中科三环,北京
533,600410,华胜天成,北京
534,000959,首钢股份,北京
535,600860,*ST京城,北京
536,600582,天地科技,北京
537,600657,信达地产,北京
538,000938,紫光股份,北京
539,600560,金自天正,北京
540,600962,国投中鲁,北京
541,601611,中国核建,北京
542,300465,高伟达,北京
543,300579,数字认证,北京
544,600118,中国卫星,北京
545,600859,王府井,北京
546,600536,中国软件,北京
547,603986,兆易创新,北京
548,600429,三元股份,北京
549,300374,恒通科技,北京
550,300016,北陆药业,北京
551,002665,首航节能,北京
552,603903,中持股份,北京
553,300212,易华录,北京
554,000996,中国中期,北京
555,300282,汇冠股份,北京
556,600056,中国医药,北京
557,300213,佳讯飞鸿,北京
558,002350,北京科锐,北京
559,600198,大唐电信,北京
560,300419,浩丰科技,北京
561,002573,清新环境,北京
562,000758,中色股份,北京
563,600791,京能置业,北京
564,300291,华录百纳,北京
565,300309,吉艾科技,北京
566,600386,北巴传媒,北京
567,600372,中航电子,北京
568,300271,华宇软件,北京
569,300418,昆仑万维,北京
570,300315,掌趣科技,北京
571,603569,长久物流,北京
572,300104,乐视网,北京
573,600037,歌华有线,北京
574,300182,捷成股份,北京
575,002542,中化岩土,北京
576,002780,三夫户外,北京
577,600871,石化油服,北京
578,603603,博天环境,北京
579,601618,中国中冶,北京
580,300353,东土科技,北京
581,300296,利亚德,北京
582,601908,京运通,北京
583,002713,东易日盛,北京
584,300367,东方网力,北京
585,300496,中科创达,北京
586,603616,韩建河山,北京
587,603123,翠微股份,北京
588,600266,北京城建,北京
589,002755,东方新星,北京
590,300364,中文在线,北京
591,000151,中成股份,北京
592,300386,飞天诚信,北京
593,002153,石基信息,北京
594,600161,天坛生物,北京
595,300065,海兰信,北京
596,601600,中国铝业,北京
597,000603,盛达矿业,北京
598,300406,九强生物,北京
599,002467,二六三,北京
600,601016,节能风电,北京
601,002649,博彦科技,北京
602,002368,太极股份,北京
603,603859,能科股份,北京
604,002707,众信旅游,北京
605,300072,三聚环保,北京
606,600742,一汽富维,吉林
607,600148,长春一东,吉林
608,600333,长春燃气,吉林
609,601518,吉林高速,吉林
610,000875,吉电股份,吉林
611,000669,金鸿能源,吉林
612,601929,吉视传媒,吉林
613,300396,迪瑞医疗,吉林
614,603559,中通国脉,吉林
615,002232,启明信息,吉林
616,600189,吉林森工,吉林
617,600697,欧亚集团,吉林
618,000420,吉林化纤,吉林
619,000545,金浦钛业,吉林
620,000718,苏宁环球,吉林
621,600856,中天能源,吉林
622,600360,华微电子,吉林
623,000800,一汽轿车,吉林
624,000686,东北证券,吉林
625,600881,亚泰集团,吉林
626,000631,顺发恒业,吉林
627,600110,诺德股份,吉林
628,002501,利源精制,吉林
629,603099,长白山,吉林
630,300510,金冠电气,吉林
631,000766,通化金马,吉林
632,002566,益盛药业,吉林
633,000661,长春高新,吉林
634,002622,融钰集团,吉林
635,002118,紫鑫药业,吉林
636,600247,ST成城,吉林
637,600215,长春经开,吉林
638,000623,吉林敖东,吉林
639,002338,奥普光电,吉林
640,600365,通葡股份,吉林
641,300108,双龙股份,吉林
642,600432,*ST吉恩,吉林
643,000928,中钢国际,吉林
644,000030,富奥股份,吉林
645,300597,吉大通信,吉林
646,600867,通化东宝,吉林
647,000546,金圆股份,吉林
648,600875,东方电气,四川
649,300425,环能科技,四川
650,300535,达威股份,四川
651,300434,金石东方,四川
652,300249,依米康,四川
653,600438,通威股份,四川
654,600321,国栋建设,四川
655,000835,长城动漫,四川
656,000801,四川九洲,四川
657,601107,四川成渝,四川
658,002246,北化股份,四川
659,002386,天原集团,四川
660,000155,*ST川化,四川
661,000629,*ST钒钛,四川
662,000790,泰合健康,四川
663,600505,西昌电力,四川
664,600828,茂业商业,四川
665,002773,康弘药业,四川
666,002798,帝王洁具,四川
667,300366,创意信息,四川
668,002259,升达林业,四川
669,000876,新 希 望,四川
670,600804,鹏博士,四川
671,300092,科新机电,四川
672,000628,高新发展,四川
673,002422,科伦药业,四川
674,300440,运达科技,四川
675,300467,迅游科技,四川
676,600039,四川路桥,四川
677,002749,国光股份,四川
678,002539,云图控股,四川
679,300432,富临精工,四川
680,000510,金路集团,四川
681,600331,宏达股份,四川
682,000803,*ST金宇,四川
683,002630,华西能源,四川
684,601208,东材科技,四川
685,002357,富临运业,四川
686,600678,四川金顶,四川
687,300414,中光防雷,四川
688,600378,天科股份,四川
689,600674,川投能源,四川
690,300463,迈克生物,四川
691,000935,四川双马,四川
692,002628,成都路桥,四川
693,002697,红旗连锁,四川
694,000858,五 粮 液,四川
695,600528,中铁工业,四川
696,600839,四川长虹,四川
697,603027,千禾味业,四川
698,002466,天齐锂业,四川
699,002366,台海核电,四川
700,600139,西部资源,四川
701,600733,S*ST前锋,四川
702,600793,宜宾纸业,四川
703,002272,川润股份,四川
704,300470,日机密封,四川
705,002258,利尔化学,四川
706,000912,泸天化,四川
707,300559,佳发安泰,四川
708,600131,岷江水电,四川
709,002253,川大智胜,四川
710,000888,峨眉山Ａ,四川
711,300492,山鼎设计,四川
712,002480,新筑股份,四川
713,300127,银河磁体,四川
714,600137,浪莎股份,四川
715,000598,兴蓉环境,四川
716,000693,*ST华泽,四川
717,002023,海特高新,四川
718,000509,华塑控股,四川
719,603077,和邦生物,四川
720,300022,吉峰农机,四川
721,002818,富森美,四川
722,300502,新易盛,四川
723,600353,旭光股份,四川
724,600391,航发科技,四川
725,300101,振芯科技,四川
726,002651,利君股份,四川
727,002190,成飞集成,四川
728,600702,沱牌舍得,四川
729,000731,四川美丰,四川
730,300540,深冷股份,四川
731,002312,*ST三泰,四川
732,000757,浩物股份,四川
733,300362,天翔环境,四川
734,002497,雅化集团,四川
735,002268,卫 士 通,四川
736,600093,易见股份,四川
737,600101,明星电力,四川
738,000593,大通燃气,四川
739,000810,创维数字,四川
740,300019,硅宝科技,四川
741,600466,蓝光发展,四川
742,000710,*ST天仪,四川
743,601811,新华文轩,四川
744,603333,明星电缆,四川
745,300547,川环科技,四川
746,300471,厚普股份,四川
747,000586,汇源通信,四川
748,300028,金亚科技,四川
749,600558,大西洋,四川
750,000568,泸州老窖,四川
751,600779,水井坊,四川
752,600109,国金证券,四川
753,002143,印纪传媒,四川
754,600979,广安爱众,四川
755,002777,久远银海,四川
756,600880,博瑞传播,四川
757,600644,乐山电力,四川
758,300026,红日药业,天津
759,600645,中源协和,天津
760,603019,XD中科曙,天津
761,002393,力生制药,天津
762,300120,经纬电材,天津
763,300334,津膜科技,天津
764,600488,天药股份,天津
765,600874,创业环保,天津
766,002821,凯莱英,天津
767,000927,一汽夏利,天津
768,000897,津滨发展,天津
769,600800,天津磁卡,天津
770,002337,赛象科技,天津
771,600468,百利电气,天津
772,000652,泰达股份,天津
773,300596,利安隆,天津
774,300119,瑞普生物,天津
775,601919,中远海控,天津
776,603096,新经典,天津
777,603969,银龙股份,天津
778,600158,中体产业,天津
779,603126,中材节能,天津
780,600787,中储股份,天津
781,000836,鑫茂科技,天津
782,601808,中海油服,天津
783,002134,*ST普林,天津
784,002510,天汽模,天津
785,002129,中环股份,天津
786,600717,天津港,天津
787,600751,天海投资,天津
788,600535,天士力,天津
789,300375,鹏翎股份,天津
790,000965,天保基建,天津
791,300407,凯发电气,天津
792,600583,海油工程,天津
793,002820,桂发祥,天津
794,600322,天房发展,天津
795,000537,广宇发展,天津
796,600329,中新药业,天津
797,300195,长荣股份,天津
798,000695,滨海能源,天津
799,600225,*ST松江,天津
800,600335,国机汽车,天津
801,002432,九安医疗,天津
802,603727,博迈科,天津
803,600821,津劝业,天津
804,600082,海泰发展,天津
805,000815,美利云,宁夏
806,002457,青龙管业,宁夏
807,600165,新日恒力,宁夏
808,600785,新华百货,宁夏
809,000595,*ST宝实,宁夏
810,600146,商赢环球,宁夏
811,000557,西部创业,宁夏
812,000962,东方钽业,宁夏
813,000982,*ST 中绒,宁夏
814,000635,英 力 特,宁夏
815,000862,银星能源,宁夏
816,600449,宁夏建材,宁夏
817,002042,华孚色纺,安徽
818,600761,安徽合力,安徽
819,002538,司尔特,安徽
820,002541,鸿路钢构,安徽
821,002690,美亚光电,安徽
822,600983,惠而浦,安徽
823,002014,永新股份,安徽
824,000930,中粮生化,安徽
825,000521,美菱电器,安徽
826,603589,口子窖,安徽
827,300577,开润股份,安徽
828,603031,安德利,安徽
829,000850,华茂股份,安徽
830,000153,丰原药业,安徽
831,300475,聚隆科技,安徽
832,600444,国机通用,安徽
833,002597,金禾实业,安徽
834,002147,新光圆成,安徽
835,300595,欧普康视,安徽
836,000713,丰乐种业,安徽
837,603429,集友股份,安徽
838,600985,雷鸣科化,安徽
839,300009,安科生物,安徽
840,300274,阳光电源,安徽
841,600237,铜峰电子,安徽
842,002230,科大讯飞,安徽
843,600063,皖维高新,安徽
844,002557,洽洽食品,安徽
845,600971,恒源煤电,安徽
846,600218,全柴动力,安徽
847,000868,安凯客车,安徽
848,600054,黄山旅游,安徽
849,600552,凯盛科技,安徽
850,601801,皖新传媒,安徽
851,603198,迎驾贡酒,安徽
852,000887,中鼎股份,安徽
853,300088,长信科技,安徽
854,600255,鑫科材料,安徽
855,002140,东华科技,安徽
856,600577,XD精达股,安徽
857,002760,凤形股份,安徽
858,002571,*ST德力,安徽
859,002018,华信国际,安徽
860,600575,皖江物流,安徽
861,600318,新力金融,安徽
862,300388,国祯环保,安徽
863,600375,华菱星马,安徽
864,002331,皖通科技,安徽
865,002743,富煌钢构,安徽
866,600551,时代出版,安徽
867,600567,山鹰纸业,安徽
868,600199,金种子酒,安徽
869,002298,中电鑫龙,安徽
870,000543,皖能电力,安徽
871,000619,海螺型材,安徽
872,000979,中弘股份,安徽
873,300452,山河药辅,安徽
874,603656,泰禾光电,安徽
875,002136,安 纳 达,安徽
876,002347,泰尔股份,安徽
877,603011,合锻智能,安徽
878,002226,江南化工,安徽
879,002057,中钢天源,安徽
880,603308,应流股份,安徽
881,600496,精工钢构,安徽
882,600502,安徽水利,安徽
883,002361,神剑股份,安徽
884,300090,盛运环保,安徽
885,002555,三七互娱,安徽
886,600808,马钢股份,安徽
887,603199,九华旅游,安徽
888,300247,乐金健康,安徽
889,000728,国元证券,安徽
890,600012,皖通高速,安徽
891,603768,常青股份,安徽
892,600520,中发科技,安徽
893,300520,科大国创,安徽
894,000859,国风塑业,安徽
895,600990,四创电子,安徽
896,002208,合肥城建,安徽
897,000596,古井贡酒,安徽
898,002171,楚江新材,安徽
899,600585,海螺水泥,安徽
900,600470,六国化工,安徽
901,000630,铜陵有色,安徽
902,002817,黄山胶囊,安徽
903,000980,金马股份,安徽
904,603599,广信股份,安徽
905,300218,安利股份,安徽
906,002352,顺丰控股,安徽
907,002607,亚夏汽车,安徽
908,300087,荃银高科,安徽
909,600909,华安证券,安徽
910,601918,新集能源,安徽
911,002556,辉隆股份,安徽
912,600418,江淮汽车,安徽
913,603689,皖天然气,安徽
914,000417,合肥百货,安徽
915,600547,山东黄金,山东
916,002094,青岛金王,山东
917,300233,金城医药,山东
918,002078,太阳纸业,山东
919,002339,积成电子,山东
920,000639,西王食品,山东
921,002521,齐峰新材,山东
922,002805,丰元股份,山东
923,002675,东诚药业,山东
924,002470,金正大,山东
925,600350,山东高速,山东
926,002330,得利斯,山东
927,300423,鲁亿通,山东
928,000488,晨鸣纸业,山东
929,601058,赛轮金宇,山东
930,000915,山大华特,山东
931,002083,孚日股份,山东
932,601163,三角轮胎,山东
933,002726,龙大肉食,山东
934,002545,东方铁塔,山东
935,002242,九阳股份,山东
936,002595,豪迈科技,山东
937,000506,中润资源,山东
938,002111,威海广泰,山东
939,000682,东方电子,山东
940,300285,国瓷材料,山东
941,000977,浪潮信息,山东
942,600600,青岛啤酒,山东
943,002072,凯瑞德,山东
944,002086,东方海洋,山东
945,600060,海信电器,山东
946,601678,滨化股份,山东
947,600807,天业股份,山东
948,600735,新华锦,山东
949,002088,鲁阳节能,山东
950,002589,瑞康医药,山东
951,600076,康欣新材,山东
952,002193,山东如意,山东
953,603086,N先达,山东
954,300224,正海磁材,山东
955,300185,通裕重工,山东
956,000407,胜利股份,山东
957,600219,南山铝业,山东
958,300479,神思电子,山东
959,000720,新能泰山,山东
960,000726,鲁 泰Ａ,山东
961,600783,鲁信创投,山东
962,600022,山东钢铁,山东
963,002481,双塔食品,山东
964,600690,青岛海尔,山东
965,600784,鲁银投资,山东
966,002746,仙坛股份,山东
967,603858,步长制药,山东
968,600529,山东药玻,山东
969,600789,鲁抗医药,山东
970,002353,杰瑞股份,山东
971,603026,石大胜华,山东
972,002026,山东威达,山东
973,000599,青岛双星,山东
974,603639,海利尔,山东
975,603798,康普顿,山东
976,002408,齐翔腾达,山东
977,002217,合力泰,山东
978,000822,山东海化,山东
979,600319,亚星化学,山东
980,000957,中通客车,山东
981,300321,同大股份,山东
982,600756,浪潮软件,山东
983,300443,金雷风电,山东
984,000409,山东地矿,山东
985,601966,玲珑轮胎,山东
986,600960,渤海活塞,山东
987,600966,博汇纸业,山东
988,603638,艾迪精密,山东
989,002382,蓝帆医疗,山东
990,603167,渤海轮渡,山东
991,000617,中油资本,山东
992,002838,道恩股份,山东
993,603577,汇金通,山东
