,time,price,change,volume,amount,type
78,14:36:35,6.08,-0.01,31,18848,卖盘
79,14:35:40,6.09,0.01,5,3045,买盘
80,14:35:20,6.08,-0.01,3,1824,卖盘
81,14:34:20,6.09,--,3,1827,买盘
82,14:34:00,6.09,--,17,10353,买盘
83,14:33:05,6.09,--,21,12789,买盘
84,14:32:25,6.09,--,16,9744,卖盘
85,14:32:10,6.09,--,7,4263,买盘
86,14:31:45,6.09,--,30,18270,买盘
87,14:31:40,6.09,--,15,9135,买盘
88,14:31:25,6.09,0.01,7,4263,买盘
89,14:31:25,6.08,--,15,9120,卖盘
90,14:31:05,6.08,-0.01,1,608,卖盘
91,14:30:45,6.09,0.01,25,15225,中性盘
92,14:30:10,6.08,-0.01,5,3040,卖盘
93,14:30:04,6.09,0.01,7,4263,买盘
94,14:30:00,6.08,--,10,6080,卖盘
95,14:29:34,6.08,-0.01,10,6080,卖盘
96,14:29:24,6.09,0.01,20,12180,买盘
97,14:29:04,6.08,--,5,3040,卖盘
98,14:28:54,6.08,--,2,1216,卖盘
99,14:28:44,6.08,--,2,1216,卖盘
100,14:28:34,6.08,--,97,58976,卖盘
101,14:28:14,6.08,-0.01,2,1520,卖盘
102,14:27:54,6.09,0.01,12,7308,买盘
103,14:27:44,6.08,-0.01,15,9120,卖盘
104,14:27:39,6.09,--,10,6090,买盘
105,14:27:04,6.09,--,1,609,卖盘
106,14:26:44,6.09,-0.01,20,12180,卖盘
107,14:26:34,6.1,0.01,16,9760,买盘
108,14:26:19,6.09,--,5,3045,买盘
109,14:26:04,6.09,--,36,21924,卖盘
110,14:25:54,6.09,--,46,28014,卖盘
111,14:25:34,6.09,--,5,3045,卖盘
112,14:25:14,6.09,-0.01,4,2436,卖盘
113,14:24:44,6.1,--,45,27450,卖盘
114,14:24:09,6.1,-0.01,20,12200,卖盘
115,14:23:54,6.11,0.01,9,5499,买盘
116,14:23:39,6.1,--,50,30500,卖盘
117,14:23:24,6.1,--,50,30500,卖盘
118,14:23:09,6.1,--,85,51850,卖盘
119,14:22:54,6.1,-0.01,100,61000,卖盘
120,14:22:24,6.11,--,7,4594,卖盘
121,14:22:04,6.11,--,21,13429,卖盘
122,14:22:04,6.11,-0.01,2,1527,卖盘
123,14:21:44,6.12,--,4,2448,买盘
124,14:20:44,6.12,0.01,50,30600,买盘
125,14:20:09,6.11,--,15,9165,买盘
126,14:20:04,6.11,--,4,2444,买盘
127,14:19:09,6.11,--,2,1222,买盘
128,14:19:04,6.11,--,10,6110,买盘
129,14:18:44,6.11,--,5,3055,买盘
130,14:18:39,6.11,0.01,5,3055,中性盘
131,14:17:04,6.1,-0.01,70,42700,卖盘
132,14:16:54,6.11,-0.01,22,13442,卖盘
133,14:16:49,6.12,0.01,2,1224,买盘
134,14:15:54,6.11,--,3,1833,买盘
135,14:15:39,6.11,--,8,4888,卖盘
136,14:14:29,6.11,0.01,7,4277,买盘
137,14:14:24,6.1,-0.01,1,610,卖盘
138,14:13:44,6.11,--,20,12220,买盘
139,14:13:24,6.11,--,30,18330,买盘
140,14:11:34,6.11,0.02,24,14664,买盘
141,14:10:14,6.09,-0.01,25,15225,卖盘
142,14:09:29,6.1,--,30,18300,卖盘
143,14:09:09,6.1,-0.01,36,21960,卖盘
144,14:09:04,6.11,0.01,5,3055,买盘
145,14:08:54,6.1,-0.01,46,28060,卖盘
146,14:07:59,6.11,0.01,13,7943,买盘
147,14:07:44,6.1,--,7,4270,卖盘
148,14:07:29,6.1,--,66,40260,卖盘
149,14:07:24,6.1,--,6,3660,卖盘
150,14:05:29,6.1,--,66,40260,卖盘
151,14:05:19,6.1,-0.01,40,24400,卖盘
152,14:05:04,6.11,--,50,30550,买盘
153,14:04:34,6.11,-0.01,181,110591,卖盘
154,14:04:19,6.12,0.01,10,6120,买盘
155,14:03:49,6.11,-0.01,42,25662,卖盘
156,14:03:44,6.12,--,6,3672,买盘
157,14:03:19,6.12,-0.01,53,32436,卖盘
158,14:02:59,6.13,--,57,35308,卖盘
159,14:02:54,6.13,--,27,16551,卖盘
160,14:02:44,6.13,--,10,6130,卖盘
161,14:02:39,6.13,-0.01,27,16551,卖盘
162,14:01:59,6.14,0.01,14,8596,中性盘
163,14:00:09,6.13,--,20,12260,卖盘
164,13:57:59,6.13,-0.01,100,61300,卖盘
165,13:57:34,6.14,--,9,6078,卖盘
166,13:57:19,6.14,-0.01,3,1842,卖盘
167,13:56:54,6.15,0.01,18,11070,买盘
168,13:55:59,6.14,--,226,138764,卖盘
169,13:55:19,6.14,--,32,19648,卖盘
170,13:54:44,6.14,-0.01,15,9210,卖盘
171,13:54:19,6.15,--,5,3075,买盘
172,13:53:49,6.15,--,72,44304,卖盘
173,13:52:09,6.15,-0.01,10,6150,卖盘
174,13:51:34,6.16,--,10,6160,买盘
175,13:50:49,6.16,0.01,40,24640,买盘
176,13:49:49,6.15,--,4,2460,卖盘
177,13:48:59,6.15,--,2,1230,卖盘
178,13:48:49,6.15,--,1,1205,买盘
179,13:48:44,6.15,--,20,12300,买盘
180,13:45:54,6.15,0.01,10,6150,买盘
181,13:44:29,6.14,--,3,1842,卖盘
182,13:44:14,6.14,-0.01,6,3684,卖盘
183,13:43:34,6.15,--,26,16014,卖盘
184,13:43:14,6.15,--,6,3690,卖盘
185,13:42:54,6.15,--,200,123000,卖盘
186,13:41:44,6.15,--,1,615,卖盘
187,13:40:04,6.15,-0.01,3,1845,卖盘
188,13:39:09,6.16,--,10,6160,买盘
189,13:38:29,6.16,0.01,50,30800,买盘
190,13:38:14,6.15,-0.01,8,4926,卖盘
191,13:37:09,6.16,--,7,4312,买盘
192,13:36:54,6.16,--,29,17864,卖盘
193,13:35:49,6.16,-0.01,22,13552,卖盘
194,13:33:04,6.17,--,52,32096,卖盘
195,13:32:34,6.17,-0.01,39,24667,卖盘
196,13:31:54,6.18,--,20,12360,买盘
197,13:31:34,6.18,--,134,82812,卖盘
198,13:29:34,6.18,--,4,2472,卖盘
199,13:28:39,6.18,--,3,1854,买盘
200,13:28:34,6.18,--,2,1236,买盘
201,13:28:29,6.18,0.01,10,6180,买盘
202,13:27:34,6.17,--,6,3702,买盘
203,13:26:59,6.17,--,10,6170,买盘
204,13:26:29,6.17,0.01,10,6170,买盘
205,13:26:09,6.16,--,1,616,卖盘
206,13:24:04,6.16,--,20,12320,卖盘
207,13:23:59,6.16,-0.01,9,5544,卖盘
208,13:21:14,6.17,--,9,5553,卖盘
209,13:18:34,6.17,--,1,617,卖盘
210,13:18:29,6.17,-0.01,10,6170,卖盘
211,13:16:34,6.18,--,6,3708,买盘
212,13:15:24,6.18,--,1,618,中性盘
213,13:06:29,6.18,-0.01,1,618,中性盘
214,13:03:03,6.19,0.04,100,61900,买盘
215,13:02:53,6.15,-0.03,26,15990,卖盘
216,13:01:38,6.18,0.02,20,12940,买盘
217,13:01:33,6.16,--,15,9240,买盘
218,13:01:18,6.16,--,20,12320,买盘
219,13:01:08,6.16,--,5,3080,买盘
220,13:00:58,6.16,--,26,16052,卖盘
221,13:00:14,6.16,--,5,3689,卖盘
222,13:00:04,6.16,--,152,94223,买盘
223,11:30:02,6.16,--,15,9240,买盘
224,11:29:42,6.16,--,6,3696,买盘
225,11:28:32,6.16,--,39,24054,卖盘
226,11:27:22,6.16,-0.01,25,15400,卖盘
227,11:27:07,6.17,--,10,6170,买盘
228,11:26:47,6.17,-0.01,146,90082,卖盘
229,11:26:37,6.18,--,16,9888,买盘
230,11:26:12,6.18,0.01,30,18540,中性盘
231,11:25:17,6.17,-0.02,24,14808,卖盘
232,11:22:32,6.19,-0.01,17,10523,卖盘
233,11:20:12,6.2,--,94,58280,卖盘
234,11:17:57,6.2,--,10,6200,卖盘
235,11:17:17,6.2,--,23,14260,买盘
236,11:17:07,6.2,--,32,19840,买盘
237,11:16:22,6.2,--,7,4340,买盘
238,11:16:12,6.2,--,10,6200,买盘
239,11:16:07,6.2,--,16,9920,卖盘
240,11:15:32,6.2,--,21,13633,卖盘
241,11:15:17,6.2,--,20,12400,卖盘
242,11:14:57,6.2,--,8,4960,卖盘
243,11:14:32,6.2,--,9,5580,卖盘
244,11:13:27,6.2,--,16,9926,卖盘
245,11:11:02,6.2,-0.01,6,3720,卖盘
246,11:09:27,6.21,--,50,31050,买盘
247,11:07:27,6.21,--,128,79488,卖盘
248,11:07:17,6.21,--,21,13041,卖盘
249,11:07:07,6.21,--,7,4347,卖盘
250,11:06:42,6.21,--,20,12420,卖盘
251,11:06:37,6.21,0.01,65,40365,买盘
252,11:05:37,6.2,0.01,28,17360,买盘
253,11:04:42,6.19,--,84,51996,卖盘
254,11:03:57,6.19,-0.01,20,12380,卖盘
255,11:03:22,6.2,-0.01,85,52700,卖盘
256,11:03:12,6.21,--,45,27945,买盘
257,11:02:32,6.21,--,2,1242,买盘
258,11:01:52,6.21,-0.01,10,6210,中性盘
259,11:00:57,6.22,--,9,5598,买盘
260,11:00:37,6.22,0.01,100,62200,买盘
261,10:59:57,6.21,0.01,161,99981,买盘
262,10:58:52,6.2,--,3,1860,买盘
263,10:58:02,6.2,--,12,7750,卖盘
264,10:57:27,6.2,--,40,24800,卖盘
265,10:56:42,6.2,--,20,12400,卖盘
266,10:56:32,6.2,--,20,12400,卖盘
267,10:56:27,6.2,0.01,407,252650,买盘
268,10:55:52,6.19,--,25,15475,卖盘
269,10:54:52,6.19,--,12,7428,卖盘
270,10:54:27,6.19,--,12,7428,买盘
271,10:53:47,6.19,-0.01,2,1238,中性盘
272,10:53:07,6.2,0.01,10,6200,买盘
273,10:52:17,6.19,--,50,30950,买盘
274,10:51:17,6.19,--,55,34045,买盘
275,10:49:22,6.19,0.01,100,61900,买盘
276,10:48:37,6.18,0.01,94,58092,中性盘
277,10:46:32,6.17,0.01,0,6,中性盘
278,10:45:37,6.16,-0.02,77,47863,卖盘
279,10:45:07,6.18,--,1,618,买盘
280,10:44:57,6.18,--,80,49625,卖盘
281,10:44:37,6.18,-0.02,79,49254,卖盘
282,10:44:02,6.2,0.02,26,16120,买盘
283,10:43:22,6.18,--,17,10506,卖盘
284,10:43:02,6.18,-0.02,10,6180,卖盘
285,10:40:27,6.2,--,14,8990,卖盘
286,10:40:17,6.2,--,20,12400,卖盘
287,10:39:42,6.2,-0.01,10,6200,卖盘
288,10:38:07,6.21,--,31,19251,买盘
289,10:37:57,6.21,0.01,8,4968,买盘
290,10:37:42,6.2,-0.01,2,1550,卖盘
291,10:37:37,6.21,0.01,16,9936,买盘
292,10:37:02,6.2,0.01,8,4960,买盘
293,10:36:37,6.19,-0.01,7,4333,卖盘
294,10:36:17,6.2,0.01,2,1240,中性盘
295,10:35:32,6.19,--,32,19808,买盘
296,10:34:27,6.19,--,1,619,买盘
297,10:34:12,6.19,-0.02,14,8666,卖盘
298,10:33:12,6.21,--,91,56529,卖盘
299,10:32:57,6.21,--,14,8694,卖盘
300,10:32:52,6.21,-0.01,27,16767,卖盘
301,10:32:37,6.22,--,50,31100,买盘
302,10:32:12,6.22,--,10,6220,买盘
303,10:32:02,6.22,--,37,23014,买盘
304,10:31:52,6.22,--,6,3732,买盘
305,10:31:22,6.22,0.01,4,2488,买盘
306,10:31:12,6.21,--,50,31050,卖盘
307,10:31:02,6.21,0.04,340,211742,买盘
308,10:30:42,6.17,-0.02,81,49977,卖盘
309,10:30:02,6.19,0.02,5,3095,买盘
310,10:29:47,6.17,--,2,1234,卖盘
311,10:29:42,6.17,-0.01,50,30850,卖盘
312,10:29:27,6.18,--,26,16068,买盘
313,10:28:02,6.18,-0.01,74,45732,卖盘
314,10:27:17,6.19,--,28,17332,买盘
315,10:27:02,6.19,--,28,17332,买盘
316,10:26:42,6.19,--,33,20427,卖盘
317,10:26:22,6.19,--,5,3095,买盘
318,10:26:12,6.19,--,50,30950,买盘
319,10:26:07,6.19,--,23,14237,买盘
320,10:25:52,6.19,--,9,5571,买盘
321,10:25:32,6.19,--,20,12380,买盘
322,10:25:22,6.19,--,3,1857,买盘
323,10:25:07,6.19,0.01,12,7428,买盘
324,10:24:42,6.18,-0.01,5,3090,卖盘
325,10:24:22,6.19,--,10,6190,买盘
326,10:24:07,6.19,0.01,5,3095,买盘
327,10:23:42,6.18,--,2,1236,卖盘
328,10:23:17,6.18,--,21,12978,卖盘
329,10:21:42,6.18,-0.01,14,8652,卖盘
330,10:20:42,6.19,--,28,17332,卖盘
331,10:20:32,6.19,0.01,32,19808,买盘
332,10:20:12,6.18,-0.01,54,33372,卖盘
333,10:20:02,6.19,-0.01,14,8666,卖盘
334,10:19:52,6.2,--,14,8680,买盘
335,10:19:27,6.2,--,13,8060,买盘
336,10:19:17,6.2,--,27,16740,买盘
337,10:18:42,6.2,--,311,192820,买盘
338,10:18:37,6.2,0.01,32,19840,买盘
339,10:18:12,6.19,--,21,12999,买盘
340,10:18:07,6.19,--,2,1238,买盘
341,10:17:57,6.19,0.01,30,18570,买盘
342,10:17:52,6.18,-0.01,10,6180,卖盘
343,10:17:47,6.19,--,2,1238,买盘
344,10:17:37,6.19,--,9,5571,买盘
345,10:17:12,6.19,0.01,35,21665,买盘
346,10:17:07,6.18,-0.01,75,46350,卖盘
347,10:17:02,6.19,--,20,12380,买盘
348,10:16:57,6.19,--,240,148560,买盘
349,10:16:47,6.19,0.01,53,32807,买盘
350,10:16:27,6.18,--,2,1236,买盘
351,10:16:22,6.18,--,2,1236,买盘
352,10:16:07,6.18,--,14,8652,买盘
353,10:16:02,6.18,0.01,23,14214,买盘
354,10:15:37,6.17,--,7,4319,买盘
355,10:15:32,6.17,--,9,5553,买盘
356,10:15:27,6.17,--,2,1234,买盘
357,10:15:22,6.17,-0.01,9,5553,中性盘
358,10:15:07,6.18,--,139,85902,买盘
359,10:14:57,6.18,0.02,5,3090,买盘
360,10:14:47,6.16,--,2,1232,卖盘
361,10:14:37,6.16,-0.02,25,15400,卖盘
362,10:14:22,6.18,0.02,3,1854,买盘
363,10:14:17,6.16,0.01,0,154,卖盘
364,10:14:12,6.15,-0.02,75,46125,卖盘
365,10:13:57,6.17,0.01,20,12340,买盘
366,10:13:52,6.16,--,20,12320,买盘
367,10:13:37,6.16,0.01,4,2464,买盘
368,10:13:22,6.15,0.01,14,8610,买盘
369,10:12:51,6.14,--,6,3684,买盘
370,10:12:47,6.14,--,12,7368,买盘
371,10:12:21,6.14,--,1,614,买盘
372,10:11:56,6.14,--,4,2456,卖盘
373,10:11:37,6.14,--,6,3684,买盘
374,10:11:17,6.14,--,22,13508,买盘
375,10:10:41,6.14,0.01,21,12894,买盘
376,10:10:01,6.13,--,4,2452,卖盘
377,10:09:36,6.13,-0.01,50,30650,卖盘
378,10:09:31,6.14,0.01,40,24560,买盘
379,10:09:17,6.13,-0.01,114,69882,卖盘
380,10:08:26,6.14,-0.01,15,9210,中性盘
381,10:06:41,6.15,0.02,2,1230,买盘
382,10:06:36,6.13,--,100,61300,卖盘
383,10:05:51,6.13,--,10,6130,卖盘
384,10:04:21,6.13,--,45,27585,卖盘
385,10:04:16,6.13,-0.01,66,40458,卖盘
386,10:04:11,6.14,0.01,20,12280,卖盘
387,10:03:56,6.13,--,40,24520,卖盘
388,10:03:51,6.13,--,10,6130,卖盘
389,10:03:36,6.13,--,45,27585,卖盘
390,10:03:31,6.13,-0.01,30,18390,卖盘
391,10:03:26,6.14,--,1,614,买盘
392,10:03:21,6.14,0.01,20,12280,买盘
393,10:03:16,6.13,-0.01,10,6130,卖盘
394,10:02:56,6.14,--,48,29472,卖盘
395,10:02:41,6.14,-0.01,100,61400,卖盘
396,10:02:21,6.15,-0.01,66,40590,卖盘
397,10:01:11,6.16,--,10,6160,买盘
398,10:00:51,6.16,-0.01,21,12936,卖盘
399,10:00:31,6.17,0.01,4,2468,买盘
400,09:59:46,6.16,-0.01,19,11704,卖盘
401,09:59:31,6.17,--,28,17276,卖盘
402,09:59:06,6.17,--,5,3085,卖盘
403,09:58:41,6.17,--,34,20978,卖盘
404,09:58:31,6.17,--,17,10489,卖盘
405,09:57:06,6.17,--,39,24063,卖盘
406,09:57:01,6.17,--,3,1851,卖盘
407,09:56:36,6.17,--,5,3085,卖盘
408,09:56:31,6.17,--,50,30850,卖盘
409,09:56:21,6.17,--,56,34552,卖盘
410,09:55:36,6.17,--,59,36403,买盘
411,09:55:16,6.17,--,10,6170,买盘
412,09:54:56,6.17,0.01,7,4319,买盘
413,09:54:51,6.16,-0.01,19,11704,卖盘
414,09:54:41,6.17,0.01,16,9872,买盘
415,09:54:41,6.16,-0.01,10,6160,卖盘
416,09:54:21,6.17,--,10,6170,卖盘
417,09:54:06,6.17,-0.01,9,5553,卖盘
418,09:53:51,6.18,0.01,29,17922,买盘
419,09:53:31,6.17,--,11,6787,卖盘
420,09:53:16,6.17,-0.01,10,6170,卖盘
421,09:53:06,6.18,0.01,8,4944,买盘
422,09:52:31,6.17,--,40,24680,卖盘
423,09:52:16,6.17,-0.02,5,3085,卖盘
424,09:52:11,6.19,0.02,25,15475,买盘
425,09:52:01,6.17,-0.02,100,61700,卖盘
426,09:51:46,6.19,0.01,50,30950,买盘
427,09:51:36,6.18,--,10,6180,买盘
428,09:51:31,6.18,-0.01,10,6180,卖盘
429,09:51:26,6.19,0.01,10,6190,买盘
430,09:51:06,6.18,-0.01,10,6180,中性盘
431,09:50:56,6.19,--,7,4333,买盘
432,09:50:26,6.19,--,5,3095,买盘
433,09:50:21,6.19,--,8,4952,买盘
434,09:50:01,6.19,--,31,19189,买盘
435,09:49:46,6.19,0.02,70,43330,买盘
436,09:49:36,6.17,--,16,9872,卖盘
437,09:49:21,6.17,-0.03,10,6170,卖盘
438,09:49:16,6.2,--,5,3100,买盘
439,09:49:06,6.2,--,10,6200,买盘
440,09:49:01,6.2,--,21,13020,买盘
441,09:48:56,6.2,--,1,620,买盘
442,09:48:51,6.2,-0.01,84,52080,卖盘
443,09:48:46,6.21,--,18,11178,买盘
444,09:48:36,6.21,0.01,201,124821,中性盘
445,09:48:26,6.2,0.03,20,12400,买盘
446,09:48:11,6.17,-0.05,20,12340,中性盘
447,09:47:56,6.22,0.05,181,112582,买盘
448,09:47:46,6.17,0.03,6,3702,买盘
449,09:47:16,6.14,--,53,32542,买盘
450,09:47:06,6.14,-0.01,2,1228,买盘
451,09:46:56,6.15,0.02,12,7380,中性盘
452,09:46:46,6.13,-0.02,161,98999,卖盘
453,09:46:36,6.15,--,5,3075,买盘
454,09:46:16,6.15,0.03,13,7995,卖盘
455,09:46:01,6.12,--,17,10404,买盘
456,09:45:46,6.12,-0.05,8,4896,中性盘
457,09:45:36,6.17,0.08,93,57381,买盘
458,09:45:31,6.09,-0.03,9,5481,卖盘
459,09:45:21,6.12,0.04,5,3060,买盘
460,09:44:31,6.08,-0.01,54,32832,卖盘
461,09:44:06,6.09,--,19,11571,买盘
462,09:44:06,6.09,--,15,9135,买盘
463,09:43:56,6.09,0.01,30,18270,买盘
464,09:43:36,6.08,--,27,16416,买盘
465,09:43:16,6.08,--,10,6080,买盘
466,09:43:11,6.08,--,8,4864,买盘
467,09:42:56,6.08,--,50,30400,买盘
468,09:42:36,6.08,--,40,24320,买盘
469,09:42:26,6.08,--,2,1216,卖盘
470,09:42:21,6.08,-0.01,3,1824,中性盘
471,09:41:36,6.09,0.01,10,6090,买盘
472,09:41:31,6.08,--,9,5472,卖盘
473,09:41:06,6.08,--,4,2432,卖盘
474,09:40:56,6.08,--,19,11552,买盘
475,09:40:11,6.08,-0.01,95,57760,卖盘
476,09:39:51,6.09,--,12,7308,买盘
477,09:39:41,6.09,0.01,10,6090,买盘
478,09:39:21,6.08,--,2,1216,卖盘
479,09:39:06,6.08,--,30,18240,卖盘
480,09:38:56,6.08,--,55,33440,买盘
481,09:38:51,6.08,--,10,6080,买盘
482,09:38:46,6.08,--,22,13376,买盘
483,09:38:41,6.08,--,4,2432,买盘
484,09:38:26,6.08,--,34,20672,买盘
485,09:38:21,6.08,--,19,11552,卖盘
486,09:37:41,6.08,0.01,8,4864,中性盘
487,09:37:16,6.07,-0.02,96,58272,卖盘
488,09:37:11,6.09,--,4,2436,买盘
489,09:36:46,6.09,--,22,13398,卖盘
490,09:36:31,6.09,--,4,2436,卖盘
491,09:36:01,6.09,--,3,1827,卖盘
492,09:35:36,6.09,0.01,3,1827,买盘
493,09:35:31,6.08,-0.01,37,22496,卖盘
494,09:35:26,6.09,--,19,11571,买盘
495,09:35:06,6.09,--,67,40803,买盘
496,09:34:46,6.09,--,98,59682,卖盘
497,09:34:06,6.09,0.02,3,1827,买盘
498,09:33:41,6.07,--,1,607,买盘
499,09:33:36,6.07,0.01,10,6070,买盘
500,09:33:21,6.06,--,106,64235,买盘
501,09:33:16,6.06,--,8,4848,买盘
502,09:33:11,6.06,--,33,19998,买盘
503,09:33:01,6.06,--,4,2424,买盘
504,09:32:46,6.06,-0.01,42,25452,卖盘
505,09:32:36,6.07,-0.01,19,11533,卖盘
506,09:32:26,6.08,--,20,12160,买盘
507,09:32:16,6.08,0.01,50,30400,买盘
508,09:32:01,6.07,--,7,4249,买盘
509,09:31:46,6.07,--,10,6070,买盘
510,09:31:41,6.07,-0.01,10,6070,卖盘
511,09:31:21,6.08,--,10,6080,买盘
512,09:30:46,6.08,--,4,2432,买盘
513,09:30:06,6.08,-0.01,35,21280,卖盘
514,09:25:06,6.09,6.09,21,12789,买盘
