,time,price,change,volume,amount,type
1359,13:40:35,25.0,--,21,52500,买盘
1360,13:40:32,25.0,0.01,96,240000,买盘
1361,13:40:29,24.99,-0.01,2,4998,卖盘
1362,13:40:26,25.0,0.01,78,195000,买盘
1363,13:40:23,24.99,-0.01,1,2499,卖盘
1364,13:40:17,25.0,0.01,14,35000,买盘
1365,13:40:11,24.99,-0.01,3,7496,卖盘
1366,13:40:08,25.0,0.01,23,57500,买盘
1367,13:40:05,24.99,-0.01,2,4998,卖盘
1368,13:40:02,25.0,--,1,2500,买盘
1369,13:39:56,25.0,--,1,2500,买盘
1370,13:39:50,25.0,--,11,27500,买盘
1371,13:39:44,25.0,--,24,60000,买盘
1372,13:39:38,25.0,--,107,267500,买盘
1373,13:39:29,25.0,0.01,19,47500,买盘
1374,13:39:23,24.99,-0.01,1,2499,卖盘
1375,13:39:20,25.0,--,24,60000,买盘
1376,13:39:17,25.0,0.01,7,17500,买盘
1377,13:39:14,24.99,-0.01,102,254897,卖盘
1378,13:39:08,25.0,--,1,2500,买盘
1379,13:39:05,25.0,--,22,55000,买盘
1380,13:38:56,25.0,--,9,22500,买盘
1381,13:38:47,25.0,--,20,50000,买盘
1382,13:38:44,25.0,--,6,15000,买盘
1383,13:38:41,25.0,--,10,25000,买盘
1384,13:38:38,25.0,--,9,22500,买盘
1385,13:38:32,25.0,0.01,48,120000,买盘
1386,13:38:26,24.99,0.01,38,94962,买盘
1387,13:38:23,24.98,-0.01,1,2498,卖盘
1388,13:38:20,24.99,0.01,3,7496,买盘
1389,13:38:11,24.98,-0.01,3,7494,卖盘
1390,13:38:08,24.99,-0.01,1,2499,买盘
1391,13:38:05,25.0,0.01,1,2500,买盘
1392,13:38:02,24.99,--,4,9996,卖盘
1393,13:37:59,24.99,--,8,19992,卖盘
1394,13:37:53,24.99,--,28,69972,买盘
1395,13:37:47,24.99,0.01,6,14993,买盘
1396,13:37:41,24.98,-0.01,3,7494,卖盘
1397,13:37:38,24.99,--,6,14993,买盘
1398,13:37:32,24.99,--,3,7496,买盘
1399,13:37:20,24.99,0.01,3,7496,买盘
1400,13:37:14,24.98,-0.01,1,2498,卖盘
1401,13:37:11,24.99,--,10,24990,买盘
1402,13:37:08,24.99,--,1,2499,买盘
1403,13:37:05,24.99,-0.01,12,29987,卖盘
1404,13:37:02,25.0,--,30,75000,买盘
1405,13:36:59,25.0,--,2,5000,买盘
1406,13:36:56,25.0,--,1,2500,买盘
1407,13:36:41,25.0,--,5,12500,买盘
1408,13:36:38,25.0,--,17,42500,买盘
1409,13:36:35,25.0,-0.03,51,127500,卖盘
1410,13:36:29,25.03,0.01,17,42551,买盘
1411,13:36:26,25.02,0.01,14,35028,中性盘
1412,13:36:23,25.01,--,13,32513,卖盘
1413,13:36:20,25.01,-0.02,7,17507,中性盘
1414,13:36:17,25.03,0.04,110,275330,买盘
1415,13:36:14,24.99,-0.01,27,67473,卖盘
1416,13:36:11,25.0,--,43,107500,卖盘
1417,13:36:08,25.0,--,45,112500,卖盘
1418,13:36:05,25.0,-0.03,43,107500,卖盘
1419,13:36:02,25.03,--,15,37545,买盘
1420,13:35:59,25.03,0.02,15,37545,买盘
1421,13:35:56,25.01,--,22,55022,卖盘
1422,13:35:53,25.01,-0.02,40,100040,卖盘
1423,13:35:50,25.03,-0.01,9,22527,买盘
1424,13:35:47,25.04,--,124,310496,买盘
1425,13:35:44,25.04,0.01,50,125200,买盘
1426,13:35:41,25.03,0.03,137,342911,买盘
1427,13:35:38,25.0,--,21,52500,买盘
1428,13:35:35,25.0,--,76,190000,卖盘
1429,13:35:32,25.0,--,102,255000,卖盘
1430,13:35:29,25.0,-0.01,113,282500,卖盘
1431,13:35:26,25.01,--,0,0,买盘
1432,13:35:23,25.01,-0.02,18,45018,中性盘
1433,13:35:20,25.03,0.03,46,115138,买盘
1434,13:35:17,25.0,-0.01,226,565000,卖盘
1435,13:35:14,25.01,--,34,85034,卖盘
1436,13:35:11,25.01,0.01,1,2501,中性盘
1437,13:35:08,25.0,--,100,250000,卖盘
1438,13:35:05,25.0,--,111,277500,卖盘
1439,13:35:02,25.0,--,0,0,卖盘
1440,13:34:59,25.0,-0.02,27,67500,卖盘
1441,13:34:56,25.02,0.02,20,50040,买盘
1442,13:34:53,25.0,--,6,15000,卖盘
1443,13:34:50,25.0,-0.02,12,30000,卖盘
1444,13:34:47,25.02,0.01,100,250200,买盘
1445,13:34:44,25.01,0.01,10,25010,买盘
1446,13:34:41,25.0,--,7,17500,中性盘
1447,13:34:38,25.0,--,20,50000,买盘
1448,13:34:35,25.0,--,11,27500,卖盘
1449,13:34:32,25.0,-0.01,27,67500,卖盘
1450,13:34:23,25.01,--,0,0,买盘
1451,13:34:20,25.01,--,0,0,买盘
1452,13:34:17,25.01,--,0,0,买盘
1453,13:34:11,25.01,0.01,11,27511,买盘
1454,13:34:08,25.0,--,20,50000,买盘
1455,13:34:02,25.0,--,18,45000,买盘
1456,13:33:59,25.0,--,119,297500,买盘
1457,13:33:53,25.0,0.01,79,197500,买盘
1458,13:33:50,24.99,-0.01,19,47481,卖盘
1459,13:33:47,25.0,0.01,14,35000,买盘
1460,13:33:38,24.99,-0.01,1,2499,卖盘
1461,13:33:25,25.0,--,13,32500,买盘
1462,13:33:23,25.0,0.01,10,25000,买盘
1463,13:33:20,24.99,--,33,84191,卖盘
1464,13:33:11,24.99,-0.01,3,7496,卖盘
1465,13:33:08,25.0,0.01,1,2500,买盘
1466,13:32:59,24.99,-0.01,1,2499,卖盘
1467,13:32:56,25.0,0.01,8,20000,买盘
1468,13:32:53,24.99,--,1,2499,卖盘
1469,13:32:47,24.99,-0.01,13,32486,卖盘
1470,13:32:44,25.0,--,10,25000,买盘
1471,13:32:41,25.0,0.01,5,12500,买盘
1472,13:32:38,24.99,--,1,2499,卖盘
1473,13:32:34,24.99,-0.01,2,4998,卖盘
1474,13:32:32,25.0,--,13,32500,买盘
1475,13:32:26,25.0,--,50,125000,买盘
1476,13:32:23,25.0,--,14,35000,买盘
1477,13:32:17,25.0,--,3,7500,买盘
1478,13:32:14,25.0,--,68,170000,买盘
1479,13:32:11,25.0,--,27,67500,买盘
1480,13:32:07,25.0,0.01,18,45000,买盘
1481,13:32:04,24.99,-0.01,152,379848,卖盘
1482,13:31:59,25.0,--,65,162500,买盘
1483,13:31:44,25.0,0.01,8,20000,买盘
1484,13:31:41,24.99,-0.01,3,7496,卖盘
1485,13:31:35,25.0,0.01,20,50000,买盘
1486,13:31:31,24.99,--,7,17493,买盘
1487,13:31:28,24.99,-0.01,3,7496,卖盘
1488,13:31:22,25.0,0.01,6,15000,买盘
1489,13:31:16,24.99,--,17,42483,卖盘
1490,13:31:10,24.99,-0.01,8,19992,卖盘
1491,13:31:07,25.0,--,7,17500,买盘
1492,13:31:04,25.0,--,10,25000,买盘
1493,13:30:58,25.0,--,26,65000,买盘
1494,13:30:55,25.0,--,3,7500,买盘
1495,13:30:52,25.0,--,14,35000,买盘
1496,13:30:49,25.0,0.01,110,275000,买盘
1497,13:30:46,24.99,-0.01,6,14993,卖盘
1498,13:30:43,25.0,0.01,59,147500,买盘
1499,13:30:40,24.99,--,13,32486,买盘
1500,13:30:37,24.99,--,28,69972,买盘
1501,13:30:34,24.99,--,6,14993,买盘
1502,13:30:31,24.99,--,4,9996,买盘
1503,13:30:28,24.99,--,103,257396,买盘
1504,13:30:25,24.99,--,32,79968,买盘
1505,13:30:22,24.99,--,21,52479,买盘
1506,13:30:19,24.99,--,3,7496,买盘
1507,13:30:16,24.99,0.01,147,367353,买盘
1508,13:30:13,24.98,--,82,204836,卖盘
1509,13:30:10,24.98,--,3,7494,卖盘
1510,13:30:07,24.98,--,15,37470,卖盘
1511,13:29:58,24.98,--,2,4996,卖盘
1512,13:29:52,24.98,-0.01,1,2498,卖盘
1513,13:29:46,24.99,0.01,10,24990,买盘
1514,13:29:40,24.98,-0.01,3,7494,卖盘
1515,13:29:37,24.99,--,48,119951,买盘
1516,13:29:30,24.99,--,39,97461,买盘
1517,13:29:28,24.99,--,27,67473,买盘
1518,13:29:22,24.99,0.01,176,439824,买盘
1519,13:29:18,24.98,-0.01,1,2498,卖盘
1520,13:29:15,24.99,--,149,372351,买盘
1521,13:29:12,24.99,0.01,6,14993,买盘
1522,13:29:10,24.98,-0.01,3,7494,卖盘
1523,13:29:07,24.99,--,29,72471,买盘
1524,13:29:03,24.99,--,30,74970,买盘
1525,13:29:01,24.99,0.01,107,267393,买盘
1526,13:28:57,24.98,-0.01,1,2498,卖盘
1527,13:28:54,24.99,--,110,274890,卖盘
1528,13:28:51,24.99,-0.01,10,24990,卖盘
1529,13:28:48,25.0,0.01,13,32500,买盘
1530,13:28:46,24.99,--,1,2499,卖盘
1531,13:28:40,24.99,-0.01,51,127448,卖盘
1532,13:28:28,25.0,--,28,70000,买盘
1533,13:28:21,25.0,0.01,121,302500,买盘
1534,13:28:19,24.99,--,5,12495,卖盘
1535,13:28:16,24.99,--,39,97461,买盘
1536,13:28:09,24.99,--,5,12495,买盘
1537,13:28:01,24.99,-0.01,19,47481,卖盘
1538,13:27:54,25.0,--,0,0,买盘
1539,13:27:51,25.0,--,71,177500,买盘
1540,13:27:48,25.0,--,5,12500,买盘
1541,13:27:43,25.0,--,11,27500,买盘
1542,13:27:33,25.0,--,11,27500,买盘
1543,13:27:31,25.0,--,11,27500,买盘
1544,13:27:28,25.0,--,38,95000,买盘
1545,13:27:25,25.0,--,3,7500,买盘
1546,13:27:22,25.0,0.01,38,95000,买盘
1547,13:27:18,24.99,-0.01,39,97461,卖盘
1548,13:27:16,25.0,--,168,420000,买盘
1549,13:27:12,25.0,--,11,27500,买盘
1550,13:27:10,25.0,0.01,105,262500,买盘
1551,13:27:06,24.99,-0.01,5,12495,卖盘
1552,13:27:04,25.0,--,12,30000,买盘
1553,13:26:57,25.0,0.01,10,25000,买盘
1554,13:26:55,24.99,--,3,7496,卖盘
1555,13:26:52,24.99,-0.01,1,2499,卖盘
1556,13:26:49,25.0,--,21,52500,买盘
1557,13:26:42,25.0,--,32,80000,买盘
1558,13:26:40,25.0,--,30,75000,买盘
1559,13:26:37,25.0,--,4,10000,买盘
1560,13:26:33,25.0,0.01,27,67500,买盘
1561,13:26:31,24.99,-0.01,110,274890,卖盘
1562,13:26:27,25.0,--,11,27500,买盘
1563,13:26:25,25.0,0.01,10,25000,买盘
1564,13:26:21,24.99,--,56,142043,卖盘
1565,13:26:15,24.99,--,69,172431,买盘
1566,13:26:10,24.99,0.01,107,267393,买盘
1567,13:26:07,24.98,--,47,117406,卖盘
1568,13:26:04,24.98,--,160,399680,买盘
1569,13:25:57,24.98,--,0,0,买盘
1570,13:25:55,24.98,--,13,32474,买盘
1571,13:25:52,24.98,0.01,8,19984,买盘
1572,13:25:48,24.97,--,1,2497,卖盘
1573,13:25:45,24.97,--,8,19976,买盘
1574,13:25:43,24.97,--,29,72413,卖盘
1575,13:25:37,24.97,0.01,24,59928,卖盘
1576,13:25:31,24.96,-0.02,80,199680,卖盘
1577,13:25:27,24.98,0.01,14,34972,买盘
1578,13:25:25,24.97,0.01,2,4994,买盘
1579,13:25:16,24.96,--,55,137280,买盘
1580,13:25:10,24.96,0.01,11,27456,买盘
1581,13:25:07,24.95,-0.01,4,9980,卖盘
1582,13:25:03,24.96,--,40,99840,买盘
1583,13:24:58,24.96,--,0,0,买盘
1584,13:24:55,24.96,--,13,32448,买盘
1585,13:24:51,24.96,0.01,114,284544,买盘
1586,13:24:48,24.95,--,12,29940,买盘
1587,13:24:46,24.95,--,66,164670,买盘
1588,13:24:40,24.95,0.01,23,57385,买盘
1589,13:24:37,24.94,-0.02,10,24940,卖盘
1590,13:24:34,24.96,--,5,12480,买盘
1591,13:24:30,24.96,--,55,137280,买盘
1592,13:24:27,24.96,--,3,7488,买盘
1593,13:24:24,24.96,--,0,0,买盘
1594,13:24:22,24.96,-0.01,110,274560,买盘
1595,13:24:18,24.97,--,8,19976,卖盘
1596,13:24:15,24.97,--,140,349580,买盘
1597,13:24:13,24.97,--,0,0,买盘
1598,13:24:09,24.97,0.03,1,2497,买盘
1599,13:24:06,24.94,-0.03,3,7482,卖盘
1600,13:24:03,24.97,0.01,32,79904,买盘
1601,13:24:00,24.96,0.01,19,47424,买盘
1602,13:23:57,24.95,-0.01,113,281935,中性盘
1603,13:23:54,24.96,--,27,67392,买盘
1604,13:23:51,24.96,0.01,88,219648,买盘
1605,13:23:48,24.95,--,12,29940,买盘
1606,13:23:45,24.95,--,4,9980,买盘
1607,13:23:42,24.95,0.01,26,64870,买盘
1608,13:23:36,24.94,-0.01,3,7482,卖盘
1609,13:23:21,24.95,--,35,87325,买盘
1610,13:23:15,24.95,--,159,396705,买盘
1611,13:23:12,24.95,--,23,57385,卖盘
1612,13:23:06,24.95,-0.01,3,7485,卖盘
1613,13:23:03,24.96,0.01,22,54912,买盘
1614,13:22:54,24.95,-0.01,1,2495,卖盘
1615,13:22:51,24.96,--,30,74880,买盘
1616,13:22:48,24.96,0.01,11,27456,买盘
1617,13:22:42,24.95,-0.01,5,12475,卖盘
1618,13:22:38,24.96,0.02,184,459264,买盘
1619,13:22:35,24.94,-0.01,13,32422,卖盘
1620,13:22:32,24.95,0.01,142,354290,买盘
1621,13:22:29,24.94,-0.01,112,279328,卖盘
1622,13:22:23,24.95,--,41,102295,买盘
1623,13:22:20,24.95,--,5,12475,买盘
1624,13:22:17,24.95,--,143,356785,买盘
1625,13:22:11,24.95,0.01,19,47405,买盘
1626,13:22:08,24.94,--,0,0,卖盘
1627,13:22:05,24.94,-0.02,26,64844,卖盘
1628,13:22:02,24.96,0.01,29,72384,买盘
1629,13:21:59,24.95,--,4,9980,买盘
1630,13:21:56,24.95,-0.01,10,24950,买盘
1631,13:21:53,24.96,0.02,103,257088,买盘
1632,13:21:50,24.94,-0.01,7,17458,卖盘
1633,13:21:47,24.95,--,30,74850,买盘
1634,13:21:44,24.95,--,90,224550,卖盘
1635,13:21:41,24.95,--,2,4990,卖盘
1636,13:21:38,24.95,--,5,12475,卖盘
1637,13:21:32,24.95,--,2,4990,卖盘
1638,13:21:26,24.95,--,22,54890,卖盘
1639,13:21:17,24.95,0.01,54,134730,买盘
1640,13:21:08,24.94,--,6,14964,卖盘
1641,13:21:05,24.94,-0.01,2,4988,卖盘
1642,13:20:59,24.95,--,5,12475,买盘
1643,13:20:50,24.95,--,6,14970,买盘
1644,13:20:47,24.95,0.01,4,9980,买盘
1645,13:20:44,24.94,-0.01,1,2494,卖盘
1646,13:20:41,24.95,0.01,5,12475,买盘
1647,13:20:38,24.94,--,3,7482,卖盘
1648,13:20:35,24.94,--,6,14964,买盘
1649,13:20:29,24.94,--,2,4988,买盘
1650,13:20:23,24.94,-0.01,4,9976,卖盘
1651,13:20:20,24.95,--,10,24950,买盘
1652,13:20:17,24.95,--,11,27445,买盘
1653,13:20:11,24.95,--,5,12475,买盘
1654,13:20:08,24.95,-0.01,6,14970,买盘
1655,13:20:05,24.96,--,0,0,买盘
1656,13:19:59,24.96,--,9,22464,买盘
1657,13:19:56,24.96,--,10,24960,买盘
1658,13:19:53,24.96,0.02,9,22464,买盘
1659,13:19:50,24.94,-0.01,30,74820,卖盘
1660,13:19:47,24.95,--,5,12475,买盘
1661,13:19:44,24.95,--,1,2495,买盘
1662,13:19:41,24.95,0.01,7,17465,中性盘
1663,13:19:38,24.94,--,13,32422,卖盘
1664,13:19:26,24.94,--,1,2494,卖盘
1665,13:19:17,24.94,--,25,62350,卖盘
1666,13:19:14,24.94,--,0,0,中性盘
1667,13:19:08,24.94,-0.02,3,7482,卖盘
1668,13:18:56,24.96,0.02,12,29952,卖盘
1669,13:18:53,24.94,-0.02,12,29928,卖盘
1670,13:18:47,24.96,-0.01,3,7488,卖盘
1671,13:18:44,24.97,--,26,64922,买盘
1672,13:18:41,24.97,0.03,22,54934,买盘
1673,13:18:38,24.94,-0.02,115,286810,卖盘
1674,13:18:35,24.96,--,13,32448,买盘
1675,13:18:32,24.96,--,0,0,买盘
1676,13:18:29,24.96,0.01,100,249600,买盘
1677,13:18:26,24.95,--,32,79840,买盘
1678,13:18:20,24.95,--,10,24950,买盘
1679,13:18:17,24.95,-0.01,5,12475,卖盘
1680,13:18:14,24.96,--,35,87360,买盘
1681,13:18:11,24.96,-0.01,123,307008,卖盘
1682,13:18:08,24.97,--,12,29964,买盘
1683,13:18:05,24.97,--,0,0,买盘
1684,13:18:02,24.97,--,30,74910,买盘
1685,13:17:56,24.97,0.01,7,17479,买盘
1686,13:17:53,24.96,--,21,52416,卖盘
1687,13:17:47,24.96,-0.01,48,119808,卖盘
1688,13:17:44,24.97,--,4,9988,买盘
1689,13:17:41,24.97,0.02,28,69916,买盘
1690,13:17:35,24.95,-0.01,131,326845,卖盘
1691,13:17:29,24.96,--,10,24960,买盘
1692,13:17:26,24.96,0.01,29,72384,买盘
1693,13:17:23,24.95,--,15,37425,卖盘
1694,13:17:17,24.95,0.01,137,341815,买盘
1695,13:17:14,24.94,0.01,4,9976,买盘
1696,13:17:11,24.93,--,5,12465,卖盘
1697,13:17:05,24.93,-0.01,1,2493,卖盘
1698,13:17:02,24.94,0.01,8,19952,买盘
1699,13:16:56,24.93,-0.01,1,2493,卖盘
1700,13:16:53,24.94,--,12,29928,买盘
1701,13:16:50,24.94,-0.01,5,12470,卖盘
1702,13:16:44,24.95,0.01,22,54890,买盘
1703,13:16:41,24.94,--,9,22446,卖盘
1704,13:16:38,24.94,-0.01,2,4988,卖盘
1705,13:16:35,24.95,0.01,64,159680,买盘
1706,13:16:29,24.94,-0.01,11,27434,卖盘
1707,13:16:23,24.95,--,1,2495,买盘
1708,13:16:20,24.95,-0.01,9,22455,卖盘
1709,13:16:14,24.96,0.01,4,9984,买盘
1710,13:16:02,24.95,--,0,0,卖盘
1711,13:15:59,24.95,-0.02,2,4990,卖盘
1712,13:15:50,24.97,--,0,0,买盘
1713,13:15:44,24.97,0.03,4,9988,买盘
1714,13:15:38,24.94,-0.03,1,2494,卖盘
1715,13:15:32,24.97,--,2,4994,买盘
1716,13:15:29,24.97,--,6,14982,买盘
1717,13:15:26,24.97,--,0,0,买盘
1718,13:15:23,24.97,0.04,3,7491,买盘
1719,13:15:17,24.93,-0.05,50,124650,卖盘
1720,13:15:14,24.98,--,4,9992,买盘
1721,13:15:11,24.98,--,22,54956,买盘
1722,13:15:08,24.98,--,113,282274,买盘
1723,13:15:02,24.98,0.05,101,252298,买盘
1724,13:14:59,24.93,--,0,0,卖盘
1725,13:14:56,24.93,-0.02,55,137115,卖盘
1726,13:14:53,24.95,--,0,0,卖盘
1727,13:14:50,24.95,--,2,4990,卖盘
1728,13:14:44,24.95,-0.01,10,24950,卖盘
1729,13:14:41,24.96,0.01,13,32448,买盘
1730,13:14:38,24.95,0.01,12,29940,买盘
1731,13:14:35,24.94,-0.01,59,147146,卖盘
1732,13:14:26,24.95,--,23,57385,买盘
1733,13:14:14,24.95,0.01,4,9980,买盘
1734,13:14:05,24.94,-0.01,5,12470,卖盘
1735,13:13:50,24.95,-0.01,1,2495,卖盘
1736,13:13:47,24.96,--,8,19968,买盘
1737,13:13:44,24.96,0.02,5,12480,买盘
1738,13:13:38,24.94,--,0,0,卖盘
1739,13:13:35,24.94,-0.01,30,74820,卖盘
1740,13:13:26,24.95,-0.02,1,2495,卖盘
1741,13:13:23,24.97,--,0,0,买盘
1742,13:13:20,24.97,--,7,17479,买盘
1743,13:13:17,24.97,--,0,0,买盘
1744,13:13:14,24.97,0.03,4,9988,买盘
1745,13:13:08,24.94,-0.04,30,74820,卖盘
1746,13:13:05,24.98,--,0,0,买盘
1747,13:12:56,24.98,0.01,8,19984,买盘
1748,13:12:50,24.97,-0.01,31,77407,卖盘
1749,13:12:47,24.98,--,27,67446,买盘
1750,13:12:44,24.98,--,0,0,买盘
1751,13:12:41,24.98,0.02,101,252298,买盘
1752,13:12:38,24.96,-0.01,10,24960,中性盘
1753,13:12:35,24.97,--,9,22473,买盘
1754,13:12:32,24.97,--,20,49940,买盘
1755,13:12:20,24.97,--,2,4994,买盘
1756,13:12:14,24.97,0.01,9,22473,买盘
1757,13:12:11,24.96,-0.01,7,17472,卖盘
1758,13:12:08,24.97,--,15,37455,买盘
1759,13:11:59,24.97,--,40,101577,卖盘
1760,13:11:53,24.97,--,12,29964,卖盘
1761,13:11:50,24.97,-0.01,8,19976,卖盘
1762,13:11:44,24.98,0.01,4,9992,买盘
1763,13:11:41,24.97,-0.01,12,29964,卖盘
1764,13:11:26,24.98,--,8,19984,买盘
1765,13:11:20,24.98,-0.01,9,22482,买盘
1766,13:11:17,24.99,--,0,0,买盘
1767,13:11:14,24.99,0.02,4,9996,买盘
1768,13:11:11,24.97,-0.02,34,84898,卖盘
1769,13:11:08,24.99,--,15,37485,买盘
1770,13:11:01,24.99,0.02,29,72471,买盘
1771,13:10:59,24.97,-0.02,1,2497,卖盘
1772,13:10:47,24.99,--,9,22491,买盘
1773,13:10:43,24.99,--,10,24990,买盘
1774,13:10:41,24.99,0.02,1,2499,买盘
1775,13:10:37,24.97,--,46,114862,卖盘
1776,13:10:34,24.97,--,0,0,卖盘
1777,13:10:25,24.97,-0.02,15,37455,卖盘
1778,13:10:22,24.99,--,0,0,买盘
1779,13:10:19,24.99,--,15,37485,买盘
1780,13:10:16,24.99,--,50,124949,买盘
1781,13:10:13,24.99,0.02,12,29987,买盘
1782,13:10:10,24.97,--,0,0,卖盘
1783,13:10:07,24.97,-0.02,0,799,卖盘
1784,13:10:04,24.99,--,22,54978,买盘
1785,13:10:01,24.99,--,0,0,买盘
1786,13:09:58,24.99,--,27,67473,买盘
1787,13:09:55,24.99,--,110,274890,买盘
1788,13:09:52,24.99,--,0,0,买盘
1789,13:09:49,24.99,0.02,108,269892,买盘
1790,13:09:43,24.97,--,18,44946,买盘
1791,13:09:40,24.97,--,23,57431,买盘
1792,13:09:31,24.97,0.01,24,59928,买盘
1793,13:09:28,24.96,0.02,4,9984,买盘
1794,13:09:25,24.94,-0.01,5,12470,卖盘
1795,13:09:19,24.95,0.01,6,14970,中性盘
1796,13:09:16,24.94,-0.01,1,2494,卖盘
1797,13:09:13,24.95,0.01,4,9980,中性盘
1798,13:09:10,24.94,--,4,9976,中性盘
1799,13:09:01,24.94,--,0,0,买盘
1800,13:08:52,24.94,-0.03,14,34916,卖盘
1801,13:08:49,24.97,--,0,0,买盘
1802,13:08:46,24.97,0.01,3,7491,买盘
1803,13:08:43,24.96,--,1,2496,卖盘
1804,13:08:40,24.96,0.03,5,12480,买盘
1805,13:08:37,24.93,--,0,0,卖盘
1806,13:08:34,24.93,-0.02,35,87255,卖盘
1807,13:08:31,24.95,--,0,0,买盘
1808,13:08:28,24.95,0.01,6,14970,买盘
1809,13:08:25,24.94,--,1,2494,买盘
1810,13:08:16,24.94,--,19,47386,卖盘
1811,13:08:13,24.94,--,17,42398,卖盘
1812,13:08:04,24.94,-0.01,5,12470,卖盘
1813,13:07:58,24.95,-0.01,5,12475,买盘
1814,13:07:55,24.96,--,3,7488,买盘
1815,13:07:49,24.96,--,26,64896,买盘
1816,13:07:46,24.96,--,40,99840,买盘
1817,13:07:43,24.96,--,33,82368,买盘
1818,13:07:40,24.96,0.01,6,14976,买盘
1819,13:07:37,24.95,0.01,1,2495,中性盘
1820,13:07:34,24.94,-0.02,1,2494,卖盘
1821,13:07:31,24.96,0.01,21,52416,买盘
1822,13:07:28,24.95,-0.01,50,124750,卖盘
1823,13:07:25,24.96,--,0,0,买盘
1824,13:07:22,24.96,0.03,138,344448,买盘
1825,13:07:16,24.93,-0.02,190,473670,卖盘
1826,13:07:13,24.95,--,4,9980,买盘
1827,13:07:04,24.95,--,6,14970,买盘
1828,13:07:01,24.95,0.01,81,202095,买盘
1829,13:06:46,24.94,-0.01,172,428968,卖盘
1830,13:06:42,24.95,0.01,4,9980,买盘
1831,13:06:36,24.94,-0.03,1,2494,卖盘
1832,13:06:24,24.97,--,0,0,买盘
1833,13:06:12,24.97,--,9,22473,买盘
1834,13:06:06,24.97,--,0,0,买盘
1835,13:06:03,24.97,0.02,5,12485,买盘
1836,13:06:00,24.95,--,3,7485,卖盘
1837,13:05:57,24.95,--,2,4990,卖盘
1838,13:05:43,24.95,0.01,9,22455,中性盘
1839,13:05:39,24.94,-0.04,1,2494,卖盘
1840,13:05:33,24.98,0.03,118,294764,买盘
1841,13:05:27,24.95,--,102,254490,买盘
1842,13:05:24,24.95,--,3,7485,买盘
1843,13:05:21,24.95,-0.03,43,107285,卖盘
1844,13:05:12,24.98,0.03,4,9992,买盘
1845,13:05:06,24.95,-0.03,5,12475,卖盘
1846,13:05:03,24.98,0.03,6,14988,买盘
1847,13:05:00,24.95,--,1,2495,卖盘
1848,13:04:57,24.95,-0.01,1,2495,卖盘
1849,13:04:51,24.96,-0.03,2,4992,卖盘
1850,13:04:45,24.99,-0.01,3,7496,卖盘
1851,13:04:42,25.0,0.01,4,10000,买盘
1852,13:04:39,24.99,-0.01,1,2499,卖盘
1853,13:04:30,25.0,0.01,23,57500,买盘
1854,13:04:24,24.99,-0.01,6,14993,卖盘
1855,13:04:18,25.0,--,7,17500,买盘
1856,13:04:12,25.0,--,4,10000,买盘
1857,13:04:09,25.0,--,27,67500,买盘
1858,13:04:03,25.0,0.02,41,102500,买盘
1859,13:03:42,24.98,--,7,17486,卖盘
1860,13:03:39,24.98,0.03,1,2498,买盘
1861,13:03:33,24.95,--,1,2495,卖盘
1862,13:03:27,24.95,-0.03,1,2495,卖盘
1863,13:03:24,24.98,-0.01,1,2498,买盘
1864,13:03:21,24.99,--,15,37485,买盘
1865,13:03:18,24.99,--,9,22491,买盘
1866,13:03:12,24.99,--,4,9996,买盘
1867,13:03:06,24.99,--,3,7496,买盘
1868,13:03:03,24.99,--,6,14993,买盘
1869,13:02:57,24.99,--,3,7496,买盘
1870,13:02:48,24.99,0.04,1,2499,买盘
1871,13:02:45,24.95,-0.04,16,39920,卖盘
1872,13:02:42,24.99,--,8,19992,卖盘
1873,13:02:33,24.99,--,1,2499,卖盘
1874,13:02:30,24.99,--,4,9996,买盘
1875,13:02:27,24.99,--,2,4998,买盘
1876,13:02:21,24.99,-0.01,2,4998,买盘
1877,13:02:15,25.0,--,0,0,买盘
1878,13:02:12,25.0,0.02,4,10000,买盘
1879,13:02:06,24.98,-0.02,3,7494,卖盘
1880,13:02:03,25.0,0.01,5,12500,买盘
1881,13:01:48,24.99,0.01,3,7496,买盘
1882,13:01:42,24.98,0.03,3,7494,买盘
1883,13:01:33,24.95,-0.03,2,4990,卖盘
1884,13:01:30,24.98,-0.02,1,2498,买盘
1885,13:01:21,25.0,--,0,0,买盘
1886,13:01:09,25.0,0.02,2,5000,买盘
1887,13:01:06,24.98,-0.02,2,4996,卖盘
1888,13:01:03,25.0,-0.01,6,15000,买盘
1889,13:00:53,25.01,0.06,3,7503,买盘
1890,13:00:42,24.95,-0.06,1,2495,卖盘
1891,13:00:39,25.01,0.07,398,995398,买盘
1892,13:00:33,24.94,-0.04,400,997600,卖盘
1893,13:00:30,24.98,--,113,282274,买盘
1894,13:00:27,24.98,0.01,5,12490,买盘
1895,13:00:24,24.97,--,67,167299,卖盘
1896,13:00:20,24.97,--,29,72413,卖盘
1897,13:00:17,24.97,--,21,52437,卖盘
1898,13:00:14,24.97,--,2,4994,卖盘
1899,13:00:09,24.97,-0.01,110,274670,卖盘
1900,13:00:03,24.98,0.04,440,1099120,买盘
1901,11:30:00,24.94,--,0,0,卖盘
1902,11:30:00,24.94,--,0,0,卖盘
1903,11:29:59,24.94,--,2,4988,卖盘
1904,11:29:57,24.94,-0.03,100,249400,卖盘
1905,11:29:54,24.97,--,2,4994,买盘
