,code,name,date,nums,nlast,count,clast,amount,ratio
332,600438,通威股份,2015-03-31,7,-53,444.27,-2483.39,6012.58,0.23
333,600436,片仔癀,2015-03-31,14,-103,468.14,-620.36,54538.16,0.78
334,600435,北方导航,2015-03-31,3,-56,406.17,-3972.77,13862.42,0.27
335,600433,冠豪高新,2015-03-31,3,-44,396.03,-785.66,7172.11,0.33
336,600429,三元股份,2015-03-31,1,-52,1145.19,-1723.07,12391.01,1.29
337,600428,中远海特,2015-03-31,4,-72,178.77,-5450.08,1419.41,0.11
338,600426,华鲁恒升,2015-03-31,2,-62,30.13,-2674.89,393.84,0.02
339,600422,昆药集团,2015-03-31,5,-98,3600.97,-3453.89,106912.83,5.29
340,600420,现代制药,2015-03-31,6,-49,781.58,-2796.28,25948.46,2.72
341,600418,江淮汽车,2015-03-31,12,-74,2133.11,-1892.24,31655.35,2.10
342,600416,湘电股份,2015-03-31,3,-49,2012.82,-1671.29,37377.99,2.86
343,600415,小商品城,2015-03-31,34,-73,6647.50,-3597.38,171106.58,1.22
344,600410,华胜天成,2015-03-31,9,-44,148.32,-327.13,4182.67,0.17
345,600409,三友化工,2015-03-31,3,-62,795.55,-2176.89,7899.78,0.43
346,600406,国电南瑞,2015-03-31,24,-143,11351.27,-17275.28,235425.30,5.15
347,600403,*ST大有,2015-03-31,1,-19,0.47,-2079.02,3.28,0.00
348,600401,*ST海润,2015-03-31,4,-78,2739.00,-12633.74,23856.69,0.58
349,600400,红豆股份,2015-03-31,3,-3,1707.14,1444.42,15278.86,1.52
350,600399,抚顺特钢,2015-03-31,4,-21,1023.66,-1426.24,33586.24,0.91
351,600398,海澜之家,2015-03-31,18,-98,13328.27,356.06,194326.18,2.97
352,600397,安源煤业,2015-03-31,6,-46,850.27,-1745.22,6487.56,0.86
353,600395,盘江股份,2015-03-31,8,-123,2747.89,-6398.71,35612.63,1.66
354,600392,盛和资源,2015-03-31,5,-89,398.82,-1862.92,12889.91,0.42
355,600391,航发科技,2015-03-31,8,-13,847.39,-2500.00,37539.34,2.57
356,600389,江山股份,2015-03-31,4,-47,420.56,-456.63,14513.46,1.42
357,600388,龙净环保,2015-03-31,14,-99,658.70,-5644.22,25393.00,0.62
358,600386,北巴传媒,2015-03-31,3,-5,13.11,-22.17,193.33,0.03
359,600383,金地集团,2015-03-31,16,-148,6424.71,-24055.57,72149.54,1.42
360,600380,健康元,2015-03-31,4,-55,1189.69,-4431.33,16774.61,0.76
361,600378,天科股份,2015-03-31,2,-13,124.48,-987.22,2035.33,0.42
362,600376,首开股份,2015-03-31,21,-158,4683.20,-20089.54,55870.60,2.09
363,600373,中文传媒,2015-03-31,9,-82,310.22,-4032.46,5850.70,0.24
364,600372,中航电子,2015-03-31,3,-130,575.70,-9309.32,17616.48,0.33
365,600371,万向德农,2015-03-31,1,0,32.40,21.85,491.18,0.14
366,600369,西南证券,2015-03-31,18,-113,1820.19,-11602.50,39443.61,0.32
367,600367,红星发展,2015-03-31,3,-3,2475.72,-994.07,37507.22,8.50
368,600366,宁波韵升,2015-03-31,14,-62,1037.70,-914.83,24022.66,1.94
369,600365,通葡股份,2015-03-31,1,-4,241.45,-1314.62,3192.02,0.60
370,600362,江西铜业,2015-03-31,5,-135,1648.69,-6375.96,34424.61,0.79
371,600361,华联综超,2015-03-31,2,-8,148.02,-932.26,1219.66,0.22
372,600359,新农开发,2015-03-31,1,-1,977.31,23.93,12695.32,2.56
373,600358,国旅联合,2015-03-31,15,-5,1997.36,-284.64,26804.63,4.62
374,600356,恒丰纸业,2015-03-31,5,2,1053.31,666.91,10606.86,3.53
375,600355,精伦电子,2015-03-31,1,0,29.24,-310.64,447.37,0.06
376,600354,敦煌种业,2015-03-31,1,-6,884.54,28.10,8562.31,1.98
377,600352,浙江龙盛,2015-03-31,12,-154,1025.54,-8443.19,30058.52,0.34
378,600351,亚宝药业,2015-03-31,5,-69,61.02,-7426.08,754.81,0.09
379,600348,阳泉煤业,2015-03-31,6,-114,1951.88,-9677.78,18972.32,0.81
380,600340,华夏幸福,2015-03-31,64,-169,12323.24,-7858.83,682460.87,4.17
381,600337,美克家居,2015-03-31,6,-62,1225.78,-4145.40,15531.12,0.83
382,600335,国机汽车,2015-03-31,2,-93,873.56,-3575.65,22415.54,1.01
383,600333,长春燃气,2015-03-31,1,-36,364.98,142.88,3452.76,0.69
384,600332,白云山,2015-03-31,28,-110,3896.68,-1004.70,133149.41,3.64
385,600330,天通股份,2015-03-31,1,-2,365.94,333.21,5741.60,0.45
386,600329,中新药业,2015-03-31,2,-75,135.29,-2809.47,2791.09,0.24
387,600325,华发股份,2015-03-31,3,-70,179.34,-3531.07,2704.52,0.17
388,600323,瀚蓝环境,2015-03-31,1,-58,60.00,-7992.74,1017.00,0.10
389,600320,振华重工,2015-03-31,2,-51,742.09,-1158.76,6099.99,0.27
390,600318,新力金融,2015-03-31,2,-8,1.71,-191.78,51.46,0.00
391,600316,洪都航空,2015-03-31,13,-126,3862.66,-8154.79,131291.79,5.39
392,600315,上海家化,2015-03-31,17,-113,3484.72,-4336.43,148205.21,5.19
393,600313,农发种业,2015-03-31,6,-17,1468.75,-998.05,24425.30,1.48
394,600312,平高电气,2015-03-31,2,-69,23.08,-5152.22,478.22,0.02
395,600310,桂东电力,2015-03-31,9,-8,1162.30,-188.15,27802.20,1.40
396,600309,万华化学,2015-03-31,17,-222,6470.50,-19945.31,156068.37,2.49
397,600305,恒顺醋业,2015-03-31,4,-30,1338.98,-4004.34,34264.62,2.22
398,600298,安琪酵母,2015-03-31,2,-68,162.40,-1077.42,3999.87,0.20
399,600292,远达环保,2015-03-31,2,-72,1397.98,-963.02,39437.00,1.79
400,600290,华仪电气,2015-03-31,4,-6,768.29,-243.37,9572.88,1.46
401,600288,大恒科技,2015-03-31,1,-5,655.22,-392.09,14336.18,1.50
402,600287,江苏舜天,2015-03-31,1,-51,806.85,-5991.57,12861.17,1.85
403,600284,浦东建设,2015-03-31,2,-63,304.09,-1029.07,4083.87,0.44
404,600283,钱江水利,2015-03-31,1,-6,38.00,-66.11,624.34,0.11
405,600280,中央商场,2015-03-31,1,-85,30.00,-4044.26,494.40,0.03
406,600277,亿利洁能,2015-03-31,10,-104,2769.67,-8255.22,31269.53,1.33
407,600276,恒瑞医药,2015-03-31,49,-181,9042.97,-10850.83,416880.88,3.86
408,600271,航天信息,2015-03-31,74,-135,13490.21,-4463.06,680394.49,7.30
409,600270,外运发展,2015-03-31,3,-70,1918.55,-2791.57,47368.90,2.12
410,600266,北京城建,2015-03-31,1,-85,6.66,-5332.37,150.78,0.00
411,600259,广晟有色,2015-03-31,3,-144,34.28,-2685.62,1978.81,0.13
412,600258,首旅酒店,2015-03-31,1,-18,0.20,-863.20,3.74,0.00
413,600256,广汇能源,2015-03-31,15,-115,3735.61,-13589.13,36608.97,0.72
414,600252,中恒集团,2015-03-31,17,-97,4784.49,-8594.94,94302.36,1.39
415,600251,冠农股份,2015-03-31,2,-45,471.82,-353.57,12026.63,0.60
416,600249,两面针,2015-03-31,2,-2,36.00,-111.32,322.92,0.08
417,600246,万通地产,2015-03-31,3,-15,5645.68,-5467.29,35238.67,4.64
418,600240,华业资本,2015-03-31,9,-68,1179.29,-6514.28,15519.45,0.83
419,600238,海南椰岛,2015-03-31,1,-15,650.99,-1646.73,11086.30,1.46
420,600236,桂冠电力,2015-03-31,1,-23,34.48,-2158.33,227.25,0.01
421,600233,圆通速递,2015-03-31,4,-6,553.51,-740.73,10012.94,1.68
422,600225,*ST松江,2015-03-31,3,-3,68.70,-55.81,599.75,0.08
423,600222,太龙药业,2015-03-31,7,-12,1136.39,-667.15,11818.45,2.19
424,600221,海南航空,2015-03-31,5,-88,5220.08,-26720.23,22782.05,0.44
425,600219,南山铝业,2015-03-31,103,13,23461.22,17320.58,253850.39,3.31
426,600217,中再资环,2015-03-31,5,-21,2980.59,-3278.72,31862.54,4.14
427,600216,浙江医药,2015-03-31,2,-71,765.46,-4360.29,10792.98,0.82
428,600210,紫江企业,2015-03-31,1,-21,6.22,-2503.22,39.98,0.00
429,600209,罗顿发展,2015-03-31,3,0,0.84,-27.70,8.70,0.00
430,600208,新湖中宝,2015-03-31,24,-112,18001.47,-23965.70,155352.67,2.09
431,600201,生物股份,2015-03-31,8,-63,1052.48,-750.08,59033.41,1.85
432,600198,大唐电信,2015-03-31,4,-42,184.90,-1465.82,4709.39,0.21
433,600196,复星医药,2015-03-31,25,-145,4704.56,-8925.89,116625.99,2.46
434,600195,中牧股份,2015-03-31,3,-65,20.37,-2022.31,432.25,0.05
435,600188,兖州煤业,2015-03-31,2,-121,88.36,-7186.63,1356.33,0.03
436,600187,国中水务,2015-03-31,1,-55,1500.00,-10055.85,12465.03,1.03
437,600185,格力地产,2015-03-31,12,-44,1424.68,-6545.47,38879.41,0.88
438,600184,光电股份,2015-03-31,2,-84,110.00,-3438.29,4897.20,0.26
439,600183,生益科技,2015-03-31,1,-58,99.38,-2279.65,892.43,0.07
440,600180,瑞茂通,2015-03-31,10,-42,4385.80,-253.63,121574.33,4.97
441,600177,雅戈尔,2015-03-31,10,-98,2742.71,-4747.98,51919.43,1.07
442,600171,上海贝岭,2015-03-31,6,-46,196.53,-1250.52,3443.21,0.29
443,600168,武汉控股,2015-03-31,1,-62,23.30,-7251.55,347.91,0.03
444,600167,联美控股,2015-03-31,1,-19,15.01,-855.25,265.06,0.13
445,600166,福田汽车,2015-03-31,1,-98,100.00,-5231.07,755.00,0.01
446,600162,香江控股,2015-03-31,3,-44,48.86,-574.06,459.28,0.03
447,600161,天坛生物,2015-03-31,2,-66,258.51,-1149.63,9898.37,0.50
448,600158,中体产业,2015-03-31,18,-116,2304.26,-10083.49,56200.96,3.50
449,600157,永泰能源,2015-03-31,4,-106,1684.13,-10290.53,9554.39,0.37
450,600155,宝硕股份,2015-03-31,5,-5,476.61,-2074.45,7811.24,1.16
451,600153,建发股份,2015-03-31,18,-113,9621.79,-12450.37,135571.07,3.39
452,600151,航天机电,2015-03-31,5,-78,124.14,-13260.15,1605.17,0.10
453,600150,中国船舶,2015-03-31,20,-124,5422.04,-5549.09,244100.30,3.93
454,600149,*ST坊展,2015-03-31,8,-28,3421.81,-169.64,74663.92,9.00
455,600143,金发科技,2015-03-31,7,-109,1599.88,-8770.64,13695.00,0.62
456,600141,兴发集团,2015-03-31,2,-54,44.88,-991.98,814.49,0.09
457,600139,西部资源,2015-03-31,2,-6,100.00,-30.75,1574.00,0.15
458,600138,中青旅,2015-03-31,16,-78,1296.99,-4934.59,31568.71,1.79
459,600129,太极集团,2015-03-31,18,-39,2218.04,-2893.99,47042.31,5.20
460,600128,弘业股份,2015-03-31,2,-17,402.05,-691.76,6814.75,1.63
461,600126,杭钢股份,2015-03-31,3,-12,317.25,-1571.37,2316.25,0.34
462,600125,铁龙物流,2015-03-31,11,-79,5749.77,-6368.66,67042.34,4.40
463,600123,兰花科创,2015-03-31,2,-28,111.77,-2184.13,1160.17,0.10
464,600122,宏图高科,2015-03-31,2,-51,939.39,-1735.17,8529.69,0.82
465,600120,浙江东方,2015-03-31,9,-69,1544.96,-2211.55,50473.70,3.06
466,600118,中国卫星,2015-03-31,25,-173,6017.92,-9322.73,208460.68,5.09
467,600115,东方航空,2015-03-31,12,-91,6779.18,-9790.77,47996.61,0.80
468,600114,东睦股份,2015-03-31,2,-24,532.99,-2843.14,9796.36,1.39
469,600111,北方稀土,2015-03-31,15,-128,2195.18,-5837.97,59664.95,0.60
470,600109,国金证券,2015-03-31,65,-200,31660.32,-7274.48,808604.62,10.47
471,600108,亚盛集团,2015-03-31,5,-108,437.67,-9079.09,4473.00,0.22
472,600106,重庆路桥,2015-03-31,2,-9,215.29,-148.02,1608.21,0.24
473,600104,上汽集团,2015-03-31,18,-184,637.46,-25805.05,15847.27,0.06
474,600103,青山纸业,2015-03-31,2,-2,893.64,380.01,4244.80,0.84
475,600100,同方股份,2015-03-31,6,-130,1036.83,-11727.37,17014.43,0.47
476,600096,云天化,2015-03-31,12,-21,2267.74,-389.12,33789.26,2.02
477,600093,易见股份,2015-03-31,2,-2,1761.34,365.13,27283.15,5.46
478,600089,特变电工,2015-03-31,20,-156,2131.69,-30501.34,30717.70,0.67
479,600088,中视传媒,2015-03-31,1,-38,55.00,-22.87,1336.50,0.17
480,600085,同仁堂,2015-03-31,59,-116,12906.63,-2303.61,336863.06,9.41
481,600081,东风科技,2015-03-31,10,-21,762.06,-1815.07,15515.59,2.43
482,600080,金花股份,2015-03-31,1,-6,692.89,-128.87,9000.64,2.27
483,600079,人福医药,2015-03-31,49,-146,7394.05,-6044.48,265224.53,6.99
484,600077,宋都股份,2015-03-31,1,-25,315.78,-9624.61,1739.95,0.24
485,600074,保千里,2015-03-31,5,2,2757.29,2720.33,31846.69,3.04
486,600068,葛洲坝,2015-03-31,6,-143,738.19,-21271.47,7581.23,0.16
487,600067,冠城大通,2015-03-31,23,-115,5386.15,-14149.73,52676.59,3.61
488,600066,宇通客车,2015-03-31,17,-153,6792.75,-5763.28,201540.82,3.57
489,600064,南京高科,2015-03-31,6,-68,324.57,-3763.84,8117.52,0.42
490,600062,华润双鹤,2015-03-31,14,-68,1662.05,-2211.91,48719.15,2.91
491,600061,国投安信,2015-03-31,7,-19,1461.77,388.52,37049.97,0.74
492,600060,海信电器,2015-03-31,22,-87,4328.09,-1033.97,100541.48,3.31
493,600059,古越龙山,2015-03-31,3,-41,2836.53,1430.22,33584.47,3.51
494,600058,五矿发展,2015-03-31,8,-72,241.45,-1207.07,4911.10,0.23
495,600057,象屿股份,2015-03-31,1,-14,23.15,-1144.97,336.60,0.02
496,600056,中国医药,2015-03-31,1,-59,43.11,-1083.60,783.69,0.04
497,600055,万东医疗,2015-03-31,4,-38,1232.36,-3610.35,31129.37,3.56
498,600054,黄山旅游,2015-03-31,1,-21,18.33,-571.48,355.97,0.04
499,600050,中国联通,2015-03-31,14,-176,30868.87,-59059.87,168852.70,1.46
500,600048,保利地产,2015-03-31,100,-375,65303.52,-123918.48,750337.43,6.07
501,600038,中直股份,2015-03-31,5,-141,336.43,-4905.55,15970.31,0.57
502,600037,歌华有线,2015-03-31,34,-72,5557.76,324.38,149114.78,4.76
503,600036,招商银行,2015-03-31,129,-188,96358.75,-39518.43,1500305.75,4.67
504,600033,福建高速,2015-03-31,1,-14,27.34,-5636.42,130.69,0.01
505,600031,三一重工,2015-03-31,15,-151,2829.43,-21391.63,28662.14,0.37
506,600030,中信证券,2015-03-31,157,-188,164530.41,39407.39,5399887.92,16.76
507,600029,南方航空,2015-03-31,22,-82,10823.30,-6000.09,85720.54,1.54
508,600028,中国石化,2015-03-31,59,-113,30067.48,-29012.54,192732.52,0.31
509,600026,中远海能,2015-03-31,18,-52,2055.70,-5851.52,18665.75,0.75
510,600021,上海电力,2015-03-31,4,-70,2695.78,-2714.23,43779.49,1.26
511,600020,中原高速,2015-03-31,2,-7,1152.18,618.79,6336.99,0.51
512,600019,宝钢股份,2015-03-31,11,-190,2577.92,-57657.00,18354.77,0.12
513,600018,上港集团,2015-03-31,1,-117,85.55,-20419.57,661.30,0.00
514,600016,民生银行,2015-03-31,119,-256,127836.09,-110525.38,1240010.03,4.33
515,600015,华夏银行,2015-03-31,17,-240,4671.07,-47803.93,60256.85,0.44
516,600012,皖通高速,2015-03-31,1,-9,1232.38,-336.18,8454.14,1.06
517,600011,华能国际,2015-03-31,3,-127,754.38,-16981.02,6231.17,0.07
518,600010,包钢股份,2015-03-31,9,-123,12216.94,-46768.16,72324.28,0.78
519,600009,上海机场,2015-03-31,5,-113,203.17,-4698.92,4904.56,0.19
520,600008,首创股份,2015-03-31,4,-104,1490.77,-6942.49,22391.39,0.31
521,600007,中国国贸,2015-03-31,3,-26,2046.26,-697.09,34847.87,2.03
522,600006,东风汽车,2015-03-31,1,-48,600.09,-2305.56,4200.64,0.30
523,600005,武钢股份,2015-03-31,17,-11,3630.73,-5534.91,17609.05,0.36
524,600004,白云机场,2015-03-31,3,-49,275.59,-996.71,3533.10,0.23
525,600000,浦发银行,2015-03-31,158,-261,76715.87,-69509.75,1211343.52,3.55
526,300411,金盾股份,2015-03-31,1,-34,7.56,-51.11,346.66,0.10
527,300409,道氏技术,2015-03-31,1,-3,0.05,-41.85,2.92,0.00
528,300408,三环集团,2015-03-31,6,-7,276.87,156.66,16003.35,0.27
529,300406,九强生物,2015-03-31,12,-18,170.98,-195.11,15558.75,0.79
530,300399,京天利,2015-03-31,14,8,625.24,445.81,111917.78,12.92
531,300398,飞凯材料,2015-03-31,2,-6,77.60,-33.86,5521.24,0.49
532,300393,中来股份,2015-03-31,8,-5,176.21,-107.41,7779.53,2.29
533,300392,腾信股份,2015-03-31,2,-8,92.99,16.12,14422.42,0.56
534,300389,艾比森,2015-03-31,2,-2,9.51,-109.57,887.35,0.10
535,300387,富邦股份,2015-03-31,1,-3,135.86,-60.14,7329.86,2.06
536,300386,飞天诚信,2015-03-31,4,-32,20.53,-186.00,3327.31,0.12
537,300383,光环新网,2015-03-31,7,-1,643.00,550.04,70987.11,0.50
538,300380,安硕信息,2015-03-31,15,-17,661.95,-63.62,109221.72,9.31
539,300379,东方通,2015-03-31,3,-16,162.56,-130.78,22584.69,0.73
540,300378,鼎捷软件,2015-03-31,8,-18,818.75,-571.96,69225.08,3.14
541,300377,赢时胜,2015-03-31,8,-10,725.48,416.77,80448.09,2.52
542,300370,安控科技,2015-03-31,1,0,0.01,-219.46,0.49,0.00
543,300369,绿盟科技,2015-03-31,5,-31,248.03,-445.25,24589.38,0.94
544,300367,东方网力,2015-03-31,17,-17,1095.27,-9.04,164914.44,2.72
545,300365,恒华科技,2015-03-31,1,-4,6.09,-55.27,335.86,0.03
546,300363,博腾股份,2015-03-31,4,-11,1052.07,-107.36,55759.93,2.49
547,300359,全通教育,2015-03-31,15,-21,875.22,-62.89,219461.42,1.62
548,300357,我武生物,2015-03-31,5,-10,724.34,-793.50,34789.97,4.48
549,300356,光一科技,2015-03-31,5,-8,867.94,-169.93,42268.85,2.57
550,300355,蒙草生态,2015-03-31,2,-23,498.03,-2648.34,9960.55,0.53
551,300354,东华测试,2015-03-31,2,-2,216.29,-204.98,13457.72,1.56
552,300353,东土科技,2015-03-31,4,-14,201.18,-487.54,6840.06,0.75
553,300352,北信源,2015-03-31,2,-19,786.37,-474.75,27255.59,1.37
554,300351,永贵电器,2015-03-31,3,-24,194.84,-669.78,11219.00,0.58
555,300349,金卡智能,2015-03-31,1,-11,19.75,-130.47,760.40,0.11
556,300348,长亮科技,2015-03-31,7,-19,108.88,-556.88,17062.85,0.57
557,300347,泰格医药,2015-03-31,19,-36,2218.09,-2048.75,120841.66,5.07
558,300345,红宇新材,2015-03-31,1,-10,200.00,-276.87,5360.00,0.50
559,300339,润和软件,2015-03-31,8,-49,212.15,-2858.21,7006.66,0.90
560,300337,银邦股份,2015-03-31,2,-8,20.00,-1185.24,342.40,0.02
561,300336,新文化,2015-03-31,10,-11,1209.81,-88.72,58446.88,2.43
562,300335,迪森股份,2015-03-31,2,-31,144.57,-4747.67,2253.87,0.40
563,300334,津膜科技,2015-03-31,2,-22,1770.61,-415.10,50851.98,6.41
564,300333,兆日科技,2015-03-31,1,-5,105.00,-392.78,5647.70,0.31
565,300332,天壕环境,2015-03-31,13,-19,3179.12,-524.51,73628.31,4.93
566,300331,苏大维格,2015-03-31,4,-6,258.67,-1115.74,9340.53,1.39
567,300329,海伦钢琴,2015-03-31,6,-14,324.71,-1809.93,9429.53,1.29
568,300324,旋极信息,2015-03-31,14,-26,1650.85,-1433.44,109088.00,1.79
569,300323,华灿光电,2015-03-31,2,-24,224.95,-1680.74,3180.81,0.33
570,300322,硕贝德,2015-03-31,9,-30,2388.03,-1647.76,64002.32,5.87
571,300318,博晖创新,2015-03-31,4,0,557.78,282.03,18685.65,0.85
572,300316,晶盛机电,2015-03-31,1,-8,115.77,-1166.75,4298.51,0.12
573,300315,掌趣科技,2015-03-31,11,-99,872.68,-15521.12,24461.28,0.36
574,300314,戴维医疗,2015-03-31,2,-5,264.89,-684.93,8428.72,0.92
575,300312,邦讯技术,2015-03-31,4,-6,407.47,-220.00,15276.15,1.29
576,300310,宜通世纪,2015-03-31,1,-3,9.40,-89.69,281.85,0.01
577,300307,慈星股份,2015-03-31,1,-24,154.68,-1596.73,1921.10,0.19
578,300306,远方光电,2015-03-31,4,-3,143.29,-440.98,5781.70,0.71
579,300303,聚飞光电,2015-03-31,8,-61,1286.24,-5782.39,35114.24,1.04
580,300302,同有科技,2015-03-31,2,-5,572.31,475.15,21106.65,1.39
581,300300,汉鼎宇佑,2015-03-31,3,-3,164.92,-411.79,7502.31,0.43
582,300298,三诺生物,2015-03-31,7,-33,754.52,-875.04,37657.91,1.86
583,300297,蓝盾股份,2015-03-31,2,-9,542.00,-144.07,29484.80,0.62
584,300296,利亚德,2015-03-31,12,-15,809.20,-1476.82,25433.10,0.64
585,300295,三六五网,2015-03-31,28,-78,1158.01,-818.87,200440.45,6.03
586,300292,吴通控股,2015-03-31,1,0,10.00,7.59,312.00,0.01
587,300291,华录百纳,2015-03-31,14,-56,2060.60,-3808.71,100309.90,3.79
588,300290,荣科科技,2015-03-31,5,-19,203.69,-1304.50,6982.63,0.75
589,300288,朗玛信息,2015-03-31,12,-19,1245.78,-215.38,308628.60,3.79
590,300287,飞利信,2015-03-31,7,-20,1082.11,-2054.30,55782.89,0.81
591,300285,国瓷材料,2015-03-31,6,-15,1029.07,-430.32,40236.71,4.04
592,300284,苏交科,2015-03-31,3,-29,466.95,-1947.18,9586.53,0.93
593,300281,金明精机,2015-03-31,1,-12,220.00,-1359.61,6241.40,0.90
594,300279,和晶科技,2015-03-31,6,-8,516.07,128.73,19006.78,3.85
595,300278,华昌达,2015-03-31,3,-14,826.83,-714.49,19372.57,2.34
596,300276,三丰智能,2015-03-31,1,-1,134.00,-186.00,2422.72,0.36
597,300274,阳光电源,2015-03-31,46,-16,11611.65,2280.62,376217.40,9.69
598,300273,和佳股份,2015-03-31,19,-76,4873.01,-3867.69,152037.89,6.21
599,300272,开能环保,2015-03-31,1,-9,145.43,-805.10,3504.82,0.46
600,300271,华宇软件,2015-03-31,18,-39,2457.93,-975.88,176576.06,3.96
601,300270,中威电子,2015-03-31,1,-1,100.00,99.59,3500.13,0.37
602,300269,联建光电,2015-03-31,1,-19,2.70,-865.89,134.65,0.01
603,300267,尔康制药,2015-03-31,9,-28,4503.73,-3817.98,220908.14,2.46
604,300265,通光线缆,2015-03-31,1,-19,7.21,-1665.50,238.22,0.02
605,300264,佳创视讯,2015-03-31,4,-1,67.51,-212.84,1092.29,0.16
606,300263,隆华节能,2015-03-31,11,-34,2865.22,-1480.71,61286.96,3.75
607,300262,巴安水务,2015-03-31,7,-21,1565.84,-1173.40,45769.60,4.19
608,300259,新天科技,2015-03-31,3,-7,759.95,-263.71,15084.95,1.65
609,300258,精锻科技,2015-03-31,3,-11,650.28,-601.33,14885.00,1.61
610,300257,开山股份,2015-03-31,4,-40,1041.11,-2441.18,55803.71,1.21
611,300255,常山药业,2015-03-31,6,-20,69.92,-863.13,3173.89,0.08
612,300253,卫宁健康,2015-03-31,95,-44,5902.41,-817.97,962682.58,7.14
613,300252,金信诺,2015-03-31,9,-41,1259.95,-1931.60,78935.89,3.08
614,300251,光线传媒,2015-03-31,6,-83,588.17,-1343.16,19074.50,0.20
615,300250,初灵信息,2015-03-31,2,-13,42.20,-444.84,2367.84,0.22
616,300248,新开普,2015-03-31,9,-21,1348.07,-351.22,61027.10,4.41
617,300247,乐金健康,2015-03-31,1,-2,207.25,-20.56,2764.72,0.34
618,300246,宝莱特,2015-03-31,4,-8,176.64,-313.32,6941.77,1.21
619,300245,天玑科技,2015-03-31,5,-13,407.57,-413.23,14713.37,1.52
620,300244,迪安诊断,2015-03-31,13,-53,880.25,-2875.70,72233.68,1.80
621,300242,明家联合,2015-03-31,4,-48,66.37,-1871.18,3407.29,0.15
622,300240,飞力达,2015-03-31,6,2,426.43,376.35,10362.24,1.17
623,300239,东宝生物,2015-03-31,1,-14,705.64,-592.45,10626.87,1.53
624,300238,冠昊生物,2015-03-31,5,-42,1116.95,-2258.12,88238.96,5.81
625,300236,上海新阳,2015-03-31,3,-30,10.30,-1020.96,520.23,0.05
626,300234,开尔新材,2015-03-31,1,-12,10.92,-454.66,216.98,0.04
627,300233,金城医药,2015-03-31,1,-4,179.30,-74.55,9344.88,0.72
628,300232,洲明科技,2015-03-31,1,-11,35.00,-516.37,714.00,0.07
629,300231,银信科技,2015-03-31,9,-22,1633.50,-3020.09,47306.18,4.87
630,300229,拓尔思,2015-03-31,1,-3,249.00,231.23,10194.26,0.57
631,300228,富瑞特装,2015-03-31,13,-31,628.16,83.60,42401.00,1.33
632,300227,光韵达,2015-03-31,1,-13,4.00,-591.79,106.00,0.03
633,300226,上海钢联,2015-03-31,28,-37,3111.29,-378.23,361531.36,19.94
634,300225,金力泰,2015-03-31,4,-1,494.87,-385.05,7358.68,1.05
635,300224,正海磁材,2015-03-31,2,-50,257.07,-2950.03,8342.02,0.35
636,300223,北京君正,2015-03-31,3,-11,0.01,-222.78,0.50,0.00
637,300220,金运激光,2015-03-31,8,-1,674.74,-81.42,28683.19,5.36
638,300219,鸿利智汇,2015-03-31,6,-6,213.39,-101.10,4129.05,0.32
639,300218,安利股份,2015-03-31,1,-3,220.00,-277.86,2981.00,1.30
640,300217,东方电热,2015-03-31,5,-2,215.83,-83.83,2993.51,0.17
641,300216,千山药机,2015-03-31,1,-2,4.80,3.18,383.04,0.01
642,300213,佳讯飞鸿,2015-03-31,6,-23,2372.31,-1486.22,90453.50,4.61
643,300212,易华录,2015-03-31,11,-45,754.65,-1808.53,37129.00,2.35
644,300210,森远股份,2015-03-31,6,-18,496.09,-2360.41,10427.78,2.05
645,300209,天泽信息,2015-03-31,1,-10,150.00,-125.38,5085.00,0.63
646,300208,恒顺众昇,2015-03-31,1,-9,60.96,-542.08,1968.40,0.08
647,300207,欣旺达,2015-03-31,10,-52,1174.77,-1227.70,55672.51,0.93
648,300206,理邦仪器,2015-03-31,11,-13,1613.65,-656.39,53363.32,2.76
649,300205,天喻信息,2015-03-31,5,-23,881.52,134.80,20257.42,2.05
650,300203,聚光科技,2015-03-31,6,-73,746.73,-6570.50,21498.33,1.66
651,300202,聚龙股份,2015-03-31,8,-67,4577.55,-2740.22,178158.14,8.33
652,300199,翰宇药业,2015-03-31,15,-33,3600.51,-3988.03,173436.61,4.22
653,300196,长海股份,2015-03-31,3,-34,98.89,-3242.85,2929.97,0.52
654,300195,长荣股份,2015-03-31,5,-18,101.42,-902.59,4970.37,0.42
655,300194,福安药业,2015-03-31,1,-6,147.01,-972.36,3485.65,0.18
656,300192,科斯伍德,2015-03-31,1,-2,433.20,-0.31,5644.58,1.79
657,300191,潜能恒信,2015-03-31,1,-14,366.17,201.93,9187.30,1.14
658,300190,维尔利,2015-03-31,2,-31,100.00,-1154.18,3790.00,0.30
659,300188,美亚柏科,2015-03-31,8,-7,688.71,-1202.78,29869.23,1.52
660,300187,永清环保,2015-03-31,3,-29,414.04,-1109.81,16321.52,0.69
661,300186,大华农,2015-03-31,1,-8,62.87,-194.99,660.16,0.12
662,300184,力源信息,2015-03-31,1,-3,16.00,-367.33,286.08,0.04
663,300183,东软载波,2015-03-31,27,-37,1000.66,-1293.27,69165.05,2.23
664,300182,捷成股份,2015-03-31,8,-55,1806.53,-3097.64,57501.96,0.85
665,300181,佐力药业,2015-03-31,2,-21,18.56,-2169.80,306.56,0.03
666,300179,四方达,2015-03-31,2,-7,185.94,-931.99,4817.70,0.39
667,300178,腾邦国际,2015-03-31,29,-14,3807.57,208.52,237859.07,7.03
