,code,name,date,nums,nlast,count,clast,amount,ratio
40,603333,明星电缆,2016-03-31,1,-5,373.66,-241.95,3295.68,0.72
41,603318,派思股份,2016-03-31,3,-10,435.19,-24.38,23247.79,4.10
42,603308,应流股份,2016-03-31,21,-72,1273.94,-3735.47,31389.96,3.18
43,603306,华懋科技,2016-03-31,3,-11,37.16,-750.61,1250.94,0.50
44,603300,华铁科技,2016-03-31,2,-6,1279.86,303.99,39573.34,4.60
45,603288,海天味业,2016-03-31,11,-110,278.68,-676.86,8555.41,0.25
46,603268,松发股份,2016-03-31,3,-46,70.02,-689.80,3014.34,1.70
47,603199,九华旅游,2016-03-31,2,-13,0.20,-132.47,7.48,0.00
48,603188,亚邦股份,2016-03-31,2,-46,2.76,-269.56,46.23,0.01
49,603167,渤海轮渡,2016-03-31,4,-31,584.92,-2313.36,5585.96,1.22
50,603111,康尼机电,2016-03-31,13,-43,804.40,-851.35,20391.42,2.10
51,603108,润达医疗,2016-03-31,5,-46,119.01,-723.56,10527.54,0.97
52,603100,川仪股份,2016-03-31,1,-11,13.00,-47.09,187.98,0.06
53,603085,天成自控,2016-03-31,1,-8,0.01,-0.94,0.30,0.00
54,603023,威帝股份,2016-03-31,3,-13,320.44,-136.38,17864.25,2.52
55,603019,中科曙光,2016-03-31,8,-128,667.85,-1635.95,46175.05,1.86
56,603017,中衡设计,2016-03-31,3,-5,125.97,91.56,4271.71,1.05
57,603010,万盛股份,2016-03-31,2,-25,77.10,-556.65,3484.15,0.74
58,603008,喜临门,2016-03-31,18,-27,3502.59,268.99,63571.95,11.12
59,603006,联明股份,2016-03-31,5,-30,268.99,-1232.95,10552.35,3.85
60,603003,龙宇燃油,2016-03-31,2,-21,227.61,-1139.25,4176.57,1.13
61,603001,奥康国际,2016-03-31,16,-93,802.65,-3439.22,17931.29,2.00
62,603000,人民网,2016-03-31,5,-135,433.67,-2726.46,7736.70,0.39
63,601999,出版传媒,2016-03-31,2,-29,454.24,-1574.44,4374.34,0.82
64,601998,中信银行,2016-03-31,14,-238,2617.46,-32185.62,15887.98,0.08
65,601992,金隅股份,2016-03-31,7,-120,1584.73,-13113.89,14278.44,0.19
66,601991,大唐发电,2016-03-31,2,-90,99.98,-6277.71,425.91,0.01
67,601989,中国重工,2016-03-31,56,-145,159131.78,-8815.20,1144157.52,8.67
68,601988,中国银行,2016-03-31,97,-155,53998.98,-82426.23,183596.52,0.26
69,601985,中国核电,2016-03-31,32,-126,6956.93,-9151.75,53707.48,1.64
70,601968,宝钢包装,2016-03-31,1,-11,124.20,117.19,1204.76,0.40
71,601965,中国汽研,2016-03-31,3,-56,221.00,-3495.00,2061.89,0.23
72,601958,金钼股份,2016-03-31,1,-114,18.58,-3570.51,146.06,0.01
73,601939,建设银行,2016-03-31,42,-152,23968.11,-25588.43,116245.35,2.50
74,601933,永辉超市,2016-03-31,34,-101,7758.18,-4130.45,69435.74,1.19
75,601929,吉视传媒,2016-03-31,6,-97,630.18,-5949.12,2942.94,0.20
76,601928,凤凰传媒,2016-03-31,1,-137,305.69,-6489.40,3549.08,0.12
77,601919,中远海控,2016-03-31,8,-71,5349.69,-1030.05,32579.64,0.70
78,601918,新集能源,2016-03-31,1,-21,155.00,-5911.93,970.30,0.06
79,601908,京运通,2016-03-31,5,-75,10717.00,-2936.55,74054.50,5.38
80,601901,方正证券,2016-03-31,28,-166,27874.16,-22209.24,220763.32,4.43
81,601899,紫金矿业,2016-03-31,26,-119,29831.67,-16267.50,97549.57,1.89
82,601898,中煤能源,2016-03-31,11,-141,2224.26,-12541.06,11388.19,0.24
83,601888,中国国旅,2016-03-31,33,-225,2058.81,-7089.17,93984.65,2.11
84,601886,江河集团,2016-03-31,3,-60,355.69,-6235.13,4222.09,0.31
85,601877,正泰电器,2016-03-31,1,-70,124.84,-3279.07,2526.85,0.09
86,601872,招商轮船,2016-03-31,6,-106,149.58,-8082.14,767.35,0.03
87,601866,中远海发,2016-03-31,6,-79,3309.54,-3501.43,15356.26,0.42
88,601857,中国石油,2016-03-31,45,-162,5565.72,-15450.18,42355.15,0.03
89,601818,光大银行,2016-03-31,34,-204,21844.40,-93811.45,81916.49,0.55
90,601808,中海油服,2016-03-31,3,-131,80.12,-2317.69,1040.01,0.03
91,601801,皖新传媒,2016-03-31,15,-114,1572.50,-3099.69,39312.55,0.86
92,601800,中国交建,2016-03-31,29,-171,2462.39,-6026.54,30041.15,0.21
93,601799,星宇股份,2016-03-31,17,-39,1162.47,-511.27,41453.74,4.85
94,601789,宁波建工,2016-03-31,4,-11,2460.47,2196.04,25416.63,2.52
95,601788,光大证券,2016-03-31,25,-189,1833.78,-16480.12,35025.28,0.47
96,601777,力帆股份,2016-03-31,9,-73,3743.94,-6092.41,44815.02,3.03
97,601766,中国中车,2016-03-31,48,-155,8293.30,-26460.45,84923.35,0.36
98,601727,上海电气,2016-03-31,32,-123,3432.41,-6227.13,32367.63,0.35
99,601717,郑煤机,2016-03-31,5,-63,4181.28,-7329.76,24438.73,3.03
100,601699,潞安环能,2016-03-31,44,-81,5134.85,-2739.71,37438.09,1.72
101,601689,拓普集团,2016-03-31,10,-6,435.69,358.72,11510.90,2.55
102,601688,华泰证券,2016-03-31,97,-210,32422.53,-22877.69,554749.44,5.96
103,601669,中国电建,2016-03-31,38,-152,21674.23,-12713.85,140015.52,2.26
104,601668,中国建筑,2016-03-31,66,-190,57513.34,-33741.67,327826.04,1.94
105,601636,旗滨集团,2016-03-31,1,-15,3252.50,-3508.12,12294.45,1.32
106,601633,长城汽车,2016-03-31,7,-131,1517.37,-3821.52,13838.39,0.25
107,601628,中国人寿,2016-03-31,34,-223,8439.79,-11458.95,201373.33,0.41
108,601618,中国中冶,2016-03-31,6,-126,245.14,-14110.71,1029.59,0.02
109,601616,广电电气,2016-03-31,2,-14,312.44,-1169.98,2109.00,0.33
110,601608,中信重工,2016-03-31,1,-77,7.78,-2594.22,42.48,0.00
111,601607,上海医药,2016-03-31,23,-169,2419.25,-8148.40,41441.81,1.26
112,601601,中国太保,2016-03-31,60,-186,6120.92,-18174.18,160551.77,0.97
113,601600,中国铝业,2016-03-31,22,-113,9184.10,-11201.63,40318.20,0.84
114,601599,鹿港文化,2016-03-31,7,-65,2453.27,-1602.16,48206.79,2.88
115,601588,北辰实业,2016-03-31,4,-55,1651.82,-4875.19,6937.65,0.62
116,601579,会稽山,2016-03-31,1,-9,103.01,-45.83,1268.01,0.42
117,601566,九牧王,2016-03-31,4,-45,732.27,-1128.63,11547.83,1.27
118,601555,东吴证券,2016-03-31,39,-187,11660.96,-23324.46,156373.46,4.03
119,601515,东风股份,2016-03-31,1,-62,50.00,-1334.13,593.00,0.04
120,601398,工商银行,2016-03-31,125,-137,86260.92,-81442.37,370059.33,0.32
121,601390,中国中铁,2016-03-31,47,-142,20734.37,-14468.73,166777.82,1.13
122,601388,怡球资源,2016-03-31,5,-24,71.48,-4891.45,992.93,0.04
123,601377,兴业证券,2016-03-31,70,-117,44888.45,-2336.78,394569.50,6.70
124,601368,绿城水务,2016-03-31,1,-28,0.10,-708.41,1.36,0.00
125,601339,百隆东方,2016-03-31,2,-20,2247.55,-2572.52,13822.45,1.50
126,601336,新华保险,2016-03-31,52,-267,2564.31,-7369.47,104034.25,1.23
127,601333,广深铁路,2016-03-31,16,-116,7039.85,-18088.83,28159.39,1.25
128,601328,交通银行,2016-03-31,178,-69,151805.43,-12497.02,845556.24,3.87
129,601318,中国平安,2016-03-31,244,-122,53986.04,-7961.33,1717296.08,4.99
130,601313,江南嘉捷,2016-03-31,5,-19,1377.61,354.60,17399.24,3.47
131,601311,骆驼股份,2016-03-31,6,-77,2022.43,-2182.03,32824.06,2.38
132,601288,农业银行,2016-03-31,138,-95,250095.59,-36900.12,800305.89,0.85
133,601258,庞大集团,2016-03-31,6,-90,1796.32,-7928.51,5622.49,0.28
134,601238,广汽集团,2016-03-31,2,-71,230.78,-696.18,4758.65,0.05
135,601233,桐昆股份,2016-03-31,8,-69,1983.82,-2158.83,22992.47,2.06
136,601231,环旭电子,2016-03-31,1,-112,138.87,-1148.12,1381.73,0.06
137,601225,陕西煤业,2016-03-31,9,-107,2247.23,-4627.49,9842.86,0.22
138,601222,林洋能源,2016-03-31,9,-32,2770.22,-1588.65,97840.31,1.59
139,601211,国泰君安,2016-03-31,17,-193,440.10,-19765.15,8674.27,0.09
140,601208,东材科技,2016-03-31,2,-23,41.00,-2508.91,294.38,0.07
141,601199,江南水务,2016-03-31,14,-16,1086.25,-2814.87,19356.96,1.16
142,601198,东兴证券,2016-03-31,43,-106,1304.89,-4657.76,35218.95,1.44
143,601186,中国铁建,2016-03-31,39,-155,9668.97,-11169.64,104220.38,0.84
144,601179,中国西电,2016-03-31,2,-134,22.22,-11610.23,124.88,0.00
145,601169,北京银行,2016-03-31,79,-200,32241.82,-66242.50,324997.50,2.12
146,601168,西部矿业,2016-03-31,12,-72,524.46,-2630.65,3559.98,0.22
147,601166,兴业银行,2016-03-31,238,-130,87543.12,-42810.56,1359544.58,4.59
148,601158,重庆水务,2016-03-31,4,-98,2767.41,-708.25,21475.08,0.58
149,601139,深圳燃气,2016-03-31,12,-41,3637.85,744.01,30303.30,1.67
150,601126,四方股份,2016-03-31,6,-68,1491.99,-2711.17,14621.46,1.83
151,601118,海南橡胶,2016-03-31,4,-103,693.66,-3933.20,4155.01,0.18
152,601117,中国化学,2016-03-31,10,-107,2468.82,-6132.31,14516.65,0.50
153,601111,中国国航,2016-03-31,10,-133,7909.48,-3782.32,54259.01,0.93
154,601106,*ST一重,2016-03-31,6,-119,616.93,-17364.76,3824.99,0.09
155,601100,恒立液压,2016-03-31,6,-8,3186.30,269.83,36961.13,5.06
156,601099,太平洋,2016-03-31,32,-108,31332.47,-7161.34,216194.08,4.84
157,601098,中南传媒,2016-03-31,20,-146,4504.12,-2413.97,85398.04,2.51
158,601088,中国神华,2016-03-31,36,-197,7407.81,-11056.07,104153.85,0.45
159,601069,西部黄金,2016-03-31,19,-7,3871.56,2213.41,91175.33,20.40
160,601058,赛轮金宇,2016-03-31,3,-48,734.28,-3426.97,6072.48,0.32
161,601028,玉龙股份,2016-03-31,15,-30,2952.72,583.50,23562.71,3.77
162,601021,春秋航空,2016-03-31,33,-159,4905.40,-3158.54,227708.60,24.53
163,601018,宁波港,2016-03-31,9,-119,2439.07,-12815.09,16853.98,0.19
164,601012,隆基股份,2016-03-31,61,-61,12522.94,1680.28,158415.19,7.13
165,601009,南京银行,2016-03-31,48,-225,5071.04,-16098.99,81643.69,0.88
166,601006,大秦铁路,2016-03-31,36,-187,27797.49,-26932.80,190968.75,1.87
167,601003,柳钢股份,2016-03-31,3,-1,1496.27,1050.16,5416.49,0.58
168,601001,大同煤业,2016-03-31,2,-73,146.36,-2939.46,774.24,0.09
169,601000,唐山港,2016-03-31,4,-68,247.26,-2669.93,2069.57,0.06
170,600999,招商证券,2016-03-31,60,-182,22351.77,-15403.80,399873.22,4.74
171,600998,九州通,2016-03-31,8,-133,2248.45,-4315.52,37549.17,1.38
172,600997,开滦股份,2016-03-31,1,-67,0.10,-2990.02,0.51,0.00
173,600992,贵绳股份,2016-03-31,5,-20,423.64,-1771.01,5447.97,1.73
174,600990,四创电子,2016-03-31,38,-82,2530.37,-2530.85,201139.16,18.51
175,600988,赤峰黄金,2016-03-31,8,-23,2002.49,225.42,34562.97,3.28
176,600987,航民股份,2016-03-31,12,-38,1983.85,-1922.92,28547.55,3.12
177,600986,科达股份,2016-03-31,17,-25,3068.67,-484.74,55580.28,6.78
178,600984,建设机械,2016-03-31,1,0,880.00,0.00,6881.60,1.69
179,600979,广安爱众,2016-03-31,2,-19,52.18,-1051.13,328.73,0.07
180,600978,宜华生活,2016-03-31,15,-76,876.14,-6178.32,10320.98,0.59
181,600976,健民集团,2016-03-31,14,-44,1530.07,-1055.27,41235.35,9.98
182,600975,新五丰,2016-03-31,2,-24,176.05,-3279.20,2279.85,0.38
183,600973,宝胜股份,2016-03-31,3,-38,339.11,-1202.73,3791.28,0.38
184,600970,中材国际,2016-03-31,7,-74,407.70,-2507.42,4256.41,0.24
185,600969,郴电国际,2016-03-31,7,-11,1334.47,326.53,21164.66,5.05
186,600967,内蒙一机,2016-03-31,4,-70,91.05,-10732.76,950.52,0.11
187,600965,福成股份,2016-03-31,15,-15,8788.92,-511.88,133064.20,16.65
188,600963,岳阳林纸,2016-03-31,5,-28,2351.87,-1479.50,15687.00,2.25
189,600962,国投中鲁,2016-03-31,1,-5,84.55,-1070.36,1284.29,0.33
190,600961,株冶集团,2016-03-31,3,-18,210.06,-642.32,2142.65,0.40
191,600960,渤海活塞,2016-03-31,1,-22,0.21,-1364.94,2.18,0.00
192,600958,东方证券,2016-03-31,35,-182,1255.68,-12741.51,25502.76,0.40
193,600900,长江电力,2016-03-31,116,-102,23816.28,-4462.72,292463.92,2.44
194,600896,览海投资,2016-03-31,11,-33,2756.60,-2265.66,34650.47,4.78
195,600895,张江高科,2016-03-31,23,-98,2610.45,-401.64,57038.35,1.69
196,600894,广日股份,2016-03-31,7,-97,719.89,-5147.90,11381.49,0.84
197,600893,航发动力,2016-03-31,38,-172,20666.35,-1150.80,816114.22,15.11
198,600892,大晟文化,2016-03-31,2,-14,334.66,-333.93,17214.91,5.32
199,600891,秋林集团,2016-03-31,1,-4,293.27,-1125.93,2724.45,0.76
200,600888,新疆众和,2016-03-31,2,-22,280.44,-242.33,1988.31,0.44
201,600887,伊利股份,2016-03-31,81,-168,47505.46,-12427.17,692154.50,7.87
202,600886,国投电力,2016-03-31,21,-154,9715.47,-5150.08,67036.73,1.43
203,600885,宏发股份,2016-03-31,20,-87,1114.66,-3039.27,26974.80,2.10
204,600884,杉杉股份,2016-03-31,3,-114,50.33,-4669.33,1515.47,0.06
205,600881,亚泰集团,2016-03-31,5,-71,1650.86,-8181.87,9046.73,0.87
206,600880,博瑞传播,2016-03-31,14,-72,479.49,-2307.58,5351.14,0.65
207,600879,航天电子,2016-03-31,9,-103,9854.33,-15474.81,147026.57,12.35
208,600875,东方电气,2016-03-31,13,-154,933.54,-8998.57,10474.34,0.47
209,600874,创业环保,2016-03-31,1,-69,207.91,-1865.20,1788.07,0.19
210,600873,梅花生物,2016-03-31,28,-123,4146.36,-5963.20,34681.22,1.35
211,600872,中炬高新,2016-03-31,12,-77,385.25,-3936.71,5004.38,0.48
212,600869,智慧能源,2016-03-31,1,-73,832.72,-3028.20,6944.87,0.41
213,600867,通化东宝,2016-03-31,70,-148,17809.70,-3466.86,430282.39,13.06
214,600865,百大集团,2016-03-31,6,-38,2431.14,-3142.84,31045.60,6.46
215,600864,哈投股份,2016-03-31,1,-59,1.08,-1234.80,13.85,0.00
216,600862,中航高科,2016-03-31,1,-17,10.00,-2070.18,138.00,0.01
217,600860,*ST京城,2016-03-31,1,-1,150.00,-365.46,1377.00,0.47
218,600859,王府井,2016-03-31,1,-90,9.12,-1107.74,199.79,0.02
219,600856,中天能源,2016-03-31,1,-28,19.59,-776.69,425.30,0.03
220,600855,航天长峰,2016-03-31,26,-68,4433.45,-7236.20,137658.55,13.43
221,600850,华东电脑,2016-03-31,2,-109,622.64,-2006.16,23099.91,1.48
222,600847,*ST万里,2016-03-31,1,-5,356.62,-89.56,9411.11,2.33
223,600845,宝信软件,2016-03-31,5,-36,475.48,-1296.68,19970.05,0.91
224,600844,*ST丹科,2016-03-31,1,-3,45.00,-139.56,297.45,0.08
225,600843,上工申贝,2016-03-31,1,-29,104.24,-764.38,1429.13,0.34
226,600839,四川长虹,2016-03-31,14,-118,40754.00,-32000.73,162200.91,8.84
227,600837,海通证券,2016-03-31,121,-118,75695.64,-19821.40,1081690.66,9.35
228,600836,界龙实业,2016-03-31,2,-16,559.99,-280.04,14839.74,0.86
229,600835,上海机电,2016-03-31,12,-117,616.70,-3920.23,13635.18,0.76
230,600831,广电网络,2016-03-31,3,-80,507.85,-4594.12,6338.02,0.90
231,600829,人民同泰,2016-03-31,2,-12,106.88,-3219.66,1424.67,0.18
232,600828,茂业商业,2016-03-31,1,-16,41.15,-1691.22,312.36,0.07
233,600827,百联股份,2016-03-31,1,-132,49.75,-5717.28,703.96,0.03
234,600826,兰生股份,2016-03-31,7,-101,781.42,-2114.17,21317.18,1.86
235,600823,世茂股份,2016-03-31,2,-96,3842.26,-3564.45,38537.92,1.43
236,600820,隧道股份,2016-03-31,18,-104,1717.39,-10007.88,14151.26,0.55
237,600818,中路股份,2016-03-31,1,-28,438.79,-1378.86,16761.93,1.84
238,600816,安信信托,2016-03-31,20,-83,426.62,-4851.04,7154.44,0.17
239,600815,*ST厦工,2016-03-31,3,-19,238.03,-7499.17,1549.58,0.25
240,600814,杭州解百,2016-03-31,2,-22,56.00,-347.52,549.36,0.18
241,600811,东方集团,2016-03-31,1,-79,703.31,-2220.95,4810.66,0.42
242,600809,山西汾酒,2016-03-31,15,-82,1423.40,-1698.23,26005.52,1.64
243,600808,马钢股份,2016-03-31,6,-45,780.69,-1577.33,2068.83,0.13
244,600805,悦达投资,2016-03-31,1,-55,166.70,-1333.26,1448.65,0.20
245,600804,鹏博士,2016-03-31,59,-173,15326.63,-3797.20,325384.40,11.03
246,600803,新奥股份,2016-03-31,1,-72,45.99,-2137.61,608.94,0.05
247,600802,福建水泥,2016-03-31,2,-8,131.45,-191.60,1072.63,0.34
248,600801,华新水泥,2016-03-31,18,-47,3951.48,2415.01,35563.34,4.06
249,600800,天津磁卡,2016-03-31,1,-10,15.00,-308.65,110.85,0.02
250,600798,宁波海运,2016-03-31,3,-25,307.01,-917.05,1848.18,0.30
251,600797,浙大网新,2016-03-31,1,-59,7.00,-1332.00,73.57,0.01
252,600795,国电电力,2016-03-31,4,-152,23979.71,-29387.38,73857.50,1.22
253,600787,中储股份,2016-03-31,1,-72,25.00,-9374.82,214.50,0.01
254,600784,鲁银投资,2016-03-31,1,-15,0.77,-115.07,6.78,0.00
255,600783,鲁信创投,2016-03-31,4,-94,25.52,-2121.32,629.32,0.03
256,600782,新钢股份,2016-03-31,4,-8,448.74,-615.51,2324.46,0.16
257,600781,辅仁药业,2016-03-31,1,-12,18.00,-1040.14,316.98,0.10
258,600777,新潮能源,2016-03-31,16,4,4321.37,3561.60,67283.67,1.82
259,600776,东方通信,2016-03-31,2,-52,97.92,-555.74,879.32,0.10
260,600775,南京熊猫,2016-03-31,3,-61,20.01,-3302.00,275.14,0.03
261,600773,西藏城投,2016-03-31,1,-66,1003.74,-1875.58,14895.57,1.38
262,600771,广誉远,2016-03-31,10,-34,1430.63,-2171.46,40887.51,5.87
263,600770,综艺股份,2016-03-31,3,-73,178.81,-1614.04,2486.84,0.16
264,600765,中航重机,2016-03-31,7,-95,486.87,-13194.14,7634.09,0.63
265,600764,中电广通,2016-03-31,2,-11,13.75,-107.09,250.80,0.09
266,600763,通策医疗,2016-03-31,25,-47,3997.41,-4511.20,129556.05,12.47
267,600759,洲际油气,2016-03-31,12,-64,2205.06,-5432.14,17222.10,1.39
268,600756,浪潮软件,2016-03-31,5,-91,1611.01,-5895.48,53904.42,4.97
269,600755,厦门国贸,2016-03-31,17,-55,764.56,-6479.61,4992.56,0.46
270,600754,锦江股份,2016-03-31,5,-92,548.75,-1641.63,22493.29,1.23
271,600750,江中药业,2016-03-31,16,-61,682.45,-24.11,18439.79,2.27
272,600749,西藏旅游,2016-03-31,15,-37,1607.66,-1490.30,32490.90,8.50
273,600746,江苏索普,2016-03-31,1,-4,235.25,167.50,2157.26,0.77
274,600745,中茵股份,2016-03-31,13,-129,1958.76,-7107.93,50368.16,4.05
275,600742,一汽富维,2016-03-31,1,-27,30.46,-240.82,779.76,0.07
276,600741,华域汽车,2016-03-31,19,-163,515.74,-11973.33,7849.62,0.18
277,600740,山西焦化,2016-03-31,3,-12,638.55,-540.37,3563.11,0.97
278,600739,辽宁成大,2016-03-31,16,-100,2560.32,-2054.69,45112.76,1.88
279,600738,兰州民百,2016-03-31,7,-12,298.20,-255.91,2531.76,0.81
280,600737,中粮糖业,2016-03-31,11,-36,1374.48,155.01,16878.59,1.04
281,600735,新华锦,2016-03-31,2,-73,81.71,-4344.22,1176.55,0.22
282,600734,实达集团,2016-03-31,2,-8,1286.44,166.50,17714.31,3.66
283,600730,中国高科,2016-03-31,25,-47,2447.71,-3681.51,41317.29,4.17
284,600729,重庆百货,2016-03-31,2,-88,0.75,-3402.30,16.93,0.00
285,600728,佳都科技,2016-03-31,3,-71,250.53,-3824.44,5437.10,0.19
286,600721,百花村,2016-03-31,3,-6,115.88,-198.00,1783.40,0.47
287,600720,祁连山,2016-03-31,4,-82,1247.85,-6645.62,9084.37,1.61
288,600718,东软集团,2016-03-31,20,-202,3369.70,-12488.09,63114.57,2.74
289,600716,凤凰股份,2016-03-31,5,-26,2301.73,-1430.16,18183.06,2.53
290,600715,文投控股,2016-03-31,9,-29,1351.68,-1582.45,55635.21,3.01
291,600713,南京医药,2016-03-31,3,-38,1913.77,-3857.30,14793.47,2.76
292,600708,光明地产,2016-03-31,5,-21,8686.13,-963.27,82257.67,11.57
293,600706,曲江文旅,2016-03-31,1,-39,279.89,-1547.66,5060.50,1.57
294,600705,中航资本,2016-03-31,2,-157,154.51,-10666.11,1922.16,0.02
295,600704,物产中大,2016-03-31,7,-64,214.91,-3660.25,2869.02,0.24
296,600703,三安光电,2016-03-31,54,-202,5974.57,-15084.71,117460.06,1.46
297,600702,沱牌舍得,2016-03-31,12,-27,1089.37,-1424.49,19260.11,3.23
298,600701,工大高新,2016-03-31,7,-78,531.55,-8744.88,9328.65,1.07
299,600699,均胜电子,2016-03-31,37,-110,1467.67,-3939.47,50208.85,2.13
300,600698,湖南天雁,2016-03-31,2,-7,2160.89,1050.82,12662.81,5.01
301,600697,欧亚集团,2016-03-31,4,-39,629.09,-582.60,19967.23,4.05
302,600695,绿庭投资,2016-03-31,1,0,27.92,7.92,285.34,0.08
303,600694,大商股份,2016-03-31,3,-95,25.38,-2353.15,999.45,0.09
304,600693,东百集团,2016-03-31,7,-4,2669.32,1547.52,38651.82,3.89
305,600690,青岛海尔,2016-03-31,7,-182,3312.29,-20849.45,28055.07,0.61
306,600689,上海三毛,2016-03-31,1,-8,16.47,-141.57,314.74,0.11
307,600688,上海石化,2016-03-31,26,-105,4425.95,-6294.93,30185.00,0.61
308,600687,刚泰控股,2016-03-31,14,-63,3824.44,-3935.07,68839.99,3.55
309,600686,金龙汽车,2016-03-31,7,-66,780.24,-3492.03,11524.21,1.76
310,600685,中船防务,2016-03-31,6,-65,312.67,-7608.15,9195.72,0.57
311,600683,京投发展,2016-03-31,6,-34,3845.49,-5260.34,35763.01,5.19
312,600682,南京新百,2016-03-31,6,-89,410.37,-5971.32,11301.48,0.57
313,600681,百川能源,2016-03-31,2,-22,40.02,-1743.04,445.38,0.12
314,600678,四川金顶,2016-03-31,1,-14,97.81,-3786.48,1354.67,0.28
315,600677,航天通信,2016-03-31,6,-35,3074.79,-9007.92,58789.97,7.38
316,600674,川投能源,2016-03-31,21,-141,4127.61,-14463.14,35291.03,0.94
317,600673,东阳光科,2016-03-31,28,-59,5091.59,-1684.66,43584.05,2.07
318,600668,尖峰集团,2016-03-31,3,-7,59.30,-62.14,799.36,0.17
319,600667,太极实业,2016-03-31,5,-34,261.59,-3854.94,1828.51,0.22
320,600666,奥瑞德,2016-03-31,7,-45,1477.92,-1056.38,45534.85,2.98
321,600664,哈药股份,2016-03-31,10,-84,790.03,-5427.91,8113.60,0.32
322,600663,陆家嘴,2016-03-31,11,-124,53.41,-2865.91,2062.25,0.02
323,600662,强生控股,2016-03-31,1,-39,48.01,-1648.33,653.35,0.05
324,600661,新南洋,2016-03-31,12,-64,2410.82,-1772.68,76736.55,13.29
325,600660,福耀玻璃,2016-03-31,15,-132,969.58,-6670.94,14437.10,0.48
326,600658,电子城,2016-03-31,1,-14,151.19,-383.72,1723.57,0.26
327,600657,信达地产,2016-03-31,3,-77,152.39,-2628.09,870.15,0.10
328,600655,豫园商城,2016-03-31,6,-64,42.37,-1887.18,544.49,0.03
329,600654,*ST中安,2016-03-31,41,-80,2167.60,-3644.77,51412.97,2.87
330,600651,飞乐音响,2016-03-31,21,-94,1473.21,-9627.63,21258.47,1.92
331,600650,锦江投资,2016-03-31,1,-18,63.24,-492.60,2414.65,0.16
332,600649,城投控股,2016-03-31,19,-105,3985.44,-1209.98,61056.95,1.65
333,600647,同达创业,2016-03-31,1,-23,53.09,-695.41,1386.59,0.38
