,code,name,date,nums,nlast,count,clast,amount,ratio
47,603555,贵人鸟,2017-03-31,10,-57,767.78,-1124.70,23201.42,1.25
48,603528,多伦科技,2017-03-31,4,-62,4.15,-192.34,258.09,0.07
49,603519,立霸股份,2017-03-31,1,-8,126.43,-388.49,3821.98,1.64
50,603518,维格娜丝,2017-03-31,3,-5,89.22,-79.88,3138.61,1.60
51,603515,欧普照明,2017-03-31,1,-59,112.88,-71.83,3888.72,1.95
52,603456,九洲药业,2017-03-31,6,-44,953.49,-3023.75,17143.70,6.66
53,603444,吉比特,2017-03-31,2,-4,1.00,0.40,319.47,0.06
54,603399,新华龙,2017-03-31,1,-10,8.50,-726.58,86.78,0.02
55,603398,邦宝益智,2017-03-31,1,-29,24.00,-1164.13,835.68,0.45
56,603377,东方时尚,2017-03-31,16,-52,2228.74,236.25,86831.88,18.93
57,603368,柳州医药,2017-03-31,9,-29,546.32,-544.37,40105.70,7.32
58,603366,日出东方,2017-03-31,9,-8,1827.84,-589.99,16688.18,2.28
59,603355,莱克电气,2017-03-31,14,-31,658.94,322.64,35655.34,9.88
60,603338,浙江鼎力,2017-03-31,22,-27,950.45,-79.75,53206.35,20.56
61,603333,明星电缆,2017-03-31,1,-2,80.61,53.94,705.34,0.16
62,603328,依顿电子,2017-03-31,14,-58,470.09,-1421.38,15889.10,4.80
63,603322,超讯通信,2017-03-31,2,-2,0.20,-100.30,25.16,0.01
64,603313,梦百合,2017-03-31,1,-71,20.00,-102.57,678.70,0.33
65,603308,应流股份,2017-03-31,10,-114,107.55,-3170.21,2014.41,0.27
66,603306,华懋科技,2017-03-31,10,-36,887.42,-1363.14,31414.78,12.03
67,603298,杭叉集团,2017-03-31,2,-1523,0.73,-547.26,19.69,0.01
68,603288,海天味业,2017-03-31,18,-36,508.88,-575.76,17713.96,0.45
69,603268,松发股份,2017-03-31,2,-28,45.51,-145.75,2237.19,1.11
70,603228,景旺电子,2017-03-31,1,-1035,0.35,-278.64,16.36,0.01
71,603227,雪峰科技,2017-03-31,1,-10,252.35,185.08,2770.75,0.60
72,603199,九华旅游,2017-03-31,5,-28,38.67,-288.85,1418.42,0.53
73,603198,迎驾贡酒,2017-03-31,4,-68,75.64,-791.26,1607.35,0.45
74,603186,华正新材,2017-03-31,3,-1049,156.79,-40.62,6613.46,4.85
75,603169,兰石重装,2017-03-31,4,-65,176.92,-905.90,2430.88,0.38
76,603168,莎普爱思,2017-03-31,2,-18,6.72,-130.09,260.00,0.07
77,603160,汇顶科技,2017-03-31,2,-58,20.01,-84.44,1897.00,0.44
78,603158,腾龙股份,2017-03-31,4,-7,1326.21,320.79,37040.96,12.83
79,603131,上海沪工,2017-03-31,3,-16,22.81,-24.06,1189.23,0.91
80,603128,华贸物流,2017-03-31,2,-33,1197.92,-2989.24,11116.68,1.47
81,603126,中材节能,2017-03-31,4,-16,681.04,-1782.72,8989.75,3.12
82,603123,翠微股份,2017-03-31,3,-37,259.22,-1724.26,2594.80,0.70
83,603118,共进股份,2017-03-31,1,-25,105.00,-340.13,3851.30,0.86
84,603111,康尼机电,2017-03-31,22,-70,3337.88,-3164.16,49564.79,8.70
85,603108,润达医疗,2017-03-31,22,-61,2284.09,-2044.30,73755.28,18.53
86,603100,川仪股份,2017-03-31,3,-17,65.49,-422.30,922.82,0.28
87,603085,天成自控,2017-03-31,12,-34,464.17,-533.89,23121.99,16.15
88,603077,和邦生物,2017-03-31,1,-57,1.59,-2303.18,8.20,0.00
89,603030,全筑股份,2017-03-31,6,-20,217.31,-781.45,6632.16,3.38
90,603027,千禾味业,2017-03-31,2,-15,0.16,-21.95,5.55,0.00
91,603020,爱普股份,2017-03-31,6,-46,378.94,-673.53,7048.27,1.96
92,603019,中科曙光,2017-03-31,4,-77,1224.43,-1533.45,32214.82,3.41
93,603018,中设集团,2017-03-31,25,-13,1031.69,109.06,37811.53,8.20
94,603017,中衡设计,2017-03-31,1,-13,110.41,-463.63,2209.33,0.92
95,603010,万盛股份,2017-03-31,1,-6,3.72,-70.60,150.99,0.04
96,603009,北特科技,2017-03-31,3,-10,499.71,-67.58,22797.68,13.74
97,603008,喜临门,2017-03-31,29,-63,6163.25,-200.45,124990.80,19.57
98,603006,联明股份,2017-03-31,3,-53,844.18,-630.58,27604.77,12.07
99,603005,晶方科技,2017-03-31,14,-43,866.94,516.61,29111.99,5.05
100,603001,奥康国际,2017-03-31,13,-77,1931.86,-969.61,43312.22,4.82
101,601998,中信银行,2017-03-31,71,-302,11889.44,-29694.10,79778.16,0.37
102,601997,贵阳银行,2017-03-31,32,-142,15529.11,2072.53,271604.19,31.06
103,601992,金隅股份,2017-03-31,3,-80,16.74,-13894.51,78.00,0.00
104,601991,大唐发电,2017-03-31,19,-19,2068.89,-295.95,10199.63,0.21
105,601989,中国重工,2017-03-31,80,-239,142546.72,-29393.31,1060547.62,7.76
106,601988,中国银行,2017-03-31,252,-173,109785.91,-70526.39,406207.87,0.52
107,601985,中国核电,2017-03-31,46,-177,3543.99,-12750.04,25729.37,0.84
108,601969,海南矿业,2017-03-31,9,-3,4329.39,3748.40,44765.88,5.04
109,601965,中国汽研,2017-03-31,11,-86,1204.50,-8083.59,12297.96,1.25
110,601958,金钼股份,2017-03-31,3,-110,56.60,-3101.85,439.78,0.02
111,601939,建设银行,2017-03-31,190,-178,37751.34,-33642.88,224242.94,3.94
112,601933,永辉超市,2017-03-31,67,-169,27138.72,-14040.97,149262.94,4.17
113,601928,凤凰传媒,2017-03-31,6,-159,309.98,-4297.37,3112.24,0.12
114,601919,中远海控,2017-03-31,31,-95,4619.21,-7590.23,27299.51,0.60
115,601908,京运通,2017-03-31,4,-111,5748.98,-6792.87,36391.04,2.88
116,601901,方正证券,2017-03-31,8,-189,959.36,-45459.91,7780.38,0.15
117,601900,南方传媒,2017-03-31,2,-28,40.90,-48.65,593.05,0.23
118,601899,紫金矿业,2017-03-31,60,-168,40359.07,-43854.21,136413.64,2.55
119,601898,中煤能源,2017-03-31,23,-89,12973.12,-4649.06,79265.75,1.42
120,601890,亚星锚链,2017-03-31,1,-17,143.66,-31.52,1415.05,0.15
121,601888,中国国旅,2017-03-31,61,-128,1497.70,-3659.49,84904.85,1.53
122,601886,江河集团,2017-03-31,10,-66,350.18,-2091.58,3823.94,0.30
123,601877,正泰电器,2017-03-31,16,-112,3616.28,2043.01,64520.80,2.73
124,601872,招商轮船,2017-03-31,4,-115,361.84,-7564.94,1964.79,0.08
125,601866,中远海发,2017-03-31,8,-112,4812.12,-6716.00,19874.04,0.61
126,601857,中国石油,2017-03-31,80,-273,12454.24,-18686.78,98014.88,0.08
127,601818,光大银行,2017-03-31,99,-318,57462.93,-101546.39,236172.63,1.44
128,601811,新华文轩,2017-03-31,2,-38,0.91,-16.96,19.82,0.01
129,601808,中海油服,2017-03-31,11,-70,597.50,-2079.89,7558.39,0.20
130,601801,皖新传媒,2017-03-31,2,-109,1459.18,-4373.54,22189.51,0.80
131,601800,中国交建,2017-03-31,75,-214,5820.53,-8562.32,104245.72,0.50
132,601799,星宇股份,2017-03-31,7,-71,1001.74,-849.20,37915.81,4.18
133,601789,宁波建工,2017-03-31,1,-21,29.67,-3038.97,204.46,0.03
134,601788,光大证券,2017-03-31,5,-245,152.88,-23894.14,2342.12,0.04
135,601777,力帆股份,2017-03-31,1,-57,1175.41,-3134.11,10390.64,0.95
136,601766,中国中车,2017-03-31,103,-205,19603.80,-21790.94,200742.89,0.86
137,601727,上海电气,2017-03-31,51,-143,14575.31,-8554.87,122481.62,1.48
138,601717,郑煤机,2017-03-31,28,-94,14911.77,-3331.88,127942.95,10.82
139,601700,风范股份,2017-03-31,2,-12,1.06,-388.81,8.98,0.00
140,601699,潞安环能,2017-03-31,41,-172,11871.87,-17567.04,105303.47,3.97
141,601689,拓普集团,2017-03-31,23,-150,2009.08,-2536.78,65475.87,11.77
142,601688,华泰证券,2017-03-31,94,-329,39534.24,-11398.77,664570.51,7.26
143,601678,滨化股份,2017-03-31,6,-62,339.16,-3059.33,2445.33,0.29
144,601677,明泰铝业,2017-03-31,14,-69,2048.07,-1537.77,28754.92,4.29
145,601669,中国电建,2017-03-31,17,-170,3054.98,-23128.44,23462.25,0.32
146,601668,中国建筑,2017-03-31,246,-130,82666.42,-13945.30,760531.04,2.78
147,601666,平煤股份,2017-03-31,13,-23,6610.83,378.82,39202.25,2.80
148,601636,旗滨集团,2017-03-31,6,-73,283.89,-9755.31,1254.79,0.11
149,601633,长城汽车,2017-03-31,31,-167,4048.43,-7472.77,50929.25,0.67
150,601628,中国人寿,2017-03-31,104,-229,12394.41,-8009.11,313578.55,0.60
151,601618,中国中冶,2017-03-31,13,-147,6952.03,-19923.69,29196.01,0.43
152,601616,广电电气,2017-03-31,1,-4,180.00,-280.55,1056.60,0.19
153,601611,中国核建,2017-03-31,12,-107,1149.90,-2752.16,19709.20,2.19
154,601608,中信重工,2017-03-31,3,-90,353.98,-2824.89,2053.08,0.08
155,601607,上海医药,2017-03-31,194,-207,15591.60,-10116.00,363440.10,8.11
156,601601,中国太保,2017-03-31,112,-209,9191.74,-5727.88,252037.46,1.46
157,601600,中国铝业,2017-03-31,55,-188,15795.82,-64748.96,73450.57,1.44
158,601599,鹿港文化,2017-03-31,2,-48,307.52,-2615.53,2533.96,0.36
159,601595,上海电影,2017-03-31,1,-85,29.00,-1045.12,1011.81,0.31
160,601588,北辰实业,2017-03-31,6,-53,1344.92,-10165.63,7114.63,0.51
161,601567,三星医疗,2017-03-31,6,-28,1932.16,-1446.50,23050.64,1.90
162,601566,九牧王,2017-03-31,10,-49,2681.62,-892.64,45560.72,4.67
163,601555,东吴证券,2017-03-31,15,-245,1173.08,-33181.77,14487.59,0.41
164,601518,吉林高速,2017-03-31,2,-7,526.29,-112.25,2273.59,0.43
165,601515,东风股份,2017-03-31,5,-36,309.52,-1211.74,3791.65,0.28
166,601398,工商银行,2017-03-31,384,-116,158028.04,-34553.84,764855.73,0.59
167,601390,中国中铁,2017-03-31,78,-210,28020.33,-17844.87,246859.11,1.53
168,601388,怡球资源,2017-03-31,1,-15,750.00,-3947.57,3045.00,0.37
169,601377,兴业证券,2017-03-31,56,-247,50085.14,-15542.20,383652.18,7.48
170,601375,中原证券,2017-03-31,6,-1859,16.02,-4592.02,186.76,0.02
171,601369,陕鼓动力,2017-03-31,4,-20,11.16,-134.36,84.34,0.01
172,601339,百隆东方,2017-03-31,1,-49,29.52,-2616.31,184.21,0.02
173,601336,新华保险,2017-03-31,90,-265,2444.13,-5355.63,103118.01,1.17
174,601333,广深铁路,2017-03-31,19,-173,4213.45,-22585.15,21909.93,0.75
175,601328,交通银行,2017-03-31,349,-92,206465.37,-24333.58,1286279.26,5.26
176,601318,中国平安,2017-03-31,542,-9,50174.27,-795.40,1856949.72,4.64
177,601311,骆驼股份,2017-03-31,5,-105,92.41,-3756.79,1472.09,0.11
178,601288,农业银行,2017-03-31,318,-86,273686.45,-32094.13,914112.76,0.93
179,601258,庞大集团,2017-03-31,14,-97,1454.22,-11431.44,4188.15,0.22
180,601238,广汽集团,2017-03-31,4,-36,363.15,-359.92,9536.41,0.09
181,601233,桐昆股份,2017-03-31,31,-189,2963.02,-8706.24,45304.51,3.07
182,601231,环旭电子,2017-03-31,5,-110,400.23,-1249.90,4930.78,0.18
183,601229,上海银行,2017-03-31,20,-107,485.94,-1590.37,11652.91,0.81
184,601225,陕西煤业,2017-03-31,47,-141,17751.44,-1219.43,109703.90,1.78
185,601222,林洋能源,2017-03-31,2,-48,1037.81,-2031.88,7814.74,0.60
186,601211,国泰君安,2017-03-31,70,-234,48307.24,-9910.86,881607.11,10.21
187,601199,江南水务,2017-03-31,2,-67,1706.14,-2403.51,13836.79,1.82
188,601198,东兴证券,2017-03-31,14,-227,79.45,-13111.82,1461.16,0.09
189,601186,中国铁建,2017-03-31,129,-201,28398.02,-10107.09,368890.27,2.47
190,601179,中国西电,2017-03-31,16,-61,4068.15,-4050.15,25914.11,0.79
191,601169,北京银行,2017-03-31,121,-272,37038.88,-42860.79,355943.64,2.44
192,601168,西部矿业,2017-03-31,15,-67,236.19,-2591.15,1854.20,0.10
193,601166,兴业银行,2017-03-31,378,-157,90962.91,-14124.86,1474508.78,4.77
194,601163,三角轮胎,2017-03-31,2,-49,0.96,-121.95,29.24,0.00
195,601155,新城控股,2017-03-31,49,-140,4325.61,-3463.91,66527.86,6.14
196,601139,深圳燃气,2017-03-31,5,-55,45.33,-5265.93,412.02,0.02
197,601137,博威合金,2017-03-31,1,-48,861.61,-2288.41,10942.41,2.00
198,601127,小康股份,2017-03-31,5,-78,18.21,-370.39,435.22,0.13
199,601118,海南橡胶,2017-03-31,3,-182,227.18,-11954.71,1567.56,0.06
200,601117,中国化学,2017-03-31,46,-80,9877.13,-3658.60,86424.91,2.00
201,601111,中国国航,2017-03-31,75,-130,22784.71,8835.05,187630.34,2.67
202,601107,四川成渝,2017-03-31,7,-22,486.94,-794.09,2619.73,0.23
203,601106,*ST一重,2017-03-31,1,-49,38.81,-3857.65,163.78,0.01
204,601101,昊华能源,2017-03-31,3,-20,1144.19,-1652.62,7986.42,0.95
205,601100,恒立液压,2017-03-31,9,-39,4241.50,-1643.99,67609.47,6.73
206,601099,太平洋,2017-03-31,3,-141,240.72,-67512.07,1114.54,0.04
207,601098,中南传媒,2017-03-31,57,-152,8848.62,-2588.37,159009.68,4.93
208,601088,中国神华,2017-03-31,74,-262,17128.52,-9076.17,331608.16,1.04
209,601069,西部黄金,2017-03-31,12,-38,1954.67,-1503.73,41888.63,10.30
210,601058,赛轮金宇,2017-03-31,6,-53,2625.58,-11741.42,10738.62,1.16
211,601021,春秋航空,2017-03-31,18,-129,431.74,-2124.75,14998.80,2.16
212,601020,华钰矿业,2017-03-31,3,-26,54.60,-26.75,1809.44,0.19
213,601018,宁波港,2017-03-31,2,-134,43.65,-12957.67,239.66,0.00
214,601016,节能风电,2017-03-31,1,-71,17.93,-1709.99,156.35,0.01
215,601012,隆基股份,2017-03-31,72,-135,16285.22,-2187.15,257560.18,9.27
216,601009,南京银行,2017-03-31,159,-340,23649.37,-28757.81,284265.45,4.10
217,601008,连云港,2017-03-31,6,-7,394.92,-295.88,3273.89,0.39
218,601006,大秦铁路,2017-03-31,149,-243,49987.24,-26382.73,378403.43,3.36
219,601005,*ST重钢,2017-03-31,27,-29,1181.39,-2232.23,2977.20,0.30
220,601002,晋亿实业,2017-03-31,4,-73,46.23,-1590.45,491.88,0.06
221,601001,大同煤业,2017-03-31,3,-73,298.80,-4663.35,1837.62,0.18
222,601000,唐山港,2017-03-31,4,-94,4035.00,-4785.00,17590.56,1.00
223,600999,招商证券,2017-03-31,42,-263,22082.75,-7696.23,359286.31,4.68
224,600998,九州通,2017-03-31,48,-106,3226.86,-6027.37,62955.95,1.98
225,600997,开滦股份,2017-03-31,5,-44,2404.20,-8976.40,15915.80,1.95
226,600996,贵广网络,2017-03-31,2,-1068,1.35,-1243.49,22.15,0.01
227,600993,马应龙,2017-03-31,10,-100,1579.79,-4225.59,34850.23,3.67
228,600990,四创电子,2017-03-31,23,-90,1780.94,-4186.61,122795.68,13.03
229,600988,赤峰黄金,2017-03-31,2,-50,2234.49,-2552.13,32288.45,3.66
230,600987,航民股份,2017-03-31,17,-55,1473.04,-2563.16,19753.49,2.32
231,600986,科达股份,2017-03-31,5,-45,234.73,-757.55,3856.69,0.52
232,600985,雷鸣科化,2017-03-31,10,-2,1915.90,1861.20,31190.88,7.29
233,600984,建设机械,2017-03-31,2,-58,23.51,-4480.49,262.14,0.05
234,600983,惠而浦,2017-03-31,5,-15,236.46,120.67,2494.69,0.44
235,600979,广安爱众,2017-03-31,5,-10,11.06,-43.88,87.60,0.02
236,600978,宜华生活,2017-03-31,7,-113,194.49,-5032.09,2209.37,0.13
237,600977,中国电影,2017-03-31,32,-55,2405.25,466.02,56619.54,5.15
238,600976,健民集团,2017-03-31,16,-76,2092.91,-1947.88,65110.34,13.65
239,600973,宝胜股份,2017-03-31,3,-37,153.66,-781.62,1390.59,0.17
240,600971,恒源煤电,2017-03-31,9,-70,1193.11,-2278.21,10487.46,1.19
241,600970,中材国际,2017-03-31,32,-93,1394.06,-11492.44,14916.44,0.83
242,600969,郴电国际,2017-03-31,4,-33,1147.92,-679.25,18722.62,4.34
243,600967,内蒙一机,2017-03-31,32,-102,7783.02,-9783.01,117757.09,9.46
244,600966,博汇纸业,2017-03-31,37,16,2937.15,779.58,15067.59,2.20
245,600965,福成股份,2017-03-31,3,-26,65.02,-487.22,861.48,0.12
246,600963,岳阳林纸,2017-03-31,27,-91,10134.95,-8364.46,88782.16,9.72
247,600961,株冶集团,2017-03-31,10,-33,1116.09,-2945.25,12310.46,2.12
248,600960,渤海活塞,2017-03-31,2,-31,1895.86,1468.79,15925.23,3.61
249,600959,江苏有线,2017-03-31,2,-125,32.57,-5788.53,339.66,0.02
250,600958,东方证券,2017-03-31,38,-193,30977.59,-6461.09,454751.00,9.91
251,600926,杭州银行,2017-03-31,7,-56,217.37,131.60,4934.30,0.83
252,600919,江苏银行,2017-03-31,19,-65,1588.65,-5455.47,15886.53,1.38
253,600917,重庆燃气,2017-03-31,2,-37,3.16,-254.46,38.33,0.02
254,600909,华安证券,2017-03-31,5,-145,12.19,-394.97,139.93,0.02
255,600908,无锡银行,2017-03-31,2,-42,9.60,-51.43,134.50,0.05
256,600900,长江电力,2017-03-31,227,-210,19479.08,-15001.14,258487.37,2.00
257,600897,厦门空港,2017-03-31,4,-43,1238.60,-218.73,31955.98,4.16
258,600896,览海投资,2017-03-31,1,-13,600.00,-1630.91,6366.00,1.04
259,600895,张江高科,2017-03-31,2,-121,160.00,-3453.11,2760.00,0.10
260,600894,广日股份,2017-03-31,16,-123,291.01,-4151.34,3917.02,0.34
261,600893,航发动力,2017-03-31,35,-175,21763.87,-4267.73,732789.43,15.92
262,600892,大晟文化,2017-03-31,1,-18,2.49,-50.77,139.37,0.04
263,600889,南京化纤,2017-03-31,6,-40,291.91,-1807.11,3643.03,0.95
264,600888,新疆众和,2017-03-31,4,-16,826.86,390.39,7863.43,1.29
265,600887,伊利股份,2017-03-31,366,-145,64306.73,-2129.86,1216040.17,10.66
266,600886,国投电力,2017-03-31,65,-159,12734.50,-3722.27,95890.78,1.88
267,600885,宏发股份,2017-03-31,55,-87,4692.44,-3631.50,170429.32,8.82
268,600884,杉杉股份,2017-03-31,22,-79,2636.40,-1821.57,43447.87,3.21
269,600883,博闻科技,2017-03-31,2,-28,203.47,-962.14,2897.37,0.86
270,600882,广泽股份,2017-03-31,1,-58,1290.20,-7378.32,13495.51,3.23
271,600881,亚泰集团,2017-03-31,11,-55,1159.13,-3469.37,6966.37,0.61
272,600879,航天电子,2017-03-31,41,-102,23789.14,-4728.37,420766.51,29.82
273,600876,洛阳玻璃,2017-03-31,3,-20,39.94,-512.58,914.62,0.15
274,600875,东方电气,2017-03-31,10,-155,1733.55,-6701.62,17387.54,0.87
275,600873,梅花生物,2017-03-31,83,-139,11202.55,-5461.66,82002.67,3.64
276,600872,中炬高新,2017-03-31,27,-117,3560.76,-5533.98,56865.40,4.47
277,600871,石化油服,2017-03-31,5,-107,1012.73,-7519.71,3706.60,0.36
278,600867,通化东宝,2017-03-31,87,-184,20137.47,-6924.85,408790.73,14.77
279,600865,百大集团,2017-03-31,4,-11,610.00,491.51,7564.02,1.62
280,600864,哈投股份,2017-03-31,8,-48,6677.12,-1017.83,65044.44,12.22
281,600863,内蒙华电,2017-03-31,2,-69,546.74,-5629.50,1831.58,0.09
282,600862,中航高科,2017-03-31,2,-58,42.00,-8945.66,494.32,0.05
283,600861,北京城乡,2017-03-31,3,-30,73.92,-1266.19,1060.01,0.23
284,600859,王府井,2017-03-31,14,-81,644.98,-918.35,10806.99,1.07
285,600858,银座股份,2017-03-31,1,-49,26.00,-3899.10,243.10,0.05
286,600856,中天能源,2017-03-31,9,-121,7399.68,-8973.32,81544.49,9.60
287,600855,航天长峰,2017-03-31,21,-53,3915.48,-7749.64,111469.85,11.86
288,600853,龙建股份,2017-03-31,2,-30,291.92,-1095.60,2101.82,0.54
289,600851,海欣股份,2017-03-31,6,-61,648.22,-2174.43,7409.20,0.88
290,600850,华东电脑,2017-03-31,11,-97,248.03,-1448.23,5794.09,0.59
291,600848,上海临港,2017-03-31,4,-26,13.80,-1674.42,271.58,0.03
292,600845,宝信软件,2017-03-31,7,-50,506.29,-552.74,8996.70,0.97
293,600837,海通证券,2017-03-31,85,-177,82620.46,-11503.49,1206258.68,10.21
294,600835,上海机电,2017-03-31,23,-129,654.08,-3493.51,14147.67,0.81
295,600834,申通地铁,2017-03-31,4,-30,263.71,-859.84,3889.74,0.55
296,600833,第一医药,2017-03-31,2,-25,115.29,-855.52,2416.41,0.52
297,600831,广电网络,2017-03-31,3,-81,534.47,-1820.22,6696.91,0.95
298,600829,人民同泰,2017-03-31,3,-21,996.34,-2567.61,14367.17,1.72
299,600827,百联股份,2017-03-31,17,-132,536.58,-7002.63,8671.10,0.35
300,600826,兰生股份,2017-03-31,6,-94,241.46,-2099.30,6219.90,0.57
301,600825,新华传媒,2017-03-31,2,-62,4.34,-1793.26,36.15,0.00
302,600823,世茂股份,2017-03-31,6,-93,5209.82,-2314.16,37979.57,1.94
303,600822,上海物贸,2017-03-31,1,-11,20.00,-276.68,339.80,0.05
304,600821,津劝业,2017-03-31,1,-22,50.00,-346.01,499.50,0.12
305,600820,隧道股份,2017-03-31,44,-253,5756.04,-26062.02,60150.60,1.83
306,600816,安信信托,2017-03-31,10,-180,1096.06,-5604.70,12429.34,0.44
307,600815,*ST厦工,2017-03-31,2,-11,20.00,-141.50,142.40,0.02
308,600812,华北制药,2017-03-31,1,-29,53.13,-429.36,325.69,0.03
309,600811,东方集团,2017-03-31,3,-74,615.67,-1898.19,4340.47,0.37
310,600809,山西汾酒,2017-03-31,40,-114,3134.98,-2801.79,91823.54,3.62
311,600808,马钢股份,2017-03-31,13,-76,4945.80,-7006.92,16123.30,0.83
312,600807,天业股份,2017-03-31,2,-22,743.64,-606.84,10209.22,1.14
313,600805,悦达投资,2017-03-31,1,-63,32.39,-1974.69,273.37,0.04
314,600804,鹏博士,2017-03-31,17,-139,5020.02,-4896.24,99045.03,3.61
315,600803,新奥股份,2017-03-31,36,-88,6879.54,-3360.93,99409.42,6.98
316,600801,华新水泥,2017-03-31,4,-80,220.31,-2501.60,2183.23,0.23
317,600798,宁波海运,2017-03-31,6,-38,520.91,-2795.74,3896.44,0.51
318,600797,浙大网新,2017-03-31,1,-38,1765.00,-5418.01,24145.20,2.12
319,600795,国电电力,2017-03-31,26,-178,20862.77,-38333.38,68012.64,1.06
320,600794,保税科技,2017-03-31,9,-48,2317.05,-3320.06,12604.73,2.10
321,600792,云煤能源,2017-03-31,2,-24,2900.01,-1277.43,15805.05,2.93
322,600791,京能置业,2017-03-31,1,-18,66.58,-1823.29,520.02,0.15
323,600787,中储股份,2017-03-31,9,-122,1090.76,-13152.26,9511.46,0.59
324,600784,鲁银投资,2017-03-31,5,-12,464.68,-1266.04,4028.78,0.82
325,600783,鲁信创投,2017-03-31,1,-121,4.20,-1506.50,95.63,0.01
326,600782,新钢股份,2017-03-31,10,-62,4020.85,-11859.34,14957.56,1.44
327,600779,水井坊,2017-03-31,34,-49,4162.68,-180.03,102318.68,8.52
328,600777,新潮能源,2017-03-31,1,-28,529.76,-6332.16,1801.18,0.22
329,600775,南京熊猫,2017-03-31,6,-24,187.00,-1363.98,2791.91,0.28
330,600773,西藏城投,2017-03-31,1,-67,23.73,-3046.94,341.47,0.03
331,600771,广誉远,2017-03-31,16,-36,1099.09,-1542.41,43743.70,4.51
332,600768,宁波富邦,2017-03-31,1,-11,99.73,-523.07,1932.76,0.75
333,600764,中电广通,2017-03-31,3,-22,261.40,-285.00,7991.00,1.70
