,code,name,date,nums,nlast,count,clast,amount,ratio
334,600763,通策医疗,2017-03-31,12,-97,1910.18,-5543.92,52625.35,5.96
335,600761,安徽合力,2017-03-31,15,-63,1416.67,-4245.84,20626.75,2.30
336,600760,中航黑豹,2017-03-31,9,-6,1739.07,-839.83,58067.47,5.04
337,600759,洲际油气,2017-03-31,10,-203,5508.39,-24652.84,44012.03,3.48
338,600757,长江传媒,2017-03-31,2,-105,288.09,-3796.49,2399.77,0.24
339,600755,厦门国贸,2017-03-31,12,-134,459.15,-6195.57,4173.67,0.28
340,600754,锦江股份,2017-03-31,13,-108,376.36,-2552.67,10869.33,0.84
341,600751,天海投资,2017-03-31,11,-57,3976.90,1300.41,31775.47,2.02
342,600750,江中药业,2017-03-31,35,-81,1976.51,-480.27,71391.70,6.59
343,600745,中茵股份,2017-03-31,2,-34,47.32,-518.28,983.78,0.10
344,600744,华银电力,2017-03-31,4,-12,245.66,-950.99,1513.27,0.30
345,600743,华远地产,2017-03-31,2,-74,707.58,-4858.85,3212.43,0.30
346,600742,一汽富维,2017-03-31,13,-64,1319.86,-2963.77,23189.97,3.12
347,600741,华域汽车,2017-03-31,94,-208,8427.02,-12378.57,153456.11,2.94
348,600739,辽宁成大,2017-03-31,28,-115,7472.04,-3317.36,132031.02,5.48
349,600737,中粮糖业,2017-03-31,7,-194,602.58,-13917.69,6778.98,0.46
350,600736,苏州高新,2017-03-31,4,-122,62.61,-3421.31,529.68,0.05
351,600735,新华锦,2017-03-31,8,-8,1111.92,-339.79,22321.14,2.96
352,600731,湖南海利,2017-03-31,7,-15,1211.17,-926.16,12620.39,3.71
353,600730,中国高科,2017-03-31,1,-24,24.00,-437.65,275.52,0.04
354,600729,重庆百货,2017-03-31,3,-106,128.52,-1085.51,3414.72,0.32
355,600728,佳都科技,2017-03-31,4,-36,401.12,-3251.70,3501.80,0.30
356,600723,首商股份,2017-03-31,4,-32,1642.36,-1387.31,16029.41,2.50
357,600721,百花村,2017-03-31,2,-9,30.00,-389.64,519.00,0.12
358,600719,大连热电,2017-03-31,2,-7,30.22,-203.22,284.67,0.07
359,600718,东软集团,2017-03-31,47,-142,3510.24,-4360.77,67747.55,2.85
360,600717,天津港,2017-03-31,16,-103,6380.41,2844.97,75033.66,3.81
361,600715,文投控股,2017-03-31,6,-38,1903.84,-3248.03,42113.00,4.24
362,600713,南京医药,2017-03-31,2,-64,204.19,-8959.08,1570.24,0.29
363,600708,光明地产,2017-03-31,6,-50,4302.18,-3905.65,37945.21,5.73
364,600706,曲江文旅,2017-03-31,2,-23,398.74,-291.97,7711.54,2.24
365,600705,中航资本,2017-03-31,5,-175,231.67,-17142.71,1424.77,0.03
366,600704,物产中大,2017-03-31,2,-134,60.00,-5599.13,638.40,0.07
367,600703,三安光电,2017-03-31,153,-115,20697.26,-3146.28,330949.23,5.07
368,600702,沱牌舍得,2017-03-31,11,-56,948.80,-2406.76,24763.71,2.81
369,600699,均胜电子,2017-03-31,27,-119,2394.40,-3209.04,77189.99,3.47
370,600697,欧亚集团,2017-03-31,11,-33,476.37,-898.52,15696.27,3.07
371,600693,东百集团,2017-03-31,17,-26,11108.22,-943.70,147739.27,16.21
372,600691,阳煤化工,2017-03-31,9,-81,5161.89,-16882.64,16466.43,2.94
373,600690,青岛海尔,2017-03-31,80,-135,16940.54,-3375.67,206335.79,3.11
374,600689,上海三毛,2017-03-31,1,-12,46.57,-402.48,725.52,0.31
375,600688,上海石化,2017-03-31,31,-173,4101.36,-9270.37,26248.68,0.56
376,600687,刚泰控股,2017-03-31,2,-79,668.05,-3387.78,8811.52,0.62
377,600686,金龙汽车,2017-03-31,31,-81,2265.51,-7367.58,33189.66,5.12
378,600685,中船防务,2017-03-31,19,-157,376.80,-12793.28,12596.26,0.69
379,600684,珠江实业,2017-03-31,1,-26,21.03,-814.12,167.80,0.03
380,600683,京投发展,2017-03-31,4,-45,117.30,-7398.37,977.08,0.16
381,600682,南京新百,2017-03-31,10,-63,1956.04,-1848.68,71591.08,2.69
382,600681,百川能源,2017-03-31,9,-23,3492.18,-872.29,57272.20,10.67
383,600678,四川金顶,2017-03-31,1,-5,97.81,-396.95,1379.12,0.28
384,600677,航天通信,2017-03-31,8,-50,3374.63,-12097.38,59865.94,8.10
385,600676,交运股份,2017-03-31,4,-20,2923.89,-2107.89,25154.15,3.39
386,600674,川投能源,2017-03-31,51,-158,9851.20,-10032.72,89153.37,2.24
387,600673,东阳光科,2017-03-31,16,-66,868.19,-1786.00,6094.28,0.35
388,600667,太极实业,2017-03-31,11,-60,2952.01,-6153.84,21343.03,2.48
389,600666,奥瑞德,2017-03-31,1,-105,276.22,-2364.07,7805.92,0.56
390,600665,天地源,2017-03-31,3,-29,36.84,-3692.01,201.15,0.04
391,600664,哈药股份,2017-03-31,39,-81,4485.76,-5774.06,34136.60,1.80
392,600663,陆家嘴,2017-03-31,12,-148,2930.84,-4141.29,67409.26,1.20
393,600662,强生控股,2017-03-31,3,-37,410.75,-3177.07,4103.41,0.39
394,600661,新南洋,2017-03-31,10,-83,1734.35,-1886.79,45700.03,9.56
395,600660,福耀玻璃,2017-03-31,97,-129,8450.14,-1569.08,191057.73,4.22
396,600658,电子城,2017-03-31,1,-23,245.04,-1698.83,3162.26,0.42
397,600657,信达地产,2017-03-31,9,-64,652.98,-1136.29,3839.51,0.43
398,600655,豫园商城,2017-03-31,12,-86,366.23,-1804.44,4182.32,0.25
399,600654,*ST中安,2017-03-31,5,-78,549.75,-1042.08,9581.64,0.73
400,600651,飞乐音响,2017-03-31,1,-110,4.00,-5319.45,41.32,0.01
401,600649,城投控股,2017-03-31,21,-95,1893.62,-6015.70,34672.12,0.78
402,600648,外高桥,2017-03-31,1,-114,45.62,-2910.57,895.52,0.05
403,600645,中源协和,2017-03-31,12,-72,401.03,-641.62,10701.65,1.13
404,600643,爱建集团,2017-03-31,56,-167,12338.19,-13249.99,165208.42,8.60
405,600642,申能股份,2017-03-31,11,-83,2740.92,-21150.85,17158.17,0.60
406,600639,浦东金桥,2017-03-31,4,-98,165.98,-3082.12,2921.29,0.24
407,600637,东方明珠,2017-03-31,73,-244,1910.93,-6176.17,43072.46,0.88
408,600635,大众公用,2017-03-31,4,-72,1787.23,-1200.43,11420.38,0.74
409,600634,富控互动,2017-03-31,5,-28,113.00,-997.69,2354.92,0.20
410,600633,浙数文化,2017-03-31,11,-71,1005.78,-1037.12,20015.12,0.85
411,600630,龙头股份,2017-03-31,1,-30,16.00,-795.06,230.56,0.04
412,600629,华建集团,2017-03-31,5,-33,155.99,-1498.20,3023.08,0.45
413,600626,申达股份,2017-03-31,1,-26,28.95,-691.79,323.95,0.04
414,600622,嘉宝集团,2017-03-31,29,-46,7288.78,-2183.58,128775.79,14.17
415,600617,国新能源,2017-03-31,4,-37,911.08,-1557.16,9821.42,1.01
416,600616,金枫酒业,2017-03-31,2,-36,23.84,-2374.56,295.38,0.05
417,600615,丰华股份,2017-03-31,1,-9,7.68,-497.53,135.86,0.04
418,600614,鹏起科技,2017-03-31,10,-69,1716.14,-3547.08,23974.50,1.45
419,600612,老凤祥,2017-03-31,10,-60,135.92,-1095.17,5352.53,0.43
420,600611,大众交通,2017-03-31,1,-66,11.63,-1436.30,72.34,0.01
421,600606,绿地控股,2017-03-31,10,-148,9065.63,-11874.09,72253.03,2.81
422,600604,市北高新,2017-03-31,1,-44,0.11,-3347.96,2.04,0.00
423,600603,广汇物流,2017-03-31,1,-6,287.69,-294.02,4778.53,1.48
424,600602,云赛智联,2017-03-31,11,-43,610.28,-1357.27,5752.10,0.69
425,600600,青岛啤酒,2017-03-31,18,-142,531.85,-1864.12,17423.39,0.76
426,600598,北大荒,2017-03-31,5,-107,1754.93,-7479.88,19795.60,0.99
427,600597,光明乳业,2017-03-31,12,-144,1468.62,-6624.40,19092.00,1.20
428,600596,新安股份,2017-03-31,12,-118,4477.91,-7455.88,44868.63,6.59
429,600595,中孚实业,2017-03-31,2,-38,458.95,-4338.18,2492.10,0.26
430,600594,益佰制药,2017-03-31,29,-116,5376.98,-9324.05,94849.85,6.79
431,600593,大连圣亚,2017-03-31,6,-42,703.69,-511.87,23749.40,7.65
432,600590,泰豪科技,2017-03-31,8,-33,4306.44,-3606.57,75204.96,8.21
433,600589,广东榕泰,2017-03-31,4,-31,1238.82,-1012.69,10480.40,1.98
434,600588,用友网络,2017-03-31,3,-138,1586.07,-3815.08,28216.15,1.09
435,600587,新华医疗,2017-03-31,5,-103,2808.25,-1732.49,67819.18,6.96
436,600586,金晶科技,2017-03-31,8,-85,1348.72,-3193.08,6784.08,0.95
437,600585,海螺水泥,2017-03-31,41,-229,4619.35,-7654.99,95805.32,1.15
438,600584,长电科技,2017-03-31,109,-147,19151.58,-4798.78,361581.78,19.45
439,600583,海油工程,2017-03-31,16,-133,2272.36,-6645.43,17338.11,0.51
440,600582,天地科技,2017-03-31,12,-125,533.57,-14946.64,3020.02,0.19
441,600581,八一钢铁,2017-03-31,8,7,851.58,845.10,7051.06,1.11
442,600579,天华院,2017-03-31,13,-13,1031.16,-1013.86,15562.06,2.78
443,600578,京能电力,2017-03-31,10,-30,420.31,-2216.01,1866.18,0.09
444,600575,皖江物流,2017-03-31,1,-51,2793.00,-4638.03,14942.55,1.15
445,600572,康恩贝,2017-03-31,4,-150,3681.58,-15394.90,24519.34,1.83
446,600571,信雅达,2017-03-31,1,-64,9.00,-1017.03,164.83,0.02
447,600570,恒生电子,2017-03-31,18,-169,1126.13,-3075.53,47578.81,1.82
448,600569,安阳钢铁,2017-03-31,2,-41,224.86,-6628.67,753.28,0.09
449,600568,中珠医疗,2017-03-31,6,-25,1288.96,486.28,26088.50,2.31
450,600567,山鹰纸业,2017-03-31,3,-105,2258.84,-25198.95,7928.53,0.60
451,600566,济川药业,2017-03-31,62,-85,2909.48,-3738.45,98020.27,3.59
452,600565,迪马股份,2017-03-31,4,-108,5075.89,-10611.18,33653.13,2.16
453,600563,法拉电子,2017-03-31,23,-75,1591.36,68.10,65675.44,7.07
454,600562,国睿科技,2017-03-31,21,-92,1152.51,-8262.74,36592.12,3.52
455,600559,老白干酒,2017-03-31,6,-44,1196.33,-1139.96,30207.62,3.42
456,600557,康缘药业,2017-03-31,14,-140,2989.90,-5355.34,51934.53,6.76
457,600552,凯盛科技,2017-03-31,1,-24,24.94,-448.69,409.51,0.07
458,600551,时代出版,2017-03-31,4,-75,814.45,-926.12,16005.38,1.61
459,600549,厦门钨业,2017-03-31,11,-131,1765.61,-2515.04,38013.66,1.99
460,600548,深高速,2017-03-31,5,-48,184.27,-1574.09,1592.09,0.13
461,600547,山东黄金,2017-03-31,89,-261,6161.21,-6337.16,220448.27,4.33
462,600545,新疆城建,2017-03-31,1,-52,5.14,-1020.90,69.60,0.01
463,600537,亿晶光电,2017-03-31,2,-89,89.16,-2739.03,631.25,0.08
464,600536,中国软件,2017-03-31,3,-90,130.86,-1708.28,3054.27,0.26
465,600535,天士力,2017-03-31,55,-178,3567.10,-4105.77,142505.52,3.45
466,600533,栖霞建设,2017-03-31,1,-17,391.94,-581.71,2018.49,0.37
467,600531,豫光金铅,2017-03-31,7,-33,6785.27,-2847.77,52981.36,7.66
468,600530,交大昂立,2017-03-31,1,-27,26.02,-1058.97,174.88,0.03
469,600529,山东药玻,2017-03-31,10,-96,2025.55,-4838.91,38242.41,7.87
470,600528,中铁工业,2017-03-31,21,-65,1124.72,-3910.05,18005.82,0.77
471,600527,江南高纤,2017-03-31,4,-55,3776.90,-8970.70,22132.63,4.71
472,600525,长园集团,2017-03-31,42,-116,5557.82,-6339.40,84089.89,4.57
473,600522,中天科技,2017-03-31,44,-142,8164.68,-5998.53,92210.50,3.59
474,600521,华海药业,2017-03-31,33,-155,4168.84,-9871.76,91714.52,4.07
475,600520,中发科技,2017-03-31,8,-11,1102.62,-362.59,23441.76,6.96
476,600519,贵州茅台,2017-03-31,559,-130,4907.93,-907.66,1896228.22,3.91
477,600518,康美药业,2017-03-31,143,-190,24630.05,-13072.74,464522.70,5.60
478,600517,置信电气,2017-03-31,2,-102,3400.37,-3215.94,32439.52,2.73
479,600513,联环药业,2017-03-31,1,-43,9.13,-2070.35,141.97,0.03
480,600511,国药股份,2017-03-31,71,-131,2607.03,-4637.00,87439.66,9.39
481,600510,黑牡丹,2017-03-31,1,-49,156.89,-2876.66,1446.48,0.20
482,600509,天富能源,2017-03-31,2,-28,642.88,-653.03,5850.22,0.71
483,600508,上海能源,2017-03-31,7,-36,745.52,-1042.86,8513.87,1.03
484,600507,方大特钢,2017-03-31,8,-63,814.24,-4377.79,5919.51,0.61
485,600503,华丽家族,2017-03-31,1,-77,39.31,-2744.59,298.76,0.03
486,600502,安徽水利,2017-03-31,21,-73,3858.61,-10800.83,36926.88,4.27
487,600501,航天晨光,2017-03-31,2,-67,279.81,-11332.06,5322.08,0.69
488,600500,中化国际,2017-03-31,11,-148,10651.23,-10770.06,117376.58,5.11
489,600499,科达洁能,2017-03-31,9,-65,1280.58,-2172.30,10065.32,0.91
490,600498,烽火通信,2017-03-31,44,-207,2181.35,-8866.80,53791.99,2.16
491,600497,驰宏锌锗,2017-03-31,9,-166,2743.13,-16499.65,18747.70,0.64
492,600496,精工钢构,2017-03-31,3,-58,479.99,-2881.32,2150.37,0.32
493,600495,晋西车轴,2017-03-31,12,-26,836.01,-907.29,7072.66,0.69
494,600491,龙元建设,2017-03-31,20,-60,6269.46,-2696.10,70844.85,6.62
495,600490,鹏欣资源,2017-03-31,5,-15,13.10,-532.17,103.62,0.01
496,600489,中金黄金,2017-03-31,65,-179,18938.50,-7301.29,221959.23,5.49
497,600488,天药股份,2017-03-31,1,-12,12.19,-881.42,77.28,0.01
498,600487,亨通光电,2017-03-31,67,-131,4095.29,-5033.11,105494.74,3.30
499,600486,扬农化工,2017-03-31,12,-58,1484.07,-1231.21,54302.09,4.79
500,600485,信威集团,2017-03-31,14,-175,1110.48,-3613.69,16214.40,0.68
501,600482,中国动力,2017-03-31,18,-113,5961.24,-3681.51,192726.81,11.22
502,600481,双良节能,2017-03-31,20,-60,1089.79,-2544.72,9099.77,0.67
503,600480,凌云股份,2017-03-31,3,-35,87.06,-3074.27,1621.93,0.24
504,600479,千金药业,2017-03-31,7,-66,691.49,-4818.02,11361.21,2.27
505,600478,科力远,2017-03-31,2,-84,399.99,-5437.83,3755.92,0.31
506,600477,杭萧钢构,2017-03-31,22,-37,7444.51,-2102.23,77273.99,7.80
507,600476,湘邮科技,2017-03-31,4,-38,516.23,-1411.78,14160.26,3.21
508,600475,华光股份,2017-03-31,2,-48,39.87,-817.72,735.14,0.16
509,600469,风神股份,2017-03-31,4,-41,293.68,-1443.39,3506.54,0.52
510,600467,好当家,2017-03-31,6,-25,1115.82,-12035.51,4541.39,0.76
511,600466,蓝光发展,2017-03-31,13,-65,1162.42,-795.04,11380.08,1.32
512,600461,洪城水业,2017-03-31,4,-44,4317.27,-1779.48,32940.75,7.27
513,600460,士兰微,2017-03-31,2,-58,3.79,-861.64,24.01,0.00
514,600458,时代新材,2017-03-31,23,-89,3638.51,-2286.82,53085.91,5.50
515,600456,宝钛股份,2017-03-31,8,-11,1271.54,-259.93,29741.33,2.96
516,600452,涪陵电力,2017-03-31,19,-74,953.88,-1937.86,45795.91,5.96
517,600449,宁夏建材,2017-03-31,3,-27,98.72,-65.73,1267.62,0.21
518,600439,瑞贝卡,2017-03-31,4,-13,174.31,-1862.49,1366.57,0.18
519,600436,片仔癀,2017-03-31,41,-125,1475.13,-1843.04,74184.51,2.45
520,600435,北方导航,2017-03-31,31,-53,20366.46,-4194.24,343378.47,13.68
521,600429,三元股份,2017-03-31,5,-57,144.00,-1665.67,1222.53,0.16
522,600428,中远海特,2017-03-31,20,-86,3319.10,-6522.10,24528.14,1.96
523,600426,华鲁恒升,2017-03-31,32,-181,8470.93,-10218.66,112832.80,6.83
524,600425,*ST青松,2017-03-31,4,-51,455.56,-2662.61,3166.18,0.33
525,600422,昆药集团,2017-03-31,2,-110,35.70,-4302.05,443.39,0.05
526,600420,现代制药,2017-03-31,14,-37,643.55,-1428.76,21069.94,2.24
527,600419,天润乳业,2017-03-31,12,-53,448.20,-485.10,25041.14,5.01
528,600418,江淮汽车,2017-03-31,20,-152,3972.27,-11083.08,46555.05,3.90
529,600416,湘电股份,2017-03-31,26,-65,2779.88,-1972.77,44950.89,3.95
530,600415,小商品城,2017-03-31,6,-140,1515.52,-13864.98,12002.90,0.28
531,600409,三友化工,2017-03-31,32,-195,20188.34,-13112.81,192798.63,10.91
532,600406,国电南瑞,2017-03-31,39,-186,4463.88,-14586.39,70838.84,2.02
533,600401,*ST海润,2017-03-31,4,-31,42.54,-4792.77,99.12,0.01
534,600400,红豆股份,2017-03-31,1,-15,34.10,-41.07,291.90,0.03
535,600399,抚顺特钢,2017-03-31,12,-45,1138.63,-4792.62,8642.19,1.01
536,600398,海澜之家,2017-03-31,17,-115,5393.99,-7762.86,56475.07,1.20
537,600397,安源煤业,2017-03-31,3,-67,1436.84,-3603.07,7514.68,1.45
538,600396,金山股份,2017-03-31,2,-24,445.60,-793.67,2205.72,0.38
539,600392,盛和资源,2017-03-31,18,-54,2016.15,-1523.12,25947.87,2.14
540,600391,航发科技,2017-03-31,6,-53,2364.13,-7267.77,84825.15,7.16
541,600390,五矿资本,2017-03-31,14,9,1507.73,1411.28,22133.49,3.34
542,600389,江山股份,2017-03-31,7,-21,3476.12,-971.64,64099.71,11.70
543,600388,龙净环保,2017-03-31,7,-104,412.54,-1687.43,5268.13,0.39
544,600387,海越股份,2017-03-31,1,-11,0.20,-413.48,3.59,0.00
545,600386,北巴传媒,2017-03-31,1,-37,4.51,-616.23,63.23,0.01
546,600385,山东金泰,2017-03-31,1,-18,118.78,-517.39,2234.20,0.83
547,600383,金地集团,2017-03-31,16,-156,1414.63,-4755.57,15702.40,0.31
548,600382,广东明珠,2017-03-31,4,-31,2367.17,-990.42,37140.86,6.93
549,600380,健康元,2017-03-31,4,-60,76.58,-927.57,729.81,0.05
550,600377,宁沪高速,2017-03-31,26,-63,1059.84,-3064.42,9909.54,0.28
551,600376,首开股份,2017-03-31,25,-155,1597.36,-8093.07,19248.19,0.71
552,600373,中文传媒,2017-03-31,18,-221,1414.02,-4794.76,31546.86,1.10
553,600372,中航电子,2017-03-31,10,-132,347.02,-20405.90,6697.57,0.20
554,600368,五洲交通,2017-03-31,2,-16,42.84,-821.35,291.74,0.05
555,600366,宁波韵升,2017-03-31,4,-92,263.06,-1653.29,5016.61,0.49
556,600363,联创光电,2017-03-31,1,-28,198.98,-489.41,3155.82,0.45
557,600362,江西铜业,2017-03-31,21,-256,2559.68,-12911.58,44154.40,1.23
558,600360,华微电子,2017-03-31,4,-22,972.34,612.59,8605.23,1.32
559,600359,新农开发,2017-03-31,4,-33,75.82,-1210.12,786.25,0.20
560,600358,国旅联合,2017-03-31,2,-18,81.68,-956.79,860.08,0.19
561,600356,恒丰纸业,2017-03-31,8,-31,4068.74,-717.06,48662.09,13.62
562,600354,敦煌种业,2017-03-31,1,-18,300.00,-121.61,2349.00,0.67
563,600352,浙江龙盛,2017-03-31,18,-109,4336.32,-8394.93,40761.42,1.42
564,600351,亚宝药业,2017-03-31,6,-99,844.12,-8739.46,7326.95,1.22
565,600350,山东高速,2017-03-31,8,-90,485.49,-6797.49,3437.28,0.10
566,600348,阳泉煤业,2017-03-31,12,-106,6096.97,-7408.99,41764.24,2.54
567,600345,长江通信,2017-03-31,1,-39,1.46,-447.56,32.03,0.01
568,600343,航天动力,2017-03-31,6,-71,185.99,-12449.29,4026.61,0.29
569,600340,华夏幸福,2017-03-31,63,-160,7417.24,-169.44,202193.94,2.51
570,600339,中油工程,2017-03-31,8,7,7338.86,7333.86,46675.12,12.69
571,600338,西藏珠峰,2017-03-31,19,-111,1726.50,-1411.36,56266.66,10.90
572,600337,美克家居,2017-03-31,8,-53,1940.20,-4274.28,28443.37,1.31
573,600336,澳柯玛,2017-03-31,1,-10,15.04,-142.69,108.28,0.02
574,600335,国机汽车,2017-03-31,24,-132,5652.73,-7315.90,72448.09,6.56
575,600332,白云山,2017-03-31,61,-154,2300.72,-5919.77,65501.61,2.15
576,600329,中新药业,2017-03-31,17,-105,725.36,-2967.80,13245.09,1.28
577,600328,兰太实业,2017-03-31,6,-12,153.58,-994.28,1849.15,0.35
578,600327,大东方,2017-03-31,2,-47,423.92,-1535.29,3891.56,0.81
579,600326,西藏天路,2017-03-31,1,-15,12.24,-1378.89,140.15,0.02
580,600325,华发股份,2017-03-31,13,-120,3081.45,-5969.18,41722.77,2.90
581,600323,瀚蓝环境,2017-03-31,3,-79,149.02,-2635.73,2108.65,0.24
582,600320,振华重工,2017-03-31,11,-28,2398.53,-773.14,13863.50,0.87
583,600318,新力金融,2017-03-31,2,-40,20.18,-622.22,578.16,0.04
584,600316,洪都航空,2017-03-31,7,-76,4602.98,-13602.17,98826.04,6.42
585,600315,上海家化,2017-03-31,21,-129,1000.54,-2493.09,30166.25,1.49
586,600313,农发种业,2017-03-31,1,-10,9.72,-24.50,59.10,0.01
587,600312,平高电气,2017-03-31,25,-124,3070.38,-551.36,51455.47,2.70
588,600310,桂东电力,2017-03-31,3,-19,2527.28,1316.90,22315.87,3.05
589,600309,万华化学,2017-03-31,59,-219,8566.37,-12260.29,232234.39,3.30
590,600308,华泰股份,2017-03-31,11,-20,5238.89,2425.05,31066.62,4.49
591,600307,酒钢宏兴,2017-03-31,6,-64,4773.62,-14081.17,15275.59,0.76
592,600306,商业城,2017-03-31,4,-5,768.27,559.60,11470.23,4.33
593,600305,恒顺醋业,2017-03-31,16,-97,3508.56,-12136.40,37190.78,5.82
594,600300,维维股份,2017-03-31,7,-69,1755.78,-2224.02,11447.66,1.05
595,600299,安迪苏,2017-03-31,3,-19,104.05,-507.45,1469.15,0.18
596,600298,安琪酵母,2017-03-31,43,-163,5728.07,-4265.55,120174.91,7.07
597,600297,广汇汽车,2017-03-31,33,-196,7830.73,-9797.99,72042.71,4.26
598,600293,三峡新材,2017-03-31,1,-1,78.36,42.44,1350.14,0.23
599,600291,西水股份,2017-03-31,1,-96,56.88,-1018.33,821.92,0.06
600,600285,羚锐制药,2017-03-31,9,-118,2868.53,-8310.71,33762.58,5.36
601,600282,南钢股份,2017-03-31,8,-63,2404.27,-10777.30,8823.67,0.62
602,600279,重庆港九,2017-03-31,1,-36,15.70,-1964.66,121.99,0.02
603,600277,亿利洁能,2017-03-31,11,-63,8058.50,4853.01,57021.86,3.86
604,600276,恒瑞医药,2017-03-31,181,-244,10834.48,-6636.77,588637.26,4.62
605,600273,嘉化能源,2017-03-31,17,-68,2121.28,-3356.34,18964.23,3.66
606,600271,航天信息,2017-03-31,47,-176,4244.10,-6825.78,89126.02,2.30
607,600270,外运发展,2017-03-31,8,-108,385.75,-4117.30,6935.70,0.43
608,600269,赣粤高速,2017-03-31,2,-54,172.13,-2222.99,936.40,0.07
609,600268,国电南自,2017-03-31,5,-64,565.90,-5488.92,4538.52,0.89
610,600267,海正药业,2017-03-31,16,-108,5140.07,-2416.17,66769.50,5.32
611,600266,北京城建,2017-03-31,17,-134,3080.15,-9376.34,45093.43,2.03
612,600261,阳光照明,2017-03-31,12,-76,6760.88,-2550.13,48407.91,4.66
613,600260,凯乐科技,2017-03-31,7,-58,86.00,-426.17,1886.02,0.16
614,600259,广晟有色,2017-03-31,13,-124,1187.93,-1748.16,51318.51,4.60
615,600258,首旅酒店,2017-03-31,23,-88,3869.26,1442.23,86666.18,16.72
616,600257,大湖股份,2017-03-31,2,-16,490.00,-226.56,4542.30,1.15
617,600256,广汇能源,2017-03-31,10,-133,3905.47,-13687.19,18316.67,0.75
618,600255,鑫科材料,2017-03-31,8,-16,146.91,-2336.00,722.80,0.08
619,600252,中恒集团,2017-03-31,4,-133,118.34,-13038.84,531.35,0.03
620,600249,两面针,2017-03-31,1,-10,3.01,-38.70,34.83,0.01
621,600248,延长化建,2017-03-31,1,-22,4.51,-826.12,33.78,0.01
622,600246,万通地产,2017-03-31,5,-16,14443.14,794.21,73371.15,11.87
623,600240,华业资本,2017-03-31,29,-149,12867.35,-6765.47,139868.05,9.03
624,600239,云南城投,2017-03-31,2,-13,43.98,-21.99,288.07,0.04
625,600238,海南椰岛,2017-03-31,1,-25,23.63,-5072.80,270.37,0.05
626,600236,桂冠电力,2017-03-31,9,-47,407.49,-1589.46,2689.45,0.11
627,600233,圆通速递,2017-03-31,2,-55,1437.59,-943.07,33050.26,4.36
628,600231,凌钢股份,2017-03-31,4,-19,226.98,-2800.61,783.08,0.14
629,600230,沧州大化,2017-03-31,1,-2,12.19,-237.81,287.07,0.04
630,600229,城市传媒,2017-03-31,1,-33,35.32,-1559.48,372.66,0.08
631,600227,赤天化,2017-03-31,1,-9,1164.73,-96.43,7628.95,1.23
632,600225,*ST松江,2017-03-31,4,-10,4.89,-133.96,32.47,0.01
633,600223,鲁商置业,2017-03-31,11,-30,917.77,-2055.17,4882.52,0.92
634,600221,海南航空,2017-03-31,23,-147,11394.05,-24452.01,39309.48,0.96
635,600219,南山铝业,2017-03-31,19,-96,8607.33,-12919.87,28145.99,1.21
636,600218,全柴动力,2017-03-31,1,-18,28.83,-1016.79,298.39,0.08
637,600217,中再资环,2017-03-31,9,-7,5852.19,2127.66,53371.93,8.13
638,600215,长春经开,2017-03-31,1,-5,10.04,-741.63,133.73,0.02
639,600213,亚星客车,2017-03-31,2,-42,209.12,-1299.64,3055.31,0.95
640,600211,西藏药业,2017-03-31,1,-44,5.00,-1524.14,257.21,0.03
641,600208,新湖中宝,2017-03-31,13,-159,7232.37,-18031.86,35366.28,0.84
642,600202,哈空调,2017-03-31,1,-7,2.75,-1586.47,40.37,0.01
643,600201,生物股份,2017-03-31,63,-59,3042.70,-1598.91,103086.70,5.35
644,600200,江苏吴中,2017-03-31,2,-51,97.63,-1433.77,1518.09,0.15
645,600198,大唐电信,2017-03-31,5,-110,638.31,-4686.23,10142.68,0.73
646,600197,伊力特,2017-03-31,17,-43,1325.37,19.45,25129.10,3.01
647,600196,复星医药,2017-03-31,98,-132,10041.21,-2237.67,283362.82,5.26
648,600195,中牧股份,2017-03-31,12,-128,1198.90,-3552.73,24157.92,2.79
649,600192,长城电工,2017-03-31,3,-21,703.89,501.11,6743.22,1.59
650,600191,华资实业,2017-03-31,2,-10,0.28,-31.69,2.77,0.00
651,600190,锦州港,2017-03-31,3,-14,425.30,-555.67,2254.09,0.24
652,600189,吉林森工,2017-03-31,2,-6,20.00,-209.01,210.20,0.06
653,600188,兖州煤业,2017-03-31,11,-152,186.57,-4678.92,2126.90,0.06
654,600185,格力地产,2017-03-31,3,-55,273.68,-2553.12,1551.78,0.17
655,600184,光电股份,2017-03-31,2,-89,66.00,-5672.96,1637.51,0.16
656,600183,生益科技,2017-03-31,29,-137,7592.96,-2239.72,99619.65,5.27
657,600180,瑞茂通,2017-03-31,3,-94,935.27,-3050.93,12588.76,1.06
658,600179,安通控股,2017-03-31,8,2,4482.68,35.52,77998.60,11.49
659,600178,东安动力,2017-03-31,3,-47,36.24,-3909.15,472.93,0.08
660,600177,雅戈尔,2017-03-31,13,-154,1292.79,-2586.39,18008.51,0.51
661,600176,中国巨石,2017-03-31,18,-86,3008.25,-3652.99,31767.14,1.03
662,600173,卧龙地产,2017-03-31,2,-16,110.08,-54.04,1263.72,0.15
663,600172,黄河旋风,2017-03-31,11,-71,3213.94,-4868.04,53351.46,4.98
664,600171,上海贝岭,2017-03-31,1,-56,0.32,-662.96,4.13,0.00
665,600170,上海建工,2017-03-31,14,-149,12379.67,-23732.33,60412.77,1.51
666,600169,太原重工,2017-03-31,25,-45,3502.06,-1547.99,15479.11,1.44
