,code,name,type,report_date,pre_eps,range
123,002147,新光圆成,预亏,2015-04-18,0.006999999999999999,0
124,002308,威创股份,预亏,2015-04-18,0.01,0
125,002542,中化岩土,预增,2015-04-18,0.09,70%~100%
126,002712,思美传媒,预增,2015-04-18,0.0304,500%~550%
127,002715,登云股份,预减,2015-04-18,0.08,-100%~-70%
128,300368,汇金股份,预亏,2015-04-18,0.02,0
129,600792,云煤能源,预亏,2015-04-17,0.001,0
130,600318,新力金融,0,2015-04-17,0.21,-100%
131,601111,中国国航,预增,2015-04-17,0.01,0
132,603636,南威软件,减亏,2015-04-17,-0.07,30%~45%
133,601118,海南橡胶,预亏,2015-04-17,0.0019,0
134,600115,东方航空,预盈,2015-04-17,-0.0162,0
135,002500,山西证券,预增,2015-04-17,0.0513,257.6
136,000611,*ST天首,预亏,2015-04-17,-0.0007,0
137,002696,百洋股份,预亏,2015-04-17,0.05,-385.43%~-275.65%
138,000410,*ST沈机,预亏,2015-04-17,0.01,0
139,002100,天康生物,预升,2015-04-17,0.11,0%~30%
140,002196,方正电机,预增,2015-04-17,0.0109,220%~270%
141,002418,康盛股份,预盈,2015-04-17,-0.03,0
142,002505,大康农业,预盈,2015-04-17,-0.018000000000000002,0
143,002617,露笑科技,预盈,2015-04-17,-0.03,0
144,002679,福建金森,预亏,2015-04-17,-0.09,0
145,002713,东易日盛,预亏,2015-04-17,-0.41,0
146,300040,九洲电气,预亏,2015-04-17,0.01,0
147,300391,康跃科技,预减,2015-04-17,0.11,-60%~-40%
148,300413,快乐购,预降,2015-04-17,0.1274,-45%~-35%
149,000757,浩物股份,预升,2015-04-17,0.01,3.6
150,002382,蓝帆医疗,预增,2015-04-16,0.03,470%~520%
151,600288,大恒科技,减亏,2015-04-16,-0.0335,0
152,600482,中国动力,预降,2015-04-16,0.07,-0.8
153,002532,新界泵业,预增,2015-04-16,0.07,90%~120%
154,600997,开滦股份,预亏,2015-04-16,0.04,0
155,000712,锦龙股份,预降,2015-04-16,0.47,-20%~0%
156,000821,京山轻机,预盈,2015-04-16,-0.01,0
157,600886,国投电力,0,2015-04-16,0.1242,40%
158,600123,兰花科创,预盈,2015-04-16,-0.0452,116.64
159,000693,*ST华泽,预亏,2015-04-16,-0.003,0
160,000995,*ST皇台,减亏,2015-04-16,-0.02,0
161,000498,山东路桥,预升,2015-04-16,0.0216,37.18
162,002227,奥特迅,预亏,2015-04-16,0.0292,-517.59%~-477.78%
163,600456,宝钛股份,预亏,2015-04-16,0.004,0
164,000826,启迪桑德,预升,2015-04-16,0.2,0
165,000573,粤宏远A,预亏,2015-04-16,0.0131,-345.75%~-222.88%
166,000633,*ST合金,减亏,2015-04-16,-0.0205,36.54%~49.23%
167,000966,长源电力,预增,2015-04-16,0.3081,41.75%~80.41%
168,002098,浔兴股份,预减,2015-04-16,0.038,-110%~-80%
169,002719,麦趣尔,预升,2015-04-16,0.06,0%~50%
170,000687,华讯方舟,预亏,2015-04-15,-0.055999999999999994,0
171,000976,春晖股份,预亏,2015-04-15,-0.0253,0
172,000698,沈阳化工,预亏,2015-04-15,-0.046,0
173,000711,京蓝科技,预亏,2015-04-15,-0.04,-152%~-122%
174,000975,银泰资源,预降,2015-04-15,0.0422,-45.41%~-38.86%
175,000717,韶钢松山,预亏,2015-04-15,-0.1299,-36.78
176,000971,高升控股,预亏,2015-04-15,-0.021,0
177,000719,大地传媒,预增,2015-04-15,0.09,100.23%~113.23%
178,000960,锡业股份,预亏,2015-04-15,0.0738,0
179,000720,新能泰山,预增,2015-04-15,0.0085,300.97%~349.9%
180,000959,首钢股份,预亏,2015-04-15,0.0009,0
181,000955,欣龙控股,预亏,2015-04-15,-0.01,0
182,000727,华东科技,减亏,2015-04-15,-0.0169,0
183,000948,南天信息,预亏,2015-04-15,-0.24,0
184,000731,四川美丰,预增,2015-04-15,0.0029,910%~939%
185,000735,罗牛山,预盈,2015-04-15,-0.024,0
186,000937,冀中能源,预减,2015-04-15,0.0319,-93.22%~-86.44%
187,000736,中房地产,预减,2015-04-15,0.18,-92.31
188,000935,四川双马,预亏,2015-04-15,0.003,0
189,000737,南风化工,预亏,2015-04-15,-0.1012,0
190,000932,*ST华菱,预亏,2015-04-15,-0.0429,0
191,000758,中色股份,预增,2015-04-15,0.026000000000000002,150%~200%
192,000931,中关村,减亏,2015-04-15,-0.0379,0
193,000760,斯太尔,预亏,2015-04-15,-0.0755,0
194,000928,中钢国际,预盈,2015-04-15,-0.37799999999999995,0
195,000762,西藏矿业,预亏,2015-04-15,-0.0277,0
196,000806,银河生物,预盈,2015-04-15,-0.034,0
197,000927,一汽夏利,预亏,2015-04-15,-0.1266,0
198,000922,*ST佳电,预亏,2015-04-15,0.07,0
199,000807,云铝股份,减亏,2015-04-15,-0.11599999999999999,0
200,000829,天音控股,预减,2015-04-15,0.387,-98%~-97%
201,000833,贵糖股份,预盈,2015-04-15,-0.02,0
202,000918,嘉凯城,减亏,2015-04-15,-0.09,0
203,000837,秦川机床,预亏,2015-04-15,-0.0242,0
204,000839,中信国安,预增,2015-04-15,0.027999999999999997,50%~100%
205,000912,泸天化,减亏,2015-04-15,-0.13,0
206,000856,冀东装备,预亏,2015-04-15,-0.02,0
207,000908,景峰医药,预盈,2015-04-15,-0.025,0
208,000862,银星能源,预亏,2015-04-15,-0.044000000000000004,0
209,000893,东凌国际,减亏,2015-04-15,-0.74,0
210,000863,三湘印象,预亏,2015-04-15,0.02,-474.53
211,000883,湖北能源,预增,2015-04-15,0.02,856.25%~904.56%
212,000835,长城动漫,预亏,2015-04-15,0.0339,0
213,000007,全新好,预亏,2015-04-15,-0.0266,-5.24%~15.81%
214,000815,美利云,预亏,2015-04-15,-0.13,-51.77%~-47.02%
215,000017,深中华A,预升,2015-04-15,0.0006,0
216,000792,盐湖股份,预减,2015-04-15,0.1612,-100%~-85%
217,000056,皇庭国际,预盈,2015-04-15,-0.17,0
218,000778,新兴铸管,预减,2015-04-15,0.1046,-82.7%~-81.13%
219,000061,农产品,减亏,2015-04-15,-0.0067,0
220,000638,万方发展,预亏,2015-04-15,-0.0122,0
221,000595,*ST宝实,预亏,2015-04-15,-0.027000000000000003,0
222,000410,*ST沈机,预亏,2015-04-15,0.01,0
223,000592,平潭发展,预增,2015-04-15,0.0003,0
224,000422,湖北宜化,预减,2015-04-15,0.053,-81%~-71%
225,000560,昆百大A,预减,2015-04-15,0.2948,-99.07%~-91.16%
226,000426,兴业矿业,预减,2015-04-15,0.1952,-96.57%~-93.13%
227,000505,*ST珠江,预盈,2015-04-15,-0.08,0
228,000546,金圆股份,预亏,2015-04-15,-0.0143,0
229,300405,科隆精化,预亏,2015-04-15,0.1861,0
230,002403,爱仕达,预增,2015-04-15,0.07,50%~100%
231,300331,苏大维格,预减,2015-04-15,0.06,-99%~-80%
232,002606,大连电瓷,预亏,2015-04-15,0.02,0
233,002475,立讯精密,预增,2015-04-15,0.16,60%~80%
234,002511,中顺洁柔,预升,2015-04-15,0.07,0%~30%
235,000585,东北电气,减亏,2015-04-15,-0.004,0
236,000820,神雾节能,预亏,2015-04-15,0.001,0
237,000901,航天科技,预亏,2015-04-15,0.03,0
238,000503,海虹控股,预亏,2015-04-15,0.0011,0
239,000526,*ST紫学,预盈,2015-04-15,-0.0097,270.74%~292.08%
240,000622,恒立实业,预亏,2015-04-15,-0.01,0
241,000628,高新发展,预亏,2015-04-15,-0.046,0
242,000679,大连友谊,预增,2015-04-15,0.055999999999999994,450%~550%
243,000750,国海证券,预增,2015-04-15,0.05,242.01%~250.33%
244,000779,三毛派神,预亏,2015-04-15,-0.061,0
245,000155,*ST川化,减亏,2015-04-15,-0.25,0
246,000159,国际实业,预亏,2015-04-15,0.0287,-194%~-151%
247,000533,万家乐,预增,2015-04-15,0.04,79%~89%
248,000678,襄阳轴承,预亏,2015-04-15,0.017,0
249,000680,山推股份,预亏,2015-04-15,0.0311,0
250,000629,*ST钒钛,预亏,2015-04-15,0.0471,-187%~-162%
251,603766,隆鑫通用,预升,2015-04-15,0.18100000000000002,9.83
252,601677,明泰铝业,预增,2015-04-15,0.02,400%~430%
253,600452,涪陵电力,预增,2015-04-15,0.12,610.38
254,600292,远达环保,预升,2015-04-15,0.14,3.91
255,000004,国农科技,预亏,2015-04-15,-0.0335,-24.49%~82.22%
256,000005,世纪星源,预亏,2015-04-15,-0.0095,0
257,000008,神州高铁,预增,2015-04-15,0.0158,941.21%~1149.45%
258,000010,美丽生态,减亏,2015-04-15,-0.0098,0
259,000021,深科技,预盈,2015-04-15,-0.0786,0
260,000025,特力A,预减,2015-04-15,0.015,-77.5
261,000035,中国天楹,预升,2015-04-15,-0.01,10
262,000037,深南电A,预亏,2015-04-15,-0.09,0
263,000038,深大通,减亏,2015-04-15,-0.009000000000000001,0
264,000062,深圳华强,预减,2015-04-15,0.2017,-70%~-50%
265,000066,中国长城,预亏,2015-04-15,-0.0692,0
266,000096,广聚能源,预增,2015-04-15,0.0324,647
267,000150,宜华健康,预盈,2015-04-15,-0.0159,158.36%~197.26%
268,000157,中联重科,预亏,2015-04-15,0.05,0
269,000158,常山股份,预亏,2015-04-15,-0.03,0
270,000400,许继电气,预减,2015-04-15,0.1503,-100%~-80%
271,000403,ST生化,预减,2015-04-15,0.38,-87.48%~-82.66%
272,000421,南京公用,预增,2015-04-15,0.1019,64.11%~101.31%
273,000425,徐工机械,预亏,2015-04-15,0.2,0
274,000428,华天酒店,预亏,2015-04-15,-0.05,0
275,000430,张家界,减亏,2015-04-15,-0.0228,0
276,000520,长航凤凰,预减,2015-04-15,0.0238,-90.64%~-78.17%
277,000536,华映科技,预减,2015-04-15,0.1375,-82%~-68%
278,000558,莱茵体育,预盈,2015-04-15,-0.04,0
279,000561,烽火电子,预亏,2015-04-15,-0.03,0
280,000567,海德股份,预减,2015-04-15,0.0296,-88.84%~-84.37%
281,000590,启迪古汉,预增,2015-04-15,0.0133,235.83%~269.41%
282,000606,神州易桥,预亏,2015-04-15,-0.0188,0
283,000608,阳光股份,预亏,2015-04-15,0.03,0
284,000609,绵石投资,预亏,2015-04-15,-0.0112,0
285,000615,京汉股份,预增,2015-04-15,0.002,29661.9%~41566.7%
286,000637,茂化实华,预增,2015-04-15,0.008,266%~290%
287,000659,*ST中富,预亏,2015-04-15,0.05,0
288,000662,天夏智慧,减亏,2015-04-15,-0.0334,0
289,603601,再升科技,预减,2015-04-15,0.1694,-65%~-55%
290,600462,九有股份,预亏,2015-04-15,0.0109,0
291,000663,永安林业,减亏,2015-04-15,-0.05,0
292,600116,三峡水利,预增,2015-04-15,0.01,1000%~1400%
293,002619,巨龙管业,预增,2015-04-15,0.02,330%~380%
294,002601,龙蟒佰利,预增,2015-04-15,0.01,0
295,002234,民和股份,预亏,2015-04-15,-0.13,0
296,000996,中国中期,预增,2015-04-15,0.0091,110%~160%
297,000668,荣丰控股,减亏,2015-04-15,-0.08,0
298,000983,西山煤电,预减,2015-04-15,0.0751,-70%~-60%
299,000982,*ST中绒,预减,2015-04-15,0.06,-90%~-60%
300,000978,桂林旅游,减亏,2015-04-15,-0.075,0
301,002206,海利得,预增,2015-04-14,0.07,50%~70%
302,000993,闽东电力,预亏,2015-04-14,0.0121,0
303,000034,神州数码,预盈,2015-04-14,-0.001,7353.23
304,000557,西部创业,预减,2015-04-14,0.0012,-85.77
305,000573,粤宏远A,预亏,2015-04-14,0.0131,0
306,000635,英力特,预减,2015-04-14,0.091,-88%~-81%
307,000655,金岭矿业,预亏,2015-04-14,0.05,0
308,000657,中钨高新,减亏,2015-04-14,-0.1906,0
309,000780,*ST平能,预亏,2015-04-14,0.01,0
310,000795,英洛华,预亏,2015-04-14,-0.066,0
311,000811,烟台冰轮,预增,2015-04-14,0.04,100%~140%
312,000875,吉电股份,预增,2015-04-14,0.04,67.29%~82.37%
313,000929,兰州黄河,预增,2015-04-14,0.0124,2769.32%~2943.21%
314,000957,中通客车,预减,2015-04-14,0.78,-96.2%~-94.86%
315,000973,佛塑科技,预升,2015-04-14,0.008,-6.84%~19.78%
316,000032,深桑达A,预盈,2015-04-14,-0.02,0
317,000043,中航地产,预亏,2015-04-14,0.0721,0
318,000401,冀东水泥,预亏,2015-04-14,-0.317,-50%~-30%
319,000502,绿景控股,预亏,2015-04-14,0.0123,0
320,000593,大通燃气,预增,2015-04-14,0.001,574.19%~621.23%
321,000610,西安旅游,预亏,2015-04-14,-0.0438,0
322,000612,焦作万方,预减,2015-04-14,0.052000000000000005,-59.57%~-51.49%
323,000627,天茂集团,预亏,2015-04-14,0.14400000000000002,0
324,000652,泰达股份,预增,2015-04-14,0.001,33.35%~1233.51%
325,000672,上峰水泥,预减,2015-04-14,0.14,-76.34%~-72.84%
326,000683,远兴能源,预减,2015-04-14,-0.04,-61.26
327,000710,*ST天仪,预亏,2015-04-14,-0.0099,0
328,000739,普洛药业,预减,2015-04-14,0.16,-62.82
329,000802,北京文化,预亏,2015-04-14,0.0036,-232.27
330,000825,太钢不锈,预减,2015-04-14,0.027999999999999997,-90.62%~-84.36%
331,000831,五矿稀土,预增,2015-04-14,0.002,820.39%~1740.77%
332,000850,华茂股份,预增,2015-04-14,0.018000000000000002,304.59%~362.39%
333,000892,欢瑞世纪,减亏,2015-04-14,-0.0018,0
334,000911,南宁糖业,预盈,2015-04-14,-0.21,0
335,000952,广济药业,预亏,2015-04-14,-0.025,0
336,000968,*ST煤气,预亏,2015-04-14,-0.1314,0
337,002473,*ST圣莱,预亏,2015-04-14,0.01,-500%~-470%
338,002513,蓝丰生化,预亏,2015-04-14,0.01,0
339,002685,华东重机,预增,2015-04-14,0.01,60%~85%
340,600596,新安股份,预减,2015-04-14,0.0603,-92%~-80%
341,600779,水井坊,预盈,2015-04-14,-0.175,0
342,000014,沙河股份,预减,2015-04-14,0.14300000000000002,-98.96%~-98.61%
343,000039,中集集团,预增,2015-04-14,0.048,250%~300%
344,000046,泛海控股,预增,2015-04-14,0.0165,100.66%~162.77%
345,000090,天健集团,预增,2015-04-14,0.0213,300.45
346,000509,华塑控股,预亏,2015-04-14,0.0016,0
347,000607,华媒控股,预盈,2015-04-14,-0.0248,100%~108.26%
348,000613,*ST东海A,预亏,2015-04-14,0.0014,0
349,000768,中航飞机,预亏,2015-04-14,-0.0568,0
350,000859,国风塑业,预亏,2015-04-14,-0.0045,0
351,600802,福建水泥,预亏,2015-04-14,-0.06,0
352,600893,航发动力,预亏,2015-04-14,0.06,0
353,000972,*ST中基,预亏,2015-04-14,-0.0086,0
354,000673,当代东方,预亏,2015-04-14,-0.015,0
355,000506,中润资源,减亏,2015-04-14,-0.0496,0
356,000409,山东地矿,预亏,2015-04-14,0.04,-267.79%~-228.64%
357,000019,深深宝A,预亏,2015-04-14,-0.0244,0
358,000519,中兵红箭,预降,2015-04-14,0.09,-25.79%~-3.53%
359,002387,黑牛食品,预亏,2015-04-14,0.021,0
360,002395,双象股份,预盈,2015-04-14,-0.0089,0
361,002432,九安医疗,预亏,2015-04-14,0.001,0
362,002468,申通快递,预亏,2015-04-14,-0.017,0
363,002671,龙泉股份,预亏,2015-04-14,0.04,-353.21%~-332.11%
364,000923,河北宣工,预亏,2015-04-14,0.0049,0
365,000023,深天地A,减亏,2015-04-14,-0.02,0
366,300111,向日葵,预亏,2015-04-14,-0.02,0
367,600176,中国巨石,预增,2015-04-13,0.0279,630%~680%
368,300058,蓝色光标,预亏,2015-04-13,0.26,-191%~-178%
369,002466,天齐锂业,预盈,2015-04-13,-0.11,0
370,300053,欧比特,预升,2015-04-11,0.04,-13.39%~11.36%
371,002191,劲嘉股份,预升,2015-04-11,0.3,20%~40%
372,000953,*ST河化,减亏,2015-04-11,-0.1237,45.04%~58.78%
373,000838,财信发展,预亏,2015-04-11,0.151,-143.91%~-129.27%
374,000809,*ST新城,减亏,2015-04-11,-0.0534,0
375,000040,东旭蓝天,预增,2015-04-11,0.01,75%~105%
376,000416,民生控股,预盈,2015-04-11,-0.0098,0
377,000510,金路集团,预亏,2015-04-11,-0.0539,0
378,000572,海马汽车,预增,2015-04-11,0.0358,100%~150%
379,000576,广东甘化,预亏,2015-04-11,0.01,0
380,000670,盈方微,预增,2015-04-11,-0.0298,187.94
381,000677,恒天海龙,减亏,2015-04-11,-0.1179,0
382,000732,泰禾集团,预升,2015-04-11,0.172,31.43%~42.86%
383,000836,鑫茂科技,减亏,2015-04-11,-0.1366,12.39%~24.91%
384,000851,高鸿股份,预亏,2015-04-11,-0.0132,0
385,000888,峨眉山A,预减,2015-04-11,0.0375,-80%~-50%
386,000897,津滨发展,预亏,2015-04-11,0.0312,0
387,000966,长源电力,预增,2015-04-11,0.3081,41.75%~80.41%
388,000985,大庆华科,预减,2015-04-11,0.087,-97.34%~-94.68%
389,000987,越秀金控,预降,2015-04-11,0.21,-14.95%~-13.1%
390,002028,思源电气,预增,2015-04-11,0.02,500%~550%
391,002365,永安药业,预增,2015-04-11,0.01,200%~250%
392,002681,奋达科技,预增,2015-04-11,0.14,60%~80%
393,600029,南方航空,预盈,2015-04-11,-0.031,0
394,600129,太极集团,预增,2015-04-11,0.0155,200
395,600177,雅戈尔,预增,2015-04-11,0.34,70%~90%
396,600888,新疆众和,预盈,2015-04-11,-0.0481,0
397,600917,重庆燃气,预增,2015-04-11,0.04,50.71
398,600965,福成股份,预升,2015-04-11,0.0443,21.16
399,601012,隆基股份,预升,2015-04-11,0.09,50
400,000420,吉林化纤,预亏,2015-04-11,0.3494,0
401,002573,清新环境,预升,2015-04-11,0.09,20%~40%
402,002603,以岭药业,预升,2015-04-11,0.18,15%~35%
403,300312,邦讯技术,预盈,2015-04-11,-0.14400000000000002,100%~121.7%
404,000788,北大医药,预亏,2015-04-11,0.04,0
405,601996,丰林集团,预减,2015-04-10,0.03,-71
406,300416,苏试试验,预盈,2015-04-10,-0.03,0
407,300411,金盾股份,预升,2015-04-10,0.0635,0
408,300381,溢多利,预降,2015-04-10,0.221,-30%~-20%
409,300148,天舟文化,预增,2015-04-10,0.02,1111%~1140%
410,300087,荃银高科,预降,2015-04-10,0.0179,-47.04%~-20.56%
411,300010,立思辰,预亏,2015-04-10,0.0231,-400%~-360%
412,002059,云南旅游,预亏,2015-04-10,0.0123,0
413,002064,华峰氨纶,预升,2015-04-10,0.13,-3.26%~2.11%
414,002374,丽鹏股份,预增,2015-04-10,0.05,50%~70%
415,002519,银河电子,预增,2015-04-10,0.1,90%~130%
416,002739,万达院线,预增,2015-04-10,0.43,40%~60%
417,000819,岳阳兴长,预升,2015-04-10,0.038,-50%~50%
418,300279,和晶科技,预升,2015-04-10,0.053,10%~30%
419,000753,漳州发展,预减,2015-04-10,0.04,-93.36%~-80.07%
420,300201,海伦哲,预亏,2015-04-10,0.0107,-232.23%~-205.78%
421,300341,麦迪电气,预降,2015-04-10,0.1037,-25%~-5%
422,000626,远大控股,预增,2015-04-10,0.0711,876
423,600178,东安动力,预亏,2015-04-10,-0.0236,0
424,300312,邦讯技术,预盈,2015-04-10,-0.14400000000000002,100%~121.7%
425,300330,华虹计通,预减,2015-04-10,0.03,-85%~-75%
426,300426,唐德影视,预盈,2015-04-10,-0.19,0
427,300002,神州泰岳,预降,2015-04-10,0.11,-50%~-30%
428,300057,万顺股份,预降,2015-04-10,0.0646,-30%~-10%
429,300150,世纪瑞尔,预增,2015-04-10,0.0,55%~75%
430,300153,科泰电源,预增,2015-04-10,0.03,30%~60%
431,300217,东方电热,预降,2015-04-10,0.1306,-40%~-10%
432,600389,江山股份,预减,2015-04-10,0.486,-91
433,000586,汇源通信,预亏,2015-04-10,-0.005,0
434,000686,东北证券,预增,2015-04-10,0.091,207.9
435,000723,美锦能源,预亏,2015-04-10,0.03,0
436,000725,京东方A,预增,2015-04-10,0.043,62%~70%
