,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
87,300591,万里马,0.07,,1.43,5.0,-0.47,1253.43,,,12-20
88,603903,中持股份,0.25,,,4.7,0.11,1898.71,,,12-20
89,603444,吉比特,5.49,,,48.31,4.76,29312.12,,,12-20
90,002855,捷荣技术,0.18,,4.24,4.35,0.6,3238.47,,,12-20
91,603266,天龙股份,0.51,30.77,5.18,10.36,0.37,3832.56,31.64,,12-19
92,603877,太平鸟,0.34,,,8.2,-0.18,14320.9,,,12-19
93,603037,凯众股份,0.75,,6.2,11.92,0.54,4483.28,,,12-19
94,300583,赛托生物,0.66,,6.64,10.43,0.4,5266.2,,,12-19
95,300587,天铁股份,0.48,,5.34,9.32,0.56,3760.28,,,12-16
96,002840,华统股份,0.29,,5.63,5.16,0.84,3833.6,,,12-16
97,603689,皖天然气,0.19,,,4.68,0.67,4889.03,,,12-16
98,300585,奥联电子,0.43,,3.68,12.44,0.17,2556.18,,,12-16
99,603228,景旺电子,0.68,,4.2,16.96,0.55,24453.62,,,12-16
100,603032,德新交运,0.34,,2.44,14.95,-0.06,3403.15,,,12-15
101,603908,牧高笛,0.73,,,19.58,1.19,3661.97,,,12-15
102,002838,道恩股份,0.67,,6.89,10.25,0.52,4232.02,,,12-15
103,603035,常熟汽饰,0.54,,6.18,8.68,0.35,11376.08,,,12-15
104,002837,英维克,0.63,,4.22,16.07,-0.39,3766.14,,,12-15
105,603186,华正新材,0.43,,3.78,11.67,0.48,4179.74,,,12-14
106,300586,美联新材,0.34,,4.57,7.65,0.71,2425.48,,,12-14
107,603906,龙蟠科技,0.29,,3.86,7.72,0.39,4468.95,,,12-14
108,002839,张家港行,0.2,,4.37,4.73,3.01,33322.7,,,12-13
109,300626,华瑞股份,0.21,40.0,3.33,6.41,0.66,1553.89,42.2,,12-12
110,002861,瀛通通讯,0.32,,5.29,6.02,0.69,2955.45,,,12-09
111,002851,麦格米特,0.32,,4.67,7.18,0.43,4317.09,,,12-09
112,002858,力盛赛车,-0.1,,3.91,-2.43,0.49,-460.27,,,12-09
113,603041,美思德,0.49,,,10.4,0.53,3708.73,,,12-09
114,300579,数字认证,0.24,20.0,3.51,6.66,-0.74,1411.09,15.64,,12-08
115,603218,日月股份,0.43,,,10.88,,15646.85,,,12-08
116,300582,英飞特,0.37,,4.24,9.24,0.23,3710.11,,,12-07
117,300581,晨曦航空,0.54,,6.98,8.04,-0.31,1827.18,,,12-07
118,002833,弘亚数控,0.64,,3.5,18.39,0.93,6387.13,,,12-07
119,300577,开润股份,0.68,,4.57,15.72,0.45,3413.16,,,12-06
120,002835,同为股份,0.3,,3.78,8.16,0.24,2508.15,,,12-06
121,603886,元祖股份,-0.17,,1.86,-7.24,0.2,-3076.37,,,12-06
122,300576,容大感光,0.28,,3.67,7.37,0.31,1652.94,,,12-05
123,600996,贵广网络,0.37,,2.32,16.84,0.42,30798.07,,,12-05
124,603298,杭叉集团,0.43,,3.75,11.51,0.5,22855.54,,,12-05
125,300575,中旗股份,0.74,-21.28,9.13,8.4,1.44,4088.9,-21.08,,12-02
126,603058,永吉股份,0.12,,,8.74,0.16,4726.47,,,12-02
127,300580,贝斯特,0.34,,4.2,8.09,0.22,5041.58,,,12-01
128,603768,常青股份,0.5,,4.4,11.95,0.29,7594.24,,,12-01
129,603577,汇金通,0.28,,5.7,4.99,-0.25,2428.87,,,12-01
130,002829,星网宇达,0.31,,5.98,5.37,0.43,1793.98,,,11-30
131,603823,百合花,0.43,,3.72,12.72,0.5,7805.02,,,11-29
132,603416,信捷电气,0.56,,,12.17,0.52,4237.71,,,11-29
133,002830,名雕股份,0.18,,5.96,2.98,0.52,912.22,,,11-29
134,300613,富瀚微,1.65,,6.33,30.21,1.06,5489.34,,,11-28
135,300571,平治信息,0.83,,4.62,19.81,0.26,2496.12,,,11-28
136,002853,皮阿诺,0.34,,6.63,5.08,0.36,1560.6,,,11-25
137,300573,兴齐眼药,0.53,,7.03,7.9,0.41,3204.28,,,11-25
138,603098,森特股份,0.26,,2.84,9.21,0.11,8876.99,,,11-23
139,603990,麦迪科技,0.17,,3.28,5.4,-0.35,1035.48,,,11-23
140,603239,浙江仙通,0.84,,4.96,17.77,0.68,5699.95,,,11-23
141,300618,寒锐钴业,0.2,,3.46,6.03,0.32,1786.84,,,11-21
142,603928,兴业股份,0.39,,3.73,10.87,0.33,5912.54,,,11-21
143,300616,尚品宅配,0.36,,7.75,4.71,2.31,2900.01,,,11-21
144,300572,安车检测,0.5,,5.58,9.47,0.38,2522.71,,,11-21
145,002828,贝肯能源,0.15,,5.3,2.82,-0.2,1316.0,,,11-18
146,002849,威星智能,0.29,,3.76,7.92,-0.51,1891.83,,,11-18
147,603960,克来机电,0.21,,3.52,6.24,0.87,1277.83,,,11-16
148,002852,道道全,1.72,,,24.64,1.04,12911.67,,,11-16
149,002867,周大生,0.53,,,13.93,0.36,21347.76,,,11-16
150,603665,康隆达,0.59,,4.48,12.62,0.4,4459.95,,,11-15
151,002827,高争民爆,0.3,30.43,2.37,11.92,0.45,4141.23,33.3,,11-14
152,002826,易明医药,0.17,,1.92,9.43,0.23,2457.75,,,11-14
153,300568,星源材质,1.03,,6.27,16.17,1.04,9299.97,,,11-11
154,603668,天马科技,0.22,,,8.73,-0.02,3550.14,,,11-11
155,603086,先达股份,0.87,,11.44,7.95,0.38,5225.99,,,11-10
156,002825,纳尔股份,0.42,,4.3,10.31,-0.03,3163.78,,,11-10
157,603559,中通国脉,0.17,,4.43,3.66,-0.15,1095.78,,,11-10
158,300567,精测电子,0.49,,4.58,11.44,-0.18,2953.92,-26.21,,11-09
159,300569,天能重工,1.75,,11.96,15.83,-0.26,10955.81,,,11-08
160,002822,中装建设,0.28,,5.16,5.6,-0.08,6321.49,,,11-08
161,002850,科达利,0.9,,,13.6,1.34,9435.59,,,11-08
162,002823,凯中精密,0.49,,4.36,11.48,0.47,5271.89,,,11-07
163,002831,裕同科技,0.7,,6.25,11.66,1.22,25366.56,,,11-01
164,603900,通灵珠宝,0.79,,6.24,13.03,0.43,14420.99,,,10-31
165,300563,神宇股份,0.33,,4.37,7.88,0.33,1986.95,,,10-31
166,603858,步长制药,0.99,,12.68,8.12,1.77,60522.75,,,10-31
167,300593,新雷能,0.27,,3.92,7.01,0.04,2300.52,,,10-31
168,603336,宏辉果蔬,0.28,,4.36,6.68,0.47,2821.0,6.61,,10-31
169,300562,乐心医疗,0.81,,5.7,14.95,0.57,3562.51,,,10-31
170,603633,徕木股份,0.26,,5.24,5.15,0.67,2372.4,,,10-31
171,002821,凯莱英,0.99,,10.45,9.6,1.02,8902.09,,,10-31
172,603727,博迈科,0.57,,6.33,9.49,1.02,10061.13,,,10-31
173,300561,汇金科技,1.25,,6.18,21.19,-0.38,5259.82,,,10-31
174,603819,神力股份,0.28,,5.32,5.26,-0.66,2498.08,,,10-31
175,002820,桂发祥,0.52,,4.71,11.25,0.74,5014.57,,,10-31
176,300566,激智科技,0.32,,4.5,7.37,-0.1,1925.25,,,10-31
177,300565,科信技术,0.28,,3.13,9.51,-0.75,3406.27,,,10-31
178,603987,康德莱,0.29,11.54,4.02,6.77,0.63,4592.48,9.95,,10-31
179,603690,至纯科技,0.15,,1.74,9.19,-0.12,2386.77,,,10-26
180,603556,海兴电力,0.81,,6.31,13.49,0.58,22798.62,,,10-21
181,603319,湘油泵,0.37,,6.33,6.14,0.36,2253.32,,,10-20
182,603060,国检集团,0.26,,2.11,11.85,0.4,4335.58,,,10-20
183,002819,东方中科,0.15,-27.52,3.54,4.12,-0.37,1247.09,-27.5,,10-20
184,300558,贝达药业,0.59,,3.08,21.48,0.6,21236.73,,,10-19
185,300557,理工光科,0.19,,6.31,3.08,-0.95,797.14,,,10-19
186,603323,吴江银行,0.39,,6.83,5.84,3.26,39156.4,,,10-18
187,603203,快克股份,0.64,,,18.67,0.91,4449.04,,,10-18
188,300556,丝路视觉,0.12,,3.22,3.67,-0.3,962.55,,,10-18
189,300560,中富通,0.43,,5.48,8.17,-0.48,2244.04,,,10-18
190,603716,塞力斯,0.95,,13.01,7.55,-0.23,3614.37,,,10-17
191,601882,海天精工,0.08,34.48,2.11,3.92,0.19,3865.05,34.45,,10-17
192,300559,佳发安泰,0.55,,5.01,11.64,,2965.23,,,10-17
193,002818,富森美,0.73,,6.5,11.91,0.99,28903.08,,,10-17
194,603303,得邦照明,0.6,,,10.72,0.38,10835.8,,,10-14
195,603888,新华网,0.66,,7.33,9.27,0.22,10219.22,,10派17,10-10
196,603258,电魂网络,0.79,,3.1,29.13,0.77,14196.8,,,09-30
197,300553,集智股份,0.43,,4.59,9.58,0.26,1541.17,,,09-29
198,002817,黄山胶囊,0.5,,5.31,9.78,0.24,3254.83,,,09-28
199,300550,和仁科技,0.3,76.47,3.87,8.0,-0.55,1784.67,76.32,,09-28
200,002816,和科达,0.16,-6.86,4.27,3.92,-0.24,1231.81,-6.85,,09-27
201,300555,路通视信,0.41,,4.87,8.87,-0.25,2463.56,,,09-27
202,603667,五洲新春,0.29,,4.56,6.63,0.52,4471.45,,,09-27
203,300552,万集科技,0.44,450.0,5.38,8.46,-2.28,3496.46,472.66,,09-26
204,603859,能科股份,0.07,,5.05,1.47,-0.34,626.05,,,09-26
205,300551,古鳌科技,0.27,,5.22,5.21,-1.88,1459.28,,,09-26
206,600908,无锡银行,0.28,7.69,,6.36,,47263.16,10.5,,09-22
207,603160,汇顶科技,0.76,110.2,3.44,24.18,-0.3,30405.64,110.19,,09-20
208,601366,利群股份,0.29,,3.74,7.73,0.77,19564.72,,,09-19
209,603816,顾家家居,0.82,,3.53,24.81,0.81,27205.97,,,09-19
210,300547,川环科技,0.81,6.58,7.12,12.02,0.51,3617.95,5.73,10派10,09-19
211,603313,梦百合,0.45,,3.78,12.18,0.61,8066.75,,,09-14
212,300549,优德精密,0.4,,3.73,11.24,0.51,1985.26,7.85,,09-14
213,300548,博创科技,0.52,92.59,5.15,10.2,0.43,3200.19,90.4,,09-14
214,300546,雄帝科技,0.48,-18.64,7.46,6.67,-0.94,1925.99,-18.51,,09-13
215,603777,来伊份,0.38,,6.38,6.22,0.53,6924.6,,,09-13
216,603138,海量数据,0.3,,2.27,13.43,-0.35,1868.74,,,09-13
217,603421,鼎信通讯,0.2,,2.94,7.14,-0.22,7945.08,,,09-12
218,300545,联得装备,0.3,,4.4,6.96,-0.14,1584.51,,,09-12
219,002815,崇达技术,0.51,-62.5,,16.78,,18349.39,20.15,,09-12
220,002813,路畅科技,0.3,-18.92,5.36,5.7,-0.32,2676.23,-20.04,,09-12
221,600926,杭州银行,1.0,-0.99,14.38,7.14,3.09,234665.3,6.47,,09-12
222,603738,泰晶科技,0.5,,5.51,9.22,1.72,2476.49,,,09-12
223,603843,正平股份,0.08,-2.38,2.4,3.3,-1.37,2343.49,-2.33,,09-02
224,601375,中原证券,0.1,,2.41,3.73,-0.27,30615.62,,,09-01
225,002807,江阴银行,0.23,-5.26,4.85,4.89,,36174.79,-5.28,,09-01
226,601881,中国银河,0.24,-65.22,5.74,3.93,0.89,225546.21,-60.03,,09-01
227,600004,白云机场,0.6,11.11,,7.01,,69502.59,12.42,,08-31
228,600781,辅仁药业,0.08,4.16,,3.95,,1423.23,4.19,,08-31
229,600817,*ST宏盛,-0.0,-550.0,,-0.2,,-43.44,-560.63,,08-31
230,600854,春兰股份,0.1,163.85,,2.74,,5345.21,163.87,,08-31
231,002605,姚记扑克,0.13,-22.38,,4.53,,4839.99,-22.35,,08-31
232,600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31
233,600571,信雅达,0.29,27.19,,5.78,,6317.16,36.91,,08-31
234,002027,分众传媒,0.45,56150.0,0.62,34.28,,190117.15,751355.02,,08-31
235,600973,宝胜股份,0.1,-14.83,,2.7,,8997.7,84.28,,08-31
236,600622,嘉宝集团,0.2,-42.86,,2.84,,13340.69,-27.43,,08-31
237,000679,大连友谊,0.03,-91.71,,0.81,,1025.37,-91.79,,08-31
238,002753,永东股份,0.15,-61.36,,2.55,,2211.82,-26.76,,08-31
239,600696,*ST匹凸,-0.11,59.42,,-8.0,,-3876.39,65.65,,08-31
240,600068,葛洲坝,0.31,13.92,,6.86,,144156.92,14.85,,08-31
241,000912,泸天化,-0.31,940.33,,-27.94,,-18257.07,933.96,,08-31
242,000420,吉林化纤,0.01,22.08,,0.49,,757.47,37.23,10转10,08-31
243,600833,第一医药,0.11,3.94,,3.18,,2411.26,3.96,,08-31
244,000975,银泰资源,0.08,10.08,,2.41,,8855.84,9.71,,08-31
245,000545,金浦钛业,0.03,-80.0,,1.91,,3371.36,-48.21,,08-31
246,600886,国投电力,0.22,-39.34,,5.44,,148633.8,-39.33,,08-31
247,601009,南京银行,0.72,-40.0,8.18,8.94,17.5,436182.3,22.26,,08-31
248,000657,中钨高新,0.01,-103.81,,0.17,,500.31,-103.74,,08-31
249,002718,友邦吊顶,0.71,20.34,,9.04,,5824.91,18.82,,08-31
250,000718,苏宁环球,0.06,-63.69,,3.8,,17354.1,-45.81,,08-31
251,000767,漳泽电力,-0.05,-127.26,,-2.04,,-11682.73,-127.99,,08-31
252,000426,兴业矿业,0.02,-42.18,,0.86,,2341.33,15.79,,08-31
253,600482,中国动力,0.36,89.47,,4.05,,46138.91,362.51,,08-31
254,600182,S佳通,0.22,-29.52,,6.7,,7428.61,-30.5,,08-31
255,002464,金利科技,0.32,-139.51,,4.66,,4646.76,-139.63,,08-31
256,600734,实达集团,0.22,-458.96,,13.77,,8625.09,-499.57,,08-31
257,000020,深华发A,0.03,-48.7,,2.31,,727.3,-48.7,,08-31
258,000820,神雾节能,-0.15,1090.48,,-11.07,,-4415.54,1113.71,,08-31
259,000158,常山股份,-0.01,-62.53,,-0.34,,-1843.78,-44.99,,08-31
260,600581,八一钢铁,-0.41,-61.32,,,,-31379.91,-61.31,,08-31
261,002712,思美传媒,0.21,-46.97,,5.39,,5911.49,70.3,,08-31
262,000729,燕京啤酒,0.16,-24.53,,3.5,,45192.12,-24.41,,08-31
263,002180,艾派克,0.23,-20.69,,11.92,,23258.32,86.57,,08-31
264,000338,潍柴动力,0.26,8.33,,3.28,,105151.6,8.5,10派1,08-31
265,000505,*ST珠江,-0.11,-320.0,,,,-4737.06,-320.4,,08-31
266,000563,陕国投A,0.09,-61.5,,3.7,,28297.68,-2.05,,08-31
267,600586,金晶科技,0.01,-120.0,,0.52,,2065.23,-127.55,,08-31
268,600988,赤峰黄金,0.12,-36.84,,4.09,,8903.95,-28.83,,08-31
269,600658,电子城,0.17,142.86,,2.96,,10120.9,164.51,,08-31
270,000717,韶钢松山,-0.09,-73.99,,-95.15,,-22882.36,-74.0,,08-31
271,002121,科陆电子,0.06,-61.8,,3.12,,7353.17,7.64,,08-31
272,601336,新华保险,1.07,-50.46,18.5,5.73,2.83,333300.0,-50.64,,08-31
273,600339,中油工程,-0.68,88.06,,,,-39535.51,88.07,,08-31
274,601888,中国国旅,1.13,8.9,,9.43,,110678.86,8.89,,08-31
275,000031,中粮地产,0.09,-18.18,,2.72,,16093.83,-18.1,,08-31
276,600008,首创股份,0.05,-38.45,,3.01,,25670.65,23.05,,08-31
277,000036,华联控股,0.38,-2846.43,,19.14,,43211.98,-2864.71,,08-31
278,002528,英飞拓,-0.04,179.58,,-1.54,,-3675.96,270.93,,08-31
279,600403,*ST大有,-0.4,312.96,,-11.92,,-95965.04,313.05,,08-31
280,000150,宜华健康,2.08,83296.0,,36.03,,93363.78,82412.04,,08-31
281,600803,新奥股份,0.17,-37.04,,3.99,,17179.6,-35.49,,08-31
282,600500,中化国际,0.08,-55.56,,1.47,,16652.34,-55.76,,08-31
283,000979,中弘股份,0.0,-97.5,,0.27,,2098.17,-97.14,,08-31
284,600890,中房股份,-0.03,50.0,,-5.27,,-1683.15,36.25,,08-31
285,002640,跨境通,0.12,-66.67,,7.46,,15834.35,108.55,,08-31
286,000568,泸州老窖,0.79,8.97,,10.3,,111241.59,8.9,,08-31
287,600939,重庆建工,0.12,-60.0,,4.48,-0.46,19137.22,-61.11,,08-31
288,600626,申达股份,0.11,52.57,,3.37,,8019.48,52.67,,08-31
289,601111,中国国航,0.28,-12.5,,5.58,,345762.1,-12.19,,08-31
290,600733,S*ST前锋,-0.02,-38.24,,-1.9,,-410.12,-38.09,,08-31
291,601811,新华文轩,0.31,3.33,,4.9,,35002.34,2.6,,08-31
292,600749,西藏旅游,-0.21,-4.72,,-6.39,,-3929.81,-4.71,,08-31
293,000066,中国长城,-0.01,-93.67,,-0.28,,-727.2,-93.07,,08-31
294,000157,中联重科,-0.11,175.0,,-2.13,,-83652.22,169.99,,08-31
295,600808,马钢股份,0.06,-136.61,,2.42,,45275.3,-136.61,,08-31
296,600095,哈高科,-0.02,-16.61,,-1.25,,-887.05,-16.69,,08-31
297,600844,*ST丹科,-0.09,-685.62,,-8.9,,-6976.48,-683.98,,08-31
298,002613,北玻股份,0.02,-53.19,,0.75,,1113.49,-53.09,,08-31
299,000537,广宇发展,0.18,5.88,,4.55,,9080.54,2.39,,08-31
300,600879,航天电子,0.1,22.78,,1.82,,10123.5,22.85,,08-31
301,600150,中国船舶,0.01,-90.4,,0.1,,1708.55,-90.05,,08-31
302,000555,神州信息,0.09,-64.39,,2.42,,7942.1,-28.76,,08-31
303,000599,青岛双星,0.08,100.0,,2.14,,5401.73,105.82,,08-31
304,601001,大同煤业,0.23,-154.76,,7.63,,38616.85,-154.3,,08-31
305,000638,万方发展,0.01,-150.43,,1.7,,357.4,-150.14,,08-31
306,000669,金鸿能源,0.27,-7.62,,3.4,,13189.14,-7.62,,08-31
307,000710,*ST天仪,-0.01,-66.03,,-1.41,,-164.27,-66.02,,08-31
308,600297,广汇汽车,0.25,-14.72,,6.37,,138005.26,52.67,,08-31
309,002131,利欧股份,0.18,-55.0,,4.67,,27289.66,75.95,,08-31
310,601611,中国核建,0.12,,,4.21,,27194.1,-2.62,,08-31
311,600420,现代制药,0.31,-27.7,,6.47,,8877.61,-27.69,,08-31
312,000333,美的集团,1.48,-24.87,,17.64,,949649.3,14.08,,08-31
313,002570,贝因美,-0.21,110.0,,-6.02,,-21422.25,108.07,,08-31
314,000504,南华生物,-0.04,101.5,,,,-1257.05,70.93,,08-31
315,000953,*ST河化,-0.14,45.92,,-49.03,,-4261.67,46.01,,08-31
316,000543,皖能电力,0.29,-57.25,,5.84,,51862.86,-27.32,,08-31
317,000993,闽东电力,0.22,169.25,,5.21,,8034.61,186.62,,08-31
318,600568,中珠医疗,0.21,80.12,,4.25,,12268.88,111.06,,08-31
319,002024,苏宁云商,-0.02,-140.0,,-0.35,,-12119.1,-134.79,,08-31
320,000606,神州易桥,0.02,-124.2,,1.04,,1190.98,-128.01,,08-31
321,000626,远大控股,1.44,42.03,,22.69,,31436.44,53.35,10派3.33转10,08-31
322,600246,万通地产,0.22,1684.43,,8.67,,26490.33,1689.53,,08-31
323,601558,*ST锐电,-0.08,-42.86,,-12.12,,-48871.95,-43.47,,08-31
324,600320,振华重工,0.03,20.0,,0.75,,11229.34,2.09,,08-31
325,601989,中国重工,0.04,300.0,,1.27,,74084.43,306.91,,08-31
326,600027,华电国际,0.27,-32.91,,6.12,,263546.2,-24.82,,08-31
327,000876,新希望,0.34,-39.29,,7.37,,143070.74,23.53,,08-31
328,600783,鲁信创投,0.41,36.67,,8.6,,30797.55,37.53,,08-31
329,000897,津滨发展,0.02,-132.9,,1.95,,2458.84,-132.89,,08-31
330,600071,凤凰光学,-0.14,447.39,,-6.6,,-3237.17,446.68,,08-31
331,000403,ST生化,0.16,-20.0,,9.61,,4229.04,-20.93,,08-31
332,600122,宏图高科,0.12,-46.68,,1.8,,13929.32,-46.49,,08-31
333,000567,海德股份,0.01,-91.95,,0.52,,114.7,-91.96,,08-31
334,600179,安通控股,-0.26,-38.1,,,,-10113.73,-37.61,,08-31
335,000592,平潭发展,0.01,-71.78,,0.63,,1991.99,-35.54,,08-31
336,000611,*ST天首,-0.05,-18.81,,-9.77,,-1763.14,-18.86,,08-31
337,601107,四川成渝,0.22,21.44,,5.25,,67544.57,21.44,,08-31
338,601169,北京银行,0.7,-11.39,7.82,9.13,-6.15,1062100.0,5.83,,08-31
339,600682,南京新百,-0.32,-268.42,,-11.92,,-26756.92,-292.42,,08-31
340,002125,湘潭电化,0.03,233.33,,0.53,,551.45,286.77,,08-31
341,600326,西藏天路,0.12,12.51,,3.56,,7839.97,36.82,,08-31
342,600366,宁波韵升,1.38,216.3,,17.71,,74221.25,226.41,,08-31
343,600007,中国国贸,0.37,23.33,,6.54,,37746.63,23.75,,08-31
344,601928,凤凰传媒,0.29,13.66,,6.74,,74512.3,13.65,,08-31
345,600033,福建高速,0.13,7.02,,4.2,,34299.56,6.99,,08-31
346,000065,北方国际,0.4,73.91,,5.51,,11014.53,84.36,10转5,08-31
