,broker,count,bamount,bcount,samount,scount,top3
618,中国银河证券股份有限公司长春西民主大街证券营业部,1,0.0,0,850.87,1,大丰实业
619,招商证券股份有限公司佛山南海南平西路证券营业部,1,0.0,0,526.65,1,大丰实业
620,广发证券股份有限公司揭阳临江北路证券营业部,1,0.0,0,519.97,1,大丰实业
621,国信证券股份有限公司义乌城北路证券营业部,3,224.37,1,652.21,2,"光莆股份,北京君正,大丰实业"
622,东方证券股份有限公司深圳金田路证券营业部,2,2877.2,1,2959.28,1,科林电气
623,上海证券有限责任公司瑞安塘下大道证券营业部,1,0.0,0,961.03,1,清源股份
624,中泰证券股份有限公司威海海滨北路证券营业部,2,3750.67,2,0.0,0,科林电气
625,中信证券股份有限公司中山中山四路证券营业部,3,5098.04,2,4583.36,1,"科林电气,中持股份"
626,华泰证券股份有限公司永嘉阳光大道证券营业部,2,1862.41,2,0.0,0,"无锡银行,浩云科技"
627,华福证券有限责任公司莆田城涵东大道证券营业部,1,1857.58,1,0.0,0,科林电气
628,东兴证券股份有限公司福州五四路证券营业部,2,0.0,0,4402.62,2,"*ST中基,清源股份"
629,兴业证券股份有限公司杭州清泰街证券营业部,4,6387.05,4,0.0,0,"韩建河山,横河模具,全信股份,"
630,中国银河证券股份有限公司温州大南路证券营业部,2,0.0,0,6192.18,2,无锡银行
631,东海证券股份有限公司青岛香港中路证券营业部,3,843.59,2,778.14,1,"濮阳惠成,北京君正,清源股份"
632,光大证券股份有限公司深圳金田路证券营业部,6,12372.11,3,10400.15,3,"冀东装备,韩建河山,凤凰光学,"
633,联储证券有限责任公司上海中山西路证券营业部,1,0.0,0,1991.16,1,无锡银行
634,中国银河证券股份有限公司宁波柳汀街证券营业部,3,3712.97,2,898.37,1,"恒泰艾普,大唐发电,科林电气"
635,华安证券股份有限公司温州汤家桥路证券营业部,1,0.0,0,1733.57,1,无锡银行
636,联储证券有限责任公司平顶山中兴路证券营业部,1,0.0,0,1586.07,1,无锡银行
637,华泰证券股份有限公司上海国宾路证券营业部,4,422.82,2,496.1,2,"银之杰,恒润股份,大唐发电"
638,招商证券股份有限公司北京北三环路证券营业部,2,0.0,0,322.87,2,"汇金通,恒润股份"
639,海通证券股份有限公司青岛湛山一路营业部,1,0.0,0,3.88,1,恒润股份
640,世纪证券有限责任公司上海威海路证券营业部,1,0.0,0,3.88,1,恒润股份
641,国联证券股份有限公司江阴大桥北路证券营业部,1,0.0,0,3.88,1,恒润股份
642,方正证券股份有限公司上海西藏南路证券营业部,2,1270.9,1,1351.72,1,格尔软件
643,方正证券股份有限公司天台寒山路证券营业部,2,499.75,1,535.05,1,格尔软件
644,方正证券股份有限公司上海杨高北路证券营业部,2,492.99,1,535.75,1,格尔软件
645,中国中投证券有限责任公司西安友谊东路证券营业部,2,449.31,1,536.61,1,格尔软件
646,海通证券股份有限公司金华八一南街证券营业部,1,36.27,1,0.0,0,格尔软件
647,中信证券（山东）有限责任公司青岛标山路证券营业部,2,782.84,1,18.44,1,"力盛赛车,格尔软件"
648,平安证券股份有限公司芜湖江北证券营业部,3,141.67,1,208.31,2,"凤凰光学,好利来,格尔软件"
649,广发证券股份有限公司佛山岭南大道北证券营业部,1,0.0,0,14.47,1,格尔软件
650,安信证券股份有限公司深圳红荔西路证券营业部,2,2092.09,1,2222.02,1,华建集团
651,信达证券股份有限公司绍兴柯桥山阴路证券营业部,2,3.81,1,746.37,1,"金石资源,川润股份"
652,财通证券股份有限公司丽水松阳要津路证券营业部,1,0.0,0,0.65,1,金石资源
653,浙商证券股份有限公司绍兴金柯桥大道证券营业部,1,970.26,1,0.0,0,华建集团
654,中国中投证券有限责任公司青岛延吉路证券营业部,1,0.0,0,0.65,1,金石资源
655,财通证券股份有限公司重庆邹容路证券营业部,1,0.0,0,2334.35,1,华建集团
656,万联证券有限责任公司广州滨江东路证券营业部,1,0.0,0,0.65,1,金石资源
657,中国银河证券股份有限公司沈阳大北关街证券营业部,1,0.0,0,0.65,1,金石资源
658,中信证券股份有限公司北京建国门证券营业部,1,0.0,0,1067.87,1,华建集团
659,宏信证券有限责任公司上海拱极路证券营业部,2,42.72,2,0.0,0,恒润股份
660,海通证券股份有限公司咸阳沈兴北路证券营业部,1,0.0,0,4.27,1,恒润股份
661,海通证券股份有限公司济南泉城路证券营业部,2,0.0,0,689.65,2,"清源股份,恒润股份"
662,国金证券股份有限公司成都武成大街证券营业部,1,0.0,0,4.27,1,恒润股份
663,中国银河证券股份有限公司南昌广场东路证券营业部,1,0.0,0,4.27,1,恒润股份
664,华福证券有限责任公司福州达道路证券营业部,1,0.0,0,2.14,1,恒润股份
665,国泰君安证券股份有限公司上海打浦路证券营业部,3,1707.96,2,470.5,1,"中葡股份,正虹科技"
666,中国国际金融股份有限公司福州五四路证券营业部,1,1040.5,1,0.0,0,中葡股份
667,太平洋证券股份有限公司厦门分公司,2,716.46,1,706.74,1,中葡股份
668,中国国际金融股份有限公司杭州教工路证券营业部,1,385.24,1,0.0,0,中葡股份
669,申万宏源西部证券有限公司北京金融大街证券营业部,1,0.0,0,679.91,1,中葡股份
670,中国银河证券股份有限公司北京陶然桥证券营业部,1,0.0,0,444.71,1,中葡股份
671,申万宏源西部证券有限公司大连金马路证券营业部,1,0.0,0,441.37,1,中葡股份
672,长江证券股份有限公司太原南内环街证券营业部,1,267.12,1,0.0,0,凤凰光学
673,金元证券股份有限公司海口南宝路证券营业部,1,0.0,0,945.05,1,中油工程
674,安信证券股份有限公司上海杨浦区殷行路证券营业部,1,796.13,1,0.0,0,汇金通
675,申万宏源西部证券有限公司奎屯北京西路证券营业部,1,0.0,0,822.23,1,中油工程
676,安信证券股份有限公司揭阳临江北路证券营业部,2,1975.12,1,669.65,1,"太极实业,中油工程"
677,中国银河证券股份有限公司武汉汉阳大道证券营业部,1,315.5,1,0.0,0,汇金通
678,南京证券股份有限公司江阴人民中路证券营业部,1,0.0,0,972.2,1,凤凰光学
679,长江证券股份有限公司武汉鹦鹉大道证券营业部,1,0.0,0,506.38,1,中油工程
680,申万宏源证券有限公司甘肃分公司,1,283.04,1,0.0,0,汇金通
681,国金证券股份有限公司客户资产管理部,2,0.0,0,916.57,2,"云赛智联,凤凰光学"
682,新时代证券股份有限公司郑州丰产路证券营业部,1,0.0,0,283.63,1,中油工程
683,长城证券股份有限公司深圳宝安海秀路证券营业部,1,198.88,1,0.0,0,汇金通
684,中国银河证券股份有限公司上海肇嘉浜路证券营业部,1,0.0,0,401.66,1,凤凰光学
685,光大证券股份有限公司上海黄浦区西藏中路证券营业部,1,0.0,0,350.7,1,汇金通
686,东北证券股份有限公司常州花园街证券营业部,1,0.0,0,379.94,1,凤凰光学
687,长江证券股份有限公司北京新源里证券营业部,1,0.0,0,270.53,1,汇金通
688,西藏东方财富证券股份有限公司拉萨察古大道第二证券营业部,4,424.63,1,565.4,3,"传艺科技,星云股份,汇金通"
689,华宝证券有限责任公司上海东大名路证券营业部,3,2896.79,3,0.0,0,"内蒙一机,华灿光电,尔康制药"
690,华泰证券股份有限公司北京苏州街证券营业部,1,872.39,1,0.0,0,内蒙一机
691,招商证券股份有限公司深圳福华三路证券营业部,2,689.44,1,3397.61,1,"内蒙一机,京汉股份"
692,中信建投证券股份有限公司衡阳解放西路证券营业部,1,644.29,1,0.0,0,内蒙一机
693,东吴证券股份有限公司苏州狮山路证券营业部,1,0.0,0,1063.71,1,内蒙一机
694,东吴证券股份有限公司杭州文晖路证券营业部,1,0.0,0,911.47,1,内蒙一机
695,海通证券股份有限公司广州珠江西路证券营业部,2,18829.55,2,0.0,0,"龙溪股份,连云港"
696,国泰君安证券股份有限公司顺德东乐路证券营业部,4,8143.16,3,2583.7,1,"龙溪股份,柳钢股份,科林电气"
697,方正证券股份有限公司北京安定门外大街证券营业部,1,2099.42,1,0.0,0,龙溪股份
698,万联证券有限责任公司上海富贵东路证券营业部,1,0.0,0,3982.27,1,龙溪股份
699,中信建投证券股份有限公司襄阳檀溪路证券营业部,1,0.0,0,3717.19,1,龙溪股份
700,西南证券股份有限公司上海田林东路证券营业部,1,0.0,0,3672.75,1,龙溪股份
701,恒泰证券股份有限公司上海成山路证券营业部,1,0.0,0,3039.59,1,龙溪股份
702,国泰君安证券股份有限公司镇江长江路证券营业部,1,0.0,0,2622.68,1,龙溪股份
703,华鑫证券有限责任公司泉州宝洲路证券营业部,2,7902.92,2,0.0,0,无锡银行
704,国海证券股份有限公司上海奉贤路营业部,1,2512.85,1,0.0,0,无锡银行
705,上海证券有限责任公司深圳民田路证券营业部,3,5982.73,2,2338.82,1,"冀东装备,科林电气"
706,东海证券股份有限公司泉州丰泽街证券营业部,5,1620.82,1,13968.39,4,"正虹科技,海虹控股,八一钢铁"
707,方正证券股份有限公司深圳别墅路证券营业部,2,2505.54,1,2074.93,1,科林电气
708,民生证券股份有限公司郑州西太康路证券营业部,2,0.0,0,7763.71,2,无锡银行
709,兴业证券股份有限公司武汉青年路证券营业部,1,0.0,0,1368.47,1,无锡银行
710,长江证券股份有限公司荆州北京西路证券营业部,1,0.0,0,1545.57,1,科林电气
711,华福证券有限责任公司永安新府路证券营业部,2,1227.95,1,237.29,1,"格尔软件,三德科技"
712,财富证券有限责任公司杭州庆春路证券营业部,6,2228.27,4,986.37,2,"星云股份,三超新材,格尔软件,"
713,光大证券股份有限公司苏州苏惠路证券营业部,1,663.39,1,0.0,0,格尔软件
714,光大证券股份有限公司宁波悦盛路证券营业部,3,622.49,2,788.25,1,"格尔软件,迪贝电气,长川科技"
715,广发证券股份有限公司佛山汾江中路证券营业部,3,1237.58,1,4349.81,2,"坤彩科技,冀东水泥,友讯达"
716,光大证券股份有限公司上海浦东新区金科路证券营业部,1,17.79,1,0.0,0,迪贝电气
717,招商证券股份有限公司深圳东门南路证券营业部,2,1180.52,2,0.0,0,"坤彩科技,中科创达"
718,申万宏源西部证券有限公司盐城解放南路证券营业部,1,0.0,0,1.22,1,韦尔股份
719,中信证券股份有限公司余姚南雷路证券营业部,2,679.49,1,2.09,1,"新宏泽,迪贝电气"
720,申万宏源证券有限公司上海浦东新区云台路证券营业部,1,0.0,0,1.22,1,韦尔股份
721,国信证券股份有限公司天津市河西区湘江道47号五矿大厦第一层东大厅及第二层,2,0.0,0,3.05,2,"金石资源,迪贝电气"
722,华泰证券股份有限公司西安文艺北路证券营业部,1,0.0,0,1.22,1,韦尔股份
723,招商证券股份有限公司武汉航空路证券营业部,1,0.0,0,2.09,1,迪贝电气
724,申万宏源证券有限公司重庆杨家坪正街证券营业部,1,0.0,0,2.33,1,新日股份
725,华泰证券股份有限公司南京浦泗路证券营业部,1,0.0,0,1.22,1,韦尔股份
726,国信证券股份有限公司哈尔滨田地街证券营业部,1,0.0,0,2.09,1,迪贝电气
727,长江证券股份有限公司荆门白庙路证券营业部,2,0.0,0,2.89,2,"寿仙谷,韦尔股份"
728,兴业证券股份有限公司深圳海秀路证券营业部,2,2216.96,1,2202.63,1,京汉股份
729,华泰证券股份有限公司重庆春晖路证券营业部,1,1835.78,1,0.0,0,京汉股份
730,海通证券股份有限公司武汉十升路证券营业部,2,1453.26,1,2193.42,1,京汉股份
731,兴业证券股份有限公司深圳分公司,2,4961.43,1,5253.8,1,冀东水泥
732,国泰君安证券股份有限公司北京金桐西路证券营业部,5,6866.58,3,5270.9,2,"冀东装备,渤海股份,张家港行"
733,申万宏源西部证券有限公司深圳福华一路证券营业部,2,1224.53,1,815.72,1,"京汉股份,焦作万方"
734,华泰证券股份有限公司常熟金沙江路证券营业部,2,6699.29,2,0.0,0,冀东水泥
735,中国银河证券股份有限公司深圳景田证券营业部,2,3808.32,2,0.0,0,渤海股份
736,中国中投证券有限责任公司深圳分公司,2,981.96,2,0.0,0,"莱茵体育,高伟达"
737,海通证券股份有限公司北京知春路证券营业部,2,1553.59,1,1397.1,1,渤海股份
738,东北证券股份有限公司广东分公司,1,502.93,1,0.0,0,莱茵体育
739,海通证券股份有限公司南通人民中路证券营业部,1,2075.29,1,0.0,0,冀东水泥
740,中国银河证券股份有限公司杭州绍兴路证券营业部,2,1204.7,1,2202.77,1,渤海股份
741,华鑫证券有限责任公司北京菜市口大街证券营业部,1,0.0,0,2331.78,1,京汉股份
742,方正证券股份有限公司衡阳祁东民生街证券营业部,1,1868.11,1,0.0,0,冀东水泥
743,申万宏源证券有限公司福州鼓屏路证券营业部,2,35.55,1,376.54,1,"国际医学,莱茵体育"
744,兴业证券股份有限公司哈尔滨友谊路证券营业部,1,0.0,0,2219.09,1,京汉股份
745,招商证券股份有限公司温州新城大道证券营业部,2,634.45,1,164.03,1,"深圳华强,莱茵体育"
746,海通证券股份有限公司上海黄浦区福州路证券营业部,2,0.0,0,162.55,2,"莱茵体育,奥翔药业"
747,华泰证券股份有限公司扬中扬子中路证券营业部,1,0.0,0,1701.08,1,冀东水泥
748,方正证券股份有限公司台州解放路证券营业部,1,0.0,0,1547.27,1,冀东水泥
749,长城国瑞证券有限公司福州五一北路证券营业部,1,0.0,0,1544.54,1,冀东水泥
750,华泰证券股份有限公司南京户部街证券营业部,3,2485.57,2,401.05,1,"石化机械,天保基建"
751,华泰证券股份有限公司无锡解放北路证券营业部,1,1712.24,1,0.0,0,石化机械
752,中国中投证券有限责任公司济宁环城西路证券营业部,2,1525.72,1,217.29,1,"石化机械,好利来"
753,东方证券股份有限公司上海浦东新区银城中路证券营业部,2,227.79,1,6363.2,1,"海默科技,石化机械"
754,海通证券股份有限公司哈尔滨通江街证券营业部,2,417.9,1,3856.67,1,石化机械
755,华泰证券股份有限公司北京雍和宫证券营业部,5,28355.44,2,2051.11,3,"津膜科技,*ST鲁丰,石化机械,"
756,国泰君安证券股份有限公司上海静安区南京西路证券营业部,2,1491.03,1,692.18,1,"河北宣工,博深工具"
757,国泰君安证券股份有限公司广西分公司,1,1409.08,1,0.0,0,河北宣工
758,广发证券股份有限公司杭州天目山路证券营业部,2,2881.42,1,826.03,1,"天山股份,连云港"
759,国信证券股份有限公司无锡梁溪路证券营业部,2,1061.72,1,465.9,1,河北宣工
760,海通证券股份有限公司北京密云鼓楼东大街证券营业部,1,0.0,0,1903.96,1,天山股份
761,海通证券股份有限公司嵊州西前街证券营业部,5,6747.05,3,2285.44,2,"千方科技,力盛赛车,天山股份"
762,安信证券股份有限公司佛山北滘证券营业部,3,735.9,2,1.19,1,"中钢国际,中泰桥梁,金陵体育"
763,海通证券股份有限公司上海虹口区新建路证券营业部,1,411.46,1,0.0,0,中钢国际
764,中信证券股份有限公司泉州宝洲路证券营业部,1,391.53,1,0.0,0,中钢国际
765,中泰证券股份有限公司上海赤峰路证券营业部,2,1381.43,1,1792.59,1,"生意宝,柳钢股份"
766,中信建投证券股份有限公司北京青年路证券营业部,2,0.0,0,1234.18,2,"第一创业,生意宝"
767,华西证券股份有限公司深圳民田路证券营业部,3,117.29,1,321.34,2,"陕西金叶,生意宝,奥翔药业"
768,国盛证券有限责任公司上饶市上饶县旭日大道证券营业部,1,0.0,0,286.51,1,生意宝
769,信达证券股份有限公司湛江海滨大道南证券营业部,1,0.0,0,271.33,1,生意宝
770,长江证券股份有限公司成都人民南路证券营业部,4,1705.55,2,7719.69,2,"巨力索具,恒通科技,航发动力"
771,中信证券股份有限公司北京呼家楼证券营业部,3,10175.37,2,2179.29,1,"北新路桥,西部建设"
772,国泰君安证券股份有限公司上海虹桥路证券营业部,1,740.92,1,0.0,0,西部建设
773,深股通专用,5,3707.93,3,5070.85,2,"兔宝宝,尔康制药,西部建设,"
774,中国中投证券有限责任公司东莞虎门证券营业部,1,0.0,0,1449.73,1,巨力索具
775,中国中投证券有限责任公司深圳宝安兴华路证券营业部,2,0.0,0,2162.4,2,"西部建设,青龙管业"
776,华西证券股份有限公司成都高升桥路证券营业部,1,0.0,0,700.55,1,西部建设
777,华鑫证券有限责任公司宁波沧海路证券营业部,4,9117.21,3,768.72,1,"津膜科技,北京科锐,新宏泽"
778,华鑫证券有限责任公司西安西大街证券营业部,3,3703.5,2,2031.22,1,北京科锐
779,华鑫证券有限责任公司赣州翠微路证券营业部,1,1840.78,1,0.0,0,北京科锐
780,华宝证券有限责任公司上海西藏中路证券营业部,1,1822.56,1,0.0,0,北京科锐
781,光大证券股份有限公司北京丽泽路证券营业部,1,0.0,0,608.4,1,北京科锐
782,中银国际证券有限责任公司哈尔滨安定街证券营业部,1,0.0,0,165.82,1,北京科锐
783,安信证券股份有限公司昆明东风西路证券营业部,1,0.0,0,126.41,1,北京科锐
784,东兴证券股份有限公司莆田梅园东路证券营业部,2,2951.53,2,0.0,0,"千方科技,嘉寓股份"
785,中信证券股份有限公司福州连江北路证券营业部,1,0.0,0,1642.12,1,千方科技
786,中信建投证券股份有限公司青岛南京路证券营业部,3,0.0,0,8791.51,3,"海虹控股,千方科技"
787,国泰君安证券股份有限公司北京德外大街证券营业部,1,0.0,0,1545.38,1,千方科技
788,南京证券股份有限公司南京热河路证券营业部,1,1305.98,1,0.0,0,青龙管业
789,东兴证券股份有限公司福州五一北路证券营业部,5,1403.05,2,1446.45,3,"传艺科技,青龙管业,博天环境"
790,中泰证券股份有限公司泰安岱宗大街证券营业部,1,0.0,0,1144.2,1,青龙管业
791,申万宏源证券有限公司绍兴胜利东路证券营业部,1,964.04,1,0.0,0,华斯股份
792,华泰证券股份有限公司深圳侨香路证券营业部,1,916.83,1,0.0,0,华斯股份
793,中信建投证券股份有限公司广州番禺国泰路证券营业部,1,881.39,1,0.0,0,华斯股份
794,中国银河证券股份有限公司温州锦绣路证券营业部,3,628.16,1,1475.03,2,"新宏泽,东凌国际"
795,中天证券股份有限公司上海志丹路证券营业部,1,0.0,0,1140.57,1,新宏泽
796,中信证券股份有限公司湖州环城西路证券营业部,2,977.29,1,894.72,1,力盛赛车
797,华龙证券股份有限公司平凉崆峒东路证券营业部,1,905.18,1,0.0,0,力盛赛车
798,华安证券股份有限公司繁昌迎春东路证券营业部,1,1034.47,1,0.0,0,张家港行
799,长城国瑞证券有限公司厦门南山路证券营业部,1,578.27,1,0.0,0,张家港行
800,国信证券股份有限公司贵阳中华北路证券营业部,1,0.0,0,517.94,1,张家港行
801,东海证券股份有限公司长沙岳麓大道证券营业部,5,2062.48,3,1774.12,2,今飞凯达
802,西藏东方财富证券股份有限公司拉萨金珠西路第一证券营业部,2,262.45,1,514.1,1,"张家港行,北京君正"
803,方正证券股份有限公司六盘水青峰路证券营业部,1,0.0,0,465.84,1,今飞凯达
804,长城证券股份有限公司南京童卫路证券营业部,3,1204.34,1,2339.85,2,钧达股份
805,万联证券有限责任公司成都清江东路证券营业部,2,1159.82,1,1042.41,1,传艺科技
806,中原证券股份有限公司平顶山分公司,2,583.46,1,498.08,1,传艺科技
807,东北证券股份有限公司济南经十东路证券营业部,1,0.0,0,1.46,1,绿康生化
808,方正证券股份有限公司长沙韶山南路证券营业部,2,0.0,0,364.28,2,"长川科技,绿康生化"
809,方正证券股份有限公司郑州嵩山南路证券营业部,2,209.47,1,1.46,1,"高伟达,绿康生化"
810,光大证券股份有限公司乌鲁木齐新华北路证券营业部,1,0.0,0,1.46,1,绿康生化
811,五矿证券有限公司济南马鞍山路证券营业部,1,259.56,1,0.0,0,雷曼股份
812,国泰君安证券股份有限公司上海天山路证券营业部,5,12109.04,4,4395.77,1,"博天环境,佳讯飞鸿,英洛华,"
813,方正证券股份有限公司岳阳华容迎宾北路证券营业部,1,205.24,1,0.0,0,雷曼股份
814,光大证券股份有限公司广州番禺环城东路证券营业部,1,100.34,1,0.0,0,雷曼股份
815,东莞证券股份有限公司东莞南城分公司,1,95.14,1,0.0,0,雷曼股份
816,宏信证券有限责任公司上海分公司,5,1179.35,2,1641.53,3,"佳讯飞鸿,易事特,吴江银行,"
817,申万宏源证券有限公司上海徐汇区上中西路证券营业部,1,0.0,0,104.54,1,雷曼股份
818,中泰证券股份有限公司电子商务分公司,1,0.0,0,83.93,1,雷曼股份
819,中信证券股份有限公司北京北三环中路证券营业部,2,774.65,1,256.76,1,"太空板业,佳讯飞鸿"
820,华泰证券股份有限公司哈尔滨宣化街证券营业部,1,0.0,0,250.25,1,佳讯飞鸿
821,招商证券股份有限公司深圳建安路证券营业部,3,0.0,0,680.21,3,"华灿光电,浩云科技,鸣志电器"
822,中信建投证券股份有限公司揭阳黄岐山大道证券营业部,1,0.0,0,415.56,1,华灿光电
823,中泰证券股份有限公司厦门厦禾路证券营业部,2,857.45,2,0.0,0,"易事特,*ST中富"
824,银泰证券有限责任公司温州蝉街证券营业部,1,0.0,0,358.17,1,华灿光电
825,中泰证券股份有限公司烟台长江路证券营业部,1,337.37,1,0.0,0,易事特
826,南京证券股份有限公司宿迁黄河路证券营业部,1,0.0,0,1382.63,1,易事特
827,中泰证券股份有限公司上海陆家嘴浦电路证券营业部,1,0.0,0,1237.38,1,易事特
828,西南证券股份有限公司岳阳通海南路证券营业部,1,0.0,0,870.06,1,易事特
829,中原证券股份有限公司杭州新塘路证券营业部,1,0.0,0,518.93,1,易事特
830,安信证券股份有限公司北京远大路证券营业部,1,2052.56,1,0.0,0,太空板业
831,中信证券股份有限公司北京总部证券营业部,1,284.32,1,0.0,0,飞凯材料
832,华泰证券股份有限公司南通如东人民路证券营业部,1,1756.3,1,0.0,0,太空板业
833,财富证券有限责任公司青岛山东路证券营业部,1,0.0,0,3952.07,1,太空板业
834,中银国际证券有限责任公司南京庐山路证券营业部,1,170.0,1,0.0,0,飞凯材料
835,中信建投证券股份有限公司上海哈密路证券营业部,1,0.0,0,748.22,1,飞凯材料
836,中航证券有限公司烟台迎春大街证券营业部,1,0.0,0,1672.82,1,太空板业
837,华泰证券股份有限公司武汉民族大道证券营业部,1,0.0,0,267.35,1,飞凯材料
838,海通证券股份有限公司上虞市民大道证券营业部,2,422.65,1,406.62,1,五洋科技
839,中信建投证券股份有限公司上海营口路证券营业部,2,748.3,2,0.0,0,"乐心医疗,五洋科技"
840,国金证券股份有限公司成都温江区柳城商业新街证券营业部,1,0.0,0,995.0,1,五洋科技
841,第一创业证券股份有限公司宁波百丈东路证券营业部,3,270.35,1,624.59,2,"高伟达,五洋科技"
842,东方证券股份有限公司上海浦东新区张杨路证券营业部,1,0.0,0,336.3,1,五洋科技
843,山西证券股份有限公司太原坞城路证券营业部,1,789.68,1,0.0,0,四通新材
844,财通证券股份有限公司杭州西大街证券营业部,1,0.0,0,409.56,1,四通新材
845,海通证券股份有限公司宣城敬亭路证券营业部,1,255.26,1,0.0,0,浩云科技
846,中信证券股份有限公司海宁海昌南路证券营业部,1,0.0,0,359.9,1,四通新材
847,东海证券股份有限公司宁波大闸路证券营业部,1,364.08,1,0.0,0,全信股份
848,东方证券股份有限公司上海嘉定区沪宜公路证券营业部,1,16.36,1,0.0,0,友讯达
849,中信建投证券股份有限公司泰州青年路证券营业部,1,199.89,1,0.0,0,浩云科技
850,首创证券有限责任公司石家庄长江大道证券营业部,2,180.03,1,387.72,1,"全信股份,正元智慧"
851,招商证券股份有限公司北京车公庄西路证券营业部,2,1676.16,2,0.0,0,"海虹控股,友讯达"
852,中信建投证券股份有限公司长沙星沙证券营业部,1,190.35,1,0.0,0,浩云科技
853,安信证券股份有限公司北京青塔西路证券营业部,1,0.0,0,1.19,1,友讯达
854,新时代证券股份有限公司包头南门外大街证券营业部,1,0.0,0,199.42,1,浩云科技
855,招商证券股份有限公司无锡新生路证券营业部,2,24.63,1,335.0,1,"友讯达,全信股份"
856,财通证券股份有限公司玉环广陵路证券营业部,1,0.0,0,1.19,1,友讯达
857,山西证券股份有限公司晋中安宁街证券营业部,1,0.0,0,293.11,1,全信股份
858,长城证券股份有限公司上海民生路证券营业部,2,0.0,0,1.98,2,"金石资源,友讯达"
859,华福证券有限责任公司福州鼓屏路证券营业部,1,0.0,0,276.52,1,全信股份
860,长江证券股份有限公司深圳深南路证券营业部,1,0.0,0,1.19,1,友讯达
861,国泰君安证券股份有限公司梅州新中路证券营业部,1,0.0,0,126.38,1,浩云科技
862,国泰君安证券股份有限公司临海巾山中路证券营业部,1,0.0,0,251.87,1,全信股份
863,中信建投证券股份有限公司萍乡建设东路证券营业部,1,0.0,0,116.35,1,浩云科技
864,中信证券股份有限公司杭州狮山路证券营业部,3,491.59,1,2326.28,2,"乐心医疗,吴江银行"
865,申万宏源西部证券有限公司沈阳十一纬路证券营业部,1,470.44,1,0.0,0,乐心医疗
866,中信证券股份有限公司嵊州时代商务广场证券营业部,3,1201.92,3,0.0,0,"第一创业,微光股份,乐心医疗"
867,中银国际证券有限责任公司杭州庆春路证券营业部,1,0.0,0,301.62,1,乐心医疗
868,湘财证券股份有限公司上海共和新路证券营业部,4,972.84,2,996.4,2,"正元智慧,恒润股份"
869,海通证券股份有限公司郑州经七路证券营业部,2,784.74,1,891.62,1,长川科技
870,中信建投证券股份有限公司深圳深南中路证券营业部,2,644.97,1,663.45,1,长川科技
871,华鑫证券有限责任公司昆明北京路证券营业部,3,1028.77,2,469.64,1,"恒润股份,正元智慧"
872,万联证券有限责任公司广州增城荔乡路证券营业部,2,434.91,1,442.06,1,正元智慧
873,广发证券股份有限公司深圳彩田路证券营业部,1,450.61,1,0.0,0,新劲刚
874,光大证券股份有限公司上海淮海中路证券营业部,2,10.1,1,27.67,1,"杭州园林,正元智慧"
875,海通证券股份有限公司营口昆仑大街证券营业部,1,0.0,0,423.95,1,新劲刚
876,海通证券股份有限公司泉州田安路证券营业部,2,595.11,1,290.67,1,"湘潭电化,新劲刚"
877,国泰君安证券股份有限公司深圳分公司,1,10.19,1,0.0,0,金石资源
878,东海证券股份有限公司洛阳凯旋西路证券营业部,2,0.0,0,10.27,2,新日股份
879,广州证券股份有限公司广州增城夏街大道证券营业部,2,0.0,0,8.4,2,新日股份
880,财通证券股份有限公司海宁水月亭西路证券营业部,1,0.0,0,0.79,1,金石资源
881,申万宏源西部证券有限公司上海虹口区中山北一路证券营业部,1,0.0,0,3.42,1,新日股份
882,中信证券股份有限公司上海沪闵路证券营业部,1,0.0,0,3.42,1,新日股份
883,国泰君安证券股份有限公司兰州酒泉路证券营业部,1,0.0,0,0.79,1,金石资源
884,新时代证券股份有限公司北京中关村东路证券营业部,1,109.93,1,0.0,0,云赛智联
885,中泰证券股份有限公司上海新松江路证券营业部,1,59.15,1,0.0,0,云赛智联
886,申万宏源证券有限公司上海闵行区碧江路证券营业部,1,51.55,1,0.0,0,云赛智联
887,海通证券股份有限公司上海普陀区大华一路证券营业部,2,33.72,1,1708.98,1,"恒泰艾普,云赛智联"
888,中泰证券股份有限公司徐州民主南路证券营业部,1,0.0,0,320.85,1,云赛智联
889,华安证券股份有限公司成都高升桥路证券营业部,1,0.0,0,82.73,1,云赛智联
890,中信建投证券股份有限公司成都南一环路证券营业部,2,101.66,1,3397.76,1,"银河生物,航天机电"
891,渤海证券股份有限公司天津卫津南路证券营业部,2,72.15,1,1.78,1,"航天机电,太龙照明"
892,渤海证券股份有限公司天津友谊路证券营业部,1,42.64,1,0.0,0,航天机电
893,中泰证券股份有限公司日照昭阳路证券营业部,1,35.24,1,0.0,0,航天机电
894,中国银河证券股份有限公司湖州证券营业部,2,0.0,0,184.32,2,"绿康生化,航天机电"
895,光大证券股份有限公司宁波甬江大道证券营业部,3,6230.8,2,1995.3,1,"大唐发电,张家港行"
896,申万宏源证券有限公司北京劲松九区证券营业部,1,0.0,0,128.21,1,航天机电
897,华安证券股份有限公司天津围堤道证券营业部,1,2239.11,1,0.0,0,大唐发电
898,东北证券股份有限公司长春建设街证券营业部,1,0.0,0,91.2,1,航天机电
899,西部证券股份有限公司北京德胜门外大街证券营业部,1,0.0,0,653.78,1,大唐发电
900,五矿证券有限公司杭州市心北路证券营业部,1,3032.39,1,0.0,0,西部资源
901,国盛证券有限责任公司杭州萧绍路证券营业部,1,1505.11,1,0.0,0,西部资源
