,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye,opDate
0,44265717167,357579425537,5027476,58800184,538872224,358118297761,2016-03-21
0,35501793056,360648135772,5260179,59833340,524656447,361172792219,2016-03-22
0,32057030389,363609348818,3560827,59916870,538853981,364148202799,2016-03-23
0,35358343485,363716545508,4090008,60073723,523080723,364239626231,2016-03-24
0,27097779184,365099695805,4028187,58426670,522419826,365622115631,2016-03-25
0,30137411877,365610965603,3528629,59506897,523861147,366134826750,2016-03-28
0,24754597695,364985120846,2340499,57620488,504874314,365489995160,2016-03-29
0,32605875387,368148068413,4160899,57287780,512075805,368660144218,2016-03-30
0,35317375296,368548596100,2803681,56889882,512712257,369061308357,2016-03-31
0,26351411645,365714382586,3226479,56198097,493229366,366207611952,2016-04-01
0,37728577066,372017861270,6727108,59961677,541090409,372558951679,2016-04-05
0,34447663979,373565116504,2688313,59182913,540056979,374105173483,2016-04-06
0,34620907759,373834350901,3082840,57199438,522965243,374357316144,2016-04-07
0,27926476614,372518701480,3022412,55273486,503146483,373021847963,2016-04-08
0,32275839811,375349331104,5641153,58188327,531252101,375880583205,2016-04-11
0,26684621545,373603530094,2860450,60002842,529499523,374133029617,2016-04-12
0,42497414125,378112662549,4223678,59122929,533865003,378646527552,2016-04-13
0,29193494368,379679462135,2491950,59554621,535793604,380215255739,2016-04-14
0,24429152925,377518994981,5794667,62426794,540979233,378059974214,2016-04-15
0,25111707103,377714949618,4097427,64180180,536987595,378251937213,2016-04-18
0,24134625997,378502459243,4528612,65235390,544540355,379046999598,2016-04-19
0,33052716300,371693908395,4253140,66787155,540740300,372234648695,2016-04-20
0,23272192698,369254391138,2105981,66669622,537669445,369792060583,2016-04-21
0,19544789286,368107349131,4543102,66839531,534462980,368641812111,2016-04-22
0,16372388602,367102577538,2642480,67633796,537891572,367640469110,2016-04-25
0,17122187007,367002748117,2245904,67029996,534913806,367537661923,2016-04-26
0,19195734595,365776987603,3105841,67878298,533427353,366310414956,2016-04-27
0,19965757698,365713057297,2173237,66056988,526724657,366239781954,2016-04-28
0,15766350070,362580921065,2908927,64908586,512499119,363093420184,2016-04-29
0,28504702163,367601137663,5700100,66026740,541082229,368142219892,2016-05-03
0,25786420558,368313132399,1631982,64867829,540751083,368853883482,2016-05-04
0,24057936106,370676028861,2244674,61225035,527248276,371203277137,2016-05-05
0,31502243084,364925800070,6201487,62195428,509967677,365435767747,2016-05-06
0,22648683418,362328280543,4216976,61351154,492170624,362820451167,2016-05-09
0,14717242970,359371542888,3815960,62433196,494466084,359866008972,2016-05-10
0,16749007366,356980879054,3573662,63413300,492921621,357473800675,2016-05-11
0,17345961549,355842773920,6676800,67758627,509681805,356352455725,2016-05-12
0,15426060216,353056277657,2174219,63582733,471630184,353527907841,2016-05-13
0,18182354643,354364864187,4322755,65093610,489698566,354854562753,2016-05-16
0,22711601443,354150316174,3138768,66638413,503229208,354653545382,2016-05-17
0,19231490206,351233703386,2204730,64937817,494286514,351727989900,2016-05-18
0,19850371030,351928402260,2981388,62476715,491752238,352420154498,2016-05-19
0,18325276817,350629841800,4013826,56348410,470902864,351100744664,2016-05-20
0,20147157795,350818153717,2042192,55791329,469562235,351287715952,2016-05-23
0,18156062793,350618600314,6341119,60561236,487107613,351105707927,2016-05-24
0,18851655109,350074632838,3478281,61352630,490752749,350565385587,2016-05-25
0,20500699275,350832810924,4391611,62528286,493807539,351326618463,2016-05-26
0,19030003443,349299130719,2385436,60292044,483349087,349782479806,2016-05-27
0,15577057141,349160109854,2739820,60687178,484934872,349645044726,2016-05-30
0,33768327109,354211648655,6689100,58072454,509478495,354721127150,2016-05-31
0,36146334318,356055896526,3566376,57523041,506434669,356562331195,2016-06-01
0,30074746358,359444443330,2822958,58291040,504988859,359949432189,2016-06-02
0,35256906502,359786638997,4188722,54232215,495438447,360282077444,2016-06-03
0,29025895767,362017995255,3016805,53070065,496748503,362514743758,2016-06-06
0,26561105893,363491724618,2713060,52944307,502098995,363993823613,2016-06-07
0,28010220960,362390051538,1786775,50018516,478125279,362868176817,2016-06-08
0,29312646485,360260103394,4352697,49904872,451795968,360711899362,2016-06-13
0,18074540005,358924588425,4373343,48604267,458363158,359382951583,2016-06-14
0,31860841330,363964020846,8173810,52418893,500054524,364464075370,2016-06-15
0,30131810807,363833867811,5180150,54202482,525515466,364359383277,2016-06-16
0,27524541672,362938571805,7468714,53528387,531712981,363470284786,2016-06-17
0,24116815777,364067180644,8182198,57999039,560938813,364628119457,2016-06-20
0,29948434015,363377791331,8704165,62818307,565100895,363942892226,2016-06-21
0,24835832388,365641661042,5378187,61165602,555470262,366197131304,2016-06-22
0,26676992421,365901475695,7279047,63992923,583434790,366484910485,2016-06-23
0,33089166508,365462347523,4884980,60332890,544787853,366007135376,2016-06-24
0,31558973770,370185919257,8711431,64877639,599853276,370785772533,2016-06-27
0,35067438589,372738652588,5509129,57844568,592793567,373331446155,2016-06-28
0,32665309004,374605749887,5027139,55109813,562070796,375167820683,2016-06-29
0,28730238118,375955954387,5563679,56924331,589202930,376545157317,2016-06-30
0,24905110070,375007147360,3408981,55925756,577685460,375584832820,2016-07-01
0,34589540568,379580085363,8320877,55822224,575445937,380155531300,2016-07-04
0,34031095749,381331228915,10521712,61038066,620641764,381951870679,2016-07-05
0,33003848167,383173651219,16617651,73446740,700700482,383874351701,2016-07-06
0,38899479249,386013007959,9268271,75556520,699305083,386712313042,2016-07-07
0,31983545849,385152341160,10706177,78717687,722690459,385875031619,2016-07-08
0,35532428068,385839187853,10175874,70861058,698548939,386537736792,2016-07-11
0,38637706509,387942883864,9752620,70221013,738645599,388681529463,2016-07-12
0,40480632873,390331099588,7159382,70113902,747479564,391078579152,2016-07-13
0,32891596076,391710863704,4408029,69367920,743170829,392454034533,2016-07-14
0,31837526539,390962853536,4923617,69399786,746076388,391708929924,2016-07-15
0,30303484357,393071094199,5448215,70508050,757903433,393828997632,2016-07-18
0,28168447762,395551259363,6871973,71402076,776645998,396327905361,2016-07-19
0,26038011069,395925424976,22148308,88770071,839379639,396764804615,2016-07-20
0,28350972629,395469828323,9644546,88146344,866076062,396335904385,2016-07-21
0,28272987656,394500460181,8423391,85670084,845072915,395345533096,2016-07-22
0,26317906353,395350135255,5497181,82289737,823381490,396173516745,2016-07-25
0,26036084643,396457443656,6695543,84588176,846984328,397304427984,2016-07-26
0,40077927365,390475263964,8723960,79795063,800155228,391275419192,2016-07-27
0,26617650851,388343977890,8920423,80946136,814460331,389158438221,2016-07-28
0,19281063734,385680751071,6239943,79665573,789482328,386470233399,2016-07-29
0,18719900548,383762696120,6838793,68625689,738545404,384501241524,2016-08-01
0,13450596083,382892321734,10363639,73856666,779187729,383671509463,2016-08-02
0,15764416395,382354486220,9002116,78735799,807837087,383162323307,2016-08-03
0,20207754087,383325989005,7024970,78815665,826427259,384152416264,2016-08-04
0,17873537427,381275123721,8215545,80376773,846993206,382122116927,2016-08-05
0,20650848395,383280692414,9000114,81266036,847209325,384127901739,2016-08-08
0,23373078872,385033514768,8716533,82892145,884707507,385918222275,2016-08-09
0,23291258482,386889913526,9181314,84601127,879904468,387769817994,2016-08-10
0,21532221324,387328864009,9634641,83553319,877692339,388206556348,2016-08-11
0,20137757361,385738773943,8004636,78985759,839059125,386577833068,2016-08-12
0,40429860358,390060855175,15610263,73186502,902896198,390963751373,2016-08-15
0,34729196338,392943224763,8460428,69694201,893125785,393836350548,2016-08-16
0,30707008629,394169383388,15711870,78000223,920725377,395090108765,2016-08-17
0,31619330529,395680122388,12283993,80693239,936431022,396616553410,2016-08-18
0,25434211760,395762967481,5631489,77532528,907626017,396670593498,2016-08-19
0,24431927634,396486712819,7917172,77698792,889332501,397376045320,2016-08-22
0,20799118089,396447065441,8507867,78566605,894482582,397341548023,2016-08-23
0,19969756603,397106022692,11189646,71123666,869404393,397975427085,2016-08-24
0,22633766687,396900530333,21264237,80013731,887214029,397787744362,2016-08-25
0,21635063284,395649660961,10626326,77339498,825323999,396474984960,2016-08-26
0,19446515943,396330195592,7515529,76465993,821525361,397151720953,2016-08-29
0,19205781586,396776383866,11689099,80168720,854135336,397630519202,2016-08-30
0,20920039177,397999248893,11732254,83118834,901468958,398900717851,2016-08-31
0,20916321134,397570811304,8938935,81072137,891846504,398462657808,2016-09-01
0,19202021248,395974853401,8652380,71718340,871117401,396845970802,2016-09-02
0,17748067803,395605122665,9665686,73286226,884170548,396489293213,2016-09-05
0,27821018520,399371816383,15911163,78783488,944032443,400315848826,2016-09-06
0,26094578704,399149369472,14326021,84377153,954426327,400103795799,2016-09-07
0,22319623903,400149497276,8970056,86136877,985531294,401135028570,2016-09-08
0,22704002910,398710811034,7331995,83148380,945092502,399655903536,2016-09-09
0,25079428803,397396740923,13988227,80395174,929227492,398325968415,2016-09-12
0,18843872803,396391203565,9781532,82212933,948217312,397339420877,2016-09-13
0,16312385246,393414861047,5485912,74962367,889788953,394304650000,2016-09-14
0,15153218532,394070119476,10643811,79309129,936748575,395006868051,2016-09-19
0,14501641046,394236340314,6897031,80531303,947959658,395184299972,2016-09-20
0,15850972394,394829065691,8155178,82741386,986778800,395815844491,2016-09-21
0,19015214028,394417716166,8422688,83733672,999040713,395416756879,2016-09-22
0,16623272527,392478028148,4639665,78943309,954616637,393432644785,2016-09-23
0,18130939706,391915973566,6735335,79815149,931878756,392847852322,2016-09-26
0,15441692919,391522116061,7626815,78805078,937329013,392459445074,2016-09-27
0,12647713740,391037676977,6378306,74423014,858956034,391896633011,2016-09-28
0,14316000092,389909752333,8325472,74949237,870112861,390779865194,2016-09-29
0,11400848337,383297558357,3749476,68656107,811493882,384109052239,2016-09-30
0,23468260087,388279269192,12875193,74686401,889042257,389168311449,2016-10-10
0,20831288895,389740878122,15403268,82712848,912834215,390653712337,2016-10-11
0,19325740621,391864118459,9005341,86320600,966327434,392830445893,2016-10-12
0,18747946985,393092880883,12965275,92001236,1006366675,394099247558,2016-10-13
0,17922095120,393264940936,10190918,92379450,1031930712,394296871648,2016-10-14
0,19310828825,393765818993,9178762,93833823,1019022175,394784841168,2016-10-17
0,21752782833,396177389390,17560337,101895066,1106977821,397284367211,2016-10-18
0,21230068804,396905867316,7629957,96330646,1060376054,397966243370,2016-10-19
0,18866704001,397927575749,8024158,99890778,1105853402,399033429151,2016-10-20
0,19897354308,395953271652,8509168,94512517,1039793685,396993065337,2016-10-21
0,23617448635,397994048784,13893714,92048137,1067955305,399062004089,2016-10-24
0,21968684742,398931677232,12064154,92866643,1056689938,399988367170,2016-10-25
0,22337054454,399319081067,15912360,101588310,1093100247,400412181314,2016-10-26
0,18918533936,400160592773,6631838,101051912,1093995232,401254588005,2016-10-27
0,18780648462,397174457103,9551450,98357304,1089697185,398264154288,2016-10-28
0,16391859605,397452281214,7399467,90358180,1016416473,398468697687,2016-10-31
0,18779948673,398646778493,10543103,87110761,993416176,399640194669,2016-11-01
0,21157447475,397938926858,9968011,81578586,979079650,398918006508,2016-11-02
0,26648367834,400558708029,12894325,84850406,1029927904,401588635933,2016-11-03
0,20042793355,399195416354,10515940,73892775,906861667,400102278021,2016-11-04
0,20562219961,400518057984,11451738,75622642,908871757,401426929741,2016-11-07
0,20288597967,401188330399,10494743,74110187,880649992,402068980391,2016-11-08
0,26167494964,402213088135,11855629,76149741,910645602,403123733737,2016-11-09
0,25735329572,404451117866,11084843,76738997,917119182,405368237048,2016-11-10
0,30854767132,403981092732,13735010,73533027,871380787,404852473519,2016-11-11
0,32753377345,406357807606,11664026,74759926,887039233,407244846839,2016-11-14
0,26807565051,408574777587,13381382,77799399,918490862,409493268449,2016-11-15
0,26682271336,409765594730,10523437,75033277,889884869,410655479599,2016-11-16
0,22169038797,409874536216,8630648,73189461,871829581,410746365797,2016-11-17
0,21100913118,408848227402,8310855,72585501,854772665,409703000067,2016-11-18
0,22979485049,411210516959,9872817,71380356,838269541,412048786500,2016-11-21
0,27474463042,414404932883,11986220,73962413,867383404,415272316287,2016-11-22
0,29754857944,414442382028,11872194,75298244,901307476,415343689504,2016-11-23
0,27438671330,414718456434,10085013,74336875,896053634,415614510068,2016-11-24
0,27895056827,414763872691,10933684,72750134,895776741,415659649432,2016-11-25
0,28943928074,417033258657,11270634,75266118,897166947,417930425604,2016-11-28
0,28221336258,416610672433,13876803,78718008,920684429,417531356862,2016-11-29
0,25729353024,418866233722,8451948,75325551,870261947,419736495669,2016-11-30
0,23733459750,413799249921,10862928,78913184,929818301,414729068222,2016-12-01
0,25391709907,412178780476,9418167,75490895,884890749,413063671225,2016-12-02
0,21451668754,411035262002,9947572,74452910,900573292,411935835294,2016-12-05
0,17679446029,410874892524,9303696,72934382,868943122,411743835646,2016-12-06
0,18039666760,411690734368,10227961,74305128,876960423,412567694791,2016-12-07
0,18062229925,410814912650,10956140,77591078,902408170,411717320820,2016-12-08
0,17995484187,408979317619,8883228,73200524,853927099,409833244718,2016-12-09
0,23999487213,404526591160,13108002,74298243,835606290,405362197450,2016-12-12
