,code,name,mbrg,nprg,nav,targ,epsg,seg
0,000011,深物业A,429.7262,52167.629,29.1054,18.8559,50510.0,29.1174
1,002352,顺丰控股,10983.4398,22009.0595,2905.1161,5119.4014,500.0,2899.2541
2,000822,山东海化,83.5382,15426.0937,6.6646,11.9622,13990.9091,6.6647
3,000023,深天地A,28.6215,14473.3382,4.0285,2.363,-2630.0,3.6926
4,000517,荣安地产,1139.7346,13199.2432,11.0213,12.7704,13600.0,11.0213
5,600291,西水股份,12965.0179,12999.2367,40.6345,-4.4593,3246.4594,8.379
6,002648,卫星石化,82.2763,11417.115,17.3469,14.6137,9710.8108,17.1569
7,000408,*ST金源,,10539.82,7685.5343,1371.1915,1066.6667,7736.0453
8,600217,中再资环,43.9937,9374.3202,14.5941,35.2762,13900.0,21.2925
9,000420,吉林化纤,71.2971,8473.1326,180.0277,67.4397,377.7778,180.61900000000003
10,300102,乾照光电,36.3172,7598.8982,3.6459,0.3474,7275.0,3.6459
11,600133,东湖高新,17.4141,7238.196999999999,50.027,10.9253,5599.4737,49.3512
12,002034,美欣达,-4.4275,6940.0463,72.2075,41.8553,-3100.0,75.5855
13,600293,三峡新材,1112.4669,6291.2344,408.1429,160.0154,2720.0,411.1812
14,600282,南钢股份,77.1744,4997.9314,75.5503,8.5054,4846.4286,12.6861
15,600759,洲际油气,203.2119,4787.5242,13.5126,24.5351,1020.0,6.7888
16,600634,富控互动,-22.0346,4693.9665,56.415,6.2078,4900.0,16.9263
17,600819,耀皮玻璃,3.4257,4511.6857,5.6091,-15.9736,40.0,7.0117
18,600508,上海能源,24.7813,3877.7324,8.0927,0.1453,2200.0,9.1463
19,002075,沙钢股份,103.5846,3806.4952,24.3082,23.965,2566.6667,23.4829
20,601225,陕西煤业,110.22399999999999,3805.2698,24.1649,11.0695,-7023.0769,19.7893
21,601015,陕西黑猫,98.3816,3798.6393,5.7341,3.054,50.0,10.7696
22,600512,腾达建设,-3.4634,3691.5583,132.1094,25.1095,1900.0,131.387
23,600746,江苏索普,50.648,3669.647,16.0308,36.3143,3639.0244,16.0308
24,601666,平煤股份,102.9566,3604.6211,20.1381,6.7466,7800.0,18.7098
25,000422,湖北宜化,-24.4637,3512.1094,-19.2031,-3.3043,180.0,-17.7029
26,600971,恒源煤电,63.1563,3174.2008,4.729,8.5403,5891.6667,7.5246
27,000510,金路集团,27.1686,3027.6101,9.4527,-7.779,1765.2174,11.0328
28,002601,龙蟒佰利,273.8921,3002.9102,445.2777,213.4115,222.2222,441.7908
29,600325,华发股份,326.4152,2833.2487,20.6355,19.026,1700.0,11.8895
30,300451,创业软件,190.8531,2812.1226,229.753,188.0341,800.0,225.502
31,000759,中百集团,-6.0873,2784.6911,6.7084,-6.5284,2707.0175,3.7013
32,600647,同达创业,-15.478,2632.4547,33.2565,13.8908,2023.8095,39.5305
33,000725,京东方A,77.7154,2443.3145,18.5355,31.2864,2200.0,4.4122
34,600067,冠城大通,105.5658,2414.7951,-7.7166,-2.7879,,0.5649
35,002624,完美世界,1511.4641,2275.0723,299.5335,290.6093,525.0,633.7565
36,002235,安妮股份,78.5892,2210.3245,512.4662,330.9894,360.0,556.0851
37,000985,大庆华科,94.8539,2188.3649,10.8823,10.8119,2100.0,10.8823
38,300346,南大光电,4.4534,2181.7263,-0.7122,0.0032,280.4878,-0.5582
39,603603,博天环境,80.8977,2149.6586,40.1098,80.0299,,55.4707
40,000960,锡业股份,42.3715,2040.491,5.6529,3.0186,-1110.3093,4.6127
41,601011,宝泰隆,77.5603,2005.0503,2.3312,15.8958,835.2941,2.8274
42,000778,新兴铸管,7.3288,1948.3310000000001,10.7975,-1.4340000000000002,472.8972,13.0523
43,002125,湘潭电化,39.7155,1857.9758,2.9924,14.2126,1400.0,2.6985
44,600328,兰太实业,46.5131,1843.2587,12.5252,-2.5451,616.6667,7.5287
45,600628,新世界,-5.8958,1834.3807,72.0865,18.9737,1300.0,72.1508
46,000425,徐工机械,72.4704,1780.5191,0.496,3.7544,2800.0,0.4554
47,002120,韵达股份,769.9162,1777.4362,806.4138,588.4318,300.0,872.0747
48,300288,朗玛信息,211.0212,1735.0546,64.9887,146.1813,1508.5779,32.1916
49,600516,方大炭素,46.3558,1582.7046,1.6207,-4.2404,568.75,2.2444
50,601600,中国铝业,95.9754,1579.2414,11.68,3.0021,2300.0,-0.6993
51,600966,博汇纸业,31.9822,1549.4398,9.4605,1.9646,1767.0886,9.851
52,600460,士兰微,36.3505,1537.8310000000001,19.5123,12.6321,1200.0,4.8619
53,600758,红阳能源,62.313,1469.8937,10.8919,-1.3499,1300.0,10.8919
54,000544,中原环保,104.4246,1458.8542,401.4507,143.099,800.0,432.55400000000003
55,000830,鲁西化工,57.3477,1427.6471,11.3524,11.8602,-1862.5,10.9318
56,600246,万通地产,122.4426,1393.4967,116.5297,4.2646,843.5897,127.9198
57,600233,圆通速递,1406.4277,1376.6931,550.8731,586.9439,28.0724,683.6519
58,002674,兴业科技,-1.3935,1362.1839,48.8482,20.7782,1068.75,48.8482
59,601100,恒立液压,119.6128,1362.1362,2.5536,10.4817,900.0,2.6691
60,600326,西藏天路,80.1623,1283.6499,18.7066,45.0435,1542.1053,9.2031
61,002148,北纬通信,144.4953,1281.7666,11.7828,17.3112,1000.0,10.1262
62,002388,新亚制程,22.8551,1279.859,3.2267,68.6845,1614.2857,3.5039
63,601899,紫金矿业,-4.8469999999999995,1250.4536,2.7975,-0.8592,1466.6667,7.0
64,600798,宁波海运,58.4605,1241.468,4.5465,2.6713,1791.6667,3.8017
65,603377,东方时尚,0.4964,1241.1204,23.1044,24.78,400.0,7.2482
66,000938,紫光股份,152.8963,1231.5639999999999,1114.9731,540.1743,57.8125,1114.9649
67,300377,赢时胜,55.876000000000005,1224.1362,5.2851,7.6582,236.6667,3.9981
68,601003,柳钢股份,47.148999999999994,1214.1785,8.6188,15.2297,1218.3333,8.6188
69,000811,烟台冰轮,17.4452,1204.8067,23.2247,19.803,1900.0,23.4373
70,600390,五矿资本,374.2559,1183.6656,2358.4431,2458.8004,69.4915,2351.0288
71,002530,丰东股份,63.6107,1176.4775,402.7539,313.9776,566.6667,439.6762
72,002274,华昌化工,55.309,1151.2759,-4.8849,-5.8063,1131.25,-6.0055
73,600528,中铁工业,-66.1674,1099.7022,113.3493,-46.3633,248.8372,119.9203
74,600986,科达股份,72.9739,1096.2873,12.4002,-9.531,1000.0,12.4222
75,002435,长江润发,178.8302,1048.8118,478.5418,312.1434,366.6667,473.0643
76,000735,罗牛山,222.577,1025.9813,4.6213,-5.3017,1126.2295,4.769
77,600711,盛屯矿业,51.9472,1023.1306,6.5135,34.5684,1475.0,6.5974
78,002505,大康农业,571.1585,1011.3072,2.0807,92.3752,242.8571,-0.9751
79,600875,东方电气,-39.853,977.0241,-7.1564,-2.6611,3400.0,-7.5964
80,300618,寒锐钴业,119.2485,961.4194,,,1000.0,
81,300410,正业科技,114.7137,958.0145,230.6981,237.4489,837.5,230.6981
82,002617,露笑科技,175.4225,897.2582,3.9178,30.3001,581.0,4.147
83,600161,天坛生物,45.1735,861.0299,13.3645,5.4806,-19100.0,17.7029
84,000709,河钢股份,58.8352,856.0089,3.5839999999999996,8.8431,454.5455,4.0044
85,300070,碧水源,77.5191,851.2233,18.9671,82.5281,133.3333,15.0556
86,600599,熊猫金控,28.1416,847.9146,3.8482,35.0722,1350.0,2.8502
87,600722,金牛化工,50.8062,846.7972,6.0329,2.5781,855.0,4.3576
88,002110,三钢闽光,75.9131,843.883,355.5104,82.7611,266.6667,355.5104
89,300340,科恒股份,188.505,834.6762,64.1323,132.1413,690.0901,63.965
90,600210,紫江企业,-2.2769999999999997,817.5407,6.1596,-2.7511,803.0303,5.9497
91,000789,万年青,11.4884,815.0989999999999,7.5152,-3.5888,24.7059,6.4051
92,002667,鞍重股份,4.0554,813.9802,-2.2753,0.9427,500.0,-2.2271
93,600586,金晶科技,5.675,806.4045,2.1651,2.2757,223.0,2.207
94,600655,豫园商城,3.5356,805.9537,34.5639,29.2119,495.6522,37.8481
95,000688,建新矿业,38.671,792.1426,23.64,8.9588,758.427,22.5082
96,300626,华瑞股份,13.9106,790.2235,,,497.0149,
97,600997,开滦股份,79.9623,763.0766,31.7529,10.4838,900.0,37.4561
98,000567,海德股份,10678.5703,760.4956,6.6994,450.0309,762.6761,6.6994
99,002097,山河智能,124.096,758.3786,32.0019,60.70399999999999,429.3785,5.2814
100,000635,英力特,64.3985,758.2821,5.2124,6.821000000000001,778.9474,5.2124
101,002092,中泰化学,85.4845,752.9737,46.5367,31.0287,870.1493,66.1138
102,000983,西山煤电,63.0052,751.1389999999999,4.4845,5.5338,857.7922,4.8901
103,600640,号百控股,87.3635,749.683,54.7532,60.3412,434.8624,66.0731
104,000707,双环科技,13.274000000000001,736.7599,-35.3132,-3.5161,541.6667,-36.861
105,600503,华丽家族,361.6676,729.2444,0.5720000000000001,21.0512,621.3333,-2.5583
106,603698,航天工程,12.9814,720.2919,4.6407,-12.3078,700.0,4.6407
107,600031,三一重工,79.3752,717.7583,-1.2026,-3.3207,708.3333,-0.539
108,000036,华联控股,3656.1099,716.8584,71.9338,15.2682,702.4155,94.0568
109,002175,东方网络,71.4015,702.8517,7.8020000000000005,18.1782,201.4286,4.171
110,600818,中路股份,-10.6688,702.4081,30.8818,19.9223,376.4706,35.7844
111,002045,国光电器,85.8623,691.1612,7.5085,13.5616,419.4805,3.5356
112,300456,耐威科技,687.5298,667.1478,143.6125,189.4067,253.4722,137.8417
113,600367,红星发展,38.8234,662.3547,6.2101,0.0901,650.0,5.5336
114,601636,旗滨集团,33.1532,641.7522,22.0899,-7.8559,618.3206,22.1158
115,603993,洛阳钼业,399.6429,641.6055,93.6928,167.0988,300.0,10.0058
116,600070,浙江富润,92.2069,635.6609,127.5873,76.6707,2500.0,160.6463
117,000553,沙隆达A,37.1984,632.4196,-2.0209,0.2124,632.5926,-2.0209
118,002057,中钢天源,52.0467,626.8272,7.8213,16.2801,400.0,7.8389
119,000528,柳工,14.909,623.2542,0.6685,-9.2795,624.812,0.6915
120,000609,绵石投资,13701.7188,621.3594,13.8291,10.2257,657.5758,13.832
121,600633,浙数文化,-3.5359,619.5087,58.5315,8.2237,572.4114,75.5899
122,300175,朗源股份,-57.8668,611.0839,-14.6009,-38.5199,1037.3832,-9.2816
123,600567,山鹰纸业,37.3176,610.3356,42.0511,13.3588,525.0,42.541000000000004
124,300338,开元股份,27.3438,591.2264,168.3274,188.8142,290.5263,168.1741
125,600188,兖州煤业,237.7363,582.3617,23.7879,9.7351,607.7535,10.1003
126,600770,综艺股份,-53.79600000000001,581.6519,-0.1914,-3.6203,-42.8571,0.705
127,600178,东安动力,-0.9670000000000001,579.5012,5.8814,17.0403,580.2632,5.8814
128,300400,劲拓股份,75.9845,574.2122,13.7792,26.5844,600.0,13.7511
129,002447,壹桥股份,108.8208,568.2523,16.7789,1.2286,228.5714,12.6946
130,002113,天润数娱,860.9846,562.5301,942.4267,902.5511,4.4776,942.4267
131,600527,江南高纤,1.2218,561.7291,-3.5017,-2.4437,526.6667,-1.9202
132,300148,天舟文化,182.6827,560.9580000000001,130.7027,140.8129,264.3725,126.9212
133,600685,中船防务,-5.9142,557.0085,0.5743,-13.9584,1757.1429,0.4608
134,300206,理邦仪器,33.0121,556.818,2.5832,1.3322,45.3333,3.0368
135,000761,本钢板材,80.6096,554.4007,8.7075,11.7767,646.1538,8.7238
136,002614,蒙发利,40.9794,539.785,9.4823,11.1863,775.0,8.9937
137,600345,长江通信,-23.9583,538.9952,2.6815,3.5447,450.0,7.9715
138,603969,银龙股份,123.4357,537.6129,7.6245,13.9176,700.0,7.3303
139,601996,丰林集团,18.592,535.4687,1.6935,5.048,681.25,4.3233
140,600618,氯碱化工,36.6715,534.7565,-12.5989,-2.891,517.0732,-12.2842
141,600684,珠江实业,89.9109,529.6106,14.7407,34.9851,220.0,14.9908
142,601717,郑煤机,-12.5761,526.604,10.6416,17.2336,300.0,11.0766
143,600810,神马股份,61.09,524.7346,6.6981,21.4086,323.8866,4.7010000000000005
144,600237,铜峰电子,26.8773,523.2505,-14.7508,-8.7478,184.1379,-14.4265
145,000090,天健集团,48.4631,504.3993,10.7397,28.3505,329.5547,10.7196
146,603007,花王股份,132.0571,486.6312,,,340.0,
147,600148,长春一东,78.4104,482.7361,9.0943,23.5828,7700.0,6.8420000000000005
148,000525,红太阳,42.5166,482.3042,-0.8674,20.0886,466.875,-0.9177
149,000564,供销大集,277.0225,481.3206,1095.9335,410.4371,-27.8317,1094.89
150,600075,新疆天业,93.3112,475.5639,114.1916,112.3137,265.0794,149.9608
151,002322,理工环科,109.7281,472.4357,5.1449,0.8468,450.0,5.1973
152,002600,江粉磁材,115.2673,470.519,88.4822,106.9118,400.0,95.3676
153,300143,星河生物,-52.0401,453.5512,55.8343,34.1464,412.6437,60.4762
154,600112,*ST天成,-6.7338,452.4143,5.9952,18.7716,456.38300000000004,6.0191
155,000683,远兴能源,48.818999999999996,449.8936,19.5924,8.6741,100.0,35.7923
156,000524,岭南控股,2006.8091,446.6043,62.0563,305.6901,162.5,57.1821
157,300002,神州泰岳,-6.0899,444.0647,1.205,15.4959,28.0,1.5856
158,002464,金利科技,11.1122,442.1976,23.4609,-13.5661,483.3333,23.4609
159,600389,江山股份,-26.9504,441.9825,9.1007,-20.9314,261.70799999999997,9.1007
160,000637,茂化实华,86.6036,436.5268,3.2987,4.5280000000000005,228.5714,2.5272
161,002106,莱宝高科,59.6432,434.3977,7.2563,10.324000000000002,428.4211,7.0047
162,300008,天海防务,7.7787,432.5234,208.658,39.4751,210.0324,210.0201
163,002247,帝龙文化,170.5099,432.3691,325.555,287.862,50.0,333.2868
164,300184,力源信息,233.1019,432.0496,466.685,481.6741,390.404,466.685
165,300441,鲍斯股份,200.827,428.8754,230.2449,203.1261,320.297,216.9349
166,002233,塔牌集团,46.915,424.8384,5.1387,12.1694,423.4483,5.1832
167,300061,康耐特,124.426,418.9956,562.6162,342.0385,150.0,635.4916
168,300083,劲胜精密,33.0586,418.7819,5.202000000000001,18.3399,25.0,5.22
169,002080,中材科技,162.3821,414.1188,187.8663,148.6827,134.5304,184.956
170,600592,龙溪股份,45.119,411.2633,-4.7766,-3.7460000000000004,206.7568,-5.0539
171,603299,井神股份,14.3461,405.0248,0.9382,2.6467,351.3274,1.0345
172,000430,张家界,-23.8478,401.4026,12.1303,135.4485,450.0,11.7414
173,600482,中国动力,229.0135,400.4225,1097.7288,838.8441,44.4444,1045.3319
174,002670,国盛金控,63.5573,396.2203,1375.0547,744.9927,4.4568,1384.9431
175,002534,杭锅股份,133.4206,395.4574,1.0946,0.2128,300.0,5.7066
176,000949,新乡化纤,13.8797,391.8129,43.2838,13.6722,302.1978,43.3851
177,300141,和顺电气,139.2666,391.2184,2.858,11.347000000000001,100.0,2.3237
178,002408,齐翔腾达,111.2823,389.0898,8.3117,10.8981,120.0,8.9456
179,603030,全筑股份,73.4251,387.4265,69.4181,63.4169,233.3333,69.3541
180,600378,天科股份,14.2306,387.3052,-0.2214,1.6436,333.3333,2.0724
181,300401,花园生物,41.702,387.0753,7.1527,9.6638,450.0,7.1527
182,002759,天际股份,124.7067,377.1051,488.2196,462.77099999999996,-0.2778,488.2196
183,600309,万华化学,107.6954,375.0219,56.5632,16.1133,357.1429,68.2389
184,603088,宁波精达,39.5766,374.9285,3.3166,17.9548,350.0,3.8810000000000002
185,000951,中国重汽,84.72399999999999,371.4865,8.9596,42.5857,212.5,10.1533
186,600308,华泰股份,45.2383,364.461,4.038,-6.4559,349.1525,4.1622
187,300299,富春股份,115.6716,362.9277,9.8995,67.4586,300.0,10.3796
188,300459,金科娱乐,127.5897,362.3337,657.9047,533.7797,-9.4595,684.9953
189,000797,中国武夷,40.8261,361.6749,8.7349,10.2258,225.0,11.8733
190,002307,北新路桥,55.5159,361.5698,33.0558,30.0961,7.7922,27.1731
191,300036,超图软件,117.3291,358.1346,129.4019,112.3658,122.2222,131.5744
192,300545,联得装备,139.9477,344.3926,,,250.0,
193,002748,世龙实业,57.431999999999995,340.6844,15.4771,22.0807,120.3734,15.4771
194,600303,曙光股份,9.243,339.3153,29.7761,-6.936,340.0,31.8893
195,002272,川润股份,25.819000000000003,336.7162,1.4735,-2.5043,347.0588,1.4735
196,000758,中色股份,34.0534,336.3258,9.3101,6.5276,-30.1659,10.8459
197,300415,伊之密,54.0131,335.9966,15.224,30.4283,340.0,14.665999999999999
198,600507,方大特钢,62.4294,335.8376,37.7515,4.281000000000001,330.0,41.2447
199,600191,华资实业,2332.1533,334.42199999999997,3.5325,2.3353,339.0244,3.5442
200,603959,百利科技,117.9627,334.0228,90.947,56.1267,300.0,90.947
201,600745,中茵股份,141.9342,333.6509,-41.1853,4.9375,2100.0,-21.8465
202,002326,永太科技,26.4261,332.2741,39.9148,55.6145,322.5941,38.7346
203,000821,京山轻机,11.9196,330.9471,5.9866,6.5187,1200.0,5.5693
204,000096,广聚能源,1.6434,327.7918,15.5103,12.3551,254.5,15.6054
205,002515,金字火腿,79.965,326.3171,28.2422,41.9704,100.0,1.7706
206,600428,中远海特,17.8511,325.0301,2.241,2.6569,900.0,2.5467
207,002040,南京港,262.0429,320.893,319.621,333.2753,137.395,247.1552
208,600668,尖峰集团,14.9655,319.242,11.1341,11.4499,340.5405,11.4164
209,002064,华峰氨纶,68.5055,316.8329,-7.8224,-4.4032,500.0,-7.8224
210,600856,中天能源,269.8347,311.2252,70.2104,164.4221,50.0,28.1164
211,600979,广安爱众,11.1487,309.193,75.8352,19.7556,68.7285,109.9301
212,600636,*ST爱富,29.664,309.1132,-6.007000000000001,0.9266,346.0733,-9.9413
213,600409,三友化工,46.6277,309.0467,15.405,7.6965,299.2764,15.4003
214,002160,常铝股份,46.9472,306.3258,35.654,20.796999999999997,277.5,35.6773
215,600420,现代制药,256.9674,303.2412,333.0133,253.9571,117.8923,329.1329
216,600960,渤海活塞,87.0334,302.8924,113.2458,92.1435,120.0,112.1117
217,600110,诺德股份,95.7805,301.8011,4.1476,-2.4203,301.2987,3.6201
218,000987,越秀金控,-0.6224,301.562,45.1515,439.1026,-52.3529,3.6151
219,002589,瑞康医药,53.5352,294.9468,114.2633,77.387,189.6104,115.7149
220,002425,凯撒文化,24.3685,291.9824,63.1932,59.3142,192.3077,73.8622
221,600382,广东明珠,82.1477,291.4766,73.7535,97.3676,155.8824,81.5838
222,002121,科陆电子,72.7286,290.7751,88.9389,35.8358,91.8269,93.3757
223,600475,华光股份,39.8357,286.2058,176.3574,83.3253,159.7868,194.4617
224,300112,万讯自控,2.18,281.9705,3.6049,3.9571,177.7778,3.9592
225,002636,金安国纪,35.5661,280.6673,31.7588,22.9732,280.0,31.7588
226,600026,中远海能,-12.2485,280.5214,5.9804,-13.1097,263.8021,8.7207
227,600193,创兴资源,232.0231,280.0252,-31.9891,-22.7092,350.0,-31.9891
228,600774,汉商集团,-3.6414,279.8414,0.3024,1.496,105.0,1.4653
229,000818,方大化工,34.8324,278.5678,8.5241,8.2038,213.3333,8.7747
230,002493,荣盛石化,116.1973,277.9901,16.1422,3.6077,300.0,20.9777
231,000782,美达股份,60.6574,277.9123,-5.0998,11.3503,200.0,-5.3007
232,603444,吉比特,317.6709,273.7435,,,123.301,
233,002753,永东股份,95.7309,273.709,10.4242,14.8498,149.0104,10.4242
234,300422,博世科,111.208,273.47900000000004,165.5945,146.6902,300.0,169.6585
235,002301,齐心集团,38.3344,273.2807,104.7608,67.8537,300.0,106.1209
236,300158,振东制药,44.5953,270.6235,160.4526,67.0979,84.1667,163.566
237,601678,滨化股份,55.519,267.3974,8.325,1.1815,200.0,8.1759
238,300044,赛为智能,75.2931,264.8034,15.3895,68.1549,73.4982,15.7628
239,600190,锦州港,43.9176,263.8613,0.4153,58.3722,208.8424,0.7199
240,002091,江苏国泰,334.8781,261.0005,328.8017,359.7996,-4.0,264.9541
241,002171,楚江新材,38.8204,257.6692,88.2578,58.5015,201.9608,93.6209
242,600679,上海凤凰,184.1906,257.103,4.8398,7.406000000000001,84.3972,3.9067
243,002615,哈尔斯,89.5193,256.8728,23.3948,29.8499,160.0,22.5723
244,000886,海南高速,295.1751,253.042,4.3445,3.5489,250.0,4.4277
245,000055,方大集团,22.2644,252.9275,75.0749,41.3664,200.0,81.2055
246,002747,埃斯顿,40.7835,249.9578,194.4055,158.1681,25.0,191.2104
247,600549,厦门钨业,61.2548,248.84,-0.3066,-0.6944,535.0785,-0.5255
248,300263,隆华节能,15.9301,247.4139,2.3289,-4.3619,86.8852,0.2945
249,600167,联美控股,187.8347,245.5262,128.4783,98.7471,4.1085,125.5388
250,600888,新疆众和,-33.9329,245.40900000000002,1.556,0.5125,248.6842,1.6232
251,600208,新湖中宝,-20.6539,245.0143,24.3574,29.1133,266.6667,27.3218
252,300230,永利股份,114.5154,244.9081,143.3648,145.4802,200.6397,150.2231
253,300187,永清环保,79.4422,244.5078,16.5199,20.4562,-24.5399,12.6104
254,603300,华铁科技,103.0122,242.4351,48.4275,55.4582,-25.0,4.7604
255,000545,金浦钛业,177.3054,239.4036,7.1844,14.9649,237.5,7.1844
256,601231,环旭电子,31.9863,239.3107,13.6349,13.753,225.0,13.6363
257,000976,春晖股份,2.5571,238.558,1.0579,1.2514,117.3913,1.1114
258,603165,荣晟环保,123.8645,236.6825,,,173.3333,
259,002654,万润科技,147.5751,236.1754,56.2066,38.2711,222.0,56.4709
260,600141,兴发集团,27.5825,236.1532,11.0758,-3.0479,25.0,21.1729
261,603726,朗迪集团,56.9204,235.5554,71.2067,43.6474,150.0,71.2067
262,600702,沱牌舍得,0.0416,235.467,4.7902,5.4088,235.4571,4.7902
263,002118,紫鑫药业,27.9714,234.3009,86.6668,28.6458,50.0,86.6927
264,300612,宣亚国际,27.0385,233.4418,,,116.6667,
265,603077,和邦生物,38.8436,233.1718,64.9853,14.7934,100.0,67.5555
266,600803,新奥股份,72.7917,232.8173,9.1254,43.6544,280.0,9.2661
267,002078,太阳纸业,52.474,231.3183,16.2391,2.7727,183.3333,17.8877
268,600090,同济堂,633.7280000000001,230.739,595.507,404.7794,55.1724,1077.5886
269,002434,万里扬,110.0797,228.1331,138.2632,46.6034,28.5714,143.97799999999998
270,002076,雪莱特,21.996,227.7819,2.1793,36.7802,48.5915,2.9789
271,600477,杭萧钢构,19.5978,227.7808,17.8069,-2.3308,151.1111,34.4269
272,002845,同兴达,86.5132,227.301,,,167.8517,
273,603067,振华股份,52.6842,227.2769,,,166.6667,
274,600415,小商品城,323.7094,224.8241,11.7997,-14.6063,200.0,12.73
275,600206,有研新材,34.2497,223.6812,2.5427,6.5058,175.0,2.1851
276,002265,西仪股份,71.6746,223.5425,95.9464,91.0892,208.3333,97.0232
277,002582,好想你,368.3448,223.2456,131.9812,91.0272,91.6667,131.5643
278,002182,云海金属,40.3879,221.3552,-1.5917,6.1217,186.0606,11.8824
279,300168,万达信息,-5.4484,216.57299999999998,15.7526,16.4769,-20.0,17.8483
280,001979,招商蛇口,53.4083,215.3804,27.3701,20.6072,170.0,23.5028
281,603166,福达股份,34.617,213.61900000000003,4.4439,1.7054,160.8696,4.4439
282,600963,岳阳林纸,19.5246,209.3629,0.7309,-5.8379,180.0,0.7309
283,600219,南山铝业,23.6516,209.2574,31.9961,24.9161,0.0,34.3769
284,601258,庞大集团,12.4886,208.6927,5.5759,12.8224,100.0,5.7932
285,002360,同德化工,154.5559,208.3295,6.0787,-3.0087,172.7273,5.0715
286,000823,超声电子,15.3942,208.0738,5.3843,5.3551,283.9416,7.3112
287,002221,东华能源,56.4735,207.8701,106.87299999999999,33.9072,33.2,107.0231
288,600889,南京化纤,4.4648,206.5334,6.8528,6.3621,209.0909,6.8736
289,600132,重庆啤酒,0.326,205.4523,4.4252,-7.4741,91.9386,9.5601
290,300331,苏大维格,92.1745,205.36599999999999,168.0026,155.8548,108.3333,173.489
291,300297,蓝盾股份,44.6532,204.9018,189.1051,156.3909,138.0952,187.6055
292,000056,皇庭国际,107.2651,204.7943,11.033,28.3033,40.8451,3.1903
293,002862,实丰文化,11.6405,200.1167,,,200.0,
294,002496,辉丰股份,312.3901,197.8031,9.2204,28.5557,-18.3333,12.3119
295,000703,恒逸石化,59.3525,196.7643,63.5905,16.3423,133.3333,75.7523
296,300494,盛天网络,99.6587,196.138,15.7958,15.1207,48.6486,15.7958
297,300285,国瓷材料,96.5584,194.6957,17.6312,31.5647,150.0,8.0948
298,300194,福安药业,112.5448,193.3562,87.0411,79.7744,109.0909,87.1631
299,002637,赞宇科技,86.3687,192.8168,113.1485,126.5054,-43.375,77.445
300,002217,合力泰,41.8119,192.0158,64.1951,59.8755,161.5694,64.2009
301,002502,骅威文化,25.208000000000002,191.7822,3.8244,5.5579,42.8571,3.7598
302,002365,永安药业,46.8541,191.6162,6.9978,17.6255,160.0,7.0188
303,600463,空港股份,50.4119,190.4853,1.9858,-3.4615,200.0,0.5047
304,002440,闰土股份,59.6785,190.3242,7.4902,5.1345,162.5,7.1548
305,600598,北大荒,13.4435,189.6311,6.1632,12.2741,185.4167,6.4297
306,300215,电科院,5.2271,187.2179,40.1022,4.1194,155.5556,43.7799
307,600235,民丰特纸,6.6378,186.8019,1.1491,-8.4137,185.7143,1.3924
308,600673,东阳光科,40.9751,186.308,1.7075,7.4997,240.0,2.4183
309,300132,青松股份,24.2372,185.8426,6.8689,6.8839999999999995,185.5769,6.8689
310,603808,歌力思,88.3666,185.6016,21.8337,37.7363,71.4286,16.7085
311,002463,沪电股份,18.2319,185.1294,5.3196,-0.8221,200.0,5.3196
312,002427,尤夫股份,96.5184,185.0417,14.2707,132.261,108.0,5.2605
313,300420,五洋科技,12.2755,185.0373,48.5658,3.5551,12.1212,46.1347
314,603225,新凤鸣,41.7448,185.0307,32.3888,8.7769,,34.7635
315,600515,海航基础,229.9187,184.7846,5307.7252,2518.5949,-69.5652,4223.5401
316,600020,中原高速,139.313,184.5185,4.0648,2.7928,178.9474,4.0105
317,002266,浙富控股,58.5277,184.0667,12.5726,30.076999999999998,219.3548,1.9409
318,002128,露天煤业,53.5314,181.94,12.3244,0.3883,186.6667,12.3235
319,603608,天创时尚,3.9113,181.8846,4.6252,-5.7669,140.0,4.6194
320,002535,林州重机,-31.1895,180.8338,-0.6296,1.1388,100.0,0.4073
321,002729,好利来,14.0411,180.7341,4.712,-10.9125,200.0,4.712
322,000997,新大陆,88.9951,180.4757,14.5425,30.5757,185.7143,17.6485
323,300136,信维通信,102.0973,180.197,45.7447,66.9589,76.1671,45.744
324,600277,亿利洁能,37.7971,179.5656,47.0282,33.5999,131.0078,49.5267
325,002226,江南化工,12.6716,178.6773,32.0545,24.4746,1200.0,37.5108
326,002002,鸿达兴业,16.7563,178.2685,17.2248,6.2703,12.2667,17.3002
327,000751,锌业股份,93.5352,173.5539,7.8433,15.5296,172.7273,7.7735
328,300418,昆仑万维,62.1592,173.5202,46.8948,52.9897,88.8889,41.8798
329,002065,东华软件,21.6078,173.1829,7.0024,14.4235,167.8378,6.8664
330,600211,西藏药业,153.7892,173.1766,41.0122,213.0083,168.1159,40.3623
331,600791,京能置业,54.9557,172.8178,-1.9775,-4.7995,379.3103,2.7477
332,002604,龙力生物,87.3008,171.0362,67.3312,61.9076,200.0,67.4848
333,600019,宝钢股份,141.0029,170.8801,33.0132,40.9297,88.8889,34.311
334,300461,田中精机,213.9406,170.6388,24.8541,197.8985,50.0,1.9106
335,603179,新泉股份,242.5463,168.6036,,,170.5882,
336,600258,首旅酒店,437.3516,167.3888,406.0525,343.7858,68.4211,481.1532
337,601208,东材科技,17.3678,166.5806,0.7555,-8.2792,250.0,4.4679
338,600789,鲁抗医药,-2.0589,166.5369,4.5347,9.3737,228.5714,3.0027
