,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,000971,高升控股,0.8804,408.905,31635.1625,0.0114,0.2041,1763.8413
1,002649,博彦科技,1.1067,325.2914,12977.2657,0.0277,0.3338,1078.4901
2,603377,东方时尚,311.9184,1.1541,7400.8953,0.0486,0.2172,1657.4586
3,300467,迅游科技,10.3635,34.7373,5247.8809,0.0686,0.0822,4379.562
4,000415,渤海金控,6.3877,56.3583,3851.0433,0.0935,0.1219,2953.2404
5,300347,泰格医药,0.7589,474.3708,3229.5833,0.1115,0.3282,1096.8921
6,600870,厦华电子,1.0979,327.8987,2965.1198,0.1214,0.1473,2443.9919
7,603569,长久物流,0.797,451.6939,1675.2318,0.2149,0.3606,998.3361
8,002707,众信旅游,4.578,78.637,1458.4512,0.2468,0.8905,404.2673
9,000088,盐田港,2.9457,122.212,1415.4718,0.2543,0.0562,6405.694
10,600452,涪陵电力,5.6714,63.4764,1111.7618,0.3238,0.8332,432.0691
11,000429,粤高速A,8.9446,40.2477,836.8591,0.4302,0.2461,1462.82
12,600897,厦门空港,1.4855,242.3426,815.5776,0.4414,0.46799999999999997,769.2308
13,603598,引力传媒,2.8751,125.213,796.8751,0.4518,0.7241,497.1689
14,002400,省广股份,0.6917,520.4568,744.0247,0.4839,0.2761,1303.8754
15,600576,万家文化,0.6078,592.3001,674.7056,0.5336,0.1697,2121.3907
16,300518,盛讯达,0.5847,615.7004,626.0618,0.575,0.0471,7643.3121
17,000712,锦龙股份,,,396.5195,0.9079,0.0003,1200000.0
18,600605,汇通能源,1.5482,232.5281,374.3922,0.9616,0.9979,360.7576
19,600270,外运发展,1.3752,261.7801,337.60400000000004,1.0663,0.2526,1425.1781
20,300170,汉得信息,0.3256,1105.6511,303.6191,1.1857,0.1952,1844.2623
21,601519,*ST智慧,1.9134,188.1468,284.4089,1.2658,0.1997,1802.7041
22,300383,光环新网,1.2333,291.8998,212.715,1.6924,0.3142,1145.767
23,000503,海虹控股,3.861,93.2401,199.8985,1.8009,0.0366,9836.0656
24,600131,岷江水电,18.9193,19.0282,187.7529,1.9174,0.9276,388.0983
25,002018,华信国际,0.6878,523.408,187.5797,1.9192,0.5676,634.2495
26,601518,吉林高速,,,119.9032,3.0024,0.1519,2369.9803
27,000791,甘肃电投,0.6048,595.2381,119.5413,3.0115,0.1786,2015.6775
28,600865,百大集团,14.8021,24.3209,118.9028,3.0277,0.7305,492.8131
29,002039,黔源电力,2.6429,136.214,118.5532,3.0366,0.4422,814.1113
30,000089,深圳机场,1.7814,202.0882,95.9748,3.7510000000000003,0.239,1506.2762
31,600221,海南航空,10.3515,34.7776,94.5869,3.806,0.3797,948.1169
32,600168,武汉控股,0.2081,1729.9375,92.2416,3.9028,0.1461,2464.0657
33,600233,圆通速递,18.3726,19.5944,89.6385,4.0161,0.5587,644.3530000000001
34,000889,茂业通信,0.7446,483.4811,88.9424,4.0476,0.3574,1007.2748
35,000796,凯撒旅游,2.2129,162.6825,79.4791,4.5295,0.5156,698.2157
36,300494,盛天网络,1.6881,213.2575,74.4734,4.8339,0.1132,3180.212
37,300550,和仁科技,0.2436,1477.8325,67.428,5.3389999999999995,0.095,3789.4737
38,600868,梅雁吉祥,1.2636,284.9003,64.1165,5.6148,0.2295,1568.6275
39,603888,新华网,0.4465,806.2710000000001,63.4655,5.6724,0.0834,4316.5468
40,600995,文山电力,328.6533,1.0954,63.074,5.7076,1.8645,193.0813
41,002468,申通快递,3.1364,114.7813,62.471000000000004,5.7627,0.3557,1012.0888
42,300012,华测检测,1.137,316.6227,58.4952,6.1544,0.2259,1593.6255
43,300578,会畅通讯,0.8595,418.8482,56.2448,6.4006,0.2806,1282.9651
44,600012,皖通高速,,,55.1546,6.5271,0.2897,1242.6648
45,002120,韵达股份,5.8773,61.2526,54.6406,6.5885,0.6195,581.1138
46,000916,华北高速,0.4496,800.7117,53.5379,6.7242,0.1352,2662.7219
47,300215,电科院,6.2628,57.4823,53.2169,6.7648,0.1898,1896.7334
48,600242,中昌数据,2.0505,175.5669,52.663000000000004,6.8359,0.4076,883.2188
49,600009,上海机场,1.6057,224.2013,51.9929,6.9239999999999995,0.1677,2146.6905
50,002312,*ST三泰,0.7321,491.7361,47.5291,7.5743,0.0828,4347.8261
51,600722,金牛化工,69.7004,5.165,47.0789,7.6467,0.2338,1539.7776
52,002357,富临运业,3.7916,94.9467,44.8757,8.0222,0.9442,381.2752
53,600556,ST慧球,0.5554,648.1815,44.5054,8.0889,0.0446,8071.7489
54,000524,岭南控股,19.9003,18.0902,39.5394,9.1048,1.7977,200.2559
55,000882,华联股份,2.9181,123.3679,38.1545,9.4353,0.0606,5940.5941
56,300348,长亮科技,0.2975,1210.0839999999998,38.0137,9.4703,0.1589,2265.5758
57,603689,皖天然气,9.3014,38.7039,36.8153,9.7785,1.0593,339.8471
58,603885,吉祥航空,14.8367,24.2642,35.586999999999996,10.1161,0.7239,497.3063
59,300144,宋城演艺,27.5697,13.0578,34.2731,10.5039,0.3794,948.8666
60,600640,号百控股,3.0596,117.6624,34.0511,10.5723,0.3348,1075.2688
61,002352,顺丰控股,3.5776,100.6261,32.3215,11.1381,0.7553,476.6318
62,601021,春秋航空,22.4062,16.067,32.3179,11.1393,0.40700000000000003,884.5209
63,603223,恒通股份,9.7434,36.9481,32.1331,11.2034,2.5201,142.8515
64,600617,国新能源,4.6131,78.0386,29.5989,12.1626,0.6988,515.1689
65,600093,易见股份,1.8042,199.5344,28.4639,12.6476,0.2303,1563.1785
66,603000,人民网,0.5823,618.238,27.5461,13.069,0.106,3396.2264
67,603117,万林股份,1.1964,300.9027,26.3245,13.6755,0.0301,11960.1329
68,600705,中航资本,5.1903,69.3602,25.6023,14.0612,0.0126,28571.4286
69,600179,安通控股,2.5367,141.9167,25.2016,14.2848,0.5426,663.4722
70,300058,蓝色光标,0.5915,608.6221,23.7172,15.1789,0.3439,1046.8159
71,002210,飞马国际,2.9771,120.92299999999999,22.4634,16.0261,0.5288,680.7867
72,600634,富控互动,3.2052,112.3175,22.1379,16.2617,0.0614,5863.1922
73,600033,福建高速,1.3923,258.565,21.8346,16.4876,0.4676,769.8888
74,600050,中国联通,3.6409,98.8767,21.2783,16.9186,0.8253,436.205
75,600317,营口港,1.4805,243.1611,20.6767,17.4109,0.2634,1366.7426
76,002325,洪涛股份,0.1661,2167.3691,20.3996,17.6474,0.1022,3522.5049
77,000007,全新好,6.4183,56.0896,20.1238,17.8893,0.0516,6976.7442
78,300240,飞力达,1.4212,253.3071,20.0102,17.9908,0.489,736.1963
79,603069,海汽集团,6.6288,54.3085,19.9981,18.0017,0.45899999999999996,784.3137
80,002267,陕天然气,4.2410000000000005,84.8856,19.4773,18.4831,1.4292,251.8892
81,601595,上海电影,0.9858,365.1856,19.1437,18.8051,0.1379,2610.5874
82,600814,杭州解百,42.6707,8.4367,18.9498,18.9976,0.5937,606.3669
83,002040,南京港,1.7197,209.3388,18.9062,19.0414,0.2367,1520.9125
84,002081,金螳螂,0.2544,1415.0943,18.5336,19.4242,0.2034,1769.9115
85,600715,文投控股,1.5152,237.5924,18.4742,19.4866,0.3169,1136.005
86,002095,生意宝,10.0373,35.8662,18.3456,19.6232,0.0855,4210.5263
87,002259,升达林业,1.8085,199.06,18.2228,19.7555,0.115,3130.4348
88,002306,*ST云网,1.7001,211.7522,18.0334,19.963,0.3022,1191.2641
89,600689,上海三毛,5.2334,68.7889,17.4272,20.6574,0.6235,577.3857
90,603300,华铁科技,0.4301,837.0146,17.092,21.0625,0.0718,5013.9276
91,002561,徐家汇,31.7215,11.3488,16.8949,21.3082,0.366,983.6066
92,603032,德新交运,4.8833,73.7206,16.7017,21.5547,0.1196,3010.0334
93,000022,深赤湾A,2.4169,148.9511,16.6468,21.6258,0.5631,639.3181
94,000516,国际医学,18.4059,19.5589,16.3402,22.0316,0.3907,921.4231
95,002492,恒基达鑫,1.4255,252.543,16.2522,22.1508,0.1069,3367.6333
96,600769,祥龙电业,13.2902,27.0876,16.0129,22.4819,0.3191,1128.173
97,600029,南方航空,10.3679,34.7226,15.9577,22.5596,2.1918,164.2486
98,002629,仁智股份,3.0358,118.5849,15.7731,22.8237,0.9279999999999999,387.931
99,603393,新天然气,6.7379,53.4291,15.6093,23.0632,0.193,1865.285
100,300399,京天利,2.1469,167.6836,14.9575,24.0682,0.2093,1720.0191
101,601018,宁波港,1.611,223.4637,14.9471,24.0849,0.3138,1147.2275
102,002238,天威视讯,6.1655,58.3894,14.9388,24.0983,0.2113,1703.7388
103,600717,天津港,2.2945,156.8969,14.5642,24.7181,0.3689,975.8742
104,000875,吉电股份,1.0055,358.0308,14.4365,24.9368,0.3355,1073.0253
105,600917,重庆燃气,5.0186,71.7332,14.2367,25.2868,0.5492,655.4989
106,002739,万达院线,4.9244,73.1054,14.1035,25.5256,0.8974,401.1589
107,603003,龙宇燃油,5.1471,69.9423,13.9473,25.8114,0.7978,451.2409
108,300598,诚迈科技,0.6405,562.0609,13.7398,26.2013,0.3151,1142.4944
109,002148,北纬通信,3.6022,99.9389,13.6498,26.374000000000002,0.2219,1622.3524
110,600774,汉商集团,73.9057,4.8711,12.9789,27.7373,1.5611,230.6066
111,600633,浙数文化,3.8076,94.5477,12.8241,28.0721,0.2106,1709.4017
112,002320,海峡股份,6.9969,51.4514,12.8238,28.0728,0.2825,1274.3363
113,601111,中国国航,8.6096,41.8138,12.8146,28.093000000000004,1.2104,297.4223
114,600004,白云机场,1.6489,218.3274,12.7841,28.16,0.7344,490.1961
115,603123,翠微股份,27.8625,12.9206,12.7631,28.2063,0.7242,497.1002
116,600780,通宝能源,6.5092,55.3063,12.7394,28.2588,0.2828,1272.9844
117,002082,栋梁新材,27.3019,13.1859,12.7255,28.2897,2.2554,159.6169
118,600212,江泉实业,0.5851,615.2794,12.4485,28.9191,0.272,1323.5294
119,002800,天顺股份,0.8216,438.1694,12.2961,29.2776,0.3574,1007.2748
120,603128,华贸物流,1.0987,327.66,12.1949,29.5205,0.5349,673.023
121,600007,中国国贸,3.8709,93.0016,12.1494,29.6311,0.7174,501.8121
122,002467,二六三,2.2526,159.8153,12.0549,29.8634,0.1594,2258.4693
123,600856,中天能源,2.4179,148.8895,11.8703,30.3278,0.6054,594.6482
124,000665,湖北广电,4.508,79.858,11.802,30.5033,0.5506,653.8322
125,601333,广深铁路,1.3130000000000002,274.1813,11.7893,30.5362,0.7729,465.7782
126,600804,鹏博士,6.4987,55.3957,11.6619,30.8698,0.5551,648.5318
127,600874,创业环保,0.2481,1451.0278,11.6568,30.8833,0.1391,2588.0661
128,000543,皖能电力,2.0327,177.1043,11.6265,30.9637,0.9227,390.1593
129,002315,焦点科技,3.0558,117.8088,11.5249,31.2367,0.1065,3380.2817
130,600188,兖州煤业,14.1283,25.4808,11.4033,31.5698,0.8967,401.4721
131,600969,郴电国际,2.281,157.8255,11.3862,31.6172,0.1413,2547.7707
132,601919,中远海控,3.3249,108.2739,11.306,31.8415,0.4394,819.299
133,601228,广州港,2.513,143.2551,11.187999999999999,32.1773,0.5179,695.1149
134,600830,香溢融通,1.6144,222.9931,11.1286,32.3491,0.2326,1547.7214
135,300036,超图软件,0.5777,623.1608,11.097999999999999,32.4383,0.1619,2223.5948
136,000613,*ST东海A,10.8726,33.1108,11.0855,32.4749,0.3384,1063.8298
137,600642,申能股份,4.769,75.4875,10.9628,32.8383,0.7471,481.8632
138,600719,大连热电,6.5482,54.9769,10.9396,32.908,0.7399,486.5522
139,600859,王府井,45.5082,7.9107,10.515,34.2368,0.5201,692.1746
140,600017,日照港,1.5995,225.0703,10.3537,34.7702,0.40399999999999997,891.0891
141,000520,长航凤凰,1.0826,332.5328,10.335999999999999,34.8297,0.4327,831.9852
142,300640,德艺文创,1.9277,186.7511,10.2542,35.1076,0.7861,457.957
143,300359,全通教育,0.5627,639.7725,10.1315,35.5327,0.2356,1528.0136
144,000715,中兴商业,504.5703,0.7135,10.1285,35.5433,0.6327,568.99
145,002811,亚泰国际,0.2618,1375.0955,10.0029,35.9896,0.1823,1974.7669
146,600293,三峡新材,5.3713,67.0229,9.8734,36.4616,0.9714,370.5991
147,600157,永泰能源,1.4513,248.0535,9.7838,36.7955,0.3555,1012.6582
148,300468,四方精创,0.6977,515.9811,9.7111,37.071,0.1298,2773.4977
149,600900,长江电力,2.4231,148.57,9.6163,37.4364,0.7716,466.56300000000005
150,600115,东方航空,10.0661,35.7636,9.4789,37.9791,1.5289,235.4634
151,600395,盘江股份,2.4022,149.8626,9.4677,38.024,0.3598,1000.5559
152,600348,阳泉煤业,1.9062,188.8574,9.3419,38.5361,0.5115,703.8123
153,603199,九华旅游,15.6513,23.0013,9.2699,38.8354,0.4441,810.6282
154,002044,美年健康,0.6939,518.8067,9.2621,38.8681,0.2353,1529.9618
155,600236,桂冠电力,2.0197,178.2443,9.0887,39.6096,0.6345,567.3759
156,000883,湖北能源,2.7817,129.4173,9.0116,39.9485,0.8294,434.0487
157,600798,宁波海运,3.7314,96.4785,8.9772,40.1016,0.8307,433.3694
158,600593,大连圣亚,23.2283,15.4983,8.961,40.1741,0.0914,3938.7309
159,600021,上海电力,1.5567,231.2584,8.9555,40.1988,0.5749,626.1959
160,603101,汇嘉时代,19.7483,18.2294,8.8301,40.7696,1.5123,238.048
161,000819,岳阳兴长,86.0491,4.1837,8.6814,41.468,0.732,491.8033
162,300284,苏交科,0.2861,1258.3013,8.6733,41.5067,0.1919,1875.9771
163,000544,中原环保,0.8071,446.0414,8.6017,41.8522,0.165,2181.8182
164,002789,建艺集团,0.5883,611.9327,8.4642,42.5321,0.3001,1199.6001
165,000695,滨海能源,1.1858,303.5925,8.4638,42.5341,0.6531,551.2173
166,300364,中文在线,0.7382,487.6727,8.3437,43.1463,0.0623,5778.4912
167,603828,柯利达,0.1733,2077.3226,8.2616,43.5751,0.1299,2771.3626
168,000430,张家界,17.1303,21.0154,8.2577,43.5957,0.4861,740.5884
169,600588,用友网络,0.4633,777.0343,8.2221,43.7844,0.0946,3805.4968
170,600396,金山股份,2.8029,128.4384,8.1519,44.1615,1.1693,307.8765
171,000565,渝三峡A,5.1084,70.4722,8.1364,44.2456,1.0992,327.5109
172,002840,华统股份,52.5309,6.8531,8.0892,44.5038,2.4527,146.77700000000002
173,002302,西部建设,0.3151,1142.4944,7.8987,45.5771,0.2093,1720.0191
174,300377,赢时胜,0.4019,895.7452,7.8665,45.7637,0.0491,7331.9756
175,000966,长源电力,3.1343,114.8582,7.8599,45.8021,1.5559,231.3773
176,600618,氯碱化工,5.791,62.1654,7.7546,46.4241,1.0547,341.3293
177,000607,华媒控股,0.6515,552.571,7.6129999999999995,47.2875,0.2315,1555.0756
178,601008,连云港,1.4983,240.2723,7.5902,47.4296,0.5072,709.7792
179,000637,茂化实华,23.1076,15.5793,7.5809,47.4878,1.4692,245.0313
180,002187,广百股份,12.145999999999999,29.6394,7.541,47.739,0.7272,495.0495
181,603817,海峡环保,0.88,409.0909,7.4466,48.3442,0.3213,1120.4482
182,603060,国检集团,2.2796,157.9224,7.3744,48.8175,0.1948,1848.0493
183,600561,江西长运,2.4529,146.7651,7.3497,48.9816,0.3888,925.9259
184,000780,*ST平能,0.9054,397.6143,7.3427,49.0283,0.1619,2223.5948
185,600278,东方创业,4.1751,86.2255,7.2018,49.9875,0.7341,490.3964
186,600027,华电国际,3.0445,118.24600000000001,7.1895,50.073,0.9542,377.2794
187,600826,兰生股份,4.0995,87.8156,7.0502,51.0624,0.2729,1319.1645
188,000605,渤海股份,0.7985,450.8453,7.0181,51.2959,0.2906,1238.8162
189,000017,深中华A,1.7476,205.9968,7.0097,51.3574,0.5089,707.4081
190,600428,中远海特,2.271,158.5205,6.8641,52.4468,0.5235,687.6791
191,000626,远大控股,22.6996,15.8593,6.8393,52.637,1.7635,204.1395
192,600758,红阳能源,1.7295,208.1526,6.7971,52.9638,0.3459,1040.7632
193,000698,沈阳化工,69.5676,5.1748,6.7676,53.1946,0.7799,461.5976
194,600180,瑞茂通,1.9237,187.1394,6.7101,53.6505,0.3394,1060.6953
195,600822,上海物贸,18.8951,19.0526,6.6877,53.8302,1.2462,288.8782
196,600726,华电能源,2.8639,125.7027,6.682,53.8761,0.9183,392.0287
197,000096,广聚能源,45.5819,7.8979,6.6732,53.9471,0.1533,2348.3366
198,000958,东方能源,2.215,162.5282,6.6412,54.2071,0.6711,536.4327
199,300226,上海钢联,50.1573,7.1774,6.6288,54.3085,2.254,159.7161
200,600505,西昌电力,3.1578,114.0034,6.6259,54.3322,0.6632,542.8227
201,000554,泰山石油,171.75099999999998,2.0961,6.5937,54.5976,4.751,75.7735
202,603165,荣晟环保,3.0285,118.8707,6.5699,54.7954,1.1312,318.2461
203,600113,浙江东日,8.7321,41.2272,6.5622,54.8597,0.5528,651.2301
204,600821,津劝业,636.0032,0.5660000000000001,6.5523,54.9425,0.3741,962.3095
205,600247,ST成城,,,6.5516,54.9484,0.2112,1704.5455
206,000025,特力A,116.1085,3.1005,6.5385,55.0585,0.2388,1507.5377
207,000582,北部湾港,1.7009,211.6527,6.4721,55.6234,0.324,1111.1111
208,603866,桃李面包,2.9693,121.2407,6.3976,56.2711,0.8776,410.2097
209,300496,中科创达,0.6381,564.1749,6.3867,56.3671,0.1413,2547.7707
210,000669,金鸿能源,1.1879,303.0558,6.3344,56.8325,0.2948,1221.1669
211,002712,思美传媒,0.9908,363.3428,6.2397,57.6951,0.3893,924.7367
212,002505,大康农业,2.4214,148.6743,6.2024,58.042,0.4249,847.2582
213,000683,远兴能源,6.1956,58.1058,6.1304,58.7237,0.3887,926.1641
214,600746,江苏索普,15.8113,22.7685,6.0989,59.027,0.6176,582.9016
215,000156,华数传媒,1.1944,301.4066,6.087999999999999,59.1327,0.0882,4081.6327
216,002555,三七互娱,2.0266,177.6374,6.0197,59.8036,0.5804,620.2619
217,002822,中装建设,0.3222,1117.3184,5.9058,60.957,0.1795,2005.5710000000001
218,002493,荣盛石化,20.4573,17.5976,5.8736,61.2912,1.0273,350.4332
219,300343,联创互联,0.3138,1147.2275,5.865,61.3811,0.2036,1768.1729
220,000985,大庆华科,1940.3111,0.1855,5.8452,61.589,1.5271,235.7409
221,600547,山东黄金,203.0221,1.7732,5.8046,62.0198,2.8137,127.9454
222,000987,越秀金控,3.4113,105.5316,5.7716,62.3744,0.0159,22641.5094
223,603909,合诚股份,0.2646,1360.5442,5.7401,62.7167,0.1301,2767.1022
224,000600,建投能源,2.3493,153.2371,5.7361,62.7604,0.574,627.1777
225,300051,三五互联,1.3517,266.3313,5.7332,62.7922,0.3579,1005.8676
226,603167,渤海轮渡,15.3545,23.4459,5.7281,62.8481,0.6284,572.8835
227,600022,山东钢铁,32.7853,10.9805,5.7252,62.8799,0.8638,416.7631
228,600128,弘业股份,2.3787,151.3432,5.7138,63.0054,0.455,791.2088
229,601678,滨化股份,10.4302,34.5152,5.6434,63.7913,1.0492,343.1186
230,601139,深圳燃气,5.8592,61.4418,5.5941,64.3535,0.5756,625.4343
231,600763,通策医疗,9.0604,39.7333,5.5524,64.8368,0.6214,579.337
232,000906,浙商中拓,5.2548,68.5088,5.5377,65.0089,1.3388,268.8975
233,300189,神农基因,7.4573,48.2748,5.4125,66.5127,0.5846,615.8057
234,000905,厦门港务,3.1106,115.7333,5.3921,66.7643,1.0858,331.5528
235,601238,广汽集团,14.3132,25.1516,5.3838,66.8673,0.488,737.7049
236,300072,三聚环保,0.8151,441.6636,5.347,67.3275,0.3279,1097.8957
237,601006,大秦铁路,2.3569,152.743,5.332999999999999,67.5042,0.5176,695.5178
238,601000,唐山港,1.7802,202.2245,5.3129,67.7596,0.2585,1392.6499
239,600795,国电电力,2.4994,144.0346,5.2879,68.08,0.8263,435.6771
240,002102,冠福股份,5.5317,65.0795,5.2853,68.1134,0.8782,409.9294
241,300339,润和软件,0.3796,948.3667,5.2624,68.4099,0.2266,1588.7026
242,002109,兴化股份,7.9513,45.2756,5.257999999999999,68.4671,0.6362,565.8598
243,002354,天神娱乐,1.1047,325.8803,5.2495,68.578,0.3488,1032.1101
244,000899,赣能股份,1.9106,188.4225,5.2089,69.1125,0.3613,996.4019
245,601991,大唐发电,1.8654,192.9881,5.1384,70.0607,0.7525,478.4053
246,300231,银信科技,0.4062,886.2629,5.1175,70.3468,0.2813,1279.7725
247,600723,首商股份,34.1692,10.5358,5.1142,70.3922,0.5587,644.3530000000001
248,600863,内蒙华电,1.8438,195.2489,5.0501,71.2857,0.8663,415.5604
249,600643,爱建集团,0.40299999999999997,893.3002,5.0387,71.447,0.0272,13235.2941
250,002061,江山化工,11.6276,30.9608,5.0189,71.7289,0.7019,512.8936
251,600880,博瑞传播,0.884,407.2398,5.0082,71.8821,0.1542,2334.6304
252,002608,江苏国信,2.3628,152.3616,4.9728,72.3938,0.6196,581.02
253,300413,快乐购,4.0769,88.3024,4.9685,72.4565,0.3398,1059.4467
254,600546,山煤国际,1.9315,186.3836,4.9607,72.5704,0.5187,694.0428
255,603797,联泰环保,2.4175,148.9142,4.9455,72.7934,0.33399999999999996,1077.8443
256,603322,超讯通信,0.2545,1414.5383,4.8948,73.5474,0.1655,2175.2266
257,300063,天龙集团,1.4748,244.1009,4.8591,74.0878,0.7253,496.3463
258,601880,大连港,3.772,95.4401,4.8193,74.6996,0.2528,1424.0506
259,600167,联美控股,5.7231,62.903,4.8145,74.7741,0.4243,848.4563
260,002549,凯美特气,1.9519,184.4357,4.7631,75.581,0.2948,1221.1669
261,600011,华能国际,2.3963,150.2316,4.7586,75.6525,0.9129,394.3477
262,600650,锦江投资,5.9497,60.5073,4.7343,76.0408,0.5665,635.481
263,600810,神马股份,2.7121,132.7385,4.6803,76.9181,0.6214,579.337
264,002398,建研集团,0.3807,945.6265,4.6224,77.8816,0.1984,1814.5161
265,000151,中成股份,11.873,30.3209,4.6129,78.042,0.28,1285.7143
266,002131,利欧股份,0.6913,520.758,4.5931,78.3784,0.4528,795.053
267,601225,陕西煤业,2.4755,145.4252,4.5849,78.5186,0.46299999999999997,777.5378
268,001896,豫能控股,1.5689,229.4601,4.581,78.5855,0.5173,695.9211
269,300556,丝路视觉,0.3218,1118.7073,4.5284,79.4983,0.1302,2764.9770000000003
270,300621,维业股份,0.3224,1116.6253,4.505,79.9112,0.2207,1631.1735
271,002748,世龙实业,4.0398,89.1133,4.4927,80.13,0.5796,621.118
272,000501,鄂武商A,445.6386,0.8078,4.4701,80.5351,1.1740000000000002,306.644
273,600678,四川金顶,1.9167,187.8228,4.3824,82.1468,0.7772,463.2012
274,600679,上海凤凰,2.2585,159.3978,4.3649,82.4761,0.5224,689.1271
275,601368,绿城水务,1.6753,214.8869,4.3605,82.5593,0.2237,1609.2982
276,000507,珠海港,1.2448,289.2031,4.3383,82.9818,0.4326,832.1775
277,600101,明星电力,34.0379,10.5764,4.3228,83.2794,0.9503,378.8277
278,600250,南纺股份,2.6388,136.4256,4.3202,83.3295,0.1948,1848.0493
279,002479,富春环保,2.0753,173.4689,4.1896,85.9271,0.5755,625.543
280,300538,同益股份,1.2967,277.6278,4.1695,86.3413,0.4206,855.9201
281,000020,深华发A,1.1584,310.7735,4.1299,87.1692,0.5361,671.5165
282,300378,鼎捷软件,1.1105,324.1783,4.1249,87.2748,0.2509,1434.8346
283,600741,华域汽车,1.5478,232.5882,4.1197,87.385,0.4949,727.4197
284,600754,锦江股份,4.2068,85.5757,4.1184,87.4126,0.2982,1207.2435
285,002586,围海股份,0.3619,994.7499,4.0839,88.15100000000001,0.0893,4031.355
286,600626,申达股份,2.4311,148.0811,4.0683,88.48899999999999,0.6654,541.028
287,601168,西部矿业,272.0475,1.3233,4.0679,88.4978,0.5483,656.5749
288,600090,同济堂,1.168,308.2192,4.024,89.4632,0.4295,838.1839
289,603099,长白山,14.2284,25.3015,3.9739999999999998,90.5888,0.1172,3071.6724
290,000893,东凌国际,8.0369,44.7934,3.9713,90.6504,0.289,1245.6747
291,002221,东华能源,7.7154,46.6599,3.9672,90.7441,0.5025,716.4179
292,600418,江淮汽车,3.4929,103.0662,3.9461,91.2293,0.4278,841.5147
293,300612,宣亚国际,0.6586,546.614,3.9442,91.2733,0.2411,1493.1564
294,600287,江苏舜天,4.1539,86.6655,3.9335,91.5215,0.5643,637.9585
295,600277,亿利洁能,3.0952,116.3091,3.9247,91.7268,0.2381,1511.9698
296,600644,乐山电力,18.0209,19.9768,3.9031,92.2344,1.1471,313.8349
297,600104,上汽集团,5.5453,64.9198,3.8931,92.4713,0.5649,637.2809
298,600163,中闽能源,0.5864,613.9154,3.8607,93.2473,0.1793,2007.8081
299,000037,深南电A,1.7288,208.2369,3.8246,94.1275,0.1464,2459.0164
300,002295,精艺股份,2.1441,167.9026,3.8223,94.1841,0.7926,454.2014
301,600426,华鲁恒升,92.7139,3.8829,3.8096,94.4981,1.109,324.6168
302,002091,江苏国泰,1.9426,185.3186,3.8088,94.51799999999999,0.5621,640.4554
303,600397,安源煤业,1.3484,266.9831,3.8079,94.5403,0.2852,1262.2721
304,000703,恒逸石化,10.841,33.2073,3.7974,94.8017,0.8206,438.7034
305,600710,*ST常林,2.575,139.8058,3.7954,94.8517,0.5239,687.154
306,600857,宁波中百,84.5367,4.2585,3.7952,94.8567,0.5874,612.8703
307,000529,广弘控股,30.633000000000003,11.752,3.7814,95.2028,0.5178,695.2491
308,600886,国投电力,2.4652,146.0328,3.7541,95.8952,0.6953,517.7621
309,600455,博通股份,3.5824,100.4913,3.7484,96.041,0.3455,1041.9682
310,600971,恒源煤电,4.9709,72.4215,3.7305,96.5018,0.2706,1330.3769
311,600023,浙能电力,2.0845,172.7033,3.7284,96.5562,0.4347,828.1573
312,600126,杭钢股份,26.6873,13.4896,3.7243,96.6625,0.6252,575.8157
313,603787,新日股份,9.1799,39.2161,3.7083,97.0795,0.5026,716.2754
314,600387,海越股份,93.9536,3.8317,3.6925,97.4949,1.732,207.8522
315,600026,中远海能,2.2171,162.3743,3.6910000000000003,97.5345,0.2913,1235.8393
316,002769,普路通,0.9153,393.3137,3.6789,97.8553,0.0534,6741.573
317,002416,爱施德,12.2356,29.4223,3.6784,97.8686,1.33,270.6767
318,603225,新凤鸣,20.2206,17.8036,3.6745,97.9725,1.8192,197.8892
319,601001,大同煤业,1.3423,268.1964,3.6658,98.205,0.2237,1609.2982
320,600704,物产中大,10.4386,34.4874,3.5858,100.396,1.0357,347.591
321,600461,洪城水业,1.1912,302.2163,3.5754,100.68799999999999,0.3756,958.4665
322,600146,商赢环球,1.2575,286.2823,3.5744,100.7162,0.1667,2159.5681
323,603766,隆鑫通用,1.7561,204.9997,3.5631,101.0356,0.4376,822.6691
324,600319,亚星化学,6.3624,56.5824,3.5612,101.0895,0.6298,571.61
325,000900,现代投资,6.2928,57.2082,3.5453,101.5429,0.359,1002.7855
326,000895,双汇发展,124.8236,2.8841,3.5444,101.5687,1.4875,242.0168
327,300043,星辉娱乐,1.6502,218.1554,3.5439999999999996,101.5801,0.5453,660.1871
328,600578,京能电力,2.1192,169.8754,3.5313,101.9455,0.3526,1020.987
329,600706,曲江文旅,0.5422,663.9616,3.5277,102.0495,0.3354,1073.3453
330,300459,金科娱乐,1.2581,286.1458,3.5269,102.0726,0.2248,1601.4235
331,600628,新世界,3.5968,100.089,3.5242,102.1508,0.2987,1205.2226
332,000539,粤电力A,2.0063,179.4348,3.5234,102.17399999999999,0.4913,732.7498
333,300017,网宿科技,1.0925,329.5195,3.5155,102.4036,0.1761,2044.293
334,601866,中远海发,2.283,157.6873,3.5141,102.4444,0.1691,2128.9178
335,600694,大商股份,32.7107,11.0056,3.5044,102.728,0.7582,474.8088
336,002386,天原集团,10.8066,33.313,3.4699,103.7494,0.5273,682.7233
