,name,open,pre_close,price,high,low,bid,ask,volume,amount,b1_v,b1_p,b2_v,b2_p,b3_v,b3_p,b4_v,b4_p,b5_v,b5_p,a1_v,a1_p,a2_v,a2_p,a3_v,a3_p,a4_v,a4_p,a5_v,a5_p,date,time,code
0,威孚高科,23.910,24.100,23.100,24.080,23.030,23.090,23.100,19456992,456267133.670,93,23.090,316,23.080,219,23.070,42,23.060,301,23.050,187,23.100,1186,23.110,551,23.120,259,23.130,407,23.140,2017-05-05,15:05:03,000581
