,date,bank,ON_B,ON_A,1W_B,1W_A,2W_B,2W_A,1M_B,1M_A,3M_B,3M_A,6M_B,6M_A,9M_B,9M_A,1Y_B,1Y_A
0,2015-01-04,工商银行,3.6,3.6,4.8,4.8,5.5,5.5,5.5,5.5,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
1,2015-01-04,农业银行,3.65,3.65,4.9,4.9,5.85,5.85,5.65,5.65,5.15,5.15,4.75,4.75,4.62,4.62,4.72,4.72
2,2015-01-04,中国银行,3.62,3.62,4.9,4.9,5.7,5.7,5.73,5.73,5.13,5.13,4.7,4.7,4.65,4.65,4.72,4.72
3,2015-01-04,建设银行,3.6,3.6,4.83,4.83,5.55,5.55,5.73,5.73,5.13,5.13,4.9,4.9,4.73,4.73,4.83,4.83
4,2015-01-04,交通银行,3.69,3.69,4.93,4.93,5.88,5.88,5.65,5.65,5.13,5.13,4.7465,4.7465,4.626,4.626,4.735,4.735
5,2015-01-04,招商银行,3.65,3.65,5.0,5.0,5.9,5.9,5.85,5.85,5.15,5.15,4.75,4.75,4.62,4.62,4.73,4.73
6,2015-01-04,中信银行,3.6,3.6,4.8,4.8,5.7,5.7,5.72,5.72,5.2,5.2,4.75,4.75,4.63,4.63,4.73,4.73
7,2015-01-04,光大银行,3.7,3.7,5.0,5.0,6.0,6.0,5.5,5.5,5.14,5.14,4.75,4.75,4.62,4.62,4.73,4.73
8,2015-01-04,兴业银行,3.61,3.61,4.7,4.7,5.0,5.0,5.0,5.0,5.05,5.05,5.0,5.0,4.88,4.88,4.85,4.85
9,2015-01-04,浦发银行,3.65,3.65,4.9,4.9,5.8,5.8,5.6,5.6,5.13,5.13,4.74,4.74,4.62,4.62,4.73,4.73
10,2015-01-04,北京银行,3.65,3.65,4.9,4.9,5.85,5.85,5.6,5.6,5.15,5.15,4.8,4.8,4.62,4.62,4.73,4.73
11,2015-01-04,上海银行,3.66,3.66,4.9,4.9,5.85,5.85,5.75,5.75,5.15,5.15,4.75,4.75,4.62,4.62,4.72,4.72
12,2015-01-04,汇丰中国,3.65,3.65,4.9,4.9,5.8,5.8,5.55,5.55,5.15,5.15,4.75,4.75,4.62,4.62,4.73,4.73
13,2015-01-04,渣打银行,3.53,3.53,4.64,4.64,5.58,5.58,5.59,5.59,5.14,5.14,4.74,4.74,4.62,4.62,4.73,4.73
14,2015-01-04,华夏银行,3.65,3.65,4.9,4.9,5.8,5.8,5.6,5.6,5.3,5.3,5.0,5.0,4.9,4.9,4.8,4.8
15,2015-01-04,广发银行,3.68,3.68,4.86,4.86,5.8,5.8,5.6,5.6,5.0,5.0,5.1,5.1,5.2,5.2,5.0,5.0
16,2015-01-04,邮储银行,3.68,3.68,4.95,4.95,5.9,5.9,5.88,5.88,5.13,5.13,4.75,4.75,4.62,4.62,4.77,4.77
17,2015-01-04,国开行,3.61,3.61,4.84,4.84,5.79,5.79,5.5,5.5,4.73,4.73,4.55,4.55,4.56,4.56,4.77,4.77
18,2015-01-05,工商银行,3.39,3.39,4.65,4.65,5.5,5.5,5.5,5.5,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
19,2015-01-05,农业银行,3.2,3.2,4.74,4.74,5.64,5.64,5.15,5.15,5.1,5.1,4.72,4.72,4.6,4.6,4.7,4.7
20,2015-01-05,中国银行,3.23,3.23,4.65,4.65,5.5,5.5,5.13,5.13,5.13,5.13,4.7,4.7,4.65,4.65,4.72,4.72
21,2015-01-05,建设银行,3.0,3.0,4.2,4.2,5.42,5.42,5.23,5.23,5.08,5.08,4.83,4.83,4.8,4.8,4.82,4.82
22,2015-01-05,交通银行,3.44,3.44,4.73,4.73,5.67,5.67,5.65,5.65,5.14,5.14,4.7575,4.7575,4.626,4.626,4.739,4.739
23,2015-01-05,招商银行,3.45,3.45,4.8,4.8,5.75,5.75,5.75,5.75,5.15,5.15,4.75,4.75,4.62,4.62,4.73,4.73
24,2015-01-05,中信银行,3.17,3.17,4.69,4.69,5.64,5.64,5.65,5.65,5.15,5.15,4.75,4.75,4.63,4.63,4.73,4.73
25,2015-01-05,光大银行,3.45,3.45,4.75,4.75,5.7,5.7,5.1,5.1,5.15,5.15,4.75,4.75,4.63,4.63,4.74,4.74
26,2015-01-05,兴业银行,3.39,3.39,4.7,4.7,5.64,5.64,5.0,5.0,5.0,5.0,5.0,5.0,4.85,4.85,4.85,4.85
27,2015-01-05,浦发银行,3.45,3.45,4.75,4.75,5.7,5.7,5.63,5.63,5.14,5.14,4.75,4.75,4.63,4.63,4.74,4.74
28,2015-01-05,北京银行,3.45,3.45,4.75,4.75,5.7,5.7,5.4,5.4,5.1,5.1,4.7,4.7,4.6,4.6,4.7,4.7
29,2015-01-05,上海银行,3.45,3.45,4.75,4.75,5.68,5.68,5.5,5.5,5.14,5.14,4.75,4.75,4.62,4.62,4.73,4.73
30,2015-01-05,汇丰中国,3.39,3.39,4.7,4.7,5.64,5.64,5.04,5.04,5.15,5.15,4.75,4.75,4.63,4.63,4.74,4.74
31,2015-01-05,渣打银行,3.64,3.64,4.88,4.88,5.79,5.79,5.63,5.63,5.14,5.14,4.75,4.75,4.62,4.62,4.74,4.74
32,2015-01-05,华夏银行,3.41,3.41,4.75,4.75,5.7,5.7,5.5,5.5,5.2,5.2,5.0,5.0,4.9,4.9,4.8,4.8
33,2015-01-05,广发银行,3.46,3.46,4.6,4.6,5.2,5.2,5.1,5.1,5.0,5.0,5.1,5.1,5.2,5.2,5.0,5.0
34,2015-01-05,邮储银行,3.45,3.45,4.75,4.75,5.7,5.7,5.1,5.1,5.13,5.13,4.75,4.75,4.62,4.62,4.77,4.77
35,2015-01-05,国开行,3.39,3.39,4.69,4.69,5.64,5.64,5.5,5.5,4.73,4.73,4.55,4.55,4.56,4.56,4.77,4.77
36,2015-01-06,工商银行,3.0,3.0,4.2,4.2,4.8,4.8,4.8,4.8,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
37,2015-01-06,农业银行,3.05,3.05,4.25,4.25,4.95,4.95,5.15,5.15,5.1,5.1,4.72,4.72,4.6,4.6,4.7,4.7
38,2015-01-06,中国银行,2.98,2.98,4.1,4.1,4.8,4.8,5.0,5.0,5.05,5.05,4.7,4.7,4.71,4.71,4.72,4.72
39,2015-01-06,建设银行,3.02,3.02,4.18,4.18,5.0,5.0,5.03,5.03,5.0,5.0,4.82,4.82,4.8,4.8,4.88,4.88
40,2015-01-06,交通银行,3.05,3.05,4.26,4.26,5.2,5.2,5.4,5.4,5.13,5.13,4.752,4.752,4.65,4.65,4.745,4.745
41,2015-01-06,招商银行,3.1,3.1,4.5,4.5,5.2,5.2,5.45,5.45,5.05,5.05,4.75,4.75,4.63,4.63,4.74,4.74
42,2015-01-06,中信银行,3.0,3.0,4.2,4.2,5.0,5.0,5.65,5.65,5.15,5.15,4.75,4.75,4.63,4.63,4.73,4.73
43,2015-01-06,光大银行,3.02,3.02,4.3,4.3,5.0,5.0,5.1,5.1,5.13,5.13,4.75,4.75,4.63,4.63,4.74,4.74
44,2015-01-06,兴业银行,3.05,3.05,4.2,4.2,4.9,4.9,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
45,2015-01-06,浦发银行,3.1,3.1,4.3,4.3,5.0,5.0,5.1,5.1,5.11,5.11,4.74,4.74,4.63,4.63,4.75,4.75
46,2015-01-06,北京银行,3.05,3.05,4.3,4.3,5.0,5.0,5.1,5.1,5.1,5.1,4.75,4.75,4.65,4.65,4.75,4.75
47,2015-01-06,上海银行,3.05,3.05,4.25,4.25,4.92,4.92,5.05,5.05,5.12,5.12,4.74,4.74,4.62,4.62,4.73,4.73
48,2015-01-06,汇丰中国,3.01,3.01,4.2,4.2,4.9,4.9,5.0,5.0,5.11,5.11,4.75,4.75,4.63,4.63,4.74,4.74
49,2015-01-06,渣打银行,3.01,3.01,4.73,4.73,5.67,5.67,5.36,5.36,5.13,5.13,4.75,4.75,4.63,4.63,4.74,4.74
50,2015-01-06,华夏银行,3.01,3.01,4.25,4.25,5.0,5.0,5.03,5.03,5.0,5.0,4.9,4.9,4.8,4.8,4.75,4.75
51,2015-01-06,广发银行,3.08,3.08,4.2,4.2,4.8,4.8,4.9,4.9,4.95,4.95,5.0,5.0,5.1,5.1,5.0,5.0
52,2015-01-06,邮储银行,3.06,3.06,4.3,4.3,4.98,4.98,5.1,5.1,5.13,5.13,4.75,4.75,4.62,4.62,4.77,4.77
53,2015-01-06,国开行,3.01,3.01,4.2,4.2,4.9,4.9,5.5,5.5,4.73,4.73,4.55,4.55,4.56,4.56,4.77,4.77
54,2015-01-07,工商银行,2.85,2.85,3.8,3.8,4.5,4.5,4.5,4.5,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
55,2015-01-07,农业银行,2.86,2.86,3.83,3.83,4.69,4.69,5.03,5.03,5.0,5.0,4.72,4.72,4.6,4.6,4.7,4.7
56,2015-01-07,中国银行,2.83,2.83,3.8,3.8,4.7,4.7,4.95,4.95,5.0,5.0,4.7,4.7,4.71,4.71,4.72,4.72
57,2015-01-07,建设银行,2.95,2.95,3.94,3.94,4.79,4.79,4.85,4.85,4.93,4.93,4.84,4.84,4.8,4.8,4.85,4.85
58,2015-01-07,交通银行,2.9,2.9,3.85,3.85,4.75,4.75,5.0,5.0,5.1,5.1,4.751,4.751,4.6465,4.6465,4.746,4.746
59,2015-01-07,招商银行,2.95,2.95,4.0,4.0,4.85,4.85,5.1,5.1,5.05,5.05,4.75,4.75,4.63,4.63,4.74,4.74
60,2015-01-07,中信银行,2.85,2.85,3.83,3.83,4.7,4.7,5.0,5.0,5.05,5.05,4.75,4.75,4.63,4.63,4.73,4.73
61,2015-01-07,光大银行,2.9,2.9,3.9,3.9,4.7,4.7,5.1,5.1,5.08,5.08,4.75,4.75,4.64,4.64,4.75,4.75
62,2015-01-07,兴业银行,2.86,2.86,3.83,3.83,4.69,4.69,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75
63,2015-01-07,浦发银行,2.95,2.95,4.0,4.0,4.9,4.9,4.9,4.9,5.05,5.05,4.75,4.75,4.65,4.65,4.75,4.75
64,2015-01-07,北京银行,2.9,2.9,3.9,3.9,4.8,4.8,5.1,5.1,5.1,5.1,4.75,4.75,4.65,4.65,4.75,4.75
65,2015-01-07,上海银行,2.9,2.9,3.9,3.9,4.75,4.75,5.0,5.0,5.1,5.1,4.75,4.75,4.63,4.63,4.74,4.74
66,2015-01-07,汇丰中国,2.86,2.86,3.83,3.83,4.69,4.69,4.9,4.9,5.05,5.05,4.75,4.75,4.64,4.64,4.75,4.75
67,2015-01-07,渣打银行,2.86,2.86,4.24,4.24,4.97,4.97,5.1,5.1,5.08,5.08,4.75,4.75,4.64,4.64,4.75,4.75
68,2015-01-07,华夏银行,2.87,2.87,3.9,3.9,4.75,4.75,4.65,4.65,4.9,4.9,4.8,4.8,4.7,4.7,4.75,4.75
69,2015-01-07,广发银行,2.92,2.92,3.9,3.9,4.6,4.6,4.7,4.7,4.85,4.85,4.9,4.9,4.95,4.95,5.0,5.0
70,2015-01-07,邮储银行,2.9,2.9,3.89,3.89,4.8,4.8,4.8,4.8,5.13,5.13,4.75,4.75,4.62,4.62,4.77,4.77
71,2015-01-07,国开行,2.86,2.86,3.83,3.83,4.69,4.69,5.3,5.3,4.73,4.73,4.55,4.55,4.56,4.56,4.77,4.77
72,2015-01-08,工商银行,2.8,2.8,3.5,3.5,4.5,4.5,4.5,4.5,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
73,2015-01-08,农业银行,2.83,2.83,3.7,3.7,4.63,4.63,4.7,4.7,5.0,5.0,4.72,4.72,4.6,4.6,4.7,4.7
74,2015-01-08,中国银行,2.81,2.81,3.78,3.78,4.7,4.7,4.85,4.85,4.98,4.98,4.71,4.71,4.73,4.73,4.74,4.74
75,2015-01-08,建设银行,2.86,2.86,3.84,3.84,4.78,4.78,4.73,4.73,4.88,4.88,4.79,4.79,4.75,4.75,4.84,4.84
76,2015-01-08,交通银行,2.84,2.84,3.71,3.71,4.66,4.66,4.98,4.98,5.05,5.05,4.751,4.751,4.6465,4.6465,4.748,4.748
77,2015-01-08,招商银行,2.86,2.86,3.8,3.8,4.75,4.75,5.0,5.0,5.05,5.05,4.75,4.75,4.64,4.64,4.75,4.75
78,2015-01-08,中信银行,2.82,2.82,3.69,3.69,4.65,4.65,4.85,4.85,4.95,4.95,4.75,4.75,4.63,4.63,4.73,4.73
79,2015-01-08,光大银行,2.82,2.82,3.8,3.8,4.7,4.7,4.95,4.95,5.3,5.3,4.75,4.75,4.65,4.65,4.75,4.75
80,2015-01-08,兴业银行,2.81,2.81,3.68,3.68,4.6,4.6,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75
81,2015-01-08,浦发银行,2.85,2.85,3.8,3.8,4.7,4.7,4.8,4.8,5.0,5.0,4.75,4.75,4.65,4.65,4.75,4.75
82,2015-01-08,北京银行,2.9,2.9,3.8,3.8,4.7,4.7,4.9,4.9,5.0,5.0,4.73,4.73,4.63,4.63,4.73,4.73
83,2015-01-08,上海银行,2.83,2.83,3.75,3.75,4.65,4.65,4.9,4.9,5.0,5.0,4.75,4.75,4.64,4.64,4.75,4.75
84,2015-01-08,汇丰中国,2.81,2.81,3.68,3.68,4.6,4.6,4.8,4.8,4.95,4.95,4.75,4.75,4.65,4.65,4.75,4.75
85,2015-01-08,渣打银行,2.81,2.81,3.87,3.87,4.73,4.73,4.95,4.95,5.02,5.02,4.75,4.75,4.65,4.65,4.75,4.75
86,2015-01-08,华夏银行,2.83,2.83,3.75,3.75,4.6,4.6,4.7,4.7,4.8,4.8,4.75,4.75,4.7,4.7,4.75,4.75
87,2015-01-08,广发银行,2.87,2.87,3.72,3.72,4.6,4.6,4.7,4.7,4.85,4.85,4.9,4.9,4.95,4.95,5.0,5.0
88,2015-01-08,邮储银行,2.86,2.86,3.75,3.75,4.8,4.8,4.8,4.8,5.1,5.1,4.75,4.75,4.62,4.62,4.77,4.77
89,2015-01-08,国开行,2.81,2.81,3.68,3.68,4.6,4.6,4.7,4.7,4.73,4.73,4.55,4.55,4.56,4.56,4.76,4.76
90,2015-01-09,工商银行,2.77,2.77,3.68,3.68,4.65,4.65,4.6,4.6,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
91,2015-01-09,农业银行,2.8,2.8,3.75,3.75,4.8,4.8,4.8,4.8,4.98,4.98,4.72,4.72,4.6,4.6,4.7,4.7
92,2015-01-09,中国银行,2.79,2.79,3.75,3.75,4.7,4.7,4.78,4.78,4.95,4.95,4.72,4.72,4.73,4.73,4.74,4.74
93,2015-01-09,建设银行,2.84,2.84,3.81,3.81,4.78,4.78,4.78,4.78,4.96,4.96,4.8,4.8,4.78,4.78,4.83,4.83
94,2015-01-09,交通银行,2.79,2.79,3.71,3.71,4.71,4.71,4.85,4.85,5.0,5.0,4.75,4.75,4.6501,4.6501,4.7495,4.7495
95,2015-01-09,招商银行,2.82,2.82,3.75,3.75,4.7,4.7,4.85,4.85,5.0,5.0,4.75,4.75,4.64,4.64,4.75,4.75
96,2015-01-09,中信银行,2.82,2.82,3.72,3.72,4.67,4.67,4.8,4.8,4.9,4.9,4.74,4.74,4.65,4.65,4.75,4.75
97,2015-01-09,光大银行,2.8,2.8,4.0,4.0,4.8,4.8,4.8,4.8,4.96,4.96,4.75,4.75,4.65,4.65,4.75,4.75
98,2015-01-09,兴业银行,2.82,2.82,3.68,3.68,4.67,4.67,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75
99,2015-01-09,浦发银行,2.82,2.82,3.75,3.75,4.7,4.7,4.8,4.8,4.96,4.96,4.75,4.75,4.65,4.65,4.75,4.75
100,2015-01-09,北京银行,2.85,2.85,3.75,3.75,4.7,4.7,4.8,4.8,4.9,4.9,4.73,4.73,4.63,4.63,4.73,4.73
101,2015-01-09,上海银行,2.79,2.79,3.75,3.75,4.75,4.75,4.85,4.85,4.96,4.96,4.75,4.75,4.64,4.64,4.75,4.75
102,2015-01-09,汇丰中国,2.76,2.76,3.7,3.7,4.7,4.7,4.8,4.8,4.9,4.9,4.75,4.75,4.65,4.65,4.75,4.75
103,2015-01-09,渣打银行,2.83,2.83,3.75,3.75,4.66,4.66,4.8,4.8,4.96,4.96,4.75,4.75,4.65,4.65,4.75,4.75
104,2015-01-09,华夏银行,2.79,2.79,3.75,3.75,4.68,4.68,4.6,4.6,4.8,4.8,4.75,4.75,4.7,4.7,4.74,4.74
105,2015-01-09,广发银行,2.82,2.82,3.68,3.68,4.65,4.65,4.55,4.55,4.7,4.7,4.8,4.8,4.9,4.9,5.0,5.0
106,2015-01-09,邮储银行,2.8,2.8,3.75,3.75,4.8,4.8,4.75,4.75,5.08,5.08,4.75,4.75,4.62,4.62,4.77,4.77
107,2015-01-09,国开行,2.76,2.76,3.68,3.68,4.67,4.67,4.7,4.7,4.73,4.73,4.55,4.55,4.56,4.56,4.76,4.76
108,2015-01-12,工商银行,2.7,2.7,3.68,3.68,4.65,4.65,4.6,4.6,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
109,2015-01-12,农业银行,2.8,2.8,3.85,3.85,4.8,4.8,4.8,4.8,4.95,4.95,4.72,4.72,4.6,4.6,4.7,4.7
110,2015-01-12,中国银行,2.7,2.7,3.75,3.75,4.7,4.7,4.78,4.78,4.95,4.95,4.72,4.72,4.73,4.73,4.74,4.74
111,2015-01-12,建设银行,2.8,2.8,3.82,3.82,4.81,4.81,4.85,4.85,4.84,4.84,4.79,4.79,4.77,4.77,4.83,4.83
112,2015-01-12,交通银行,2.75,2.75,3.78,3.78,4.77,4.77,4.8,4.8,4.9405,4.9405,4.749,4.749,4.6515,4.6515,4.7495,4.7495
113,2015-01-12,招商银行,2.78,2.78,3.75,3.75,4.75,4.75,4.8,4.8,4.95,4.95,4.75,4.75,4.65,4.65,4.75,4.75
114,2015-01-12,中信银行,2.75,2.75,3.72,3.72,4.69,4.69,4.78,4.78,4.9,4.9,4.74,4.74,4.65,4.65,4.75,4.75
115,2015-01-12,光大银行,2.78,2.78,3.98,3.98,4.75,4.75,4.8,4.8,5.6,5.6,4.75,4.75,4.65,4.65,4.75,4.75
116,2015-01-12,兴业银行,2.7,2.7,3.71,3.71,4.69,4.69,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75
117,2015-01-12,浦发银行,2.75,2.75,3.75,3.75,4.7,4.7,4.8,4.8,4.92,4.92,4.74,4.74,4.65,4.65,4.75,4.75
118,2015-01-12,北京银行,2.8,2.8,3.8,3.8,4.75,4.75,5.0,5.0,4.95,4.95,4.75,4.75,4.65,4.65,4.75,4.75
119,2015-01-12,上海银行,2.75,2.75,3.78,3.78,4.75,4.75,4.8,4.8,4.93,4.93,4.75,4.75,4.65,4.65,4.75,4.75
120,2015-01-12,汇丰中国,2.72,2.72,3.75,3.75,4.72,4.72,4.8,4.8,4.9,4.9,4.75,4.75,4.65,4.65,4.75,4.75
121,2015-01-12,渣打银行,2.81,2.81,3.74,3.74,4.7,4.7,4.78,4.78,4.93,4.93,4.75,4.75,4.65,4.65,4.75,4.75
122,2015-01-12,华夏银行,2.74,2.74,3.8,3.8,4.7,4.7,4.73,4.73,4.8,4.8,4.75,4.75,4.73,4.73,4.75,4.75
123,2015-01-12,广发银行,2.76,2.76,3.72,3.72,4.69,4.69,4.7,4.7,4.75,4.75,4.8,4.8,4.9,4.9,5.0,5.0
124,2015-01-12,邮储银行,2.75,2.75,3.8,3.8,4.8,4.8,4.75,4.75,5.08,5.08,4.75,4.75,4.62,4.62,4.77,4.77
125,2015-01-12,国开行,2.7,2.7,3.71,3.71,4.69,4.69,4.7,4.7,4.73,4.73,4.55,4.55,4.56,4.56,4.75,4.75
126,2015-01-13,工商银行,2.6,2.6,3.66,3.66,4.65,4.65,4.6,4.6,4.6,4.6,4.4,4.4,4.4,4.4,4.6,4.6
127,2015-01-13,农业银行,2.75,2.75,3.85,3.85,4.9,4.9,4.78,4.78,4.93,4.93,4.72,4.72,4.6,4.6,4.7,4.7
128,2015-01-13,中国银行,2.63,2.63,3.7,3.7,4.7,4.7,4.78,4.78,4.95,4.95,4.72,4.72,4.73,4.73,4.74,4.74
129,2015-01-13,建设银行,2.73,2.73,3.89,3.89,4.85,4.85,4.9,4.9,4.89,4.89,4.82,4.82,4.78,4.78,4.81,4.81
130,2015-01-13,交通银行,2.69,2.69,3.76,3.76,4.71,4.71,4.8,4.8,4.915,4.915,4.749,4.749,4.659,4.659,4.7505,4.7505
131,2015-01-13,招商银行,2.75,2.75,3.72,3.72,4.7,4.7,4.8,4.8,4.9,4.9,4.75,4.75,4.65,4.65,4.75,4.75
132,2015-01-13,中信银行,2.65,2.65,3.75,3.75,4.69,4.69,4.78,4.78,4.9,4.9,4.74,4.74,4.65,4.65,4.75,4.75
133,2015-01-13,光大银行,2.65,2.65,4.2,4.2,4.8,4.8,5.07,5.07,4.91,4.91,5.09,5.09,4.66,4.66,4.75,4.75
134,2015-01-13,兴业银行,2.62,2.62,3.66,3.66,4.62,4.62,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75
135,2015-01-13,浦发银行,2.7,2.7,3.75,3.75,4.7,4.7,4.8,4.8,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
136,2015-01-13,北京银行,2.68,2.68,3.7,3.7,4.7,4.7,4.8,4.8,4.9,4.9,4.75,4.75,4.65,4.65,4.75,4.75
137,2015-01-13,上海银行,2.66,2.66,3.72,3.72,4.7,4.7,4.9,4.9,4.93,4.93,4.75,4.75,4.66,4.66,4.75,4.75
138,2015-01-13,汇丰中国,2.66,2.66,3.72,3.72,4.67,4.67,4.8,4.8,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
139,2015-01-13,渣打银行,2.75,2.75,3.76,3.76,4.72,4.72,4.78,4.78,4.91,4.91,4.75,4.75,4.66,4.66,4.75,4.75
140,2015-01-13,华夏银行,2.65,2.65,3.8,3.8,4.62,4.62,4.9,4.9,5.0,5.0,4.8,4.8,4.7,4.7,4.75,4.75
141,2015-01-13,广发银行,2.68,2.68,3.72,3.72,4.65,4.65,4.7,4.7,4.75,4.75,4.8,4.8,4.9,4.9,5.0,5.0
142,2015-01-13,邮储银行,2.65,2.65,3.7,3.7,4.7,4.7,4.75,4.75,5.08,5.08,4.75,4.75,4.62,4.62,4.77,4.77
143,2015-01-13,国开行,2.62,2.62,3.66,3.66,4.62,4.62,4.7,4.7,4.73,4.73,4.55,4.55,4.56,4.56,4.75,4.75
144,2015-01-14,工商银行,2.6,2.6,3.8,3.8,4.8,4.8,4.8,4.8,4.7,4.7,4.5,4.5,4.5,4.5,4.6,4.6
145,2015-01-14,农业银行,2.63,2.63,3.9,3.9,4.85,4.85,4.78,4.78,4.91,4.91,4.72,4.72,4.6,4.6,4.75,4.75
146,2015-01-14,中国银行,2.63,2.63,3.8,3.8,4.7,4.7,4.78,4.78,4.95,4.95,4.72,4.72,4.73,4.73,4.74,4.74
147,2015-01-14,建设银行,2.63,2.63,3.79,3.79,4.78,4.78,4.89,4.89,4.85,4.85,4.82,4.82,4.8,4.8,4.83,4.83
148,2015-01-14,交通银行,2.65,2.65,3.85,3.85,4.83,4.83,4.8,4.8,4.91,4.91,4.7586,4.7586,4.662,4.662,4.7505,4.7505
149,2015-01-14,招商银行,2.64,2.64,3.85,3.85,4.8,4.8,4.8,4.8,4.9,4.9,4.75,4.75,4.65,4.65,4.75,4.75
150,2015-01-14,中信银行,2.63,2.63,3.8,3.8,4.76,4.76,4.8,4.8,4.9,4.9,4.74,4.74,4.65,4.65,4.75,4.75
151,2015-01-14,光大银行,2.65,2.65,4.2,4.2,5.0,5.0,4.8,4.8,4.91,4.91,4.75,4.75,4.66,4.66,4.75,4.75
152,2015-01-14,兴业银行,2.6,2.6,3.8,3.8,4.75,4.75,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75
153,2015-01-14,浦发银行,2.7,2.7,3.9,3.9,4.8,4.8,4.8,4.8,4.9,4.9,4.76,4.76,4.66,4.66,4.75,4.75
154,2015-01-14,北京银行,2.7,2.7,3.9,3.9,4.8,4.8,4.8,4.8,4.9,4.9,4.75,4.75,4.65,4.65,4.75,4.75
155,2015-01-14,上海银行,2.65,2.65,3.85,3.85,4.8,4.8,4.9,4.9,4.92,4.92,4.76,4.76,4.66,4.66,4.75,4.75
156,2015-01-14,汇丰中国,2.63,2.63,3.87,3.87,4.82,4.82,4.8,4.8,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
157,2015-01-14,渣打银行,2.6,2.6,3.73,3.73,4.69,4.69,4.79,4.79,4.91,4.91,4.75,4.75,4.66,4.66,4.75,4.75
158,2015-01-14,华夏银行,2.62,2.62,3.85,3.85,4.8,4.8,5.0,5.0,4.9,4.9,4.75,4.75,4.72,4.72,4.7,4.7
159,2015-01-14,广发银行,2.68,2.68,3.85,3.85,4.75,4.75,4.8,4.8,4.8,4.8,4.85,4.85,4.9,4.9,5.0,5.0
160,2015-01-14,邮储银行,2.65,2.65,3.85,3.85,4.8,4.8,5.05,5.05,5.05,5.05,4.75,4.75,4.62,4.62,4.77,4.77
161,2015-01-14,国开行,2.6,2.6,3.8,3.8,4.75,4.75,4.7,4.7,4.73,4.73,4.55,4.55,4.56,4.56,4.75,4.75
162,2015-01-15,工商银行,2.6,2.6,3.8,3.8,4.75,4.75,4.8,4.8,4.7,4.7,4.5,4.5,4.5,4.5,4.6,4.6
163,2015-01-15,农业银行,2.63,2.63,3.9,3.9,4.85,4.85,4.78,4.78,4.91,4.91,4.72,4.72,4.6,4.6,4.75,4.75
164,2015-01-15,中国银行,2.62,2.62,3.8,3.8,4.7,4.7,4.78,4.78,4.95,4.95,4.72,4.72,4.73,4.73,4.74,4.74
165,2015-01-15,建设银行,2.59,2.59,3.79,3.79,4.75,4.75,4.79,4.79,4.85,4.85,4.83,4.83,4.84,4.84,4.83,4.83
166,2015-01-15,交通银行,2.65,2.65,3.86,3.86,4.81,4.81,4.8,4.8,5.2,5.2,4.753,4.753,4.665,4.665,4.7505,4.7505
167,2015-01-15,招商银行,2.64,2.64,3.85,3.85,4.8,4.8,4.8,4.8,4.9,4.9,4.75,4.75,4.7,4.7,4.8,4.8
168,2015-01-15,中信银行,2.58,2.58,3.83,3.83,4.78,4.78,4.8,4.8,4.9,4.9,4.74,4.74,4.65,4.65,4.75,4.75
169,2015-01-15,光大银行,2.7,2.7,4.2,4.2,4.9,4.9,4.8,4.8,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
170,2015-01-15,兴业银行,2.6,2.6,3.8,3.8,4.75,4.75,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75
171,2015-01-15,浦发银行,2.7,2.7,3.9,3.9,4.8,4.8,4.8,4.8,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
172,2015-01-15,北京银行,2.65,2.65,3.9,3.9,4.8,4.8,4.8,4.8,4.9,4.9,4.8,4.8,4.8,4.8,4.85,4.85
173,2015-01-15,上海银行,2.65,2.65,3.84,3.84,4.78,4.78,4.85,4.85,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
174,2015-01-15,汇丰中国,2.64,2.64,3.86,3.86,4.8,4.8,4.8,4.8,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
175,2015-01-15,渣打银行,2.6,2.6,3.84,3.84,4.79,4.79,4.8,4.8,4.9,4.9,4.75,4.75,4.66,4.66,4.75,4.75
176,2015-01-15,华夏银行,2.63,2.63,3.85,3.85,4.73,4.73,4.65,4.65,4.89,4.89,4.75,4.75,4.66,4.66,4.75,4.75
