,date,bank,ON_B,ON_A,1W_B,1W_A,2W_B,2W_A,1M_B,1M_A,3M_B,3M_A,6M_B,6M_A,9M_B,9M_A,1Y_B,1Y_A
951,2014-03-20,广发银行,3.02,3.02,3.47,3.47,3.55,3.55,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
952,2014-03-20,邮储银行,3.01,3.01,3.47,3.47,3.73,3.73,4.66,4.66,5.51,5.51,5.01,5.01,5.0,5.0,5.0,5.0
953,2014-03-20,国开行,3.01,3.01,3.48,3.48,3.8,3.8,4.66,4.66,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
954,2014-03-21,工商银行,2.5,2.5,3.61,3.61,3.78,3.78,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
955,2014-03-21,农业银行,2.5,2.5,3.61,3.61,3.78,3.78,5.0,5.0,5.52,5.52,5.02,5.02,5.02,5.02,5.0003,5.0003
956,2014-03-21,中国银行,2.5,2.5,3.6,3.6,3.78,3.78,4.9,4.9,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
957,2014-03-21,建设银行,2.5,2.5,3.6,3.6,3.8,3.8,4.5,4.5,5.5,5.5,4.99,4.99,4.995,4.995,5.0,5.0
958,2014-03-21,交通银行,2.5,2.5,3.63,3.63,3.81,3.81,5.0,5.0,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
959,2014-03-21,招商银行,2.5,2.5,3.59,3.59,3.78,3.78,4.9,4.9,5.5,5.5,4.996,4.996,4.999,4.999,5.0,5.0
960,2014-03-21,中信银行,2.49,2.49,3.56,3.56,3.78,3.78,4.62,4.62,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
961,2014-03-21,光大银行,2.5,2.5,3.6,3.6,3.8,3.8,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
962,2014-03-21,兴业银行,2.5,2.5,3.58,3.58,3.75,3.75,4.2,4.2,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
963,2014-03-21,浦发银行,2.5,2.5,3.6,3.6,3.78,3.78,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
964,2014-03-21,北京银行,2.5,2.5,3.6,3.6,3.78,3.78,4.65,4.65,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
965,2014-03-21,上海银行,2.5,2.5,3.6,3.6,3.78,3.78,4.75,4.75,5.5,5.5,5.0,5.0,5.0,5.0,5.0001,5.0001
966,2014-03-21,汇丰中国,2.5,2.5,3.58,3.58,3.78,3.78,5.0,5.0,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
967,2014-03-21,渣打银行,2.5,2.5,3.6,3.6,3.78,3.78,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
968,2014-03-21,华夏银行,2.5,2.5,3.6,3.6,3.78,3.78,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
969,2014-03-21,广发银行,2.5,2.5,3.6,3.6,3.78,3.78,4.65,4.65,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
970,2014-03-21,邮储银行,2.49,2.49,3.6,3.6,3.78,3.78,5.0,5.0,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
971,2014-03-21,国开行,2.55,2.55,3.65,3.65,3.85,3.85,4.95,4.95,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
972,2014-03-24,工商银行,2.5,2.5,3.57,3.57,3.78,3.78,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
973,2014-03-24,农业银行,2.5,2.5,3.65,3.65,3.8,3.8,5.5,5.5,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
974,2014-03-24,中国银行,2.5,2.5,3.57,3.57,3.85,3.85,5.06,5.06,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
975,2014-03-24,建设银行,2.5,2.5,3.58,3.58,3.8,3.8,4.8,4.8,5.5,5.5,4.99,4.99,4.995,4.995,5.0,5.0
976,2014-03-24,交通银行,2.507,2.507,3.61,3.61,3.82,3.82,4.98,4.98,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
977,2014-03-24,招商银行,2.5,2.5,3.57,3.57,3.85,3.85,5.2,5.2,5.5,5.5,4.998,4.998,5.0,5.0,5.0,5.0
978,2014-03-24,中信银行,2.5,2.5,3.58,3.58,3.78,3.78,4.9,4.9,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
979,2014-03-24,光大银行,2.5,2.5,3.6,3.6,3.85,3.85,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
980,2014-03-24,兴业银行,2.5,2.5,3.55,3.55,3.85,3.85,4.2,4.2,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
981,2014-03-24,浦发银行,2.5,2.5,3.6,3.6,3.8,3.8,5.3,5.3,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
982,2014-03-24,北京银行,2.5,2.5,3.58,3.58,3.8,3.8,4.9,4.9,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
983,2014-03-24,上海银行,2.5,2.5,3.58,3.58,3.85,3.85,5.05,5.05,5.5,5.5,5.0,5.0,5.0,5.0,5.0001,5.0001
984,2014-03-24,汇丰中国,2.5,2.5,3.57,3.57,3.85,3.85,5.5,5.5,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
985,2014-03-24,渣打银行,2.51,2.51,3.58,3.58,3.81,3.81,5.5,5.5,5.48,5.48,5.0,5.0,5.0,5.0,5.0,5.0
986,2014-03-24,华夏银行,2.5,2.5,3.57,3.57,3.85,3.85,5.29,5.29,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
987,2014-03-24,广发银行,2.5,2.5,3.58,3.58,3.8,3.8,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
988,2014-03-24,邮储银行,2.5,2.5,3.58,3.58,3.85,3.85,5.5,5.5,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
989,2014-03-24,国开行,2.51,2.51,3.58,3.58,3.8,3.8,5.1,5.1,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
990,2014-03-25,工商银行,2.5,2.5,3.6,3.6,4.16,4.16,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
991,2014-03-25,农业银行,2.5,2.5,4.0,4.0,4.15,4.15,5.2,5.2,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
992,2014-03-25,中国银行,2.5,2.5,3.6,3.6,4.08,4.08,5.15,5.15,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
993,2014-03-25,建设银行,2.5,2.5,3.61,3.61,4.0,4.0,4.9,4.9,5.5,5.5,4.99,4.99,4.995,4.995,5.0,5.0
994,2014-03-25,交通银行,2.5,2.5,3.625,3.625,4.05,4.05,5.2,5.2,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
995,2014-03-25,招商银行,2.5,2.5,3.65,3.65,3.98,3.98,4.9,4.9,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
996,2014-03-25,中信银行,2.5,2.5,3.6,3.6,4.09,4.09,4.9,4.9,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
997,2014-03-25,光大银行,2.5,2.5,4.0,4.0,4.6,4.6,5.2,5.2,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
998,2014-03-25,兴业银行,2.5,2.5,3.65,3.65,3.95,3.95,4.3,4.3,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
999,2014-03-25,浦发银行,2.5,2.5,3.6,3.6,4.17,4.17,5.2,5.2,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1000,2014-03-25,北京银行,2.5,2.5,3.63,3.63,4.0,4.0,5.15,5.15,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1001,2014-03-25,上海银行,2.5,2.5,3.65,3.65,3.97,3.97,5.15,5.15,5.5,5.5,5.0,5.0,5.0,5.0,5.0001,5.0001
1002,2014-03-25,汇丰中国,2.5,2.5,3.65,3.65,3.98,3.98,5.15,5.15,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
1003,2014-03-25,渣打银行,2.5,2.5,3.62,3.62,4.16,4.16,5.15,5.15,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1004,2014-03-25,华夏银行,2.5,2.5,3.65,3.65,3.98,3.98,5.2,5.2,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1005,2014-03-25,广发银行,2.5,2.5,3.62,3.62,3.97,3.97,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1006,2014-03-25,邮储银行,2.5,2.5,3.62,3.62,4.15,4.15,5.2,5.2,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
1007,2014-03-25,国开行,2.51,2.51,3.62,3.62,4.17,4.17,5.1,5.1,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
1008,2014-03-26,工商银行,2.52,2.52,3.82,3.82,4.5,4.5,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1009,2014-03-26,农业银行,2.52,2.52,4.0,4.0,4.5,4.5,5.1,5.1,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1010,2014-03-26,中国银行,2.52,2.52,3.86,3.86,4.5,4.5,4.85,4.85,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1011,2014-03-26,建设银行,2.52,2.52,3.86,3.86,4.55,4.55,4.9,4.9,5.5,5.5,4.99,4.99,4.995,4.995,5.0,5.0
1012,2014-03-26,交通银行,2.525,2.525,3.9,3.9,4.58,4.58,5.0,5.0,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
1013,2014-03-26,招商银行,2.52,2.52,3.87,3.87,4.57,4.57,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1014,2014-03-26,中信银行,2.52,2.52,3.66,3.66,4.5,4.5,4.8,4.8,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
1015,2014-03-26,光大银行,2.52,2.52,4.2,4.2,4.6,4.6,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1016,2014-03-26,兴业银行,2.51,2.51,3.8,3.8,4.2,4.2,4.6,4.6,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
1017,2014-03-26,浦发银行,2.52,2.52,3.86,3.86,4.5,4.5,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1018,2014-03-26,北京银行,2.52,2.52,3.87,3.87,4.56,4.56,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1019,2014-03-26,上海银行,2.52,2.52,3.88,3.88,4.55,4.55,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0001,5.0001
1020,2014-03-26,汇丰中国,2.52,2.52,3.89,3.89,4.56,4.56,4.8,4.8,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
1021,2014-03-26,渣打银行,2.52,2.52,3.83,3.83,4.53,4.53,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1022,2014-03-26,华夏银行,2.52,2.52,3.86,3.86,4.5,4.5,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1023,2014-03-26,广发银行,2.52,2.52,3.67,3.67,4.5,4.5,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1024,2014-03-26,邮储银行,2.52,2.52,3.9,3.9,4.55,4.55,4.8,4.8,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
1025,2014-03-26,国开行,2.52,2.52,3.91,3.91,4.56,4.56,5.2,5.2,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
1026,2014-03-27,工商银行,2.66,2.66,4.8,4.8,5.0,5.0,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1027,2014-03-27,农业银行,2.65,2.65,4.8,4.8,5.12,5.12,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1028,2014-03-27,中国银行,2.65,2.65,4.8,4.8,5.15,5.15,5.45,5.45,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1029,2014-03-27,建设银行,2.66,2.66,4.81,4.81,5.15,5.15,4.9,4.9,5.5,5.5,5.09,5.09,5.12,5.12,5.1,5.1
1030,2014-03-27,交通银行,2.66,2.66,4.83,4.83,5.17,5.17,4.95,4.95,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
1031,2014-03-27,招商银行,2.66,2.66,4.83,4.83,5.17,5.17,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1032,2014-03-27,中信银行,2.65,2.65,4.8,4.8,5.17,5.17,4.84,4.84,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
1033,2014-03-27,光大银行,2.66,2.66,4.85,4.85,5.2,5.2,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1034,2014-03-27,兴业银行,2.65,2.65,4.0,4.0,4.5,4.5,4.7,4.7,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
1035,2014-03-27,浦发银行,2.65,2.65,4.8,4.8,5.13,5.13,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1036,2014-03-27,北京银行,2.66,2.66,4.82,4.82,5.17,5.17,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1037,2014-03-27,上海银行,2.66,2.66,4.82,4.82,5.17,5.17,5.4,5.4,5.5,5.5,5.0,5.0,5.0,5.0,5.0001,5.0001
1038,2014-03-27,汇丰中国,2.66,2.66,4.83,4.83,5.17,5.17,4.8,4.8,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
1039,2014-03-27,渣打银行,2.66,2.66,4.81,4.81,5.16,5.16,4.84,4.84,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1040,2014-03-27,华夏银行,2.66,2.66,4.83,4.83,5.18,5.18,4.74,4.74,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1041,2014-03-27,广发银行,2.67,2.67,4.8,4.8,5.12,5.12,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1042,2014-03-27,邮储银行,2.65,2.65,4.82,4.82,5.17,5.17,5.0,5.0,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
1043,2014-03-27,国开行,2.66,2.66,4.81,4.81,5.17,5.17,5.25,5.25,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
1044,2014-03-28,工商银行,2.75,2.75,4.08,4.08,5.5,5.5,4.7,4.7,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1045,2014-03-28,农业银行,2.75,2.75,4.05,4.05,5.45,5.45,5.3,5.3,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1046,2014-03-28,中国银行,2.75,2.75,4.1,4.1,5.4,5.4,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1047,2014-03-28,建设银行,2.75,2.75,4.2,4.2,5.45,5.45,4.75,4.75,5.5,5.5,5.08,5.08,5.09,5.09,5.1,5.1
1048,2014-03-28,交通银行,2.75,2.75,4.17,4.17,5.5,5.5,4.8,4.8,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
1049,2014-03-28,招商银行,2.75,2.75,4.17,4.17,5.45,5.45,4.75,4.75,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1050,2014-03-28,中信银行,2.75,2.75,4.2,4.2,5.5,5.5,4.71,4.71,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
1051,2014-03-28,光大银行,2.75,2.75,4.2,4.2,5.45,5.45,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1052,2014-03-28,兴业银行,2.74,2.74,3.5,3.5,4.0,4.0,4.7,4.7,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
1053,2014-03-28,浦发银行,2.75,2.75,4.15,4.15,5.5,5.5,4.71,4.71,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1054,2014-03-28,北京银行,2.75,2.75,4.2,4.2,5.45,5.45,4.95,4.95,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1055,2014-03-28,上海银行,2.75,2.75,4.25,4.25,5.45,5.45,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0001,5.0001
1056,2014-03-28,汇丰中国,2.75,2.75,4.17,4.17,5.45,5.45,4.71,4.71,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
1057,2014-03-28,渣打银行,2.75,2.75,4.07,4.07,5.5,5.5,4.28,4.28,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1058,2014-03-28,华夏银行,2.75,2.75,4.15,4.15,5.5,5.5,4.71,4.71,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1059,2014-03-28,广发银行,2.75,2.75,4.25,4.25,4.6,4.6,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1060,2014-03-28,邮储银行,2.75,2.75,4.18,4.18,5.45,5.45,4.71,4.71,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
1061,2014-03-28,国开行,2.76,2.76,4.19,4.19,5.2,5.2,5.28,5.28,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
1062,2014-03-31,工商银行,2.8,2.8,4.2,4.2,5.47,5.47,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1063,2014-03-31,农业银行,3.0,3.0,4.22,4.22,5.4,5.4,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1064,2014-03-31,中国银行,2.8,2.8,4.2,4.2,5.45,5.45,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1065,2014-03-31,建设银行,2.8,2.8,4.12,4.12,5.47,5.47,4.7,4.7,5.5,5.5,5.08,5.08,5.09,5.09,5.1,5.1
1066,2014-03-31,交通银行,2.8,2.8,4.2,4.2,5.5,5.5,4.65,4.65,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
1067,2014-03-31,招商银行,2.8,2.8,4.16,4.16,5.47,5.47,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1068,2014-03-31,中信银行,2.8,2.8,4.15,4.15,5.49,5.49,4.6,4.6,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
1069,2014-03-31,光大银行,2.8,2.8,4.3,4.3,5.5,5.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1070,2014-03-31,兴业银行,2.8,2.8,4.15,4.15,4.3,4.3,4.6,4.6,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
1071,2014-03-31,浦发银行,2.8,2.8,4.22,4.22,5.47,5.47,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1072,2014-03-31,北京银行,2.8,2.8,4.2,4.2,5.47,5.47,4.8,4.8,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1073,2014-03-31,上海银行,2.81,2.81,4.2,4.2,5.47,5.47,4.7,4.7,5.5,5.5,5.0,5.0,5.0,5.0,5.0001,5.0001
1074,2014-03-31,汇丰中国,2.8,2.8,4.16,4.16,5.47,5.47,4.6,4.6,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
1075,2014-03-31,渣打银行,2.8,2.8,4.04,4.04,5.47,5.47,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1076,2014-03-31,华夏银行,2.8,2.8,4.2,4.2,5.46,5.46,4.62,4.62,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1077,2014-03-31,广发银行,2.8,2.8,4.2,4.2,5.4,5.4,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1078,2014-03-31,邮储银行,2.8,2.8,4.17,4.17,5.47,5.47,4.6,4.6,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
1079,2014-03-31,国开行,2.8,2.8,4.1,4.1,5.1,5.1,5.25,5.25,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
1080,2014-04-01,工商银行,2.86,2.86,4.2,4.2,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1081,2014-04-01,农业银行,2.85,2.85,4.2,4.2,4.5,4.5,5.0,5.0,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1082,2014-04-01,中国银行,2.85,2.85,4.22,4.22,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1083,2014-04-01,建设银行,2.87,2.87,4.2,4.2,4.5,4.5,4.65,4.65,5.5,5.5,5.08,5.08,5.09,5.09,5.1,5.1
1084,2014-04-01,交通银行,2.87,2.87,4.21,4.21,5.0,5.0,4.62,4.62,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
1085,2014-04-01,招商银行,2.87,2.87,4.21,4.21,4.51,4.51,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1086,2014-04-01,中信银行,2.86,2.86,4.21,4.21,4.52,4.52,4.6,4.6,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
1087,2014-04-01,光大银行,2.87,2.87,4.23,4.23,4.51,4.51,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1088,2014-04-01,兴业银行,2.86,2.86,4.2,4.2,4.5,4.5,4.6,4.6,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
1089,2014-04-01,浦发银行,2.86,2.86,4.21,4.21,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1090,2014-04-01,北京银行,2.87,2.87,4.2,4.2,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1091,2014-04-01,上海银行,2.87,2.87,4.23,4.23,4.51,4.51,4.6,4.6,5.501,5.501,5.0,5.0,5.0,5.0,5.0001,5.0001
1092,2014-04-01,汇丰中国,2.87,2.87,4.21,4.21,4.52,4.52,4.6,4.6,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
1093,2014-04-01,渣打银行,2.87,2.87,4.2,4.2,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1094,2014-04-01,华夏银行,2.86,2.86,4.2,4.2,5.48,5.48,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1095,2014-04-01,广发银行,2.87,2.87,4.2,4.2,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1096,2014-04-01,邮储银行,2.86,2.86,4.2,4.2,4.5,4.5,4.6,4.6,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
1097,2014-04-01,国开行,2.88,2.88,4.21,4.21,4.5,4.5,5.25,5.25,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
1098,2014-04-02,工商银行,2.95,2.95,4.24,4.24,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1099,2014-04-02,农业银行,2.94,2.94,4.22,4.22,4.51,4.51,4.9,4.9,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1100,2014-04-02,中国银行,2.95,2.95,4.22,4.22,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1101,2014-04-02,建设银行,2.95,2.95,4.24,4.24,4.5,4.5,4.6,4.6,5.5,5.5,5.08,5.08,5.09,5.09,5.1,5.1
1102,2014-04-02,交通银行,2.95,2.95,4.21,4.21,4.6,4.6,4.6,4.6,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
1103,2014-04-02,招商银行,2.95,2.95,4.22,4.22,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1104,2014-04-02,中信银行,2.95,2.95,4.2,4.2,4.51,4.51,4.62,4.62,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
1105,2014-04-02,光大银行,2.95,2.95,4.25,4.25,4.51,4.51,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1106,2014-04-02,兴业银行,2.95,2.95,4.21,4.21,4.5,4.5,4.6,4.6,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
1107,2014-04-02,浦发银行,2.95,2.95,4.2,4.2,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1108,2014-04-02,北京银行,2.95,2.95,4.21,4.21,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1109,2014-04-02,上海银行,2.95,2.95,4.24,4.24,4.51,4.51,4.6,4.6,5.501,5.501,5.0,5.0,5.0,5.0,5.0001,5.0001
1110,2014-04-02,汇丰中国,2.95,2.95,4.2,4.2,4.5,4.5,4.6,4.6,5.59,5.59,5.0,5.0,5.0,5.0,5.0,5.0
1111,2014-04-02,渣打银行,2.95,2.95,4.24,4.24,4.5,4.5,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1112,2014-04-02,华夏银行,2.95,2.95,4.24,4.24,4.51,4.51,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1113,2014-04-02,广发银行,2.95,2.95,4.24,4.24,4.51,4.51,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1114,2014-04-02,邮储银行,2.95,2.95,4.24,4.24,4.51,4.51,4.6,4.6,5.5,5.5,5.01,5.01,5.0,5.0,5.0,5.0
1115,2014-04-02,国开行,2.95,2.95,4.21,4.21,4.5,4.5,5.25,5.25,5.53,5.53,4.9,4.9,4.95,4.95,5.0,5.0
1116,2014-04-03,工商银行,2.95,2.95,4.11,4.11,4.46,4.46,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1117,2014-04-03,农业银行,2.95,2.95,4.15,4.15,4.5,4.5,4.9,4.9,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1118,2014-04-03,中国银行,2.95,2.95,4.1,4.1,4.46,4.46,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1119,2014-04-03,建设银行,2.95,2.95,4.1,4.1,4.46,4.46,4.6,4.6,5.5,5.5,5.08,5.08,5.09,5.09,5.1,5.1
1120,2014-04-03,交通银行,2.95,2.95,4.1,4.1,4.5,4.5,4.605,4.605,5.5,5.5,5.0,5.0,5.0001,5.0001,5.0001,5.0001
1121,2014-04-03,招商银行,2.95,2.95,4.1,4.1,4.45,4.45,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1122,2014-04-03,中信银行,2.95,2.95,4.1,4.1,4.45,4.45,4.6,4.6,5.5,5.5,5.0,5.0,5.05,5.05,5.1,5.1
1123,2014-04-03,光大银行,2.95,2.95,4.11,4.11,4.56,4.56,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
1124,2014-04-03,兴业银行,2.95,2.95,4.1,4.1,4.45,4.45,4.6,4.6,5.25,5.25,5.15,5.15,5.03,5.03,5.0,5.0
1125,2014-04-03,浦发银行,2.95,2.95,4.12,4.12,4.46,4.46,4.6,4.6,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0
